name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalRevenue,"694,533,000","222,873,000","188,921,000","144,715,000","138,025,000","60,921,000","90,299,000","79,482,000","105,091,000","75,080,000","86,062,000","88,582,000","137,660,000","91,873,000","98,117,000","79,909,000","93,197,000","79,859,000","78,192,000","69,393,000","97,896,000","85,321,000","84,921,000","78,474,000","119,797,000","73,092,000","66,004,000","49,325,000","80,815,000","93,050,000","74,400,000","66,733,000","77,215,000","80,316,000","84,228,000","69,199,000","88,834,000","81,411,000","67,589,000","75,013,000","81,431,000","78,276,000","87,614,000","77,203,000","80,673,000","57,377,000","39,411,000","46,426,000","56,346,000","38,285,000","39,337,000"
	OperatingRevenue,"694,533,000","222,873,000","188,921,000","144,715,000","138,025,000","60,921,000","90,299,000","79,482,000","105,091,000","75,080,000","86,062,000","88,582,000","137,660,000","91,873,000","98,117,000","79,909,000","93,197,000","79,859,000","78,192,000","69,393,000","97,896,000","85,321,000","84,921,000","78,474,000","119,797,000","73,092,000","66,004,000","49,325,000","80,815,000","93,050,000","74,400,000","66,733,000","77,215,000","80,316,000","84,228,000","69,199,000","88,834,000","81,411,000","67,589,000","75,013,000","81,431,000","78,276,000","87,614,000","77,203,000","80,673,000","57,377,000","39,411,000","46,426,000","56,346,000","38,285,000","39,337,000"
CostOfRevenue,"411,604,000","110,029,000","109,291,000","91,780,000","100,504,000","68,964,000","86,752,000","78,320,000","85,327,000","74,711,000","88,188,000","87,589,000","96,660,000","75,134,000","83,823,000","70,959,000","87,009,000","77,618,000","82,141,000","79,246,000","79,944,000","73,059,000","76,679,000","68,829,000","107,752,000","47,047,000","40,026,000","55,089,000","47,580,000","57,002,000","44,095,000","48,354,000","53,145,000","52,564,000","49,294,000","43,292,000","46,182,000","38,978,000","61,365,000","32,360,000","33,249,000","35,435,000","35,491,000","30,984,000","32,012,000","30,515,000","32,624,000","28,019,000","33,214,000","27,150,000","27,576,000"
GrossProfit,"282,929,000","112,844,000","79,630,000","52,935,000","37,521,000","-8,043,000","3,547,000","1,162,000","19,764,000","369,000","-2,126,000","993,000","41,000,000","16,739,000","14,294,000","8,950,000","6,188,000","2,241,000","-3,949,000","-9,853,000","17,952,000","12,262,000","8,242,000","9,645,000","12,045,000","26,045,000","25,978,000","-5,764,000","33,235,000","36,048,000","30,305,000","18,379,000","24,070,000","27,752,000","34,934,000","25,907,000","42,652,000","42,433,000","6,224,000","42,653,000","48,182,000","42,841,000","52,123,000","46,219,000","48,661,000","26,862,000","6,787,000","18,407,000","23,132,000","11,135,000","11,761,000"
OperatingExpense,"29,468,000","8,744,000","7,305,000","6,619,000","6,802,000","5,891,000","4,136,000","4,232,000","4,451,000","5,354,000","6,192,000","6,326,000","6,465,000","6,846,000","6,068,000","6,393,000","6,900,000","5,662,000","6,880,000","6,083,000","5,754,000","6,914,000","7,280,000","7,261,000","8,343,000","6,392,000","5,620,000","6,042,000","4,523,000","4,583,000","3,816,000","3,963,000","5,270,000","4,654,000","5,266,000","4,588,000","5,592,000","5,630,000","-9,714,000","10,306,000","12,135,000","11,415,000","12,911,000","8,705,000","9,315,000","10,096,000","16,461,000","7,847,000","6,630,000","8,167,000","4,760,000"
	SellingGeneralAndAdministration,"29,468,000","8,744,000","7,305,000","6,619,000","6,802,000","5,891,000","4,136,000","4,232,000","4,451,000","5,354,000","6,192,000","6,326,000","6,465,000","6,846,000","6,068,000","6,393,000","6,900,000","5,662,000","6,880,000","6,083,000","5,754,000","6,914,000","7,280,000","7,261,000","8,343,000","6,392,000","5,620,000","6,042,000","4,523,000","4,583,000","3,816,000","3,963,000","5,270,000","4,654,000","5,266,000","4,588,000","5,592,000","5,630,000","6,112,000","5,076,000","6,977,000","5,977,000","4,630,000","4,532,000","4,667,000","8,329,000","11,860,000","3,321,000","1,959,000","3,502,000","99,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,230,000","5,158,000","5,438,000","4,921,000","4,663,000","4,648,000","4,637,000","4,601,000","4,526,000","4,671,000","4,665,000","4,661,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,230,000","5,158,000","5,438,000","4,921,000","4,663,000","4,648,000","4,637,000","4,601,000","4,526,000","4,671,000","4,665,000","4,661,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-490,000",,"-2,870,000",,,,,
OperatingIncome,"253,461,000","104,100,000","72,325,000","46,316,000","30,719,000","-13,934,000","-589,000","-3,070,000","15,313,000","-4,985,000","-8,318,000","-5,333,000","34,535,000","9,893,000","8,226,000","2,557,000","-712,000","-3,421,000","-10,829,000","-15,936,000","12,198,000","5,348,000","962,000","2,384,000","3,702,000","19,653,000","20,358,000","-11,806,000","28,712,000","31,465,000","26,489,000","14,416,000","18,800,000","23,098,000","29,668,000","21,319,000","37,060,000","36,803,000","15,938,000","32,347,000","36,047,000","31,426,000","39,212,000","37,514,000","39,346,000","16,766,000","-9,674,000","10,560,000","16,502,000","2,968,000","7,001,000"
