name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
OperatingCashFlow,"17,477,000","2,916,000","5,580,000","7,418,000","1,563,000","1,548,000","1,618,000","8,461,000","11,471,000","11,778,000","24,851,000","32,853,000","28,471,000","12,770,000","38,989,000","26,667,000","24,251,000","-371,000","35,670,000","18,462,000","48,554,000","-2,690,000","46,304,000","22,838,000","70,890,000","22,984,000","40,121,000","17,421,000","83,681,000","40,321,000","39,673,000","31,567,000","82,525,000","46,627,000","44,991,000","52,959,000","93,869,000","42,832,000","90,371,000","47,709,000","103,552,000","35,151,000","57,140,000","67,128,000","110,044,000","29,020,000","53,775,000","62,181,000","88,024,000","48,154,000","63,412,000","58,951,000","111,833,000","62,808,000","57,987,000","74,782,000","103,642,000","62,031,000","73,508,000","65,357,000","95,679,000","37,030,000","99,500,000","45,460,000","86,782,000","54,637,000","45,400,000","63,663,000","109,928,000","6,963,000","48,486,000","81,285,000","49,463,000","29,970,000","53,912,000","56,456,000","49,170,000","40,666,000","46,735,000","47,849,000","53,740,000","30,519,000","41,539,000","43,639,000","39,881,000","20,132,000","37,057,000","43,734,000","46,056,000","27,651,000","54,120,000","54,700,000","57,900,000","56,900,000","44,944,000","52,400,000","49,800,000","47,200,000","71,700,000","40,700,000","37,100,000","36,200,000","44,018,000","18,300,000","17,600,000","18,400,000","23,401,000","24,600,000","23,200,000","10,100,000","31,434,000","21,800,000","21,400,000","3,700,000","21,200,000","6,200,000","11,300,000","7,900,000","16,400,000","8,600,000","9,100,000","7,700,000","8,700,000","7,900,000","6,200,000","-3,200,000","7,600,000","4,300,000","4,800,000","10,100,000","3,800,000","3,400,000","2,300,000","3,200,000"
	CashFlowFromContinuingOperatingActivities,"17,477,000","2,916,000","5,580,000","7,418,000","1,563,000","1,548,000","1,618,000","8,461,000","11,471,000","11,778,000","24,851,000","32,853,000","28,471,000","12,770,000","38,989,000","26,667,000","24,251,000","-371,000","35,670,000","18,462,000","48,554,000","-2,690,000","46,304,000","22,838,000","70,890,000","22,984,000","40,121,000","17,421,000","83,681,000","40,321,000","39,673,000","31,567,000","82,525,000","46,627,000","44,991,000","52,959,000","93,869,000","42,832,000","90,371,000","47,709,000","103,552,000","35,151,000","57,140,000","67,128,000","110,044,000","29,020,000","53,775,000","62,181,000","88,024,000","48,154,000","63,412,000","58,951,000","111,833,000","62,808,000","57,987,000","74,782,000","103,642,000","62,031,000","73,508,000","65,357,000","95,679,000","37,030,000","99,500,000","45,460,000","86,782,000","54,637,000","45,400,000","63,663,000","109,928,000","6,963,000","48,486,000","81,285,000","49,463,000","29,970,000","53,912,000","56,456,000","49,170,000","40,666,000","46,735,000","47,849,000","53,740,000","30,519,000","41,539,000","43,639,000","39,881,000","20,132,000","37,057,000","43,734,000","46,056,000","27,651,000","54,120,000","54,700,000","57,900,000","56,900,000","44,944,000","52,400,000","49,800,000","47,200,000","71,700,000","40,700,000","37,100,000","36,200,000","44,018,000","18,300,000","17,600,000","18,400,000","23,401,000","24,600,000","23,200,000","10,100,000","31,434,000","21,800,000","21,400,000","3,700,000","21,200,000","6,200,000","11,300,000","7,900,000","16,400,000","8,600,000","9,100,000","7,700,000","8,700,000","7,900,000","6,200,000","-3,200,000","7,600,000","4,300,000","4,800,000","10,100,000","3,800,000","3,400,000","2,300,000","3,200,000"
		NetIncomeFromContinuingOperations,"-5,086,000","1,305,000","-1,637,000","-2,814,000","-1,940,000","-10,038,000","-1,670,000","370,000","27,886,000","425,507,000","15,996,000","23,896,000","242,377,000","210,597,000","15,422,000","32,777,000","37,047,000","187,662,000","-21,569,000","33,224,000","-5,811,000","23,822,000","12,260,000","86,388,000","87,844,000","46,402,000","43,145,000","30,466,000","12,616,000","13,630,000","-158,561,000","156,740,000","5,385,000","20,448,000","-5,301,000","-216,207,000","28,917,000","35,624,000","-147,270,000","22,265,000","20,586,000","24,574,000","14,873,000","28,535,000","19,964,000","46,612,000","22,304,000","65,810,000","9,998,000","37,297,000","-10,253,000","72,199,000","59,616,000","43,112,000","63,463,000","85,724,000","68,052,000","27,406,000","27,479,000","32,865,000","31,474,000","33,148,000","37,877,000","33,013,000","31,514,000","149,835,000","43,706,000","38,297,000","50,746,000","32,235,000","41,993,000","36,401,000","35,060,000","52,241,000","35,164,000","24,619,000","30,609,000","27,292,000","31,521,000","27,322,000","26,812,000","21,285,000","11,529,000","19,763,000","26,048,000","27,613,000","63,522,000","27,761,000","26,727,000","26,450,000","13,000,000","15,600,000","37,700,000","39,300,000","41,440,000","40,100,000","35,900,000","31,400,000","37,602,000","28,400,000","27,900,000","19,400,000","22,010,000","18,400,000","22,500,000","18,200,000","15,100,000","15,200,000","15,700,000","15,800,000","13,253,000","19,600,000","14,300,000","12,700,000","10,000,000","9,800,000","9,500,000","8,400,000","7,300,000","6,800,000","6,600,000","6,500,000","6,500,000","5,300,000","5,300,000","5,000,000","3,900,000","3,400,000","3,500,000","3,500,000","2,200,000","1,900,000","1,800,000","2,000,000"
		OperatingGainsLosses,,,,,,,"-208,000","-131,000","-26,916,000","-419,620,000","-24,000","-1,945,000","-220,792,000","-193,037,000","2,327,000","-18,760,000","-25,401,000","-195,357,000","29,399,000","-24,877,000","-3,073,000","-16,454,000","-23,114,000","-82,169,000","-106,375,000","-36,543,000","-42,114,000","-26,953,000","-7,718,000","-5,440,000","1,950,000","-179,525,000","-25,987,000","-11,043,000","15,716,000","-10,492,000","-2,258,000","-13,384,000","10,425,000","-30,365,000","9,200,000","-8,070,000","7,417,000","-26,795,000","-46,000","-34,609,000","-153,608,000","-44,781,000","-13,093,000","-14,777,000","22,957,000","-53,063,000","-34,340,000","-16,258,000","-39,549,000","-57,658,000",,,,,,,"0","0","0","-116,287,000",,,"-9,840,000","3,394,000",,,"-3,731,000","-3,800,000",,,"-3,653,000","-4,288,000",,"-12,072,000","16,787,000","-3,294,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"160,000","-171,754,000","33,000","0","0","0","0","-66,293,000",,,"2,679,000","2,913,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,689,000","-350,000","0","-1,179,000","-7,001,000","0","-34,572,000","-133,200,000","-27,400,000","-11,504,000","0","24,000","-50,106,000","-20,306,000","-8,745,000","-39,549,000","-57,658,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","5,000","-96,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"-208,000","0","-26,916,000","-419,620,000","-24,000","-1,945,000","-227,166,000","-193,037,000","1,608,000","-20,877,000","-26,937,000","-200,224,000","29,172,000","-25,080,000","-3,136,000","-16,454,000","-25,676,000","-82,169,000","-106,375,000","-36,666,000","-41,468,000","-39,793,000","2,708,000","-5,868,000",,,,,"25,521,000","0","-2,099,000","-2,856,000",,,,,"0",,,,,,,,,,,,,,,,,,,,"0","0","0","-116,287,000",,,"-9,840,000","3,394,000",,,"-3,731,000","-3,800,000",,,"-3,653,000","-4,288,000",,"-12,072,000","16,787,000","-3,294,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-1,072,000","-29,365,000","-11,043,000","-10,841,000","-10,492,000","-159,000","-4,262,000","-18,241,000","5,362,000","-2,829,000","-2,958,000","8,251,000","-8,307,000","-46,000","-37,000","-16,000","-18,425,000","-1,589,000","-14,777,000","2,247,000","-2,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"17,835,000","4,412,000","4,403,000","4,588,000","4,432,000","4,351,000","4,875,000","5,330,000","4,588,000","5,303,000","6,224,000","6,086,000","7,885,000","8,490,000","10,707,000","11,186,000","12,903,000","13,904,000","18,931,000","21,422,000","24,311,000","27,488,000","29,701,000","30,066,000","41,198,000","37,372,000","38,625,000","43,280,000","55,501,000","64,068,000","60,964,000","59,286,000","64,005,000","53,892,000","55,043,000","62,562,000","69,820,000","69,052,000","87,061,000","80,698,000","36,848,000","63,647,000","14,024,000","60,203,000","57,931,000","51,030,000","55,948,000","53,355,000","43,700,000","43,940,000","42,894,000","41,927,000","44,056,000","41,670,000","38,318,000","37,802,000","26,945,000","51,961,000","77,828,000","40,909,000","40,346,000","38,234,000","35,607,000","35,975,000","35,403,000","33,265,000","31,532,000","30,168,000","29,931,000","29,191,000","29,626,000","26,093,000","23,315,000","23,082,000","16,281,000","27,774,000","20,895,000","20,274,000","19,019,000","15,066,000","17,444,000","17,221,000","16,334,000","16,471,000","16,225,000","16,157,000","16,014,000","15,885,000","16,040,000","15,874,000","16,082,000","19,900,000","18,600,000","18,800,000","17,664,000","16,300,000","14,200,000","12,600,000","12,030,000","10,400,000","9,600,000","7,300,000","4,706,000","6,000,000","5,800,000","5,600,000","5,449,000","5,900,000","6,600,000","4,900,000","4,324,000","4,100,000","3,500,000","2,800,000","2,000,000","2,400,000","2,400,000","2,300,000","2,900,000","2,400,000","2,200,000","2,100,000","1,900,000","1,700,000","2,100,000","1,600,000","1,700,000","900,000","1,200,000","1,300,000","1,200,000","1,300,000","1,100,000","1,000,000"
			DepreciationAndAmortization,"17,835,000","4,412,000","4,403,000","4,588,000","4,432,000","4,351,000","4,875,000","5,330,000","4,588,000","5,303,000","6,224,000","6,086,000","7,885,000","8,490,000","10,707,000","11,186,000","12,903,000","13,904,000","18,931,000","21,422,000","24,311,000","27,488,000","29,701,000","30,066,000","41,198,000","37,372,000","38,625,000","43,280,000","55,501,000","64,068,000","60,964,000","59,286,000","64,005,000","53,892,000","55,043,000","62,562,000","69,820,000","69,052,000","87,061,000","80,698,000","36,848,000","63,647,000","14,024,000","60,203,000","57,931,000","51,030,000","55,948,000","53,355,000","43,700,000","43,940,000","42,894,000","41,927,000","44,056,000","41,670,000","38,318,000","37,802,000","26,945,000","51,961,000","77,828,000","40,909,000","40,346,000","38,234,000","35,607,000","35,975,000","35,403,000","33,265,000","31,532,000","30,168,000","29,931,000","29,191,000","29,626,000","26,093,000","23,315,000","23,082,000","16,281,000","27,774,000","20,895,000","20,274,000","19,019,000","15,066,000","17,444,000","17,221,000","16,334,000","16,471,000","16,225,000","16,157,000","16,014,000","15,885,000","16,040,000","15,874,000","16,082,000","19,900,000","18,600,000","18,800,000","17,664,000","16,300,000","14,200,000","12,600,000","12,030,000","10,400,000","9,600,000","7,300,000","4,706,000","6,000,000","5,800,000","5,600,000","5,449,000","5,900,000","6,600,000","4,900,000","4,324,000","4,100,000","3,500,000","2,800,000","2,000,000","2,400,000","2,400,000","2,300,000","2,900,000","2,400,000","2,200,000","2,100,000","1,900,000","1,700,000","2,100,000","1,600,000","1,700,000","900,000","1,200,000","1,300,000","1,200,000","1,300,000","1,100,000","1,000,000"
				Depreciation,"15,242,000","3,776,000","3,764,000","3,940,000","3,762,000","3,769,000","4,065,000","4,380,000","3,913,000","4,571,000","5,361,000","5,315,000","6,544,000","7,456,000","9,414,000","9,857,000","11,026,000","12,276,000","16,912,000","19,059,000","21,759,000","24,433,000","26,407,000","26,784,000","37,422,000","33,211,000","34,540,000","38,838,000","50,065,000","56,722,000","55,214,000","53,684,000","58,657,000","49,661,000","50,920,000","57,641,000","64,814,000","64,252,000","111,260,000","46,359,000","46,237,000","44,443,000","43,120,000","42,602,000","39,265,000","41,457,000","63,044,000","38,258,000","39,562,000","39,755,000","38,929,000","37,960,000","39,648,000","38,804,000","38,318,000","37,802,000","39,500,000","39,406,000","38,673,000","37,426,000","36,446,000","35,005,000","32,316,000","33,155,000","32,594,000","30,703,000","29,145,000","27,928,000","27,692,000","27,186,000","27,790,000","24,559,000","21,912,000","21,716,000","20,766,000","19,946,000","19,724,000","19,225,000","18,055,000","16,125,000","15,732,000","15,577,000","15,137,000","14,842,000","14,760,000","14,803,000","14,816,000","14,838,000","14,914,000","14,855,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
