name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000
	InterestExpenseNonOperating,"72,513,000","22,036,000","24,944,000","13,103,000","13,175,000","12,908,000","14,618,000","15,162,000","18,622,000","18,810,000","19,247,000","20,989,000","23,622,000","20,310,000","13,556,000","12,490,000","11,813,000","11,742,000","11,956,000","12,816,000","9,133,000","8,340,000","8,610,000","8,680,000","8,371,000","8,362,000","2,797,000","11,003,000","7,406,000","5,649,000","5,939,000","5,210,000","4,346,000","2,056,000","1,537,000","2,165,000","1,191,000","840,000","1,178,000","1,544,000","1,479,000","1,575,000","1,648,000","1,598,000","989,000","899,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,"519,000","692,000","797,000","745,000","724,000","717,000","982,000","1,013,000","1,026,000","1,054,000","1,171,000","1,090,000","7,823,000","7,163,000","5,866,000","5,455,000","5,193,000","6,129,000","5,364,000","4,153,000","4,029,000","3,083,000","3,263,000","3,073,000",,,,,,,,,,,,,,,,,,,,,"1,933,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-177,584,000","-145,773,000","-10,132,000","-18,513,000","-3,166,000","-105,000","0",,"152,000","-20,459,000","-569,000","-6,857,000","954,000",,"-32,086,000",,"-917,000",,"-33,700,000","-4,880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-175,149,000","-146,116,000","-7,354,000","-18,513,000","-3,166,000","-105,000","0","0","152,000","-20,459,000","-569,000","-6,857,000","954,000",,"-32,086,000","0","-917,000",,"-33,700,000","-4,880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"0","0","0","0","0","0","0","20,459,000","0",,,,"32,086,000",,,,"33,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"175,149,000","146,116,000","7,354,000","18,513,000","3,166,000","105,000","0",,"-152,000",,"569,000","6,857,000","-954,000",,"0",,"917,000",,"0","4,880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"343,000","-2,778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"694,503,000","38,660,000","182,799,000","240,803,000","232,241,000","174,475,000","169,069,000","95,565,000","117,302,000","-4,635,000","80,429,000","60,816,000","80,422,000","47,515,000","49,964,000","27,645,000","66,978,000","36,566,000","18,346,000","19,367,000","-2,279,000","-5,283,000","15,156,000","4,295,000","11,106,000","-22,003,000","55,614,000","33,873,000","49,017,000","11,380,000","69,386,000","31,478,000","44,589,000","2,722,000","56,723,000","21,695,000","-28,971,000","-329,000","-89,773,000","450,000","18,183,000","-3,708,000","25,263,000","-5,701,000","8,454,000","-6,531,000","-19,603,000","-14,867,000","-15,293,000","-7,727,000","-13,922,000","13,742,000","-5,823,000","368,000","-4,892,000","13,157,000","-7,097,000","-3,997,000","-5,169,000","16,780,000","-5,279,000","-3,369,000","-6,528,000","13,311,000","-4,763,000","-4,642,000","-8,650,000","14,224,000","-3,753,000","-5,639,000","-16,953,000","-9,162,000","-12,383,000","-9,680,000","-12,388,000","16,850,000","-8,691,000","-5,793,000","-7,278,000"
TaxProvision,"-71,592,000","-163,426,000","34,434,000","54,391,000","3,009,000","41,724,000","37,988,000","49,154,000","18,879,000","-1,423,000","11,996,000","8,353,000","16,665,000","11,793,000","13,837,000","5,234,000","2,936,000","8,507,000","18,085,000","6,216,000","5,583,000","-1,913,000","5,720,000","1,778,000","4,188,000","-8,533,000","22,312,000","13,163,000","19,082,000","4,224,000","26,861,000","12,049,000","17,336,000","927,000","30,081,000","12,146,000","-11,136,000","-168,000","-61,411,000","-1,235,000","567,000","56,000","1,209,000","-871,000","987,000","-204,000","167,000","200,000","-105,000","196,000","-164,000","105,000","-115,000","132,000","21,000","32,679,000","-2,887,000","-1,535,000","-2,056,000","5,970,000","-2,161,000","-1,363,000","-2,546,000","5,419,000","-1,905,000","-1,857,000","-3,460,000","4,966,000","-1,351,000","-2,030,000","-10,103,000","2,655,000","-4,456,000","-3,487,000","-4,460,000","7,105,000","-3,568,000","-2,376,000","-2,982,000"
EarningsFromEquityInterestNetOfTax,"-7,494,000","-1,375,000","-1,320,000","-2,313,000","-2,486,000","-2,095,000","-888,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"904,717,000","346,827,000","147,045,000","184,099,000","226,746,000","130,656,000","130,193,000","46,411,000","98,423,000","-3,212,000","68,433,000","52,463,000","63,757,000","35,722,000","36,127,000","22,411,000","64,042,000","28,059,000","261,000","13,151,000","-7,862,000","-3,370,000","9,436,000","2,517,000","6,918,000","-13,470,000","33,302,000","20,710,000","29,935,000","7,156,000","42,525,000","19,429,000","27,253,000","1,795,000","26,642,000","9,549,000","-17,835,000","-161,000","-28,362,000","1,685,000","17,616,000","-3,764,000","24,054,000","-4,830,000","7,467,000","-6,327,000","-19,770,000","-15,067,000","-15,188,000","-7,923,000","-13,758,000","13,637,000","-5,708,000","236,000","-4,913,000","-19,522,000","-4,210,000","-2,462,000","-3,113,000","10,810,000","-3,118,000","-2,006,000","-3,982,000","7,892,000","-2,858,000","-2,785,000","-5,190,000","9,258,000","-2,402,000","-3,609,000","-7,208,000","-12,193,000","-8,302,000","-7,315,000","-8,873,000","9,745,000","-5,123,000","-3,417,000","-4,296,000"
	NetIncome,"758,601,000","200,711,000","147,045,000","184,099,000","226,746,000","130,656,000","130,193,000","46,411,000","98,423,000","-3,212,000","68,433,000","52,463,000","63,757,000","35,722,000","36,127,000","22,411,000","64,042,000","28,059,000","261,000","13,151,000","-7,862,000","-3,370,000","9,436,000","2,517,000","6,918,000","-13,470,000","33,302,000","20,710,000","29,935,000","7,156,000","42,525,000","19,429,000","27,253,000","1,795,000","26,642,000","9,549,000","-17,835,000","-161,000","-28,362,000","1,685,000","17,616,000","-3,764,000","24,054,000","-4,830,000","7,467,000","-6,327,000","-19,770,000","-15,067,000","-15,188,000","-7,923,000","-13,758,000","13,637,000","-5,708,000","236,000","-4,913,000","-19,522,000","-4,210,000","-2,462,000","-3,113,000","10,810,000","-3,118,000","-2,006,000","-3,982,000","7,892,000","-2,858,000","-2,785,000","-5,190,000","9,258,000","-2,402,000","-3,609,000","-6,850,000","-11,817,000","-7,927,000","-6,193,000","-7,928,000","9,745,000","-5,123,000","-3,417,000","-4,296,000"
		NetIncomeIncludingNoncontrollingInterests,"758,601,000","200,711,000","147,045,000","184,099,000","226,746,000","130,656,000","130,193,000","46,411,000","98,423,000","-3,212,000","68,433,000","52,463,000","63,757,000","35,722,000","36,127,000","22,411,000","64,042,000","28,059,000","261,000","13,151,000","-7,862,000","-3,370,000","9,436,000","2,517,000","6,918,000","-13,470,000","33,302,000","20,710,000","29,935,000","7,156,000","42,525,000","19,429,000","27,253,000","1,795,000","26,642,000","9,549,000","-17,835,000","-161,000","-28,362,000","1,685,000","17,616,000","-3,764,000","24,054,000","-4,830,000","7,467,000","-6,327,000","-19,770,000","-15,067,000","-15,188,000","-7,923,000","-13,758,000","13,637,000","-5,708,000","236,000","-4,913,000","-19,522,000","-4,210,000","-2,462,000","-3,113,000","10,810,000","-3,118,000","-2,006,000","-3,982,000","7,892,000","-2,858,000","-2,785,000","-5,190,000","9,258,000","-2,402,000","-3,609,000","-6,850,000","-11,817,000","-7,927,000","-6,193,000","-7,928,000","9,745,000","-5,123,000","-3,417,000","-4,296,000"
			NetIncomeContinuousOperations,"758,601,000","200,711,000","147,045,000","184,099,000","226,746,000","130,656,000","130,193,000","46,411,000","98,423,000","-3,212,000","68,433,000","52,463,000","63,757,000","35,722,000","36,127,000","22,411,000","64,042,000","28,059,000","261,000","13,151,000","-7,862,000","-3,370,000","9,436,000","2,517,000","6,918,000","-13,470,000","33,302,000","20,710,000","29,935,000","7,156,000","42,525,000","19,429,000","27,253,000","1,795,000","26,642,000","9,549,000","-17,835,000","-161,000","-28,362,000","1,685,000","17,616,000","-3,764,000","24,054,000","-4,830,000","7,467,000","-6,327,000","-19,770,000","-15,067,000","-15,188,000","-7,923,000","-13,758,000","13,637,000","-5,708,000","236,000","-4,913,000","-19,522,000","-4,210,000","-2,462,000","-3,113,000","10,810,000","-3,118,000","-2,006,000","-3,982,000","7,892,000","-2,858,000","-2,785,000","-5,190,000","9,258,000","-2,402,000","-3,609,000","-6,850,000","-11,817,000","-7,927,000","-6,193,000","-7,928,000","9,745,000","-5,123,000","-3,417,000","-4,296,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"358,000",,,,,,,,
	OtherunderPreferredStockDividend,,"-146,116,000",,,"2,486,000","2,095,000","888,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"375,000","1,122,000","945,000",,,,
DilutedNIAvailtoComStockholders,"904,717,000","346,827,000","147,045,000","184,099,000","226,746,000","130,656,000","130,193,000","46,411,000","98,423,000","-3,212,000","68,433,000","52,463,000","63,757,000","35,722,000","36,127,000","22,411,000","64,042,000","28,059,000","261,000","13,151,000","-7,862,000","-3,370,000","9,436,000","2,517,000","6,918,000","-13,470,000","33,302,000","20,710,000","29,935,000","7,156,000","42,525,000","19,429,000","27,253,000","1,795,000","26,642,000","9,549,000","-17,835,000","-161,000","-28,362,000","1,685,000","17,616,000","-3,764,000","24,054,000","-4,830,000","7,467,000","-6,327,000","-19,770,000","-15,067,000","-15,188,000","-7,923,000","-13,758,000","13,637,000","-5,708,000","236,000","-4,913,000","-19,522,000","-4,210,000","-2,462,000","-3,113,000","10,810,000","-3,118,000","-2,006,000","-3,982,000","7,892,000","-2,858,000","-2,785,000","-5,190,000","9,258,000","-2,402,000","-3,609,000","-7,208,000","-12,193,000","-8,302,000","-7,315,000","-8,873,000","9,745,000","-5,123,000","-3,417,000","-4,296,000"
BasicEPS,,"15.34",,"8.59","10.71","6.22","6.35","2.37","5.08","-0.17","3.58","2.8","3.45","1.79","1.73","1.01","2.92","1.3","0.01","0.62","-0.28","-0.09","0.23","0.06","0.17","-0.33","0.82","0.51","0.75","0.18","1.07","0.49","0.69","0.05","0.68","0.25","-0.46","-0.004","-0.79","0.05","0.476","-0.117",,"-0.15",,"-0.197","-0.51",,"-0.39","-0.2","-0.35",,"-0.15","0.01","-0.13",,"-0.11","-0.07","-0.09",,"-0.09","-0.06","-0.12",,"-0.09","-0.09","-0.17",,"-0.08","-0.12","-0.25",,"-0.35","-0.31","-0.5",,"-0.3","-0.2","-0.25"
DilutedEPS,,"12.16",,"5.88","7.09","4.19","4.31","1.64","3.71","-0.17","2.66","2.17","2.86","1.43","1.41","0.81","2.33","1.11","0.01","0.56","-0.28","-0.09","0.23","0.06","0.17","-0.33","0.79","0.49","0.71","0.17","1.02","0.47","0.66","0.04","0.65","0.23","-0.46","-0.004","-0.79","0.05","0.476","-0.117",,"-0.15",,"-0.197","-0.51",,"-0.39","-0.2","-0.35",,"-0.15","0.006","-0.13",,"-0.11","-0.07","-0.09",,"-0.09","-0.06","-0.12",,"-0.09","-0.09","-0.17",,"-0.08","-0.12","-0.25",,"-0.35","-0.31","-0.5",,"-0.3","-0.2","-0.25"
BasicAverageShares,,"22,608,537",,"21,430,557","21,166,638","21,003,244","20,518,130","19,552,836","19,386,115","19,242,641","19,120,709","18,765,769","18,465,876","19,976,858","20,901,841","22,082,141","21,925,702","21,545,025","21,418,283","21,221,848","28,398,307","37,609,516","40,803,626","40,730,059","40,646,124","40,588,081","40,522,242","40,282,734","40,045,850","39,913,946","39,734,145","39,507,272","39,436,255","39,152,923","39,008,383","38,888,208","38,712,000","38,076,026","35,692,064","32,188,891","36,971,500","32,188,891",,"32,188,891",,"32,188,891","38,969,000",,"38,826,000","38,798,000","38,757,000",,"38,311,000","37,884,000","37,773,000",,"37,648,000","33,259,000","33,110,000",,"33,017,000","32,903,000","32,791,000",,"30,602,000","30,083,000","30,052,000",,"29,926,000","29,807,000","29,246,000",,"23,852,000","23,557,000","17,862,000",,"17,074,000","17,027,000","16,954,000"
DilutedAverageShares,,"28,527,246",,"31,291,079","31,979,098","31,210,011","30,179,506","28,286,124","26,564,705","19,242,641","25,767,864","24,170,172","22,324,112","24,933,987","25,702,791","27,703,319","27,496,561","25,230,228","25,666,174","23,535,617","28,398,307","37,609,516","41,000,760","40,926,450","40,820,495","40,588,081","42,225,070","42,413,657","42,243,910","41,959,718","41,777,509","41,392,831","41,262,629","40,787,726","41,119,175","41,053,211","38,712,000","38,076,026","35,692,064","32,188,891","36,971,500","32,188,891",,"32,188,891",,"32,188,891","38,969,000",,"38,826,000","38,798,000","38,757,000",,"38,311,000","38,911,000","37,773,000",,"37,648,000","33,259,000","33,110,000",,"33,017,000","32,903,000","32,791,000",,"30,602,000","30,083,000","30,052,000",,"29,926,000","29,807,000","29,246,000",,"23,852,000","23,557,000","17,862,000",,"17,074,000","17,027,000","16,954,000"
TotalOperatingIncomeAsReported,"944,581,000","205,288,000","217,766,000","272,539,000","248,988,000","187,888,000","183,616,000","111,221,000","136,568,000","35,453,000","100,980,000","89,237,000","103,981,000","68,633,000","103,238,000","47,016,000","85,375,000","53,601,000","69,120,000","43,162,000","12,123,000","6,896,000","27,110,000","15,386,000","22,015,000","-11,475,000","67,233,000","44,876,000","56,423,000","17,029,000","75,325,000","36,688,000","48,935,000","4,778,000","58,260,000","23,860,000","-27,780,000","511,000","-88,595,000","1,994,000","19,662,000","-2,133,000","26,911,000","-4,103,000","9,443,000","-5,632,000","-17,670,000","-12,848,000","-12,884,000","-5,491,000","-11,923,000","15,693,000","-3,704,000","2,107,000","-3,468,000","14,384,000","-5,933,000","-3,163,000","-4,344,000","17,579,000","-4,542,000","-2,860,000","-6,101,000","13,791,000","-4,244,000","-4,049,000","-8,088,000","14,944,000","-2,919,000","-4,868,000","-16,182,000","-5,896,000","-11,892,000","-9,253,000","-9,429,000","18,730,000","-6,797,000","-4,658,000","-6,383,000"
TotalExpenses,"2,910,739,000","752,004,000","684,975,000","733,889,000","739,871,000","672,904,000","628,820,000","732,792,000","572,714,000","447,442,000","563,996,000","588,289,000","602,533,000","529,788,000","567,653,000","589,542,000","555,423,000","503,805,000","601,175,000","549,311,000","603,203,000","555,184,000","559,596,000","533,942,000","521,366,000","466,931,000","579,975,000","487,535,000","450,519,000","405,416,000","507,402,000","447,987,000","384,831,000","361,476,000","413,434,000","371,972,000","409,878,000","300,826,000","486,650,000","282,177,000","273,244,000","220,047,000","278,331,000","236,562,000","226,180,000","190,392,000","162,408,000","235,478,000","186,565,000","189,311,000","154,035,000","227,321,000","160,777,000","177,236,000","136,848,000","176,625,000","134,335,000","147,944,000","121,809,000","170,279,000","122,707,000","123,802,000","104,959,000","151,164,000","100,058,000","100,022,000","89,854,000","140,223,000","93,693,000","89,887,000","85,559,000","153,073,000","88,506,000","84,033,000","77,331,000","131,261,000","86,510,000","75,843,000","74,956,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"758,601,000","200,711,000","147,045,000","184,099,000","226,746,000","130,656,000","130,193,000","46,411,000","98,423,000","-3,212,000","68,433,000","52,463,000","63,757,000","35,722,000","36,127,000","22,411,000","64,042,000","28,059,000","261,000","13,151,000","-7,862,000","-3,370,000","9,436,000","2,517,000","6,918,000","-13,470,000","33,302,000","20,710,000","29,935,000","7,156,000","42,525,000","19,429,000","27,253,000","1,795,000","26,642,000","9,549,000","-17,835,000","-161,000","-28,362,000","1,685,000","17,616,000","-3,764,000","24,054,000","-4,830,000","7,467,000","-6,327,000","-19,770,000","-15,067,000","-15,188,000","-7,923,000","-13,758,000","13,637,000","-5,708,000","236,000","-4,913,000","-19,522,000","-4,210,000","-2,462,000","-3,113,000","10,810,000","-3,118,000","-2,006,000","-3,982,000","7,892,000","-2,858,000","-2,785,000","-5,190,000","9,258,000","-2,402,000","-3,609,000","-6,850,000","-11,817,000","-7,927,000","-6,193,000","-7,928,000","9,745,000","-5,123,000","-3,417,000","-4,296,000"
