name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"567,692,000","45,243,000","191,651,000","182,364,000","148,434,000","55,572,000","139,702,000","138,979,000","186,311,000","-21,758,000","120,538,000","113,492,000","98,052,000","-21,079,000","112,556,000","99,801,000","79,253,000","-14,226,000"
	CashFlowFromContinuingOperatingActivities,"567,692,000","45,243,000","191,651,000","182,364,000","148,434,000","55,572,000","139,702,000","138,979,000","186,311,000","-21,758,000","120,538,000","113,492,000","98,052,000","-21,079,000","112,556,000","99,801,000","79,253,000","-14,226,000"
		NetIncomeFromContinuingOperations,"288,988,000","97,445,000","60,005,000","65,305,000","66,233,000","81,565,000","66,449,000","47,048,000","42,408,000","62,485,000","57,278,000","48,578,000","24,816,000","42,352,000","29,307,000","45,955,000","38,897,000","45,308,000"
		DepreciationAmortizationDepletion,"174,792,000","44,450,000","43,652,000","44,823,000","41,867,000","40,966,000","39,837,000","38,857,000","37,919,000","37,176,000","36,402,000","35,133,000","34,292,000","33,503,000","33,020,000","16,362,000","16,178,000","16,268,000"
			DepreciationAndAmortization,"174,792,000","44,450,000","43,652,000","44,823,000","41,867,000","40,966,000","39,837,000","38,857,000","37,919,000","37,176,000","36,402,000","35,133,000","34,292,000","33,503,000","33,020,000","16,362,000","16,178,000","16,268,000"
		DeferredTax,"68,307,000","11,640,000","25,584,000","18,331,000","12,752,000","15,997,000","19,029,000","12,527,000","14,981,000","7,227,000","-9,092,000","-5,422,000","-3,557,000","-39,000","968,000","1,193,000","957,000","452,000"
			DeferredIncomeTax,"68,307,000","11,640,000","25,584,000","18,331,000","12,752,000","15,997,000","19,029,000","12,527,000","14,981,000","7,227,000","-9,092,000","-5,422,000","-3,557,000","-39,000","968,000","1,193,000","957,000","452,000"
		StockBasedCompensation,"54,895,000","13,712,000","15,000,000","13,776,000","12,407,000","10,760,000","11,212,000","9,757,000","10,346,000","7,971,000","8,732,000","9,132,000","27,286,000","4,674,000",,"0","0","0"
		OtherNonCashItems,,,,,,,,,,,,,,,,"-8,265,000","19,297,000","10,070,000"
		ChangeInWorkingCapital,"-19,290,000","-122,004,000","47,410,000","40,129,000","15,175,000","-93,716,000","3,175,000","30,790,000","80,657,000","-136,617,000","27,218,000","26,071,000","15,215,000","-101,569,000","49,261,000","44,556,000","3,924,000","-86,324,000"
			ChangeInReceivables,"-19,975,000","-36,437,000","3,475,000","8,047,000","5,041,000","-38,932,000","-5,234,000","4,785,000","72,918,000","-84,016,000","581,666,000","-496,740,000","-166,001,000","79,980,000","-161,757,000","-5,325,000","-404,000","-25,557,000"
				ChangesInAccountReceivables,"-19,975,000","-36,437,000","3,475,000","8,047,000","5,041,000","-38,932,000","-5,234,000","4,785,000","72,918,000","-84,016,000","581,395,000","-496,075,000","-166,178,000","79,763,000","-161,864,000","-3,034,000","-280,000","-25,438,000"
