name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
MarketCap,"500,449,567","724,824,860","471,506,880","585,398,880","860,993,770","761,110,750","631,432,200","361,827,760","520,638,800","245,937,680","1,433,791,440","1,199,344,120","1,284,083,037","1,176,891,810","801,778,230","1,463,360,372","1,233,594,831","857,380,606","1,113,811,808","1,091,384,294","832,858,800","1,147,209,420","1,063,266,699","979,990,200","761,358,520","602,078,400","559,080,140","508,295,640","1,338,135,870","1,584,323,840","2,291,216,200","2,328,013,860","2,776,625,850","2,425,125,360","2,448,735,200","2,683,993,780","2,440,754,311","2,442,746,248","2,182,948,320","1,922,581,204","1,733,569,696","1,880,499,992","1,666,479,467","1,388,141,500","1,754,498,880","1,823,406,400","1,281,886,880","1,174,713,000","1,138,184,370","1,362,651,340","1,225,301,750","1,563,582,440","1,068,879,710","505,707,329","664,991,762","2,229,899,480","3,825,341,880","2,887,353,000","3,792,477,500","3,877,942,878","3,645,057,525","3,404,861,410","2,843,000,360","3,081,951,600","3,167,614,240","2,971,360,000","2,788,437,660","2,464,619,880","2,029,337,500","1,753,834,800","1,565,533,500","1,365,813,280","1,160,103,840","981,045,000","913,134,960","735,331,900","819,973,440","677,698,290","880,263,000","751,704,758","819,984,000","827,551,500","801,014,080","542,516,240","800,582,400","821,921,625","858,555,370","919,182,724","852,323,052","796,248,128","515,968,600","530,083,952","437,205,384","305,499,384","302,605,664","261,810,000","400,890,816","478,995,000","355,862,500","541,085,300"
EnterpriseValue,"726,289,567","882,256,860","657,924,880","804,904,880","1,131,126,770","971,961,750","894,161,200","748,328,760","946,182,800","648,971,680","1,778,452,440","1,595,870,120","1,740,053,037","1,337,747,810","924,735,230","1,633,873,372","1,426,979,831","1,086,415,606","1,260,878,808","1,216,404,294","904,520,800","1,416,529,420","1,259,567,699","1,198,571,200","1,004,908,520","869,214,400","866,352,140","802,245,640","1,469,131,870","1,659,203,840","2,298,362,200","2,385,318,860","2,867,690,850","2,513,077,360","2,537,134,200","2,719,054,780","2,512,812,311","3,024,874,248","2,765,076,320","2,453,983,204","2,293,603,696","2,489,355,992","2,462,915,467","2,184,577,500","2,587,961,880","2,738,982,400","2,248,733,880","2,206,776,000","2,227,573,370","2,509,314,340","2,315,367,750","2,513,606,440","2,169,392,710","2,260,123,329","2,503,420,762","4,102,761,480","5,663,646,880","4,601,413,000","5,503,309,500","5,183,728,878","4,889,105,525","4,393,558,410","3,992,040,360","3,487,959,600","3,573,622,240","3,378,221,000","3,080,455,660","2,756,637,880","2,272,232,500","1,834,843,800","1,622,951,500","1,465,638,280","1,276,243,840","1,180,297,000","1,129,587,960","962,167,900","1,042,839,440","896,923,290","1,108,040,000","976,991,758","984,351,000","889,976,500","863,439,080","559,098,240","783,943,400","817,137,625","848,882,370","920,272,724","853,413,052","781,816,128","504,668,600","513,183,952","421,305,384","265,899,384","269,805,664","242,010,000","382,690,816","467,795,000","342,862,500","528,085,300"
PeRatio,,,,"48.5","28.55","38.846","28","12.05","12.393","4.316","41.87","38.381","39.227","41.632","8.587","21.478","28.724","28.95",,,,,,,,,"15.939","5.042","8.255","8.086","10.236","12.121","17.196","22.311",,,,,,"11.209","10.256","14.59","27.241","22.586","40.39",,,,,"76.647","13.506",,,,,"6.616","10.732","8.924","12.425","11.894","10.503","9.636","11.284","10.951","13.233","15.992","24.007","21.207","20.865","19.359","19.782","21.588","23.145","24.112","28.047","33.068","50.651","43.927","67.143","22.533","34.375","28.295","28.045","13.712","25.895","35.243","30.001","39.44","37.371","40.12","30.116","22.534","19.917","13.425","12.889","15.063","24.179","29.075","22.477","152.049"
ForwardPeRatio,"113.636",,,,,,,,"116.279","5.858","21.882","20.161",,,,"25.317","46.296","36.232",,,,,"222.222",,,,,,,"9.132",,,"16.051","14.025","15.674","18.797","18.248","13.947","8.54","6.752","6.414","9.497","9.643","7.825","13.333","18.45","13.316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,"18.375",,,,,,,"0.609",,,"1.071","0.935","1.045","1.254","1.216","0.93","0.57","0.45","0.428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.75","1.063","0.703","0.86","1.198","1.032","0.851","0.474","0.679","0.326","1.925","1.607","1.71","1.57","1.065","2.079","1.899","1.447","1.913","1.772","1.361","1.779","1.846","1.603","1.195","0.848","0.743","0.557","1.272","1.419","2.029","2.309","2.969","2.758","2.856","3.131","2.961","2.824","2.548","1.258","1.137","1.336","1.265","1.049","1.303","1.391","1.051","1.081","1.255","1.253","0.85","0.799","0.465","0.211","0.305","1.098","2.051","1.662","2.253","2.576","2.509","2.452","2.207","1.317","1.591","2.534","4.184","3.696","3.399","3.109","2.965","2.89","2.583","2.304","2.303","1.896","2.231","1.969","2.775","0.72","3.264","3.624","3.592","1.346","4.023","4.534","4.973","4.972","4.712","1.256","3.154","3.4","3.116","2.111","2.044","1.768","2.992","3.86","2.981","18.173"
PbRatio,"0.314","0.44","0.282","0.344","0.504","0.437","0.37","0.219","0.316","0.145","0.854","0.728","0.788","0.727","0.491","0.913","0.776","0.547","0.737","0.729","0.558","0.895","0.796","0.775","0.609","0.471","0.334","0.303","0.809","0.958","1.366","1.435","1.782","1.618","1.675","1.917","1.766","1.74","1.567","1.218","1.133","1.297","1.146","0.954","1.281","1.397","0.997","0.884","0.874","0.964","0.858","1.06","0.741","0.383","0.568","1.076","1.892","1.499","2.054","2.352","2.311","2.231","2.019","3.929","4.038","4.215","4.948","4.374","3.808","3.407","3.226","3.071","2.748","2.457","2.396","1.997","2.309","1.971","2.608","2.245","3.458","3.656","3.539","2.49","3.854","4.221","4.649","5.923","5.492","5.096","3.419","3.616","3.64","2.629","2.664","2.42","3.981","5.058","3.981","6.358"
EnterprisesValueRevenueRatio,"1.098","5.877","3.901","4.454","6.985","5.948","5.592","3.868","4.751","3.585","10.416","7.506","8.626","8.019","5.84","7.686","6.974","6.614","7.723","7.451","6.017","13.552","9.838","7.433","9.368","9.548","5.494","4.397","8.849","8.749","11.095","6.998","9.384","9.911","11.185","12.353","10.823","15.321","-11.266","7.298","6.602","6.102","6.217","5.865","7.649","9.393","7.341","5.62","7.444","12.449","12.86","11.636","4.386","3.958","4.628","6.658","10.479","10.209","11.001","11.255","11.908","11.093","10.085","9.316","11.716","11.583","11.667","13.168","13.645","11.498","9.957","11.104","9.994","9.778","11.11","9.265","10.24","10.089","11.984","11.629","13.614","16.503","12.641","10.842","16.069","13.972","16.548","18.514","21.388","19.492","11.903","8.772","12.355","10.227","7.233","5.641","9.94","14.09","10.235","18.273"
EnterprisesValueEBITDARatio,"13.081","-804.979","75.894","35.435","44.827","25.751","20.479","10.441","20.424","232.69","44.456","24.319","34.401","40.529","49.741","27.284","28.405","36.463","40.439","38.676","28.537","91.899","-59.755","23.784","53.738","155.717","-1.872","15.439","47.224","32.624","56.195","16.985","26.404","24.034","29.954","33.522","34.152","82.207","-8.762","23.83","15.782","13.197","31.796","13.052","16.268","17.897","31.173","15","-71.262","46.614","176.732","38.42","8.671","7.921","-3.111","18.206","22.251","20.888","35.497","22.337","25.946","25.016","23.037","20.905","25.634","29.371","30.048","28.497","33.166","27.711","25.219","23.962","23.233","25.122","31.433","29.287","32.697","34.141","66.935","55.07","48.385","79.998","54.448","33.325","38.355","30.214","39.798","43.466","64.525","81.686","54.265","22.508","59.339","49.241","27.531","18.76","36.103","47.734","41.813","66.846"
