name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"600,600,000","135,600,000","170,100,000","141,000,000","153,900,000","101,100,000","149,100,000","149,300,000","195,300,000","124,500,000","166,000,000","168,300,000","168,800,000","133,200,000","156,400,000","155,100,000","155,000,000","100,000,000","145,600,000","89,007,000","137,537,000","89,156,000","137,817,000","52,130,000","151,122,000","114,244,000","133,429,000"
	CashFlowFromContinuingOperatingActivities,"600,600,000","135,600,000","170,100,000","141,000,000","153,900,000","101,100,000","149,100,000","149,300,000","195,300,000","124,500,000","166,000,000","168,300,000","168,800,000","133,200,000","156,400,000","155,100,000","155,000,000","100,000,000","145,600,000","89,007,000","137,537,000","89,156,000","137,817,000","52,130,000","151,122,000","114,244,000","133,429,000"
		NetIncomeFromContinuingOperations,"442,700,000","92,100,000","134,100,000","110,000,000","106,500,000","54,800,000","76,900,000","44,500,000","46,500,000","43,800,000","55,900,000","19,700,000","34,500,000","36,900,000","84,800,000","70,700,000","65,800,000","47,600,000","283,900,000","36,958,000","46,473,000","22,569,000","47,707,000","36,838,000","44,167,000","28,139,000","47,608,000"
		OperatingGainsLosses,"-136,100,000","-52,500,000","-20,400,000","-28,900,000","-34,300,000","-1,900,000","800,000","1,600,000","1,000,000","2,800,000","-700,000","100,000","100,000","-2,800,000","-3,900,000","-2,500,000","-800,000","-900,000","-3,000,000","-286,000","-2,905,000","-3,209,000","-2,924,000","-4,355,000","-7,160,000","-3,817,000","-7,902,000"
			GainLossOnSaleOfPPE,"-122,900,000","-60,900,000","-15,900,000","-32,000,000","-14,100,000","-1,900,000","800,000","1,600,000","1,000,000","2,800,000","-700,000","100,000","100,000","-2,800,000","-3,900,000","-2,500,000","-800,000","-900,000","-3,000,000","-286,000","-2,905,000","-3,209,000","-2,868,000","-4,411,000","-7,160,000","-3,817,000","-7,899,000"
			GainLossOnInvestmentSecurities,,"8,400,000","-4,500,000","3,100,000",,,,,,,,,,,,,,,,,,,,,,,"-3,000"
		DepreciationAmortizationDepletion,"306,900,000","83,800,000","75,700,000","74,200,000","73,200,000","73,100,000","74,200,000","74,200,000","72,300,000","69,800,000","70,500,000","74,100,000","74,900,000","73,400,000","74,400,000","73,300,000","71,900,000","71,700,000","72,000,000","70,494,000","68,636,000","67,870,000","68,327,000","69,966,000","63,843,000","63,895,000","61,991,000"
			DepreciationAndAmortization,"306,900,000","83,800,000","75,700,000","74,200,000","73,200,000","73,100,000","74,200,000","74,200,000","72,300,000","69,800,000","70,500,000","74,100,000","74,900,000","73,400,000","74,400,000","73,300,000","71,900,000","71,700,000","72,000,000","70,494,000","68,636,000","67,870,000","68,327,000","69,966,000","63,843,000","63,895,000","61,991,000"
		DeferredTax,"24,000,000","29,700,000","-19,600,000","2,300,000","11,600,000","7,700,000","4,500,000","-5,600,000","-1,700,000","4,500,000","4,100,000","-2,400,000","-9,200,000","7,300,000","27,800,000","6,700,000","13,700,000","14,000,000","-200,800,000","12,501,000","21,246,000","15,053,000","26,258,000","33,426,000","1,522,000","14,368,000","91,168,000"
			DeferredIncomeTax,"24,000,000","29,700,000","-19,600,000","2,300,000","11,600,000","7,700,000","4,500,000","-5,600,000","-1,700,000","4,500,000","4,100,000","-2,400,000","-9,200,000","7,300,000","27,800,000","6,700,000","13,700,000","14,000,000","-200,800,000","12,501,000","21,246,000","15,053,000","26,258,000","33,426,000","1,522,000","14,368,000","91,168,000"
		AssetImpairmentCharge,,,,,,,"400,000","0","1,900,000","2,000,000","2,500,000","11,800,000",,,,,,,,,,,"-285,000",,,,"8,858,000"
		StockBasedCompensation,"15,000,000","5,800,000","3,100,000","3,100,000","3,000,000","5,200,000","3,500,000","2,000,000","1,000,000","2,400,000","-7,000,000","-2,600,000","-100,000","6,100,000","7,500,000","4,900,000","4,500,000","5,900,000",,,,,,,,,
		OtherNonCashItems,"67,000,000","14,100,000","16,100,000","18,400,000","18,400,000","18,500,000","18,200,000","18,300,000","15,900,000","12,000,000","26,300,000","63,900,000","21,600,000","20,300,000","-400,000","100,000","-400,000","-2,800,000","-4,100,000","1,184,000","-11,203,000","-81,000","-316,000","-383,000","-765,000","104,000","-547,000"
		ChangeInWorkingCapital,"-129,500,000","-37,400,000","-29,500,000","-38,100,000","-24,500,000","-56,300,000","-29,400,000","14,300,000","58,400,000","-12,800,000","14,400,000","3,700,000","12,400,000","-8,000,000","-35,800,000","1,900,000","300,000","-35,500,000","-19,400,000","-31,844,000","15,290,000","-13,046,000","-950,000","-83,647,000","49,515,000","11,555,000","-67,747,000"
			ChangeInReceivables,"-217,000,000","-77,800,000","-49,700,000","-50,600,000","-38,900,000","-22,800,000","-48,200,000","-51,900,000","41,900,000","-7,200,000","37,700,000","16,000,000","19,300,000","46,900,000","-9,100,000","-28,400,000","-39,000,000","1,700,000","-25,400,000","-54,026,000","-6,402,000","21,428,000","1,179,000","-36,603,000","-15,251,000","51,824,000","-36,244,000"
			ChangeInPayablesAndAccruedExpense,"97,600,000","56,100,000","2,200,000","27,300,000","12,000,000","28,700,000","6,900,000","37,500,000","-6,500,000","18,600,000","-35,600,000","2,800,000","-14,500,000","12,000,000","-32,600,000","-1,300,000","21,000,000","15,900,000","-6,100,000","20,114,000","-8,103,000","10,089,000","-6,871,000","-11,997,000","13,988,000","4,328,000","2,779,000"
				ChangeInPayable,"97,600,000","56,100,000","2,200,000","27,300,000","12,000,000","28,700,000","6,900,000","37,500,000","-6,500,000","18,600,000","-35,600,000","2,800,000","-14,500,000","12,000,000","-32,600,000","-1,300,000","21,000,000","15,900,000","-6,100,000","20,114,000","-8,103,000","10,089,000","-6,871,000","-11,997,000","13,988,000","4,328,000","2,779,000"
					ChangeInAccountPayable,,,,,,,,,,,,"2,800,000","-14,500,000","12,000,000","-32,600,000","-1,300,000","21,000,000","15,900,000","-6,100,000","20,114,000","-8,103,000","10,089,000","-6,871,000","-11,997,000","13,988,000","4,328,000","2,779,000"
			ChangeInOtherCurrentAssets,"-46,800,000","-52,600,000","7,300,000","-2,700,000","1,200,000","-51,800,000","17,600,000","3,600,000","-6,600,000","-29,900,000","27,800,000","7,600,000","71,100,000","-109,800,000","6,900,000","2,000,000","6,300,000","-24,200,000","10,900,000","2,349,000","8,663,000","-20,512,000","2,754,000","6,301,000","8,148,000","-22,133,000","6,909,000"
			ChangeInOtherCurrentLiabilities,"20,800,000","27,800,000","5,000,000","-14,200,000","2,200,000","-10,400,000","7,100,000","17,100,000","32,600,000","-5,900,000","-4,000,000","-17,700,000","-67,400,000","42,900,000","-1,000,000","29,600,000","12,000,000","-28,900,000","1,200,000","-281,000","21,132,000","-24,051,000","1,988,000","-41,348,000","42,630,000","-22,464,000","-41,191,000"
			ChangeInOtherWorkingCapital,,"9,100,000","5,700,000","2,100,000",,,"-12,800,000","8,000,000","-3,000,000","11,600,000","-11,500,000","-5,000,000",,,,,,,,,,,,,,,
