name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"562,585,000","836,828,000","217,249,000","-727,983,000","236,491,000","491,090,000","-248,536,000","-230,031,000","766,967,000","-233,235,000","-283,688,000","134,849,000","-346,087,000","268,389,000","157,801,000","-214,149,000","-2,184,000","20,797,000","72,932,548","79,986,058","234,675,630","73,239,764","-346,585,843","131,281,632","13,849,540","3,837,595","748,179","16,078,986","17,248,797","2,271,727","5,974,596","11,336,172","8,911,617","4,572,971","3,612","9,416,199","11,246,869","1,855,664","8,713,529","4,292,700","7,595,322","-435,500","4,303,858","5,989,496","2,624,252","-13,307,228","5,697,850","6,118,205","-1,437,390","10,524,836","9,181,365","7,863,384","24,287,620","8,082,916","18,928,226","19,992,797","-1,446,284","12,928,340","24,273,181","-10,352,533","118,061,753","27,705,980","24,109,433","16,502,609","9,358,852","15,123,477","9,683,174","2,687,766","41,701,685","19,163,345","13,714,661","-3,495,545","14,433,795","3,420,751"
	CashFlowFromContinuingOperatingActivities,"562,585,000","836,828,000","217,249,000","-727,983,000","236,491,000","491,090,000","-248,536,000","-230,031,000","766,967,000","-233,235,000","-283,688,000","134,849,000","-346,087,000","268,389,000","157,801,000","-214,149,000","-2,184,000","20,797,000","72,932,548","79,986,058","234,675,630","73,239,764","-346,585,843","131,281,632","13,849,540","3,837,595","748,179","16,078,986","17,248,797","2,271,727","5,974,596","11,336,172","8,911,617","4,572,971","3,612","9,416,199","11,246,869","1,855,664","8,713,529","4,292,700","7,595,322","-435,500","4,303,858","5,989,496","2,624,252","-13,307,228","5,697,850","6,118,205","-1,437,390","10,524,836","9,181,365","7,863,384","24,287,620","8,082,916","18,928,226","19,992,797","-1,446,284","12,928,340","24,273,181","-10,352,533","118,061,753","27,705,980","24,109,433","16,502,609","9,358,852","15,123,477","9,683,174","2,687,766","41,701,685","19,163,345","13,714,661","-3,495,545","14,433,795","3,420,751"
		NetIncomeFromContinuingOperations,"376,626,000","79,929,000","126,376,000","86,063,000","84,258,000","81,110,000","112,702,000","97,721,000","54,090,000","-68,356,000","44,612,000","43,217,000","37,403,000","30,006,000","48,946,000","37,425,000","24,612,000","37,068,000","31,283,225","23,970,572","18,311,495","23,943,708","30,904,655","16,426,034","12,126,878","3,023,326","6,910,656","17,232,189","12,387,070","16,898,899","6,937,726","65,290,551","13,354,522","7,465,691","4,777,476","5,091,727","4,202,316","7,227,218","-213,270","2,114,305","15,599,829","4,215,591","-27,727,861","-2,388,184","-10,300,857","320,845","-41,089,459","-1,353,994","129,141,897","26,427,510","-133,633,377","-44,076,268","-48,499,703","14,251,047","-108,238,527","2,575,886","11,728,005","12,704,792","15,345,104","20,740,169","31,685,024","16,763,581","14,407,152","10,856,256","9,796,152","15,354,247","9,343,247","8,471,763","22,866,372","9,705,641","8,554,435","7,633,972","5,779,947","3,104,328"
		OperatingGainsLosses,"-19,867,000","-5,862,000","-4,161,000","-5,085,000","-4,759,000","-20,881,000","-20,896,000","-30,489,000","-18,817,000","-2,038,000","5,809,000","-3,718,000","-3,264,000","-2,023,000","-11,000","5,988,000","-1,386,000","-746,000","4,706,388","-995,312","2,944","-7,879,020","-1,800,689","-4,929,375","-15,390,235","-2,520,486","-5,116,996","-6,013,042","-1,534,025","-2,790,827","-2,841,021","-76,871,307","-7,980,604","-512,617","45,600","-414,804","129,905","-3,788,837","2,040,652","-3,919,195","-21,919,198","-8,582,692","1,846,192","-9,817,785","-1,951,146","83,135","906,906","5,337,744","57,644,129","-49,756,384","23,589,361","-8,556,060","45,184,395","-49,458,631",,,,,"0","0","0","-30,182",,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,575",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,"-1,493,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-15,491",,"0","0","0","0","0","0","-518,640","0","0",,,,,,,"0","0","0","0","0","0","10,293,063","-3,303,480",,,,,,,,,"0","0","0","-30,182",,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-19,528,000","-7,212,000","-2,472,000","-5,085,000","-4,759,000","-22,251,000","-19,403,000","-32,357,000","-20,409,000","-3,992,000","-1,502,000","-3,718,000","-3,264,000","-2,151,000","-92,000","1,028,000","-1,386,000","-746,000","4,706,145","-995,312","2,944","-762,777","-1,800,689","-4,929,375","-4,367,101","-1,897,442","-1,317,339","-6,353,239","-1,534,025","-3,095,913","-1,038,354","-77,071,963","-7,891,759","-40,048","-40,937","81,723","81,804","81,885","-2,347","225,493","224,136","250,574","94,748","-3,717,323","-24,446","-24,365","1,212,432","-25,588",,,"-862,451","-8,856,060","12,664,152","-2,507,134",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"66,826,000","16,955,000","16,737,000","16,679,000","16,455,000","15,959,000","14,903,000","14,338,000","13,852,000","13,769,000","13,797,000","13,967,000","14,233,000","14,194,000","14,399,000","13,685,000","13,782,000","13,711,000","13,617,792","13,540,394","13,643,564","13,785,250","16,010,526","9,395,289","443,112","877,533","1,299,250","1,250,761","1,447,642","1,438,677","1,595,018","1,806,683","2,158,353","1,811,683","1,922,205","1,868,670","1,827,595","1,632,131","1,612,605","1,574,512","1,540,217","1,176,755","1,820,565","1,800,461","1,898,034","432,465","192,317","167,984","166,114","43,739","68,782","120,877","283,022","283,022","24,204","237,853","-3,719","493,521","1,277,796","866,683","-1,000,059","443,061","63,172","-204,754","-44,502","-33,736","-763,468","-15,400","362,484","250,478","-1,679,066","123,960",,
			DepreciationAndAmortization,"66,826,000","16,955,000","16,737,000","16,679,000","16,455,000","15,959,000","14,903,000","14,338,000","13,852,000","13,769,000","13,797,000","13,967,000","14,233,000","14,194,000","14,399,000","13,685,000","13,782,000","13,711,000","13,617,792","13,540,394","13,643,564","13,785,250","16,010,526","9,395,289","443,112","877,533","1,299,250","1,250,761","1,447,642","1,438,677","1,595,018","1,806,683","2,158,353","1,811,683","1,922,205","1,868,670","1,827,595","1,632,131","1,612,605","1,574,512","1,540,217","1,176,755","1,820,565","1,800,461","1,898,034","432,465","192,317","167,984","166,114","43,739","68,782","120,877","283,022","283,022","24,204","237,853","-3,719","493,521","1,277,796","866,683","-1,000,059","443,061","63,172","-204,754","-44,502","-33,736","-763,468","-15,400","362,484","250,478","-1,679,066","123,960",,
