name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
		NetPPE,"252,647,000","253,310,000","219,874,000","209,121,000","211,821,000","211,933,000","214,946,000","219,155,000","196,275,000","193,869,000","192,410,000","188,976,000","173,090,000","99,618,000","102,960,000","91,898,000","88,298,000","87,591,000","74,883,000","74,539,000","68,593,000","68,195,000","66,490,000","65,053,000","62,557,000","60,813,000","59,519,000","57,613,000","55,640,000","55,759,000","55,708,000","52,086,000","47,769,000","46,861,000","44,943,000","42,522,000","41,496,000","41,416,000","42,041,000","42,251,000","40,807,000","42,013,000","40,475,000","41,039,000","42,657,000","43,620,000","44,158,000","31,897,000","33,326,000","34,671,000","34,083,000","35,000,000","35,153,000","35,908,000","34,819,000","32,632,000","29,853,000","21,442,000","19,278,000","17,813,000","17,086,000","15,504,000","15,197,000","14,063,000","13,547,000","12,844,000","13,889,000","13,904,000","13,958,000","12,988,000","12,529,000","12,966,000","13,360,000","13,231,000","14,054,000","14,831,000","15,361,000","16,111,000","16,543,000","17,314,000","18,944,000","32,780,000","35,466,000","37,193,000","38,695,000","40,085,000","46,260,000","45,315,000","43,061,000","42,000,000","40,200,000","38,700,000","35,800,000","34,400,000","26,100,000","19,900,000","14,600,000","12,000,000","8,600,000"
			GrossPPE,"252,647,000","418,135,000","219,874,000","209,121,000","211,821,000","359,135,000","214,946,000","219,155,000","196,275,000","323,238,000","192,410,000","188,976,000","173,090,000","218,839,000","102,960,000","91,898,000","88,298,000","195,901,000","74,883,000","74,539,000","68,593,000","165,331,000","66,490,000","65,053,000","62,557,000","148,455,000","59,519,000","57,613,000","55,640,000","135,397,000","55,708,000","52,086,000","47,769,000","120,976,000","44,943,000","42,522,000","41,496,000","110,086,000",,,,"104,867,000",,,,"97,153,000",,,,"82,907,000",,,,"78,208,000","72,671,000","70,484,000","67,705,000","59,294,000","54,613,000","53,148,000","52,421,000","50,839,000","50,732,000","49,598,000","49,082,000","48,379,000","55,088,000","55,103,000","55,157,000","54,187,000","57,252,000","57,689,000","58,083,000","57,954,000","58,490,000","59,267,000","59,797,000","60,547,000","83,416,000","84,187,000","85,817,000","99,653,000","95,325,000","97,052,000","98,554,000","99,944,000","106,496,000","103,995,000","99,398,000","97,400,000","95,100,000","89,300,000","84,700,000","81,700,000","71,400,000","45,000,000","39,700,000","31,600,000",
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,
				LandAndImprovements,,"6,792,000",,,,"7,167,000",,,,"6,206,000",,,,"5,702,000",,,,"2,745,000",,,,"2,745,000",,,,"2,745,000",,,,"2,745,000",,,,"2,404,000",,,,"2,404,000",,,,"2,282,000",,,,"2,282,000",,,,"1,395,000",,,,"1,075,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,000",,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"74,981,000",,,,"69,683,000",,,,"62,301,000",,,,"53,559,000",,,,"38,422,000",,,,"35,166,000",,,,"30,319,000",,,,"27,720,000",,,,"25,371,000",,,,"24,438,000",,,,"23,612,000",,,,"22,853,000",,,,"17,259,000",,,,"14,988,000",,,,"10,226,000",,,,"8,588,000",,,,"7,742,000",,,,"8,036,000",,,,"7,762,000",,,,"8,050,000",,,,"14,022,000",,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"209,938,000",,,,"186,264,000",,,,"168,535,000",,,,"157,863,000",,,,"142,120,000",,,,"126,995,000",,,,"115,391,000",,,,"104,932,000",,,,"93,201,000",,,,"83,244,000",,,,"78,973,000",,,,"72,018,000",,,,"64,253,000",,,,"62,145,000",,,,"49,068,000",,,,"42,251,000",,,,"40,637,000",,,,"46,151,000",,,,"50,192,000",,,,"52,497,000",,,,"85,476,000",,,,,,,,,,,,,,,,,
				OtherProperties,"252,647,000","124,756,000","219,874,000","209,121,000","211,821,000","94,727,000","214,946,000","219,155,000","196,275,000","84,073,000","192,410,000","188,976,000","173,090,000","99,618,000","102,960,000","91,898,000","88,298,000","87,591,000","74,883,000","74,539,000","68,593,000","68,195,000","66,490,000","65,053,000","62,557,000","60,813,000","59,519,000","57,613,000","55,640,000","55,759,000","55,708,000","52,086,000","47,769,000","46,861,000","44,943,000","42,522,000","41,496,000","41,416,000",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"1,668,000",,,,"1,294,000",,,,"2,123,000",,,,"1,715,000",,,,"12,614,000",,,,"425,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-164,825,000",,,,"-147,202,000",,,,"-129,369,000",,,,"-119,221,000",,,,"-108,310,000",,,,"-97,136,000",,,,"-87,642,000",,,,"-79,638,000",,,,"-74,115,000",,,,"-68,670,000",,,,"-62,854,000",,,,"-53,533,000",,,,"-48,236,000",,,,"-42,300,000","-37,852,000","-37,852,000","-37,852,000","-37,852,000","-35,335,000","-35,335,000","-35,335,000","-35,335,000","-35,535,000","-35,535,000","-35,535,000","-35,535,000","-41,199,000","-41,199,000","-41,199,000","-41,199,000","-44,723,000","-44,723,000","-44,723,000","-44,723,000","-44,436,000","-44,436,000","-44,436,000","-44,436,000","-66,873,000","-66,873,000","-66,873,000","-66,873,000","-59,859,000","-59,859,000","-59,859,000","-59,859,000","-60,236,000","-58,680,000","-56,337,000","-55,400,000","-54,900,000","-50,600,000","-48,900,000","-47,300,000","-45,300,000","-25,100,000","-25,100,000","-19,600,000",
		GoodwillAndOtherIntangibleAssets,"885,937,000","896,895,000","795,063,000","693,630,000","703,186,000","696,199,000","622,780,000","630,946,000","515,066,000","492,421,000","498,936,000","506,558,000","326,933,000","330,457,000","329,902,000","283,130,000","281,531,000","276,628,000","282,298,000","286,492,000","188,976,000","191,643,000","193,133,000","194,540,000","196,437,000","184,953,000","186,165,000","187,692,000","189,581,000","186,007,000","184,311,000","186,683,000","151,092,000","151,971,000","153,695,000","155,434,000","157,174,000","159,103,000","161,383,000","163,799,000","153,377,000","155,442,000","129,739,000","186,374,000","188,178,000","187,434,000","190,067,000","117,171,000","122,622,000","119,574,000","109,431,000","110,217,000","110,064,000","107,221,000","107,354,000","100,709,000","96,881,000","68,621,000","65,833,000","65,833,000","65,960,000","62,954,000","62,954,000","62,954,000","62,954,000","62,954,000","100,123,000","100,123,000","100,123,000","100,123,000","103,470,000","103,470,000","104,034,000","104,034,000","109,471,000","112,545,000","112,545,000","113,427,000","113,427,000","113,427,000","113,427,000","438,448,000","441,459,000","444,469,000","447,547,000","450,493,000","458,064,000","468,179,000","471,275,000","474,500,000","471,100,000","453,900,000","445,700,000","430,500,000","310,500,000","273,100,000","205,700,000","163,100,000","140,800,000"
			Goodwill,"593,947,000","592,114,000","526,964,000","472,046,000","472,778,000","464,392,000","420,782,000","420,782,000","347,391,000","332,447,000","332,200,000","332,562,000","235,860,000","235,182,000","231,190,000","205,162,000","203,199,000","200,584,000","203,771,000","203,223,000","148,103,000","149,208,000","148,140,000","147,512,000","147,297,000","143,874,000","143,674,000","143,569,000","143,569,000","140,341,000","138,052,000","138,364,000","114,588,000","114,588,000","114,588,000","114,588,000","114,588,000","114,588,000","114,588,000","114,593,000","107,093,000","107,093,000","93,640,000","148,986,000","149,090,000","147,818,000","148,518,000","98,759,000","103,235,000","100,194,000","95,590,000","95,666,000","94,605,000","90,940,000","88,872,000","85,956,000","82,503,000","68,621,000","65,833,000","65,833,000","65,960,000","62,954,000","62,954,000","62,954,000","62,954,000",,,,,,,,,,,,,,"113,427,000",,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"291,990,000","304,781,000","268,099,000","221,584,000","230,408,000","231,807,000","201,998,000","210,164,000","167,675,000","159,974,000","166,736,000","173,996,000","91,073,000","95,275,000","98,712,000","77,968,000","78,332,000","76,044,000","78,527,000","83,269,000","40,873,000","42,435,000","44,993,000","47,028,000","49,140,000","41,079,000","42,491,000","44,123,000","46,012,000","45,666,000","46,259,000","48,319,000","36,504,000","37,383,000","39,107,000","40,846,000","42,586,000","44,515,000","46,795,000","49,206,000","46,284,000","48,349,000","36,099,000","37,388,000","39,088,000","39,616,000","41,549,000","18,412,000","19,387,000","19,380,000","13,841,000","14,551,000","15,459,000","16,281,000","18,482,000","14,753,000","14,378,000",,,,,,,,,"62,954,000","100,123,000","100,123,000","100,123,000","100,123,000","103,470,000","103,470,000","104,034,000","104,034,000","109,471,000","112,545,000","112,545,000","113,427,000",,"113,427,000","113,427,000","438,448,000","441,459,000","444,469,000","447,547,000","450,493,000","458,064,000","468,179,000","471,275,000","474,500,000","471,100,000","453,900,000","445,700,000","430,500,000","310,500,000","273,100,000","205,700,000","163,100,000","140,800,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,833,000","3,777,000","3,721,000","4,721,000","5,590,000","6,534,000","7,479,000","8,423,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,721,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"20,577,000","22,905,000","22,812,000","23,952,000","29,811,000","29,401,000","21,656,000","25,833,000","21,803,000","21,923,000","20,254,000","17,176,000","17,485,000","17,634,000","20,018,000","17,138,000","16,890,000","22,966,000","27,282,000","29,717,000","28,247,000","27,170,000","29,187,000","28,743,000","29,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
