name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"3,044,419,692","4,010,374,577","4,408,429,076","6,075,112,716"
EnterpriseValue,"1,747,998,692","2,713,953,577","3,048,698,076","6,075,126,053"
PbRatio,"2.408","3.046","3.381",
EnterprisesValueEBITDARatio,"-9.092","-47.554","-3,088.853","-77.515"
