name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994
NetNonOperatingInterestIncomeExpense,"-2,680,000","-555,000","-718,000","-631,000","-627,000","-1,097,000","23,000","32,000","11,000","59,000","107,000","99,000","209,000","92,000","9,000","119,000","62,000","10,000","28,000","13,000","24,000","32,000","23,000","21,000","25,000","31,000","20,000","626,000","31,000","34,000","28,000","37,000","42,000","281,000","19,000","24,000","20,000","14,000","247,000","0","7,000","8,000","3,000","-19,000","-41,000","-60,000","-86,000","865,000","-183,000","-172,000","-221,000","-250,000","-238,000","-237,000","-98,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,"73,000","76,000","67,000","23,000","32,000",,"59,000",,"99,000","209,000","92,000","9,000","119,000","73,000","19,000","42,000","14,000","27,000","37,000","25,000","21,000","25,000","31,000","34,000","626,000","31,000","34,000","29,000","37,000","42,000","281,000","23,000","24,000","21,000","15,000","255,000","44,000","8,000","10,000","9,000","9,000","13,000","18,000","20,000","996,000","18,000","20,000","22,000","34,000","40,000","35,000","37,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"2,680,000","555,000","718,000","449,000","449,000","1,160,000",,,,,,,,,,,"11,000","9,000","14,000","1,000","3,000","5,000","2,000",,,"0","14,000",,,"0","1,000","0","0","0","4,000","0","1,000","1,000","8,000","44,000","1,000","2,000","6,000","28,000","54,000","78,000","106,000","131,000","201,000","192,000","243,000","284,000","278,000","272,000","135,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,"255,000","254,000",,"-23,000","-32,000","-11,000",,"-107,000","-99,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-81,000","73,000","-303,000",,,,,,,"0",,"-355,000",,,,,,"0",,"-1,588,000",,,,,,,,,,,,,,,,,,"0",,"-1,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300,000","-1,000,000","100,000",,,,"200,000",,,"-200,000",,,,,,,,,,
	SpecialIncomeCharges,"0",,,,,"0","0","0",,"0","0","-355,000",,"0","0","0",,"0",,"-1,588,000",,,,,,,,,,,,,,"0","0","0",,"0","0","-1,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300,000","-1,000,000","100,000",,,,"200,000",,,"-200,000",,,,,,,,,,
		RestructuringAndMergernAcquisition,"0",,,,,,,,,,,,,"0","0","0",,"0",,"1,588,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"355,000",,,,,,,,,"0",,"355,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-81,000","73,000","-303,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"12,661,000","587,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000","-430,000","-3,164,000","167,000","-1,183,000","-2,363,000","-1,961,000","-6,134,000","-8,928,000","-12,624,000","-1,205,000","-5,272,000","-7,774,000","-4,056,000","-11,057,000","-11,884,000","-16,847,000","-13,198,000","-13,723,000","-12,135,000","-12,994,000","-12,100,000","-13,129,000","-10,248,000","-9,724,000","-7,790,000","-7,600,000","-8,449,000","-4,914,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"-115,011,000","-115,011,000",,,,,,,,"0","0","0",,"-67,000","-44,000","-173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"127,672,000","115,598,000","2,248,000","3,522,000","6,304,000","-2,299,000","765,000","842,000","3,288,000","-5,850,000","-3,546,000","-1,872,000","-4,606,000","-746,000","-2,581,000","-2,893,000","-3,403,000","1,938,000","-12,446,000","-14,066,000","-2,647,000","-6,354,000","-9,216,000","-5,498,000","-12,437,000","-12,920,000","-18,227,000","-14,578,000","-15,101,000","-13,254,000","-14,027,000","-13,131,000","-14,157,000","-10,649,000","-9,724,000","-7,790,000","-7,600,000","-8,449,000","-4,914,000","-8,753,000","-7,664,000","-10,882,000","-11,090,000","-12,055,000","-8,092,000","-10,014,000","-8,929,000","-7,513,000","-7,695,000","-7,741,000","-1,538,000","-2,787,000","-2,428,000","-3,609,000","-3,332,000","-4,497,000","-5,086,000","-6,159,000","-6,154,000","-6,207,000","-4,656,000","-5,244,000","-5,025,000","-5,070,000","-5,457,000","-5,038,000","-3,113,000","-4,571,000","-4,339,000","-4,657,000","-3,744,000","-3,638,000","-3,413,000","-3,182,000","-4,137,000","-2,915,000","-4,111,000","-1,868,000","-2,650,000","-3,190,000","-3,851,000","-5,701,000","-3,710,000","-3,026,000","719,000","-2,263,000","-2,648,000","-2,567,000","-2,057,000","-3,016,000","-2,800,000","-5,700,000","-3,000,000","-8,300,000","-4,400,000","-3,500,000","-3,800,000","-3,100,000","-3,000,000","-3,400,000","-2,300,000","-29,300,000","-1,400,000","-1,500,000","-900,000","2,200,000","-900,000","100,000","100,000","-1,800,000","-1,700,000","-1,700,000","-1,700,000"
	NetIncome,"127,672,000","115,598,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000","-430,000","-3,164,000","336,000","-1,139,000","-1,451,000","-1,961,000","3,020,000","-11,004,000","-12,624,000","-1,205,000","-5,272,000","-7,774,000","-4,056,000","-11,057,000","-11,884,000","-16,847,000","-13,198,000","-13,723,000","-12,135,000","-12,994,000","-12,100,000","-13,129,000","-10,248,000","-9,724,000","-7,790,000","-7,600,000","-8,449,000","-4,914,000","-8,753,000","-7,664,000","-10,882,000","-11,090,000","-12,055,000","-8,092,000","-10,014,000","-8,929,000","-7,513,000","-7,695,000","-7,741,000","-1,538,000","-2,787,000","-2,428,000","-3,609,000","-3,332,000","-4,497,000","-5,086,000","-6,159,000","-6,154,000","-6,207,000","-4,656,000","-5,244,000","-5,025,000","-5,070,000","-5,457,000","-5,038,000","-3,113,000","-4,571,000","-4,339,000","-4,657,000","-3,744,000","-3,638,000","-3,413,000","-3,182,000","-4,137,000","-2,915,000","-4,111,000","-1,868,000","-2,650,000","-3,190,000","-3,851,000","-5,701,000","-3,710,000","-3,026,000","719,000","-2,263,000","-2,648,000","-2,567,000","-2,057,000","-3,014,000","-2,800,000","-5,700,000","-3,000,000","-8,300,000","-4,400,000","-3,500,000","-3,300,000","-3,100,000","-3,000,000","-3,400,000","-2,300,000","-29,300,000","-1,400,000","-1,500,000","-900,000","2,200,000","-900,000","100,000","100,000","-1,800,000","-1,700,000","-1,700,000","-1,700,000"
		NetIncomeIncludingNoncontrollingInterests,"127,672,000","115,598,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000","-430,000","-3,164,000","336,000","-1,139,000","-1,451,000","-1,961,000","3,020,000","-11,004,000","-12,624,000","-1,205,000","-5,272,000","-7,774,000","-4,056,000","-11,057,000","-11,884,000","-16,847,000","-13,198,000","-13,723,000","-12,135,000","-12,994,000","-12,100,000","-13,129,000","-10,248,000","-9,724,000","-7,790,000","-7,600,000","-8,449,000","-4,914,000","-8,753,000","-7,664,000","-10,882,000","-11,090,000","-12,055,000","-8,092,000","-10,014,000","-8,929,000","-7,513,000","-7,695,000","-7,741,000","-1,538,000","-2,787,000","-2,428,000","-3,609,000","-3,332,000","-4,497,000","-5,086,000","-6,159,000","-6,154,000","-6,207,000","-4,656,000","-5,244,000","-5,025,000","-5,070,000","-5,457,000","-5,038,000","-3,113,000","-4,571,000","-4,339,000","-4,657,000","-3,744,000","-3,638,000","-3,413,000","-3,182,000","-4,137,000","-2,915,000","-4,111,000","-1,868,000","-2,650,000","-3,190,000","-3,851,000","-5,701,000","-3,710,000","-3,026,000","719,000","-2,263,000","-2,648,000","-2,567,000","-2,057,000","-3,014,000","-2,800,000","-5,700,000","-3,000,000","-8,300,000","-4,400,000","-3,500,000","-3,300,000","-3,100,000","-3,000,000","-3,400,000","-2,300,000","-29,300,000","-1,400,000","-1,500,000","-900,000","2,200,000","-900,000","100,000","100,000","-1,800,000","-1,700,000","-1,700,000","-1,700,000"
			NetIncomeContinuousOperations,"127,672,000","115,598,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000","-430,000","-3,164,000","234,000","-1,139,000","-2,190,000","-1,961,000","-6,134,000","-8,928,000","-12,624,000","-1,205,000","-5,272,000","-7,774,000","-4,056,000","-11,057,000","-11,884,000","-16,847,000","-13,198,000","-13,723,000","-12,135,000","-12,994,000","-12,100,000","-13,129,000","-10,248,000","-9,724,000","-7,790,000","-7,600,000","-8,449,000","-4,914,000","-8,753,000","-7,664,000","-10,882,000","-11,090,000","-12,055,000","-8,092,000","-10,014,000","-8,929,000","-7,513,000","-7,695,000","-7,741,000","-1,538,000","-2,787,000","-2,428,000","-3,609,000","-3,332,000","-4,497,000","-5,086,000","-6,159,000","-6,154,000","-6,207,000","-4,656,000","-5,244,000","-5,025,000","-5,070,000","-5,457,000","-5,038,000","-3,113,000","-4,571,000","-4,339,000","-4,657,000","-3,744,000","-3,638,000","-3,413,000","-3,182,000","-4,137,000","-2,915,000","-4,111,000","-1,868,000","-2,650,000","-3,190,000","-3,851,000","-5,701,000","-3,710,000","-3,026,000","719,000","-2,263,000","-2,648,000","-2,567,000","-2,057,000","-3,014,000","-2,800,000","-5,700,000","-3,000,000","-8,300,000","-4,400,000","-3,500,000","-3,300,000","-3,100,000","-3,000,000","-3,400,000","-2,300,000","-29,300,000","-1,400,000","-1,500,000","-900,000","2,200,000","-900,000","100,000","100,000","-1,800,000","-1,700,000","-1,700,000","-1,700,000"
			NetIncomeDiscontinuousOperations,"0",,,,,,,,,"0","0","0",,"102,000","0","739,000","0","9,154,000","-2,076,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,"851,000","1,442,000","1,442,000","1,442,000","1,082,000","1,442,000","1,442,000","1,442,000","1,082,000","1,442,000","1,442,000","1,442,000","1,082,000","1,442,000","1,442,000","1,442,000","1,082,000","1,442,000","1,442,000","1,380,000","1,036,000","1,380,000","1,380,000","1,378,000","1,119,000","1,033,000","1,031,000","1,028,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"500,000",,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"0","0",,,,"3,439,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,"1,954,000"
DilutedNIAvailtoComStockholders,"129,626,000","117,552,000","2,248,000","3,522,000","6,304,000","-2,299,000","765,000","842,000","3,288,000","-5,850,000","-3,546,000","-1,872,000","-4,606,000","-746,000","-2,581,000","-2,893,000","-3,403,000","1,938,000","-12,446,000","-14,066,000","-2,647,000","-6,354,000","-9,216,000","-5,498,000","-12,437,000","-12,920,000","-18,227,000","-14,578,000","-15,101,000","-13,254,000","-14,027,000","-13,131,000","-14,157,000","-10,649,000","-9,724,000","-7,790,000","-7,600,000","-8,449,000","-4,914,000","-8,753,000","-7,664,000","-10,882,000","-11,090,000","-12,055,000","-8,092,000","-10,014,000","-8,929,000","-7,513,000","-7,695,000","-7,741,000","-1,538,000","-2,787,000","-2,428,000","-3,609,000","-3,332,000","-4,497,000","-5,086,000","-6,159,000","-6,154,000","-6,207,000","-4,656,000","-5,244,000","-5,025,000","-5,070,000","-5,457,000","-5,038,000","-3,113,000","-4,571,000","-4,339,000","-4,657,000","-3,744,000","-3,638,000","-3,413,000","-3,182,000","-4,137,000","-2,915,000","-4,111,000","-1,868,000","-2,650,000","-3,190,000","-3,851,000","-5,701,000","-3,710,000","-3,026,000","719,000","-2,263,000","-2,648,000","-2,567,000","-2,057,000","-3,016,000","-2,800,000","-5,700,000","-3,000,000","-8,300,000","-4,400,000","-3,500,000","-3,800,000","-3,100,000","-3,000,000","-3,400,000","-2,300,000","-29,300,000","-1,400,000","-1,500,000","-900,000","2,200,000","-900,000","100,000","100,000","-1,800,000","-1,700,000","-1,700,000","-1,700,000"
