name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
TotalAssets,"4,943,800,000","4,949,800,000","4,442,500,000","4,453,400,000","4,486,300,000","4,667,100,000","4,860,900,000","4,948,800,000","6,230,400,000","6,542,800,000","6,792,500,000","7,121,200,000","7,287,500,000","7,423,700,000","7,520,700,000","7,795,700,000","8,014,600,000","8,181,200,000","8,073,400,000","8,315,200,000","11,777,700,000","12,235,200,000","12,065,200,000","11,495,000,000","11,021,300,000","11,663,400,000","11,861,400,000","13,151,700,000","13,191,100,000","13,544,700,000","13,692,200,000","13,845,100,000","14,133,400,000","14,890,900,000","14,927,900,000","15,471,900,000","15,809,000,000","16,850,400,000","16,693,900,000","16,937,100,000","16,733,000,000","11,691,600,000","11,745,600,000","11,523,900,000","11,363,100,000","10,972,600,000","10,097,800,000","10,055,300,000","9,955,300,000","9,859,500,000","9,623,100,000","9,667,300,000","9,822,400,000","9,603,300,000","10,488,500,000","9,338,200,000","9,668,307,000","10,454,501,000","9,685,801,000","9,540,353,000","9,514,056,000","7,228,537,000","6,841,602,000","6,627,373,000","6,852,006,000","6,654,795,000","6,404,661,000","6,316,398,000","6,178,592,000","6,138,931,000","6,132,494,000","6,011,576,000","5,280,265,000","5,206,039,000","5,227,280,000","5,783,864,000","5,140,177,000","5,203,627,000","5,216,724,000","5,173,669,000","5,156,611,000","5,145,579,000","5,209,487,000","5,472,402,000","5,663,593,000","5,757,691,000","5,826,849,000","6,680,031,000"
	CurrentAssets,"1,806,300,000","1,801,700,000","1,311,300,000","1,270,500,000","1,272,100,000","1,420,300,000","1,536,400,000","1,582,700,000","1,419,200,000","1,613,900,000","1,565,700,000","1,799,800,000","1,860,700,000","1,955,600,000","2,306,900,000","2,468,400,000","2,577,500,000","2,190,000,000","1,942,600,000","1,978,100,000","2,090,600,000","2,245,800,000","2,381,900,000","1,952,100,000","1,378,000,000","1,553,600,000","1,694,000,000","1,808,900,000","1,711,000,000","1,931,400,000","1,877,800,000","1,910,200,000","1,992,700,000","2,287,800,000","2,249,200,000","2,452,100,000","2,575,500,000","2,654,700,000","2,574,500,000","3,029,700,000","3,005,900,000","3,005,000,000","3,110,400,000","3,046,200,000","2,958,200,000","2,915,400,000","2,330,200,000","2,248,600,000","2,189,000,000","2,089,100,000","1,857,900,000","1,949,700,000","1,971,300,000","1,818,600,000","2,614,800,000","1,571,825,000","1,927,293,000","1,782,092,000","1,144,941,000","1,180,597,000","1,274,340,000","1,018,199,000","1,005,347,000","925,908,000","1,324,644,000","1,269,163,000","1,153,222,000","1,062,012,000","1,054,602,000","1,092,195,000","1,095,482,000","1,417,703,000","682,740,000","583,168,000","568,969,000","1,148,025,000","549,923,000","529,595,000","566,142,000","562,425,000","557,021,000","567,615,000","629,955,000","621,516,000","652,528,000","603,657,000","632,545,000","1,513,380,000"
		CashCashEquivalentsAndShortTermInvestments,"823,300,000","954,300,000","587,000,000","548,300,000","580,200,000","709,200,000","814,600,000","848,500,000","682,500,000","732,200,000","759,100,000","853,000,000","798,100,000","981,900,000","1,371,000,000","1,451,700,000","1,416,600,000","1,012,100,000","925,000,000","1,095,700,000","872,300,000","1,167,800,000","1,274,300,000","745,600,000","261,300,000","334,300,000","487,100,000","637,100,000","298,000,000","466,500,000","498,400,000","508,100,000","444,000,000","551,300,000","517,900,000","629,500,000","558,800,000","648,000,000","489,200,000","952,400,000","799,100,000","1,401,600,000","1,251,900,000","1,373,200,000","1,295,200,000","1,367,500,000","1,157,000,000","1,025,400,000","988,800,000","790,800,000","446,000,000","526,700,000","449,700,000","104,000,000","74,800,000","82,547,000","45,279,000","216,314,000","82,275,000","295,327,000","326,511,000","317,405,000","318,736,000","350,160,000","503,278,000","478,741,000","459,367,000","381,225,000","389,636,000","401,835,000","329,352,000","779,428,000","117,502,000","105,829,000","111,621,000","71,718,000","71,210,000","15,880,000","8,815,000","16,115,000","44,219,000","31,155,000","62,723,000","33,094,000","55,434,000","46,994,000","65,618,000","87,493,000"
			CashAndCashEquivalents,"823,300,000","954,300,000","587,000,000","548,300,000","580,200,000","709,200,000","814,600,000","848,500,000","682,500,000","732,200,000","759,100,000","853,000,000","798,100,000","981,900,000","1,371,000,000","1,451,700,000","1,416,600,000","1,012,100,000","925,000,000","1,095,700,000","872,300,000","1,167,800,000","1,274,300,000","745,600,000","261,300,000","334,300,000","487,100,000","637,100,000","298,000,000","466,500,000","498,400,000","508,100,000","444,000,000","551,300,000","517,900,000","629,500,000","558,800,000","648,000,000","489,200,000","952,400,000","799,100,000","1,401,600,000","1,176,900,000","1,273,200,000","1,295,200,000","1,367,500,000","1,157,000,000","1,025,400,000","988,800,000","790,800,000","446,000,000","526,700,000","449,700,000","104,000,000","74,800,000","82,547,000","45,279,000","216,314,000","82,275,000","295,327,000","326,511,000","317,405,000","318,736,000","350,160,000","503,278,000","478,741,000","459,367,000","381,225,000","389,636,000","401,835,000","329,352,000","779,428,000","117,502,000","105,829,000","111,621,000","71,718,000","71,210,000","15,880,000","8,815,000","16,115,000","44,219,000","31,155,000","62,723,000","33,094,000","55,434,000","46,994,000","65,618,000","87,493,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,000,000","100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"357,400,000","350,500,000","276,000,000","250,700,000","167,800,000","244,800,000","192,900,000","191,400,000","265,200,000","329,500,000","293,400,000","395,700,000","554,600,000","450,400,000","444,900,000","503,000,000","524,000,000","552,100,000","431,000,000","396,500,000","473,000,000","351,900,000","350,600,000","263,700,000","228,800,000","370,000,000","301,700,000","431,400,000","563,100,000","490,000,000","447,100,000","454,400,000","557,900,000","701,700,000","732,200,000","661,800,000","737,800,000","682,200,000","816,200,000","748,100,000","922,500,000","591,400,000","644,800,000","476,400,000","558,200,000","583,300,000","393,700,000","305,600,000","303,000,000","339,800,000","319,100,000","290,600,000","383,600,000","412,900,000","296,000,000","278,959,000","257,950,000","277,442,000","259,625,000","278,062,000","358,242,000","244,730,000","261,997,000","238,867,000","221,541,000","236,538,000","204,419,000","187,464,000","193,784,000","173,006,000","259,642,000","176,864,000","220,891,000","154,082,000","125,529,000","249,612,000","153,212,000","165,484,000","190,112,000","192,724,000","176,990,000","162,513,000","147,808,000","115,225,000","151,756,000","157,258,000","153,021,000","330,040,000"
			AccountsReceivable,"323,400,000","307,000,000","237,200,000","217,300,000","131,200,000","244,800,000","143,400,000","146,300,000","230,000,000","329,500,000","293,400,000","395,700,000","554,600,000","450,400,000","444,900,000","503,000,000","524,000,000","552,100,000","431,000,000","396,500,000","473,000,000","351,900,000","350,600,000","263,700,000","228,800,000","370,000,000","301,700,000","431,400,000","563,100,000","490,000,000","447,100,000","454,400,000","557,900,000","701,700,000","732,200,000","661,800,000","737,800,000","682,200,000","816,200,000","748,100,000","922,500,000","591,400,000","644,800,000","476,400,000","558,200,000",,"393,700,000","305,600,000","303,000,000","339,800,000","319,100,000","290,600,000","383,600,000","412,900,000","296,000,000","278,959,000","257,950,000","277,442,000","259,625,000","278,062,000","358,242,000","244,730,000","261,997,000","238,867,000","221,541,000","236,538,000","204,419,000","187,464,000","193,784,000","173,006,000","259,642,000","176,864,000","220,891,000","154,082,000","125,529,000","249,612,000","153,212,000","165,484,000","190,112,000","192,724,000","176,990,000","162,513,000","147,808,000","115,225,000","151,756,000","157,258,000","153,021,000","330,040,000"
				GrossAccountsReceivable,"323,400,000","307,000,000",,,,"244,800,000",,,,"329,500,000","297,700,000","400,000,000","559,000,000","454,800,000","449,300,000","507,800,000","528,800,000",,"435,600,000","401,000,000","486,100,000","366,100,000","364,800,000","275,700,000","235,400,000","380,000,000","313,300,000","446,900,000","568,900,000","497,100,000","452,900,000","461,900,000","565,300,000","705,900,000","735,800,000","676,200,000","751,500,000","697,400,000",,,"939,500,000","614,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"0","0",,,,"0",,,,"0","-4,300,000","-4,300,000","-4,400,000","-4,400,000","-4,400,000","-4,800,000","-4,800,000",,"-4,600,000","-4,500,000","-13,100,000","-14,200,000","-14,200,000","-12,000,000","-6,600,000","-10,000,000","-11,600,000","-15,500,000","-5,800,000","-7,100,000","-5,800,000","-7,500,000","-7,400,000","-4,200,000","-3,600,000","-14,400,000","-13,700,000","-15,200,000",,,"-17,000,000","-23,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"34,000,000","43,500,000","38,800,000","33,400,000","36,600,000",,"49,500,000","45,100,000","35,200,000",,,,,,,,"11,200,000","2,600,000","2,500,000","600,000","700,000","19,900,000","17,300,000","21,200,000","23,500,000","42,300,000","44,100,000","61,800,000","57,600,000","52,700,000","50,800,000","50,200,000","36,100,000","43,000,000","56,600,000","57,900,000","52,400,000","56,200,000","80,300,000","43,300,000","44,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
