name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994
			OtherReceivables,"456,062,000","510,470,000","450,964,000","389,015,000","340,613,000","370,947,000","316,826,000","262,316,000","273,187,000","353,750,000","312,226,000","282,933,000","285,172,000","314,811,000","262,329,000","231,790,000",,,,"205,968,000",,,,"183,935,000",,,,"144,911,000",,,,"128,399,000",,,,"119,737,000",,,,,,,,,,,,,,,,,,"7,264,000","19,041,000",,"1,700,000",,"3,208,000",,"5,340,000",,"2,064,000",,,,,,,,,,,,"4,017,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-6,711,000","-7,037,000","-5,664,000","-5,636,000","-5,324,000","-6,954,000","-6,512,000","-6,390,000","-6,021,000","-6,316,000","-5,384,000","-4,942,000","-5,782,000","-5,540,000","-5,554,000","-5,444,000",,,,"-4,311,000",,,,"-4,120,000",,,,"-2,988,000",,,,"-3,584,000",,,,"-2,683,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"56,988,000","52,979,000","48,194,000","44,968,000","39,229,000","30,203,000","28,244,000","20,080,000","19,809,000","18,515,000","19,482,000","20,941,000","22,309,000","28,315,000","19,734,000","16,734,000","17,034,000","13,025,000","10,138,000","10,163,000","9,239,000","9,136,000","8,918,000","10,388,000","11,439,000","9,458,000","9,075,000","8,613,000","8,107,000","8,015,000","7,592,000","7,259,000","9,826,000","9,850,000","9,205,000","10,736,000","10,524,000","11,043,000","7,587,000","8,494,000","7,458,000","7,247,000","6,433,000","8,016,000","6,412,000","4,350,000","4,976,000","4,465,000","4,240,000","4,411,000","4,667,000","3,784,000","4,212,000","4,329,000","5,334,000","6,851,000","7,356,000","7,772,000","5,999,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","200,000","300,000","900,000","1,600,000","1,400,000","1,500,000","1,600,000","1,500,000","1,100,000","3,300,000",,,,,
		PrepaidAssets,"19,208,000","19,926,000","14,045,000","14,294,000","16,106,000","17,030,000","11,260,000","15,330,000","14,777,000","14,964,000","14,778,000","16,568,000","17,695,000","17,781,000","16,553,000","16,665,000","16,616,000","17,374,000","15,528,000","17,616,000","18,002,000","16,759,000","16,096,000","18,005,000","18,910,000","19,179,000","20,732,000","19,824,000","18,312,000","17,904,000","18,487,000","19,505,000","18,443,000","20,069,000","19,350,000","15,344,000","10,794,000","11,633,000","14,655,000","9,155,000","8,898,000","7,208,000","11,206,000","14,813,000","14,521,000","11,769,000","14,342,000","16,852,000","9,190,000","6,237,000","5,216,000","5,409,000","5,578,000","7,538,000","6,932,000","6,696,000","6,820,000","5,172,000","5,518,000","4,409,000","3,999,000","4,735,000","4,864,000","6,550,000","7,300,000","10,909,000","6,826,000","7,195,000","6,972,000","5,066,700","5,436,800","10,861,100","10,665,000","10,493,200","10,068,500","11,354,600","12,222,500","13,232,900","9,216,000","10,877,500","10,578,300","12,059,200","7,866,200","9,477,200","11,484,500","10,125,800",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,"114,028,000","123,896,000","115,994,000","94,449,000","86,685,000","92,928,000","84,128,000","73,684,000","75,357,000","90,595,000","86,035,000","76,548,000","75,289,000","80,610,000","70,598,000","34,284,000","35,489,000","37,969,000","37,679,000","31,118,000","32,013,000","34,443,000","31,995,000","30,043,000","30,439,000","30,379,000","28,687,000","28,345,000","29,708,000","28,860,000","27,425,000","26,241,000","27,340,000","27,576,000","23,958,000","22,682,000","22,045,000","24,267,000","3,770,000","3,600,000","388,000",,,,"1,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,654,900","2,654,900","1,708,200","1,708,200","1,708,200",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,"0","191,000","0","711,000","1,444,000","668,000","685,000","2,055,000","3,396,000","5,053,000","2,769,000","4,031,000","1,803,000","4,950,000","3,829,000","2,656,000","2,216,000","4,162,000","4,207,000","3,770,000","3,600,000","388,000",,,,"1,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,654,900","2,654,900","1,708,200","1,708,200","1,708,200",,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"564,000","1,345,000","1,345,000","1,503,000","1,929,000","1,929,000","1,929,000","4,185,000","3,026,000","3,926,000","10,505,000","14,640,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,827,000","15,728,000","15,692,000","16,597,000","16,886,000","17,026,000","16,334,000","20,715,000","29,890,000","26,763,000","30,813,000","27,838,000","28,685,000","30,309,000","37,044,000","32,475,000","30,787,000","32,103,000","35,231,000","29,823,000","28,842,000","27,877,000","31,171,000","28,396,000","29,148,000","36,388,000","48,408,000","29,920,000","25,431,000","24,897,000","29,184,100","27,982,900","27,721,300","31,060,100","38,746,000","25,138,600","23,380,500","21,844,000","23,953,700","20,774,200","20,014,500","19,825,600","23,725,100","20,604,100","19,845,400","17,391,800","19,731,300","16,042,100","26,740,000","19,576,900","20,200,000","16,400,000","14,800,000","14,500,000","16,300,000","22,800,000","26,500,000","13,300,000","13,500,000","11,600,000","12,000,000","12,900,000","13,800,000","13,200,000","12,800,000","10,700,000","10,400,000","7,900,000","7,000,000","4,900,000","4,500,000","3,700,000","3,300,000","2,900,000"
	TotalNonCurrentAssets,"2,986,448,000","2,947,583,000","2,879,072,000","2,859,532,000","2,782,575,000","2,708,971,000","2,603,012,000","2,491,502,000","2,367,431,000","2,316,642,000","2,111,863,000","1,860,450,000","1,778,178,000","1,668,439,000","1,618,566,000","1,598,582,000","1,534,291,000","1,477,065,000","1,408,299,000","1,395,240,000","1,218,077,000","1,181,989,000","1,139,685,000","1,150,514,000","1,159,630,000","1,097,506,000","1,070,108,000","1,065,370,000","1,048,518,000","1,063,646,000","1,078,820,000","1,094,513,000","1,090,918,000","1,105,564,000","1,076,433,000","1,028,029,000","945,520,000","942,041,000","887,457,000","832,773,000","821,388,000","811,446,000","841,613,000","842,568,000","837,946,000","793,431,000","791,397,000","782,323,000","782,781,000","756,860,000","742,099,000","731,481,000","728,038,000","728,678,000","743,494,000","736,740,000","691,285,000","670,178,000","650,892,000","627,939,000","496,405,000","491,821,000","483,355,000","462,168,000","446,436,000","446,051,000","417,400,000","399,872,000","389,052,900","383,709,400","379,912,200","366,837,800","369,508,000","364,586,200","361,334,200","359,403,200","358,100,600","331,122,000","309,855,200","271,085,300","250,031,600","229,928,400","206,115,700","200,706,900","188,743,700","177,865,200","170,909,800","159,933,100","151,100,000","138,200,000","129,400,000","123,500,000","122,100,000","118,100,000","115,900,000","107,900,000","105,900,000","105,600,000","104,000,000","103,900,000","102,200,000","101,400,000","100,800,000","90,200,000","89,900,000","89,000,000","87,200,000","46,300,000","41,700,000","39,400,000","34,200,000","29,700,000"
		NetPPE,"2,523,815,000","2,496,322,000","2,441,955,000","2,416,111,000","2,353,240,000","2,282,948,000","2,184,334,000","2,060,174,000","1,944,931,000","1,893,686,000","1,682,082,000","1,427,726,000","1,340,692,000","1,237,117,000","1,188,088,000","1,163,425,000","1,087,910,000","1,024,564,000","959,716,000","944,056,000","913,303,000","882,256,000","840,587,000","816,791,000","806,973,000","744,224,000","705,590,000","700,402,000","683,956,000","688,244,000","691,981,000","692,383,000","685,564,000","707,379,000","692,398,000","677,517,000","676,698,000","657,424,000","625,043,000","587,163,000","574,732,000","568,816,000","594,851,000","600,388,000","598,968,000","574,880,000","573,514,000","563,364,000","558,302,000","546,088,000","530,886,000","524,184,000","520,636,000","514,908,000","510,340,000","498,248,000","459,321,000","435,754,000","420,664,000","355,309,000","352,385,000","348,218,000","341,943,000","320,886,000","310,938,000","306,917,000","292,949,000","275,550,000","267,607,900","261,660,000","257,666,900","251,599,900","253,831,000","248,493,100","244,361,100","242,424,200","240,728,300","213,311,100","197,768,700","170,112,100","148,660,900","129,526,000","114,997,600","108,797,700","98,436,900","88,433,300","80,514,200","73,905,900","66,100,000","61,100,000","51,600,000","47,500,000","45,400,000","40,500,000","37,600,000","35,700,000","33,400,000","30,400,000","28,800,000","28,200,000","27,200,000","27,000,000","26,200,000","14,700,000","14,200,000","13,600,000","13,100,000","6,700,000","5,900,000","5,700,000","4,800,000","3,300,000"
			GrossPPE,"3,337,934,000","3,282,489,000","3,199,248,000","3,146,883,000","3,063,418,000","2,963,787,000","2,832,855,000","2,684,715,000","2,543,966,000","2,473,342,000","1,682,082,000","1,965,348,000",,,,"1,653,545,000",,,,"1,396,050,000",,,,"1,232,328,000",,,,"1,115,755,000",,,,"1,077,617,000",,,,"1,049,623,000",,,,"910,593,000",,,,"892,717,000",,,"833,068,000",,,,"758,636,000",,,"708,660,000","704,092,000","660,969,000","622,042,000","598,475,000","583,385,000","488,189,000","485,265,000","481,098,000","474,823,000","438,770,000","428,822,000","424,801,000","410,833,000","370,002,000","362,059,400","356,111,500","352,118,400","321,224,900","323,456,000","318,117,600","313,985,600","290,198,500","288,502,600","261,085,400","245,543,000","204,311,100","182,859,900","163,725,000","149,196,600","134,412,700","124,051,900","114,048,300","106,129,200","97,773,900","85,100,000","81,400,000","70,600,000","64,800,000","58,600,000","53,700,000","50,800,000","47,300,000","45,000,000","40,900,000","38,400,000","31,800,000","30,800,000","28,800,000","33,400,000","19,100,000","18,600,000","18,000,000","17,500,000","9,500,000","8,700,000","8,500,000","7,600,000","5,500,000"
				Properties,"0","0","0","0","0","0","0","0","0","0",,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"1,484,617,000","1,479,387,000","1,454,026,000","1,428,262,000","1,409,340,000","1,378,632,000","1,333,008,000","1,235,315,000","1,149,026,000","1,131,553,000",,"939,817,000",,,,"762,524,000",,,,"629,826,000",,,,"556,780,000",,,,"481,748,000",,,,"475,564,000",,,,"443,126,000",,,,"350,463,000",,,,"343,170,000",,,"306,251,000",,,,"285,282,000",,,,"261,320,000",,,,"218,144,000",,,,"155,323,000",,,,"125,168,000",,,,"105,152,900",,,,"85,075,900",,,,"77,967,700",,,,"115,202,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"1,186,649,000","1,157,589,000","1,128,552,000","1,126,414,000","1,075,383,000","1,040,993,000","974,524,000","932,976,000","902,420,000","864,245,000",,"686,615,000",,,,"610,964,000",,,,"555,525,000",,,,"489,566,000",,,,"453,965,000",,,,"429,895,000",,,,"414,284,000",,,,"400,302,000",,,,"384,366,000",,,"411,642,000",,,,"362,262,000",,,,"333,154,000",,,,"296,860,000",,,,"263,707,000",,,,"233,407,000",,,,"196,230,900",,,,"179,222,500",,,,"124,238,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"545,662,000","525,204,000","493,416,000","472,720,000","452,986,000","436,560,000","413,048,000","397,969,000","385,886,000","373,184,000",,"338,916,000",,,,"280,057,000",,,,"210,699,000",,,,"185,982,000",,,,"180,042,000",,,,"172,158,000",,,,"192,213,000",,,,"159,828,000",,,,"165,181,000",,,"115,175,000",,,,"111,092,000",,,,"109,618,000",,,,"68,381,000",,,,"55,793,000",,,,"52,258,000",,,,"50,734,600",,,,"49,687,200",,,,"43,336,900",,,,"33,994,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"121,006,000","120,309,000","123,254,000","119,487,000","125,709,000","107,602,000","112,275,000","118,455,000","106,634,000","104,360,000","1,682,082,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-814,119,000","-786,167,000","-757,293,000","-730,772,000","-710,178,000","-680,839,000","-648,521,000","-624,541,000","-599,035,000","-579,656,000",,"-537,622,000",,,,"-490,120,000",,,,"-451,994,000",,,,"-415,537,000",,,,"-415,353,000",,,,"-385,234,000",,,,"-372,106,000",,,,"-323,430,000",,,,"-292,329,000",,,"-259,554,000",,,,"-227,750,000",,,"-193,752,000","-193,752,000","-162,721,000","-162,721,000","-162,721,000","-162,721,000","-132,880,000","-132,880,000","-132,880,000","-132,880,000","-117,884,000","-117,884,000","-117,884,000","-117,884,000","-94,452,000","-94,451,500","-94,451,500","-94,451,500","-69,625,000","-69,625,000","-69,624,500","-69,624,500","-47,774,300","-47,774,300","-47,774,300","-47,774,300","-34,199,000","-34,199,000","-34,199,000","-34,199,000","-25,615,000","-25,615,000","-25,615,000","-25,615,000","-23,868,000","-19,000,000","-20,300,000","-19,000,000","-17,300,000","-13,200,000","-13,200,000","-13,200,000","-11,600,000","-11,600,000","-10,500,000","-9,600,000","-3,600,000","-3,600,000","-1,800,000","-7,200,000","-4,400,000","-4,400,000","-4,400,000","-4,400,000","-2,800,000","-2,800,000","-2,800,000","-2,800,000","-2,200,000"
		GoodwillAndOtherIntangibleAssets,"388,854,000","395,639,000","397,976,000","401,590,000","390,050,000","391,236,000","388,440,000","391,394,000","386,710,000","388,553,000","389,796,000","388,477,000","395,352,000","398,310,000","398,017,000","402,127,000","411,841,000","414,433,000","412,309,000","416,181,000","266,258,000","265,805,000","265,334,000","271,959,000","280,757,000","278,536,000","286,849,000","289,707,000","291,199,000","291,917,000","301,148,000","309,022,000","313,786,000","310,936,000","297,354,000","285,169,000","221,680,000","225,113,000","205,599,000","204,423,000","207,183,000","205,138,000","208,528,000","211,368,000","211,025,000","190,414,000","188,886,000","187,466,000","191,991,000","180,787,000","181,539,000","175,466,000","173,766,000","182,390,000","199,065,000","197,377,000","192,329,000","197,655,000","189,087,000","113,621,000","113,798,000","113,981,000","114,165,000","114,293,000","114,301,000","121,219,000","118,313,000","117,680,000","114,905,000","115,223,800","115,631,900","115,237,900","115,677,000","116,093,100","116,973,100","116,979,000","117,372,300","117,810,900","112,086,500","99,888,800","100,286,300","100,402,400","87,379,100","91,909,200","90,306,800","89,431,900","90,395,600","86,027,200","85,000,000","77,000,000","77,800,000","76,100,000","76,800,000","77,600,000","78,400,000","72,300,000","72,500,000","75,200,000","75,300,000","75,700,000","75,000,000","74,400,000","74,600,000","75,500,000","75,700,000","75,500,000","73,700,000","39,600,000","35,800,000","33,800,000","29,300,000","26,100,000"
