name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,09/30/2019,06/30/2019
TotalRevenue,"1,185,204,000","287,400,000","295,619,000","301,584,000","300,602,000","293,332,000","309,897,000","304,640,000","270,193,000","318,220,000","333,176,000"
	OperatingRevenue,"1,139,063,000","275,583,000","285,010,000","290,120,000","288,351,000","281,519,000","300,275,000","295,722,000","261,508,000","304,684,000","316,576,000"
CostOfRevenue,"443,212,000","-303,859,000","249,659,000","247,600,000","249,812,000","229,489,000","255,702,000","259,409,000","215,440,000","280,798,000","305,232,000"
GrossProfit,"741,992,000","591,259,000","45,960,000","53,984,000","50,790,000","63,843,000","54,195,000","45,231,000","54,753,000","37,422,000","27,944,000"
OperatingExpense,"706,708,000","589,289,000","40,966,000","38,970,000","37,483,000","40,548,000","37,931,000","39,268,000","52,943,000","37,820,000","34,770,000"
	SellingGeneralAndAdministration,"587,787,000","470,368,000","40,966,000","38,970,000","37,483,000","40,548,000","37,931,000","39,268,000","52,943,000","37,820,000","34,770,000"
		GeneralAndAdministrativeExpense,"587,787,000","470,368,000","40,966,000","38,970,000","37,483,000","40,548,000","37,931,000","39,268,000","52,943,000","37,820,000","34,770,000"
			SalariesAndWages,"301,508,000"
			RentAndLandingFees,"102,725,000"
			InsuranceAndClaims,"24,492,000"
			OtherGandA,"159,062,000","41,643,000","40,966,000","38,970,000","37,483,000","40,548,000","37,931,000","39,268,000","52,943,000","37,820,000","34,770,000"
	OtherOperatingExpenses,"118,921,000"
OperatingIncome,"35,284,000","1,970,000","4,994,000","15,014,000","13,307,000","23,295,000","16,264,000","5,963,000","1,810,000","-398,000","-6,826,000"
NetNonOperatingInterestIncomeExpense,"-41,360,000","-10,224,000","-10,194,000","-10,384,000","-10,558,000","-11,869,000","-12,844,000","-13,011,000","-12,242,000","-22,445,000","-26,321,000"
	InterestIncomeNonOperating,"161,000","17,000","36,000","42,000","66,000","238,000","359,000","434,000","262,000","270,000","387,000"
	InterestExpenseNonOperating,"41,521,000","10,241,000","10,230,000","10,426,000","10,624,000","12,107,000","13,203,000","13,445,000","12,504,000","22,715,000","26,708,000"
OtherIncomeExpense,"1,657,000","7,139,000","3,756,000","12,564,000","-21,802,000","-72,953,000","-47,233,000","-12,366,000","78,546,000","-161,858,000","-151,448,000"
	GainOnSaleOfSecurity,"7,036,000",,,,,"0",,,"15,416,000",,
	EarningsFromEquityInterest,"-1,738,000","-325,000","-860,000","964,000","-1,517,000","-440,000","896,000","1,948,000","-1,978,000","633,000","2,347,000"
	SpecialIncomeCharges,"-32,573,000","-3,021,000","647,000","-3,730,000","-26,469,000","-80,395,000","-53,764,000","-24,906,000","61,722,000","-155,854,000","-149,922,000"
		RestructuringAndMergernAcquisition,"6,959,000","2,980,000","80,000","867,000","3,032,000","42,655,000","2,466,000","-1,163,000","-75,433,000","93,943,000","89,832,000"
		WriteOff,"24,835,000","0","0","2,901,000","21,934,000","1,182,000","53,249,000","17,596,000","19,233,000","62,101,000","0"
