name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000
TotalRevenue,"1,341,525,000","341,767,000","333,149,000","332,690,000","333,918,000","315,319,000","307,935,000","291,776,000","190,566,000","281,564,000","300,841,000","292,692,000","289,097,000","271,549,000","257,211,000","242,148,000","244,395,000","231,392,000","235,552,000","227,607,000","230,014,000","229,013,000","224,939,000","224,643,000","218,565,000","216,388,000","215,706,000","208,366,000","204,289,000","181,267,000","185,552,000","184,059,000","179,082,000","168,876,000","178,338,000","175,188,000","176,520,000","172,940,000","159,333,000","160,453,000","165,351,000","162,016,000","167,107,000","150,845,000","155,631,000","146,217,000","145,315,000","140,093,000","138,951,000","124,178,000","131,815,000","133,404,000","131,146,000","128,003,000","128,257,000","131,717,000","127,446,000","114,698,000","102,419,000","110,209,000","107,027,000","105,815,000","42,543,000","40,336,000","39,588,000","38,538,000","40,095,000","36,178,000","35,190,000","34,110,000","33,477,000","33,900,000","35,853,000","34,047,000","32,288,000","36,341,000","35,884,000","35,746,000","37,538,000","35,580,000","33,722,000","32,441,000","32,159,000","29,464,000","26,104,023","24,110,010","22,665,730","23,414,017","21,901,127","20,000,000"
	OperatingRevenue,"1,190,442,000","303,276,000","296,264,000","295,407,000","295,494,000","279,577,000","270,962,000","256,730,000","155,698,000","248,333,000","265,485,000","261,908,000","258,171,000","242,672,000","227,605,000","217,552,000","219,416,000","204,168,000","219,059,000","211,313,000","214,056,000","212,750,000","208,556,000","208,430,000","203,759,000","200,842,000","200,419,000","192,904,000","188,403,000","165,030,000","171,600,000","171,098,000","168,675,000","158,763,000","168,883,000","165,373,000","183,475,000","179,762,000","185,237,000","160,453,000","171,746,000","168,500,000","167,107,000","150,845,000","155,631,000","146,217,000","145,315,000","140,093,000","138,951,000","124,178,000","131,815,000","133,404,000","131,146,000","128,003,000","128,257,000","131,717,000","127,446,000","114,698,000","102,419,000","110,209,000","107,027,000","105,815,000","42,543,000","40,336,000","39,588,000","38,538,000","40,095,000","36,178,000","35,190,000","34,110,000","33,477,000","33,900,000","35,853,000","34,047,000","32,288,000","36,341,000","35,884,000","35,746,000","37,538,000","35,580,000","33,722,000","32,441,000","32,159,000","29,464,000","26,104,023","24,110,010","22,665,730","23,414,017","21,901,127","20,000,000"
CostOfRevenue,"1,156,033,000","315,039,000","284,666,000","272,756,000","283,571,000","282,281,000","257,807,000","246,462,000","194,217,000","267,417,000","255,754,000","254,383,000","246,558,000","243,056,000","233,347,000","208,511,000","210,055,000","215,634,000","200,203,000","198,109,000","198,611,000","205,454,000","192,161,000","192,752,000","194,062,000","196,826,000","187,941,000","175,631,000","175,796,000","168,921,000","156,814,000","153,000,000","147,808,000","145,030,000","148,625,000","151,770,000","148,698,000","149,562,000","137,816,000","133,223,000","136,554,000","135,400,000","125,140,000","117,747,000","119,113,000","115,828,000","109,495,000","106,634,000","106,205,000","98,639,000","99,100,000","101,924,000","99,716,000","97,013,000","97,893,000","99,552,000","97,886,000","88,966,000","86,145,000","83,503,000","79,140,000","81,400,000","31,641,000","30,105,000","29,427,000","29,169,000","29,220,000","26,790,000","26,137,000","26,865,000","26,427,000","27,039,000","27,680,000","25,463,000","26,578,000","26,411,000","26,222,000","26,867,000","28,691,000","29,361,000","23,850,000","23,571,000","22,652,000","20,521,000","17,963,144","16,871,041","16,660,152","15,824,926","15,144,615","14,400,000"
GrossProfit,"185,492,000","26,728,000","48,483,000","59,934,000","50,347,000","33,038,000","50,128,000","45,314,000","-3,651,000","14,147,000","45,087,000","38,309,000","42,539,000","28,493,000","23,864,000","33,637,000","34,340,000","15,758,000","35,349,000","29,498,000","31,403,000","23,559,000","32,778,000","31,891,000","24,503,000","19,562,000","27,765,000","32,735,000","28,493,000","12,346,000","28,738,000","31,059,000","31,274,000","23,846,000","29,713,000","23,418,000","27,822,000","23,378,000","21,517,000","27,230,000","28,797,000","26,616,000","41,967,000","33,098,000","36,518,000","30,389,000","35,820,000","33,459,000","32,746,000","25,539,000","32,715,000","31,480,000","31,430,000","30,990,000","30,364,000","32,165,000","29,560,000","25,732,000","16,274,000","26,706,000","27,887,000","24,415,000","10,902,000","10,231,000","10,161,000","9,369,000","10,875,000","9,388,000","9,053,000","7,245,000","7,050,000","6,861,000","8,173,000","8,584,000","5,710,000","9,930,000","9,662,000","8,879,000","8,847,000","6,219,000","9,872,000","8,870,000","9,507,000","8,943,000","8,140,879","7,238,969","6,005,578","7,589,091","6,756,512","5,600,000"
OperatingExpense,"98,294,000","27,118,000","22,603,000","24,606,000","23,968,000","16,408,000","21,691,000","21,026,000","-4,120,000","21,934,000","20,414,000","20,490,000","20,083,000","19,620,000","19,477,000","17,480,000","18,086,000","17,856,000","16,477,000","17,053,000","16,612,000","16,654,000","17,069,000","17,318,000","15,811,000","16,412,000","16,775,000","14,601,000","14,941,000","14,294,000","14,065,000","14,423,000","15,199,000","15,571,000","14,840,000","14,762,000","14,528,000","14,760,000","13,908,000","13,435,000","15,056,000","15,341,000","24,794,000","23,233,000","23,553,000","21,971,000","21,900,000","22,075,000","22,830,000","21,084,000","21,884,000","22,265,000","22,198,000","21,165,000","23,473,000","21,673,000","21,125,000","18,964,000","19,515,000","17,796,000","17,306,000","18,203,000","7,269,000","6,295,000","5,393,000","5,436,000","6,334,000","5,189,000","5,922,000","5,232,000","4,394,000","5,781,000","5,875,000","5,623,000","5,853,000","6,378,000","3,385,000","6,202,000","6,416,000","6,404,000","5,139,000","4,533,000","4,943,000","3,600,000","3,158,799","3,026,414","1,840,406","3,355,270","3,178,540","3,000,000"
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,"82,000","279,000","726,000","255,000","1,186,000","177,000","203,000","349,000","2,188,000","173,000","167,000","448,000","167,000","94,000","36,000","265,000",,"383,000","481,000","494,000","72,000","117,000","123,000","58,000","66,000","163,000","449,000","421,000","316,000","509,000","145,000","107,000","164,000","435,000","132,000","88,000","286,000","340,000","17,000","10,192,000","7,065,000","7,092,000","6,487,000","6,657,000","6,395,000","6,862,000","7,553,000","2,887,000","2,000,000","1,390,000","1,349,000","2,836,000","946,000","934,000","909,000","-73,000","1,328,000","1,398,000","1,258,000","-1,208,000","2,163,000","2,040,000","1,949,000","2,298,000","2,338,000","1,347,000","1,200,000","1,778,000","845,000","731,221","668,325","-696,238","1,154,673","1,135,485","1,000,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,"82,000","279,000","726,000","255,000","1,186,000","177,000","203,000","349,000","2,188,000","173,000","167,000","448,000","167,000","94,000","36,000","265,000",,"383,000","481,000","494,000","72,000","117,000","952,000","58,000","66,000","163,000","449,000",,"316,000","509,000","145,000","107,000","164,000","435,000","132,000","88,000","286,000","340,000","17,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,"82,000","279,000","726,000","255,000","1,186,000","177,000","203,000","349,000","2,188,000","173,000","167,000","448,000","167,000","94,000","36,000","265,000",,"383,000","481,000","494,000","72,000",,"952,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"101,156,000","27,118,000","25,422,000","24,606,000","24,011,000","22,656,000","22,259,000","21,247,000","21,355,000","21,934,000","20,414,000","20,490,000","20,083,000","19,620,000","19,477,000","17,480,000","18,086,000","17,856,000","16,477,000","17,053,000","16,612,000","16,654,000","17,069,000","17,318,000","15,811,000","16,412,000","16,775,000","14,601,000","14,941,000","14,294,000","14,065,000","14,423,000","15,199,000","15,571,000","14,840,000","14,762,000","14,528,000","14,760,000","14,586,000","13,369,000","14,893,000","14,892,000","14,955,000","14,309,000","14,296,000","13,921,000","13,844,000","13,002,000","13,876,000","13,275,000","13,821,000","13,593,000","13,212,000","13,174,000","13,925,000","13,083,000","14,071,000","12,469,000","12,786,000","11,405,000","10,440,000","10,650,000","4,219,000","4,071,000","4,017,000","4,087,000","4,196,000","4,243,000","4,339,000","4,323,000","4,467,000","4,453,000","4,477,000","4,365,000","4,109,000","4,214,000","4,298,000","4,253,000","4,118,000","4,066,000","3,792,000","3,333,000","3,165,000","2,755,000","2,427,578","2,358,089","2,536,644","2,200,597","2,043,055","2,000,000"
		DepreciationAndAmortizationInIncomeStatement,"101,156,000","27,118,000","25,422,000","24,606,000","24,011,000","22,656,000","22,259,000","21,247,000","21,355,000","21,934,000","20,414,000","20,490,000","20,083,000","19,620,000","19,477,000","17,480,000","18,086,000","17,856,000","16,477,000","17,053,000","16,612,000","16,654,000","17,069,000","17,318,000","15,811,000","16,412,000","16,775,000","14,601,000","14,941,000","14,294,000","14,065,000","14,423,000","15,199,000","15,571,000","14,840,000","14,762,000","14,528,000","14,760,000","14,586,000","13,369,000","14,893,000","14,892,000","14,955,000","14,309,000","14,296,000","13,921,000","13,844,000","13,002,000","13,876,000","13,275,000","13,821,000","13,593,000","13,212,000","13,174,000","13,925,000","13,083,000","14,071,000","12,469,000","12,786,000","11,405,000","10,440,000","10,650,000","4,219,000","4,071,000","4,017,000","4,087,000","4,196,000","4,243,000","4,339,000","4,323,000","4,467,000","4,453,000","4,477,000","4,365,000","4,109,000","4,214,000","4,298,000","4,253,000","4,118,000","4,066,000","3,792,000","3,333,000","3,165,000","2,755,000","2,427,578","2,358,089","2,536,644","2,200,597","2,043,055","2,000,000"
