name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalRevenue,"681,814,000","180,318,000","183,602,000","164,884,000","153,010,000","138,283,000","139,332,000","122,501,000","117,707,000","80,346,000","92,804,000","78,327,000","72,572,000","72,185,000","56,904,000","60,137,000","54,947,000","50,126,000","50,742,000","47,839,000","45,508,000","42,687,000","40,353,000","34,868,000","33,676,000","32,718,000","24,382,000","19,835,000","18,592,000","17,787,000"
	OperatingRevenue,"681,814,000","180,318,000","183,602,000","164,884,000","153,010,000","138,283,000","139,332,000","122,501,000","117,707,000","80,346,000","92,804,000","78,327,000","72,572,000","72,185,000","56,904,000","60,137,000","54,947,000","50,126,000","50,742,000","47,839,000","45,508,000","42,687,000","40,353,000","34,868,000","33,676,000","32,718,000","24,382,000","19,835,000","18,592,000","17,787,000"
OtherIncomeExpense,"325,000","124,000","154,000","35,000","12,000","11,000","40,000","571,000","13,000","10,000","7,000","10,000","5,000","4,000","3,000","2,000","4,000","3,000","3,000",,,,"0",,"78,000","58,000","129,000","128,000","191,000","124,000"
PretaxIncome,"188,234,000","38,872,000","60,075,000","45,679,000","43,608,000","39,439,000","42,820,000","16,121,000","36,442,000","5,030,000","21,522,000","15,193,000","16,535,000","22,801,000","5,109,000","14,095,000","12,461,000","8,815,000","11,225,000","5,255,000","12,755,000","9,286,000","10,300,000","12,094,000","9,253,000","7,889,000","6,880,000","8,952,000","9,983,000","7,742,000"
TaxProvision,"35,863,000","7,081,000","11,755,000","9,054,000","7,973,000","7,360,000","4,639,000","1,231,000","6,180,000","-56,000","3,669,000","2,217,000","2,768,000","4,081,000","661,000","2,155,000","2,349,000","1,528,000","5,301,000","1,054,000","4,260,000","3,005,000","3,429,000","4,112,000","3,196,000","2,632,000","2,276,000","3,008,000","3,374,000","2,626,000"
NetIncomeCommonStockholders,"152,371,000","31,791,000","48,320,000","36,625,000","35,635,000","32,079,000","38,181,000","14,890,000","30,262,000","5,086,000","17,853,000","12,976,000","13,767,000","18,720,000","4,448,000","11,940,000","10,112,000","7,287,000","5,924,000","4,201,000","8,495,000","6,281,000","6,871,000","7,982,000","6,057,000","5,257,000","4,604,000","5,944,000","6,609,000","5,116,000"
	NetIncome,"152,371,000","31,791,000","48,320,000","36,625,000","35,635,000","32,079,000","38,181,000","14,890,000","30,262,000","5,086,000","17,853,000","12,976,000","13,767,000","18,720,000","4,448,000","11,940,000","10,112,000","7,287,000","5,924,000","4,201,000","8,495,000","6,281,000","6,871,000","7,982,000","6,057,000","5,257,000","4,604,000","5,944,000","6,609,000","5,116,000"
		NetIncomeIncludingNoncontrollingInterests,"152,371,000","31,791,000","48,320,000","36,625,000","35,635,000","32,079,000","38,181,000","14,890,000","30,262,000","5,086,000","17,853,000","12,976,000","13,767,000","18,720,000","4,448,000","11,940,000","10,112,000","7,287,000","5,924,000","4,201,000","8,495,000","6,281,000","6,871,000","7,982,000","6,057,000","5,257,000","4,604,000","5,944,000","6,609,000","5,116,000"
			NetIncomeContinuousOperations,"152,371,000","31,791,000","48,320,000","36,625,000","35,635,000","32,079,000","38,181,000","14,890,000","30,262,000","5,086,000","17,853,000","12,976,000","13,767,000","18,720,000","4,448,000","11,940,000","10,112,000","7,287,000","5,924,000","4,201,000","8,495,000","6,281,000","6,871,000","7,982,000","6,057,000","5,257,000","4,604,000","5,944,000","6,609,000","5,116,000"
DilutedNIAvailtoComStockholders,"152,371,000","31,791,000","48,320,000","36,625,000","35,635,000","32,079,000","38,181,000","14,890,000","30,262,000","5,086,000","17,853,000","12,976,000","13,767,000","18,720,000","4,448,000","11,940,000","10,112,000","7,287,000","5,924,000","4,201,000","8,495,000","6,281,000","6,871,000","7,982,000","6,057,000","5,257,000","4,604,000","5,944,000","6,609,000","5,116,000"
