name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,12/31/1991,06/30/1990
TotalAssets,"8,187,459,000","7,804,784,000","7,449,408,000","7,071,543,000","6,534,366,000","6,202,716,000","5,697,683,000","5,193,813,000","4,881,497,000","5,150,352,000","5,137,366,000","5,084,332,000","4,655,851,000","4,526,891,000","4,871,359,000","4,542,070,000","4,740,132,000","4,791,012,000","4,708,906,000","4,684,131,000","4,349,747,000","4,153,471,000","4,236,431,000","4,038,056,000","5,883,484,000","5,675,189,000","5,603,738,000","5,791,581,000","2,084,946,000","1,938,875,000","1,862,878,000","1,769,019,000","1,593,583,000","1,420,509,000","1,511,867,000","1,317,842,000","1,147,372,000","1,043,325,000","1,318,922,000","1,601,517,000","1,470,745,000","1,362,399,000","1,218,428,000","1,233,570,000","1,131,992,000","1,082,131,000","1,026,680,000","964,895,000","900,936,000","800,070,000","801,294,000","786,497,000","732,690,000","761,837,000","640,146,000","600,472,000","583,899,000","544,603,000","508,290,000","454,499,000","368,206,000","308,372,000","310,807,000","266,177,000","203,851,634","163,890,000","145,341,212","121,016,685","99,827,960","82,022,317","77,239,872","66,652,432","53,770,962","47,997,028","47,563,831","43,076,807","41,731,470","40,463,505","41,934,320","41,450,334","38,683,479","38,561,282","41,416,828","40,092,747","37,921,266","38,744,740","39,212,051","30,468,110","27,721,847","28,700,000","27,600,000","25,600,000","21,900,000","21,900,000","22,400,000","20,100,000","17,300,000","16,900,000","17,900,000","17,600,000","15,700,000","16,100,000","16,900,000","18,000,000","17,100,000","17,500,000","19,400,000","19,700,000","16,500,000","17,700,000","18,300,000","18,400,000","17,700,000","17,200,000","15,000,000","15,400,000","15,700,000","16,000,000","16,200,000","7,100,000","7,000,000","1,600,000"
	CurrentAssets,"4,743,666,000","4,682,110,000","4,383,673,000","3,950,675,000","3,433,872,000","3,140,955,000","2,825,847,000","2,371,450,000","2,048,722,000","2,316,309,000","2,360,760,000","2,326,768,000","1,907,300,000","1,804,170,000","2,152,671,000","1,828,679,000","2,038,548,000","2,086,377,000","1,934,297,000","1,880,079,000","1,616,816,000","1,432,270,000","1,550,024,000","1,292,825,000","3,792,872,000","3,582,602,000","3,750,647,000","3,922,379,000","1,841,895,000","1,693,429,000","1,617,479,000","1,487,353,000","1,355,213,000","1,183,043,000","1,278,457,000","1,093,822,000","936,699,000","835,068,000","1,128,937,000","1,414,257,000","1,284,463,000","1,182,677,000","1,038,732,000","1,054,135,000","955,819,000","898,153,000","842,533,000","769,213,000","699,036,000","585,504,000","588,521,000","579,714,000","533,034,000","561,324,000","477,245,000","434,157,000","369,404,000","270,149,000","461,200,000","409,073,000","327,963,000","275,157,000","283,840,000","240,506,000","179,336,004","140,286,000","122,474,466","98,612,650","77,954,878","60,380,137","55,274,830","44,797,572","32,311,343","26,677,940","26,800,064","22,983,533","21,992,724","20,903,874","22,220,054","21,685,615","18,716,927","18,540,090","21,095,788","19,731,068","18,598,133","19,328,051","20,033,275","18,032,681","15,823,256","17,000,000","15,700,000","14,600,000","11,000,000","11,100,000","11,500,000","9,200,000","6,300,000","6,100,000","6,500,000","6,100,000","4,200,000","4,600,000","5,200,000","6,200,000","5,200,000","5,400,000","7,100,000","7,400,000","4,200,000","5,300,000","5,700,000","6,000,000","5,600,000","5,100,000","3,100,000","2,700,000","2,900,000","3,100,000","3,300,000","6,800,000","7,000,000","1,600,000"
		CashCashEquivalentsAndShortTermInvestments,"2,732,434,000","3,076,189,000","2,936,737,000","2,553,191,000","2,158,987,000","2,061,767,000","1,674,056,000","1,172,079,000","935,349,000","1,331,020,000","1,304,973,000","1,246,235,000","882,041,000","958,163,000","1,171,612,000","870,780,000","1,096,582,000","1,201,555,000","1,095,907,000","1,101,506,000","785,703,000","598,136,000","599,179,000","479,088,000","3,036,352,000","2,920,027,000","2,785,427,000","2,931,153,000","1,010,071,000","1,151,457,000","996,364,000","827,020,000","750,952,000","613,596,000","602,591,000","432,036,000","344,672,000","319,556,000","590,708,000","870,230,000","811,026,000","770,613,000","699,412,000","699,415,000","594,490,000","599,491,000","533,832,000","471,573,000","437,224,000","346,836,000","347,844,000","313,573,000","284,098,000","285,946,000","256,436,000","205,019,000","159,108,000","12,440,000","255,445,000","198,095,000","183,202,000","136,796,000","126,633,000","115,001,000","97,720,115","73,515,000","49,933,687","33,428,058","30,574,477","20,976,119","17,279,468","7,473,017","2,815,121","1,098,785","975,976","754,254","2,209,312","537,920","2,912,236","160,626","451,399","247,657","560,336","403,736","193,626","130,665","125,144","121,609","133,687","2,000,000","2,800,000","2,900,000","2,100,000","3,800,000","4,300,000","2,100,000","500,000","400,000","500,000","300,000","100,000","200,000","200,000","100,000",,"100,000","500,000","700,000","500,000","1,100,000","1,700,000","2,300,000","2,600,000","2,300,000","900,000","1,200,000","1,100,000","900,000","1,700,000","6,800,000","7,000,000","1,600,000"
			CashAndCashEquivalents,"1,014,786,000","1,326,462,000","1,712,671,000","1,584,239,000","1,178,879,000","1,180,413,000","1,074,730,000","921,326,000","701,836,000","797,957,000","717,617,000","888,247,000","618,344,000","637,513,000","713,714,000","659,687,000","511,360,000","528,622,000","465,559,000","777,655,000","576,337,000","377,582,000","341,526,000","434,769,000","2,528,109,000","2,175,417,000","1,240,717,000","1,696,295,000","362,787,000","370,323,000","408,323,000","373,051,000","312,020,000","211,349,000","287,019,000","283,839,000","242,533,000","222,514,000","283,054,000","419,167,000","391,438,000","359,331,000","287,157,000","418,197,000","295,505,000","354,842,000","509,629,000","409,911,000","375,908,000","328,349,000","317,657,000","283,283,000","279,123,000","256,801,000","256,436,000","182,953,000","51,175,000","12,440,000","59,074,000","55,482,000","71,855,000","35,129,000","43,934,000","18,964,000","30,537,735","61,654,000","41,282,143","33,428,058","30,574,477","20,976,119","17,279,468","7,473,017","2,815,121","1,098,785","975,976","754,254","2,209,312","537,920","2,912,236","160,626","451,399","247,657","560,336","403,736","193,626","130,665","125,144","121,609","133,687","2,000,000","2,800,000","2,900,000","2,100,000","3,800,000","4,300,000","2,100,000","500,000","400,000","500,000","300,000","100,000","200,000","200,000","100,000",,"100,000","500,000","700,000","500,000","1,100,000","1,700,000","2,300,000","2,600,000","2,300,000","900,000","1,200,000","1,100,000","900,000","1,700,000","6,800,000","7,000,000","1,600,000"
				CashFinancial,"748,324,000","749,089,000","703,969,000","760,217,000","809,464,000","796,421,000",,,,"518,178,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"266,462,000","577,373,000","1,008,702,000","824,022,000","369,415,000","383,992,000",,,,"279,779,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"1,717,648,000","1,749,727,000","1,224,066,000","968,952,000","980,108,000","881,354,000","599,326,000","250,753,000","233,513,000","533,063,000","587,356,000","357,988,000","263,697,000","320,650,000","457,898,000","211,093,000","585,222,000","672,933,000","630,348,000","323,851,000","209,366,000","220,554,000","257,653,000","44,319,000","508,243,000","744,610,000","1,544,710,000","1,234,858,000","647,284,000","781,134,000","588,041,000","453,969,000","438,932,000","402,247,000","315,572,000","148,197,000","102,139,000","97,042,000","307,654,000","451,063,000","419,588,000","411,282,000","412,255,000","281,218,000","298,985,000","244,649,000","24,203,000","61,662,000","61,316,000","18,487,000","30,187,000","30,290,000","4,975,000","29,145,000",,"22,066,000","107,933,000",,"196,371,000","142,613,000","111,347,000","101,667,000","82,699,000","96,037,000","67,182,380","11,861,000","8,651,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,039,780,000","896,658,000","849,157,000","909,169,000","802,509,000","666,012,000","740,813,000","760,433,000","670,570,000","540,330,000","647,983,000","688,197,000","596,661,000","484,562,000","620,162,000","592,568,000","525,463,000","449,476,000","535,336,000","537,082,000","571,977,000","573,051,000","592,348,000","590,708,000","541,704,000","477,955,000","533,485,000","498,335,000","344,055,000","280,755,000","333,165,000","398,792,000","345,786,000","296,180,000","343,205,000","348,197,000","317,655,000","236,710,000","289,253,000","306,393,000","256,424,000","218,741,000","139,545,000","162,299,000","149,004,000","101,635,000","131,778,000","131,480,000","117,705,000","108,905,000","97,289,000","125,907,000","120,104,000","135,955,000","72,972,000","83,404,000","81,758,000","81,497,000","90,046,000","111,928,000","75,496,000","54,624,000","68,917,000","60,939,000","46,302,600","28,752,000","34,418,030","31,704,449","20,167,901","12,650,055","14,319,664","13,506,903","9,472,723","5,372,983","10,156,056","7,184,947","6,667,860","5,949,402","5,428,853","7,699,875","6,204,394","4,412,422","6,961,942","7,690,997","6,326,432","6,584,486","7,361,309","7,192,902","4,244,322","3,800,000","4,400,000","4,800,000","3,200,000","1,800,000","2,500,000","2,900,000","2,200,000","1,500,000","2,100,000","2,000,000","1,000,000","900,000","1,100,000","2,500,000","1,900,000","1,700,000","2,100,000","2,600,000","1,100,000","1,000,000","1,300,000","1,500,000","800,000","1,400,000","600,000","600,000","900,000","1,200,000","600,000",,,
			AccountsReceivable,"1,039,780,000","896,658,000","849,157,000","909,169,000","802,509,000","666,012,000","740,813,000","760,433,000","670,570,000","540,330,000","647,983,000","688,197,000","596,661,000","484,562,000","620,162,000","592,568,000","525,463,000","449,476,000","535,336,000","537,082,000","509,477,000","448,051,000","467,348,000","465,708,000","416,704,000","352,955,000","408,485,000","373,335,000","344,055,000","280,755,000","333,165,000","398,792,000","345,786,000","296,180,000","343,205,000","348,197,000","317,655,000","236,710,000","288,584,000","305,707,000","255,712,000","218,072,000","139,033,000","161,626,000","148,989,000","101,222,000","130,942,000","127,564,000","113,878,000","104,206,000","91,939,000","101,913,000","95,739,000","45,233,000","72,972,000","83,404,000","81,758,000","81,497,000","90,046,000","111,928,000","75,496,000","54,624,000","68,917,000","60,939,000","46,302,600","28,752,000","34,418,030","31,704,449","20,167,901","12,650,055","14,319,664","13,506,903","9,472,723","5,372,983","10,156,056","7,184,947","6,667,860","5,949,402","5,428,853","7,699,875","6,204,394","4,412,422","6,961,942","7,690,997","6,326,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"901,334,000",,,,"667,890,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
