name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
			ChangeInOtherCurrentLiabilities,"-33,000,000","73,000,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","37,062,000","0","-1,000","-99,600,000",,,,,,,"26,481,000","10,065,000",,,,,,,,,,,,,,,,,"-366,971,000",,,,"-46,907,000",,,,"-20,547,000",,,,"21,851,000","4,172,000","8,389,000","9,619,000","7,313,000","9,235,000","24,134,000","-27,686,000","6,663,000","11,143,000","177,000","14,667,000",,,,,,,,"11,355,000",
			ChangeInOtherWorkingCapital,,,,"30,300,000","-159,800,000","154,900,000","-60,800,000","301,400,000","-188,400,000","8,600,000","-608,900,000","650,100,000","-47,000,000","8,700,000","204,000,000","-134,400,000","20,900,000","-108,000,000","29,200,000","123,100,000","-28,600,000","-150,700,000","129,400,000","0","-83,600,000","-268,500,000","110,898,000","16,610,000","-7,129,000","-126,645,000","-8,031,000","29,716,000","-60,038,000","10,571,000","-28,123,000","35,009,000","-2,351,000","-34,918,000","30,301,000","-9,249,000","-5,442,000","-26,835,000","-63,341,000","44,375,000","13,622,000","38,685,000","-48,120,000","28,076,000","39,841,000","-8,312,000","59,794,000","-39,509,000","6,758,000","-32,096,000","535,600,000","-463,941,000","387,611,000","-82,997,000","55,397,000","-13,975,000","32,367,000","-23,903,000","-56,894,000","64,950,000","43,770,000","-8,473,000",,,,,,,,,,,,,"23,027,000","46,752,000","10,918,000","-31,509,000",,"53,951,000","-1,111,000","-1,253,000",
InvestingCashFlow,"-2,390,000,000","310,000,000","-2,071,700,000","-153,900,000","-474,400,000","1,009,000,000","-1,590,500,000","24,800,000","1,593,700,000","1,746,300,000","-789,700,000","4,164,800,000","-1,231,800,000","717,500,000","-1,011,300,000","-624,500,000","-629,100,000","392,900,000","-2,250,400,000","-1,017,100,000","-1,302,000,000","281,000,000","-1,911,400,000","-982,800,000","-421,100,000","-747,700,000","-2,259,579,000","-763,641,000","-676,598,000","337,270,000","-2,874,286,000","-1,210,693,000","-651,792,000","-350,000","-1,245,083,000","-42,607,000","-73,838,000","-257,888,000","-1,482,793,000","-575,576,000","-747,816,000","134,835,000","-298,900,000","-465,427,000","-535,042,000","258,659,000","-504,939,000","-20,756,000","-258,211,000","443,122,000","-509,097,000","-129,490,000","-130,337,000","-119,098,000","-245,033,000","22,493,000","-363,288,000","73,310,000","-173,986,000","-125,933,000","-72,007,000","-322,882,000","-340,923,000","-74,114,000","-174,101,000","46,166,000","-194,728,000","-165,985,000","-48,386,000","78,148,000","-452,530,000","-6,904,000","-4,633,000","59,770,000","-146,950,000","-79,472,000","3,470,000","-33,705,000","-89,337,000","-79,291,000","-29,510,000","5,535,000","-53,624,000","-102,921,000","1,312,000","-37,175,000","-2,168,000"
	CashFlowFromContinuingInvestingActivities,"-2,390,000,000","310,000,000","-2,071,700,000","-153,900,000","-474,400,000","1,009,000,000","-1,590,500,000","24,800,000","1,593,700,000","1,746,300,000","-789,700,000","4,164,800,000","-1,231,800,000","717,500,000","-1,011,300,000","-624,500,000","-629,100,000","392,900,000","-2,250,400,000","-1,017,100,000","-1,302,000,000","281,000,000","-1,911,400,000","-982,800,000","-421,100,000","-747,700,000","-2,259,579,000","-763,641,000","-676,598,000","337,270,000","-2,874,286,000","-1,210,693,000","-651,792,000","-350,000","-1,245,083,000","-42,607,000","-73,838,000","-257,888,000","-1,482,793,000","-575,576,000","-747,816,000","134,835,000","-298,900,000","-465,427,000","-535,042,000","258,659,000","-504,939,000","-20,756,000","-258,211,000","443,122,000","-509,097,000","-129,490,000","-130,337,000","-119,098,000","-245,033,000","22,493,000","-363,288,000","73,310,000","-173,986,000","-125,933,000","-72,007,000","-322,882,000","-340,923,000","-74,114,000","-174,101,000","46,166,000","-194,728,000","-165,985,000","-48,386,000","78,148,000","-452,530,000","-6,904,000","-4,633,000","59,770,000","-146,950,000","-79,472,000","3,470,000","-33,705,000","-89,337,000","-79,291,000","-29,510,000","5,535,000","-53,624,000","-102,921,000","1,312,000","-37,175,000","-2,168,000"
		CapitalExpenditureReported,"-92,000,000","-20,000,000","-25,200,000","-23,900,000","-22,700,000","-12,200,000","-16,100,000","-11,800,000","-10,400,000","-15,700,000","-23,100,000","-27,000,000","-53,500,000","-38,700,000","-50,500,000","-50,800,000","-53,800,000","-44,700,000","-48,800,000","-59,800,000","-70,200,000","-46,600,000","-48,700,000","-50,700,000","-52,700,000","-54,900,000","-51,592,000","-52,006,000","-45,646,000","-42,439,000","-44,099,000","-37,335,000","-33,772,000","-43,488,000","-43,617,000","-32,764,000","-30,713,000","-28,282,000","-39,115,000","-21,799,000","-24,175,000","-31,366,000","-24,966,000","-14,601,000","-15,304,000","-18,631,000","-20,459,000","-16,784,000","-16,084,000","-15,428,000","-13,264,000","-15,463,000","-13,355,000","-10,888,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,458,000","-8,567,000","-5,581,000","-8,852,000","-25,647,000","-31,126,000","-25,661,000","-21,871,000","-28,150,000","-23,575,000","-28,230,000","-20,397,000","-20,305,000","-17,011,000","-16,679,000","-11,905,000","-13,085,000","-12,921,000","-10,702,000","-11,621,000","-17,197,000","-3,206,000","-15,843,000","-10,709,000","-11,265,000","-10,449,000","-11,083,000","-9,582,000","-12,301,000","-8,469,000","-6,718,000","-9,149,000",
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,458,000","-8,567,000","-14,679,000","-13,852,000","-37,994,000","-31,126,000","-25,661,000","-21,871,000","-28,150,000","-23,575,000","-28,230,000","-20,397,000","-20,305,000","-17,011,000","-16,679,000","-11,905,000","-13,085,000","-12,921,000","-10,702,000","-11,621,000","-17,197,000","-3,206,000","-15,843,000","-10,709,000","-11,265,000","-10,449,000","-11,083,000","-9,582,000","-12,301,000","-8,469,000","-6,718,000","-9,149,000",
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","9,098,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,"-75,000,000","0","0","0","-266,800,000","1,300,000","0","25,400,000","40,100,000","4,369,600,000","0","-6,700,000","-55,400,000","-200,000",,,,,,,"480,100,000","0",,,"0","-45,430,000","0","0","-936,294,000","0","0","-259,514,000",,,,,"-463,964,000","0",,,"-17,986,000","-924,000",,,"-500,000",,,,"-164,248,000","0",,,"2,000","45,175,000",,,"-7,997,000","-203,000","749,000","-438,712,000","-72,449,000","-5,000,000","-91,994,000","-36,124,000","-1,226,000","-124,331,000","-13,022,000","-2,322,000","-328,713,000","0",,,"-3,646,000","-14,916,000","-88,000","-33,006,000","-682,000","-9,190,000","0","-26,019,000","-286,000",,,"-18,750,000",
			PurchaseOfBusiness,,,,,,,"-266,800,000","0","0","0","0","0","0","-6,700,000",,,,,,,,,,,,,"0","-45,430,000","0","0","-936,294,000","0","0","-259,514,000",,,,,"-463,964,000","0",,,"-17,986,000","-924,000",,,"-500,000",,,,"-164,248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,"0","0","0","0","0","1,300,000","0","25,400,000","40,100,000","4,810,300,000",,,,"-200,000",,,,,,,"480,100,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-26,000,000","-6,000,000","-3,300,000","9,000,000","-25,500,000","-200,000","1,100,000","18,600,000","17,200,000","-800,000","6,900,000","34,700,000","-3,200,000","1,400,000","-12,600,000","10,000,000","-20,500,000","-19,000,000","-16,900,000","-70,100,000","22,300,000","5,800,000","-4,200,000","1,800,000","23,300,000","-100,000","3,804,000","-17,992,000","-7,267,000","-5,532,000","-13,287,000","-2,513,000","-102,736,000","34,000","-11,622,000","-4,656,000","27,907,000","-45,244,000","401,588,000","-358,631,000","-319,808,000","257,512,000","22,177,000","-72,574,000","-8,572,000","-5,019,000","-243,537,000","2,516,000","-111,249,000","404,622,000","331,162,000","-117,042,000","-53,025,000","-108,741,000",,,,,,,,,,,,,,"11,993,000",,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,"-89,000,000","-18,000,000","-15,600,000","-17,100,000","-38,000,000","-22,300,000","-17,900,000","-7,700,000","-800,000","-14,000,000","-6,400,000","-800,000","-8,000,000","-5,000,000","-16,900,000","-22,500,000","-25,100,000","-25,000,000","-21,200,000","-75,300,000","-4,800,000","-100,000","-4,800,000","-4,100,000","-5,700,000","-3,800,000","-15,000","-21,158,000","-9,847,000","-7,767,000","-15,949,000","-3,869,000","-104,254,000","-1,657,000","-12,835,000","-5,293,000","27,381,000","-45,720,000","385,937,000","-358,631,000","-62,296,000","0","22,177,000","-72,574,000","-8,572,000","-5,019,000","-239,433,000","0","0","0","112,879,000","-117,102,000","-81,128,000","-118,335,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
