name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017,03/31/2016
TotalAssets,"969,529,000","1,096,364,000","945,508,000","863,975,000","733,252,000","737,067,000","712,572,000","627,452,000","666,769,000","629,539,000","559,695,000","540,436,000","495,786,000","514,213,000","502,592,000","510,397,000","516,427,000","423,043,000"
	CurrentAssets,"635,942,000","770,167,000","632,198,000","561,161,000","465,736,000","476,497,000","454,703,000","367,414,000","400,645,000","360,547,000","331,772,000","312,995,000","266,374,000","297,013,000","284,641,000","297,258,000","303,034,000","285,354,000"
		CashCashEquivalentsAndShortTermInvestments,"100,330,000","312,189,000","259,317,000","233,773,000","190,293,000","253,283,000","234,813,000","127,467,000","118,219,000","72,515,000","34,557,000","38,023,000","19,008,000","80,051,000","52,100,000","71,342,000","53,650,000","20,029,000"
			CashAndCashEquivalents,"100,330,000","312,189,000","259,317,000","233,773,000","190,293,000","253,283,000","234,813,000","127,467,000","118,219,000","72,515,000","34,557,000","38,023,000","19,008,000","80,051,000","52,100,000","71,342,000","53,650,000","20,029,000"
				CashFinancial,"100,330,000","312,189,000","259,317,000","233,773,000","190,293,000","253,283,000","234,813,000","127,467,000","118,219,000","72,515,000","34,557,000","38,023,000","19,008,000","80,051,000","52,100,000","71,342,000","53,650,000","20,029,000"
		Receivables,"82,992,000","109,530,000","83,267,000","81,893,000","67,051,000","65,417,000","71,189,000","85,886,000","60,218,000","82,688,000","74,758,000","75,856,000","62,998,000","59,328,000","61,915,000","65,429,000","67,152,000","133,327,000"
			AccountsReceivable,"82,992,000","109,530,000","83,267,000","81,893,000","67,051,000","65,417,000","71,189,000","85,886,000","60,218,000","82,688,000","74,758,000","75,856,000","62,998,000","59,328,000","61,915,000","65,429,000","67,152,000","92,184,000"
				GrossAccountsReceivable,"83,992,000","111,130,000","85,267,000","83,793,000",,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,000,000","-1,600,000","-2,000,000","-1,900,000",,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,"15,284,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,"25,859,000"
		Inventory,"413,037,000","318,864,000","265,974,000","221,663,000","183,921,000","140,111,000","134,632,000","138,782,000","202,353,000","185,700,000","209,154,000","181,354,000","164,299,000","145,423,000","157,669,000","149,368,000","175,098,000","90,335,000"
		PrepaidAssets,"35,441,000","25,527,000","14,437,000","16,762,000","18,062,000","12,607,000","14,069,000","15,279,000","19,855,000","16,426,000","13,303,000","17,762,000","20,069,000","12,211,000","12,957,000","11,119,000","7,134,000","41,663,000"
		OtherCurrentAssets,"4,142,000","4,057,000","9,203,000","7,070,000","6,409,000","5,079,000",,,,"3,218,000",,,,,,,,"28,296,000"
	TotalNonCurrentAssets,"333,587,000","326,197,000","313,310,000","302,814,000","267,516,000","260,570,000","257,869,000","260,038,000","266,124,000","268,992,000","227,923,000","227,441,000","229,412,000","217,200,000","217,951,000","213,139,000","213,393,000","137,689,000"
		NetPPE,"179,657,000","174,015,000","163,009,000","153,677,000","119,081,000","112,165,000","110,007,000","112,342,000","116,309,000","120,378,000","81,242,000","79,989,000","78,221,000","74,097,000","72,405,000","71,101,000","73,783,000","18,338,000"
			GrossPPE,"179,657,000","291,930,000","163,009,000","153,677,000","119,081,000","205,109,000","110,007,000","112,342,000","116,309,000","191,421,000",,,,"121,654,000","113,652,000","107,370,000","101,706,000","26,614,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0","0","0","0",
				MachineryFurnitureEquipment,,"94,224,000",,,,"71,547,000",,,,"60,651,000",,,,"92,575,000","86,046,000","80,906,000","75,552,000","26,614,000"
				OtherProperties,"179,657,000","155,307,000","163,009,000","153,677,000","119,081,000","95,629,000","110,007,000","112,342,000","116,309,000","95,351,000",,,,,,,"41,188,000",
				Leases,,"42,399,000",,,,"37,933,000",,,,"35,419,000",,,,"29,079,000","27,606,000","26,464,000","26,154,000",
			AccumulatedDepreciation,,"-117,915,000",,,,"-92,944,000",,,,"-71,043,000",,,,"-47,557,000","-41,247,000","-36,269,000","-27,923,000","-8,276,000"
		GoodwillAndOtherIntangibleAssets,"151,383,000","149,607,000","148,367,000","147,150,000","146,538,000","146,371,000","145,865,000","145,760,000","145,675,000","145,143,000","144,985,000","144,668,000","144,329,000","134,312,000","135,406,000","133,734,000","128,595,000","115,022,000"
			Goodwill,"54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","54,293,000","50,683,000"
			OtherIntangibleAssets,"97,090,000","95,314,000","94,074,000","92,857,000","92,245,000","92,078,000","91,572,000","91,467,000","91,382,000","90,850,000","90,692,000","90,375,000","90,036,000","80,019,000","81,113,000","79,441,000","74,302,000","64,339,000"
		NonCurrentDeferredAssets,,,,,,"2,034,000","1,997,000","1,936,000","4,140,000","3,471,000","1,696,000","2,784,000","6,862,000","8,791,000","10,140,000","8,304,000","11,015,000","4,329,000"
			NonCurrentDeferredTaxesAssets,,,,,,"1,062,000","1,114,000","1,050,000","1,070,000","1,082,000","33,000","1,306,000","5,740,000","7,777,000","9,088,000","7,287,000","10,004,000",
		OtherNonCurrentAssets,"2,547,000","2,575,000","1,934,000","1,987,000","1,897,000",,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"523,162,000","578,541,000","505,868,000","479,881,000","411,977,000","448,649,000","489,939,000","458,423,000","535,122,000","507,534,000","471,835,000","476,484,000","460,315,000","485,242,000","539,751,000","567,198,000","592,658,000","615,273,000"
	CurrentLiabilities,"350,067,000","403,713,000","329,875,000","304,005,000","253,011,000","287,759,000","219,552,000","131,166,000","150,577,000","170,312,000","201,097,000","198,166,000","172,502,000","187,338,000","185,961,000","172,631,000","151,898,000","549,679,000"
