name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"856,253,000","841,319,000","827,539,000","564,302,000","577,062,000","533,803,000","474,112,000","232,495,000","256,582,000","289,814,000","187,393,000","198,218,000","198,611,000","211,178,000","230,279,000","247,239,000","279,926,000","294,810,000","326,313,000","340,630,000","265,374,000","170,142,000","158,170,000","106,161,000","113,218,000","115,237,000","102,196,000","112,706,000","122,214,000","132,968,000","87,185,000","96,143,000","107,277,000","83,188,000","88,006,000","94,555,000","64,690,000","77,551,000","85,345,000","94,081,000","46,531,000","52,773,000","61,778,000","72,157,000","65,662,000","77,992,000","82,918,000","94,616,000","111,893,000","122,599,000","134,164,000","144,069,000","92,922,000","87,454,000","100,043,000","119,366,000","138,338,000","155,370,000","168,702,000","172,812,000","186,995,000","169,516,000","104,649,000","109,578,000","114,668,000","91,461,000","95,901,000","105,202,000","117,832,000","128,101,000","138,926,000","149,503,000","56,169,000","62,873,000"
	CurrentAssets,"623,526,000","535,672,000","494,941,000","364,229,000","433,117,000","474,221,000","418,412,000","218,954,000","225,938,000","233,752,000","176,535,000","184,951,000","186,400,000","207,674,000","227,269,000","244,229,000","272,339,000","274,295,000","321,987,000","316,996,000","211,023,000","158,633,000","148,184,000","96,618,000","106,118,000","113,107,000","100,515,000","107,900,000","110,810,000","131,131,000","81,491,000","80,078,000","86,054,000","79,338,000","83,321,000","93,620,000","63,665,000","76,427,000","78,769,000","92,960,000","45,221,000","51,140,000","59,871,000","69,804,000","62,954,000","73,498,000","79,258,000","90,139,000","107,089,000","116,921,000","128,151,000","137,100,000","65,332,000","58,910,000","72,783,000","89,335,000","107,510,000","122,016,000","155,205,000","158,021,000","171,660,000","153,621,000","91,413,000","97,590,000","103,107,000","78,864,000","83,655,000","92,282,000","104,825,000","109,067,000","113,556,000","122,777,000","31,131,000","37,076,000"
		CashCashEquivalentsAndShortTermInvestments,"608,974,000","471,638,000","477,636,000","350,301,000","425,577,000","464,060,000","410,264,000","213,063,000","220,706,000","225,112,000","166,039,000","172,868,000","176,622,000","198,731,000","210,310,000","231,941,000","251,454,000","268,891,000","307,567,000","312,051,000","206,556,000","156,249,000","78,609,000","90,338,000","103,422,000","111,442,000","97,985,000","105,183,000","107,868,000","83,228,000","78,496,000","77,750,000","82,346,000","77,728,000","81,642,000","75,653,000","61,598,000","74,000,000","75,610,000","90,475,000","43,080,000","49,023,000","57,585,000","66,912,000","59,901,000","71,639,000","77,219,000","87,579,000","105,456,000","112,369,000","119,220,000","134,698,000","64,096,000","56,867,000","70,636,000","86,861,000","105,540,000","119,739,000","152,941,000","155,473,000","169,547,000","109,542,000","88,692,000","94,921,000","101,261,000","76,212,000","80,564,000","89,101,000","101,625,000","105,698,000","111,102,000","119,919,000","27,857,000","35,188,000"
			CashAndCashEquivalents,"115,422,000","112,666,000","90,562,000","37,154,000","44,594,000","82,985,000","200,812,000","61,134,000","49,776,000","36,433,000","39,634,000","34,361,000","39,409,000","42,256,000","27,624,000","46,955,000","115,011,000","125,206,000","116,320,000","100,711,000","49,364,000","66,874,000","30,300,000","27,724,000","42,269,000","65,076,000","25,962,000","24,839,000","22,546,000","20,215,000","12,907,000","12,355,000","13,256,000","20,158,000","19,258,000","17,057,000","13,160,000","14,907,000","15,390,000","63,654,000","17,815,000","18,833,000","18,591,000","23,769,000","15,452,000","17,514,000","30,439,000","18,365,000","20,715,000","25,561,000","23,715,000","85,032,000","48,489,000","41,819,000","70,636,000","86,861,000","105,540,000","116,564,000","108,491,000","111,223,000","104,048,000","39,387,000","48,214,000","49,766,000","73,111,000","13,515,000","11,803,000","10,910,000","14,816,000","13,061,000","19,775,000","17,650,000","8,916,000","10,991,000"
			OtherShortTermInvestments,"493,552,000","358,972,000","387,074,000","313,147,000","380,983,000","381,075,000","209,452,000","151,929,000","170,930,000","188,679,000","126,405,000","138,507,000","137,213,000","156,475,000","182,686,000","184,986,000","136,443,000","143,685,000","191,247,000","211,340,000","157,192,000","89,375,000","48,309,000","62,614,000","61,153,000","46,366,000","72,023,000","80,344,000","85,322,000","63,013,000","65,589,000","65,395,000","69,090,000","57,570,000","62,384,000","58,596,000","48,438,000","59,093,000","60,220,000","26,821,000","25,265,000","30,190,000","38,994,000","43,143,000","44,449,000","54,125,000","46,780,000","69,214,000","84,741,000","86,808,000","95,505,000","49,666,000","15,607,000","15,048,000",,,,"3,175,000","44,450,000","44,250,000","65,499,000","70,155,000","40,478,000","45,155,000","28,150,000","62,697,000","68,761,000","78,191,000","86,809,000","92,637,000","91,327,000","102,269,000","18,941,000","24,197,000"
		Receivables,"6,056,000","51,819,000","644,000","2,701,000","4,514,000","4,420,000","4,965,000","2,254,000","2,704,000","5,163,000","6,576,000","9,568,000","6,637,000","6,785,000","15,032,000","10,611,000","18,587,000","1,112,000","10,000,000","0","910,000","24,000","67,000,000","26,000","0","12,000","47,000","4,000","970,000","46,646,000","1,191,000","319,000","2,116,000","5,000","0","16,000,000","328,000","4,000","0","3,000","83,000","14,000","116,000","27,000","34,000","46,000","262,000","211,000","20,000","189,000","4,553,000","562,000","47,000","261,000","146,000","137,000","235,000","214,000","257,000","192,000","359,000","42,231,000","223,000","231,000","201,000","727,000","1,323,000","609,000","781,000","766,000","182,000","198,000","204,000","263,000"
			AccountsReceivable,"6,056,000","51,819,000","644,000","2,701,000","4,514,000","4,420,000","4,965,000","2,254,000","2,704,000","5,163,000","6,576,000","8,993,000","4,165,000","2,231,000","9,156,000","236,000","37,000","1,112,000","10,000,000","0","910,000","24,000","67,000,000","26,000","0","12,000","47,000","4,000","970,000","46,646,000","1,191,000","319,000","2,116,000","5,000","0","16,000,000","328,000","4,000","0","3,000","83,000","14,000","116,000","27,000","34,000","46,000","262,000","211,000","11,000","180,000","4,544,000","522,000","7,000","221,000","69,000","60,000","58,000","87,000","130,000","65,000","133,000","42,071,000","63,000","71,000","50,000","576,000","984,000","211,000","131,000","53,000","182,000","198,000","204,000","263,000"
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000","77,000","77,000","177,000","127,000","127,000","127,000","226,000","160,000","160,000","160,000",,"151,000","339,000","398,000","650,000","713,000",,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","9,000","9,000","9,000","40,000","40,000",,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,"575,000","2,472,000","4,554,000","5,876,000","10,375,000","18,550,000","0","0",,"0","0","0","0",,,,,,,,"0","0",,,,"0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","151,000","0",,"0","0","0",,"0","0","0"
