name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
OperatingCashFlow,"82,539,000","18,385,000","12,500,000","-85,510,000","106,611,000","50,291,000","71,072,000","-28,850,000","-47,007,000","-507,393,000","-656,403,000","412,024,000","-347,686,000","98,982,000","-346,103,000","104,867,000","-75,958,000","143,038,000","-108,757,000","186,930,000","-46,066,000","-66,175,000","-87,876,000","-154,322,000","-177,489,000","201,733,000","-94,015,000","-65,208,000","-40,319,000","-35,338,000","-73,057,000","87,780,000","71,109,000","-135,825,000","-31,188,000","61,600,000","16,783,000","1,835,000","11,281,000","2,297,000","7,148,000","12,316,000","7,206,000","15,274,000","1,816,000","13,344,000","2,831,000","7,617,000","8,935,000","-13,752,000","20,936,000","9,018,000","7,198,000","10,019,000","-7,322,000","4,177,000","1,559,000","4,162,000","9,096,000","4,536,000","1,289,000","5,491,000","6,967,000","4,272,000","2,220,000","4,673,000","1,709,000","1,007,000","5,096,000","1,492,000"
	CashFlowFromContinuingOperatingActivities,"82,539,000","18,385,000","12,500,000","-85,510,000","106,611,000","50,291,000","71,072,000","-28,850,000","-47,007,000","-507,393,000","-656,403,000","412,024,000","-347,686,000","98,982,000","-346,103,000","104,867,000","-75,958,000","143,038,000","-108,757,000","186,930,000","-46,066,000","-66,175,000","-87,876,000","-154,322,000","-177,489,000","201,733,000","-94,015,000","-65,208,000","-40,319,000","-35,338,000","-73,057,000","87,780,000","71,109,000","-135,825,000","-31,188,000","61,600,000","16,783,000","1,835,000","11,281,000","2,297,000","7,148,000","12,316,000","7,206,000","15,274,000","1,816,000","13,344,000","2,831,000","7,617,000","8,935,000","-13,752,000","20,936,000","9,018,000","7,198,000","10,019,000","-7,322,000","4,177,000","1,559,000","4,162,000","9,096,000","4,536,000","1,289,000","5,491,000","6,967,000","4,272,000","2,220,000","4,673,000","1,709,000","1,007,000","5,096,000","1,492,000"
		NetIncomeFromContinuingOperations,"113,654,000","28,966,000","26,992,000","28,261,000","29,435,000","25,965,000","24,171,000","23,254,000","20,068,000","12,591,000","1,854,000","20,425,000","11,350,000","17,930,000","7,119,000","61,277,000","6,141,000","14,140,000","-12,435,000","7,281,000","18,864,000","7,963,000","-28,772,000","-25,448,000","-31,360,000","-10,912,000","18,619,000","-5,575,000","174,000","214,000","73,278,000","-16,805,000","338,000","298,000","7,324,000","4,788,000","5,592,000","7,406,000","5,237,000","3,561,000","3,854,000","3,972,000","3,288,000","2,282,000","660,000","2,688,000","2,041,000","588,000","407,000","2,186,000","33,000","1,752,000","1,107,000","1,210,000","-41,194,000","259,000","-4,272,000","2,827,000","2,981,000","3,854,000","3,923,000","3,582,000","3,193,000","3,284,000","3,168,000","2,855,000","2,693,000","2,306,000","1,882,000","566,000"
		OperatingGainsLosses,"-16,525,000","-4,399,000","-6,005,000","-3,542,000","-2,579,000","-2,467,000","-2,052,000","-137,000","194,000","2,347,000","-352,000","-13,416,000","1,093,000","-10,434,000","1,761,000","-73,755,000","1,220,000","-12,040,000","-5,342,000","-16,676,000","7,888,000","-5,918,000","26,477,000","-1,940,000","13,152,000","-420,000","-15,399,000","1,165,000","-6,102,000","-1,758,000","829,000","-8,829,000","721,000","-5,727,000","-5,689,000","-4,781,000","-6,223,000","-2,425,000","3,326,000","-7,546,000","394,000","1,451,000","-135,000","26,000","-162,000","42,000","49,000","4,000","-1,208,000","16,000","-228,000","204,000","990,000","-411,000",,,"-5,000","-11,000","-40,000","0","0","2,000",,,,,"11,000","0","0","-67,000"
			GainLossOnSaleOfBusiness,,,,,,"-126,000","0","-39,000","171,000","536,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,"0","0",,,"0","0","15,000","0","94,000","0","41,000","-13,000","27,000","-65,000","50,000","-6,000","1,000","0","-8,000","-2,000","-12,000","0","0","-2,000","-25,000","0",,,"-2,000","-2,000","-27,000","0","1,000","-18,000","-6,000","-2,000","35,000","-16,000","11,000","16,000","0","0",,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"6,000","6,000","0","0","0","7,000",,,,,"0","0","0","0","0","-15,000","0","-26,000","-636,000","-506,000","-586,000","-503,000","-40,000","-981,000","-124,000","-2,026,000","-14,497,000","335,000","-193,000","-80,000","-85,000","35,000","-159,000","-241,000","-1,104,000","-42,000","-476,000","-267,000","-554,000","-107,000",,,"-136,000","-20,000","-603,000","0","14,000","-2,000",,,"-436,000","0",,,,,,,"0","0","0","2,000",,,,,"11,000","0","0","-67,000"
			EarningsLossesFromEquityInvestments,,,"0","0","0","0","0","0","0","45,000","0","0","0","0","708,000","78,000","1,732,000","1,171,000","0","-4,000","3,000","-19,000","22,780,000","-179,000","14,753,000","179,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"3,387,000","894,000","859,000","828,000","806,000","808,000","860,000","932,000","975,000","991,000","1,254,000","1,267,000","1,349,000","1,357,000","1,368,000","1,381,000","1,365,000","1,414,000","1,442,000","1,457,000","1,496,000","1,585,000","1,602,000","1,635,000","1,615,000","1,533,000","1,472,000","1,469,000","1,493,000","1,499,000","588,000","1,884,000","1,585,000","1,677,000","1,401,000","1,623,000","1,391,000","1,327,000","1,173,000","1,104,000","1,098,000","1,056,000","1,057,000","1,017,000","973,000","979,000","1,093,000","1,018,000","991,000","972,000","982,000","964,000","969,000","966,000","1,076,000","695,000","1,070,000","800,000","-406,000","365,000","647,000","524,000","504,000","485,000","499,000","508,000","-160,000","557,000","294,000","221,000"
			DepreciationAndAmortization,"3,387,000","894,000","859,000","828,000","806,000","808,000","860,000","932,000","975,000","991,000","1,254,000","1,267,000","1,349,000","1,357,000","1,368,000","1,381,000","1,365,000","1,414,000","1,442,000","1,457,000","1,496,000","1,585,000","1,602,000","1,635,000","1,615,000","1,533,000","1,472,000","1,469,000","1,493,000","1,499,000","588,000","1,884,000","1,585,000","1,677,000","1,401,000","1,623,000","1,391,000","1,327,000","1,173,000","1,104,000","1,098,000","1,056,000","1,057,000","1,017,000","973,000","979,000","1,093,000","1,018,000","991,000","972,000","982,000","964,000","969,000","966,000","1,076,000","695,000","1,070,000","800,000","-406,000","365,000","647,000","524,000","504,000","485,000","499,000","508,000","-160,000","557,000","294,000","221,000"
