name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
OperatingCashFlow,"-5,604,000","-5,053,000","-152,000","-2,161,000","1,762,000","-2,961,000","15,204,000","-5,249,000","-1,318,000","-24,285,000","-42,000","1,049,000","-2,692,000","-9,185,000","3,995,000","2,423,000","-1,119,000","-8,154,000","-6,615,000","-2,367,000","652,000","-5,251,000"
	CashFlowFromContinuingOperatingActivities,"-5,604,000","-5,053,000","-152,000","-2,161,000","1,762,000","-2,961,000","15,204,000","-5,249,000","-1,318,000","-24,285,000","-42,000","1,049,000","-2,692,000","-9,185,000","3,995,000","2,423,000","-1,119,000","-8,154,000","-6,615,000","-2,367,000","652,000","-5,251,000"
		NetIncomeFromContinuingOperations,"-204,482,000","-70,457,000","-53,139,000","-36,718,000","-44,168,000","-37,072,000","-28,665,000","-31,971,000","-26,559,000","-27,784,000","-28,160,000","-28,856,000","-19,115,000","-19,809,000","-11,685,000","-15,569,000","-12,301,000","-14,330,000","-8,714,000","-10,358,000","-22,850,000","-7,184,000"
		OperatingGainsLosses,"1,956,000","589,000","912,000","-86,000","541,000","-319,000","-258,000","374,000","-106,000","97,000","89,000","-293,000","248,000","38,000","-78,000","49,000","5,000","1,387,000","584,000","0",,
			NetForeignCurrencyExchangeGainLoss,"1,956,000","589,000","912,000","-86,000","541,000","-319,000","-258,000","106,000","-106,000","97,000","89,000","-293,000","248,000","38,000","-78,000","49,000","5,000","61,000",,"0","0","0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","0","0","1,326,000","584,000","0",,
		DepreciationAmortizationDepletion,"23,051,000","6,078,000","6,539,000","5,399,000","5,035,000","4,792,000","4,823,000","4,807,000","3,788,000","3,837,000","-1,977,000","5,676,000","5,021,000","4,729,000","2,262,000","2,014,000","1,813,000","1,615,000","1,409,000","1,038,000","883,000","746,000"
			DepreciationAndAmortization,"23,051,000","6,078,000","6,539,000","5,399,000","5,035,000","4,792,000","4,823,000","4,807,000","3,788,000","3,837,000","-1,977,000","5,676,000","5,021,000","4,729,000","2,262,000","2,014,000","1,813,000","1,615,000","1,409,000","1,038,000","883,000","746,000"
				Depreciation,,,,"2,879,000","2,514,000","2,271,000","2,027,000","3,016,000","2,938,000","2,988,000","-2,826,000","4,823,000","4,169,000","4,521,000","2,134,000","1,887,000","1,685,000","1,488,000","1,362,000","1,034,000","880,000","743,000"
				AmortizationCashFlow,,,,"2,520,000","2,521,000","2,521,000","2,796,000","1,791,000","850,000","849,000","849,000","853,000","852,000","208,000","128,000","127,000","128,000","127,000","47,000","4,000","3,000","3,000"
