name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"385,464,000","429,484,000","483,418,000","540,566,000","595,246,000","642,432,000","659,668,000","686,305,000","732,927,000","622,409,000","649,601,000","260,007,000","269,688,000","315,559,000","345,916,000","368,156,000","182,141,000","199,095,000","87,867,000","97,060,000","58,945,000"
	CurrentAssets,"319,835,000","339,014,000","385,294,000","437,143,000","546,632,000","584,031,000","571,458,000","633,086,000","703,479,000","593,408,000","642,295,000","256,426,000","266,445,000","301,037,000","325,609,000","348,748,000","181,114,000","198,182,000","82,745,000","94,572,000","58,252,000"
		CashCashEquivalentsAndShortTermInvestments,"256,553,000","285,634,000","342,270,000","395,352,000","502,175,000","551,930,000","545,325,000","610,336,000","691,500,000","579,576,000","634,595,000","225,416,000","262,342,000","293,764,000","320,875,000","346,527,000","179,873,000","196,754,000","82,149,000","93,992,000","57,461,000"
			CashAndCashEquivalents,"95,332,000","87,063,000","53,189,000","90,947,000","201,648,000","135,897,000","111,154,000","155,446,000","229,652,000","120,320,000","173,712,000","57,237,000","82,228,000","293,764,000","320,875,000","346,527,000","179,873,000","196,754,000","82,149,000","93,992,000","57,461,000"
				CashFinancial,,"39,263,000",,,,"59,221,000",,,,"71,628,000",,"5,091,000","8,604,000","26,619,000",,,,"4,804,000","3,642,000",,"4,281,000"
				CashEquivalents,,"47,800,000",,,,"76,676,000",,,,"48,692,000",,"52,146,000","73,624,000","267,145,000",,,,"191,950,000","78,507,000",,"53,180,000"
			OtherShortTermInvestments,"161,221,000","198,571,000","289,081,000","304,405,000","300,527,000","416,033,000","434,171,000","454,890,000","461,848,000","459,256,000","460,883,000","168,179,000","180,114,000",,,,,,,,
		Receivables,"23,151,000","20,595,000","18,049,000","18,608,000","21,821,000","13,896,000","11,814,000","7,384,000",,,,"25,000,000",,,,,,,,,
			AccountsReceivable,"23,151,000","20,595,000","18,049,000","18,608,000","21,821,000","13,896,000","11,814,000","7,384,000",,,,"20,000,000",,,,,,,,,
			OtherReceivables,,,,,,,,,,,,"5,000,000",,,,,,,,,
		Inventory,"19,627,000","14,125,000","7,253,000","8,206,000","7,090,000","5,716,000","4,596,000","1,389,000",,,,,,,,,,,,,
			RawMaterials,"10,557,000","4,721,000","1,352,000","1,352,000","1,352,000","1,352,000",,,,,,,,,,,,,,,
			WorkInProcess,"7,934,000","7,925,000","4,443,000","6,543,000","5,065,000","4,142,000",,,,,,,,,,,,,,,
			FinishedGoods,"1,136,000","1,479,000","1,458,000","311,000","673,000","222,000",,,,,,,,,,,,,,,
		PrepaidAssets,"20,504,000","18,660,000","17,722,000","14,977,000","15,546,000","12,489,000","9,723,000","13,977,000","11,979,000","13,832,000","7,700,000","6,010,000","4,103,000","7,273,000","4,734,000","2,221,000","1,241,000","1,428,000","596,000","580,000","791,000"
	TotalNonCurrentAssets,"65,629,000","90,470,000","98,124,000","103,423,000","48,614,000","58,401,000","88,210,000","53,219,000","29,448,000","29,001,000","7,306,000","3,581,000","3,243,000","14,522,000","20,307,000","19,408,000","1,027,000","913,000","5,122,000","2,488,000","693,000"
		NetPPE,"43,667,000","45,410,000","45,096,000","44,716,000","45,512,000","45,924,000","47,096,000","29,663,000","27,323,000","27,491,000","5,796,000","2,071,000","2,174,000","13,453,000","19,238,000","18,264,000","952,000","838,000","731,000","520,000","514,000"
			GrossPPE,"43,667,000","52,546,000","45,096,000","44,716,000","45,512,000","50,046,000","47,096,000","29,663,000","27,323,000","29,321,000","5,796,000","2,071,000","2,174,000","14,670,000",,,,"1,753,000",,"1,349,000","1,280,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0","0"
				MachineryFurnitureEquipment,,"8,267,000",,,,"7,982,000",,,,"4,891,000",,,,"666,000",,,,"428,000",,"364,000","329,000"
				OtherProperties,"43,667,000","42,097,000","45,096,000","44,716,000","45,512,000","39,972,000","47,096,000","29,663,000","27,323,000","23,353,000","5,796,000","2,071,000","2,174,000","1,731,000",,,,"981,000",,"639,000","602,000"
				ConstructionInProgress,,"127,000",,,,"197,000",,,,"169,000",,,,"11,914,000",,,,,,,
				Leases,,"2,055,000",,,,"1,895,000",,,,"908,000",,,,"359,000",,,,"344,000",,"346,000","349,000"
			AccumulatedDepreciation,,"-7,136,000",,,,"-4,122,000",,,,"-1,830,000",,,,"-1,217,000",,,,"-915,000",,"-829,000","-766,000"
		InvestmentsAndAdvances,"18,853,000","41,950,000","49,926,000","55,605,000","0","9,375,000","38,989,000","21,431,000",,"1,510,000","1,510,000","1,510,000","1,069,000","1,069,000","1,069,000","1,069,000",,,,,
			InvestmentinFinancialAssets,"18,853,000","41,950,000","49,926,000","55,605,000","0","9,375,000","38,989,000","21,431,000",,,,,,,,,,,,,
				AvailableForSaleSecurities,"18,853,000","41,950,000","49,926,000","55,605,000",,"9,375,000","38,989,000","21,431,000",,,,,,,,,,,,,
