name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalRevenue,"2,711,520,000","792,770,000","683,735,000","653,727,000","581,288,000","552,032,000","257,586,000","147,495,000","88,362,000","472,344,000","397,972,000","515,079,000","542,147,000","535,148,000","473,115,000","558,777,000","628,084,000","495,160,000","448,883,000","441,853,000","346,725,000","252,394,000","155,671,000","101,759,000","59,148,000","58,195,000","101,418,000"
	OperatingRevenue,"2,711,520,000","792,770,000","683,735,000","653,727,000","581,288,000","552,032,000","257,586,000","147,495,000","88,362,000","472,344,000","397,972,000","515,079,000","542,147,000","535,148,000","473,115,000","558,777,000","628,084,000","495,160,000","448,883,000","441,853,000","346,725,000","252,394,000","155,671,000","101,759,000","59,148,000","58,195,000","101,418,000"
CostOfRevenue,"2,696,299,000","744,607,000","706,987,000","659,535,000","585,170,000","560,991,000","282,336,000","183,733,000","134,449,000","437,547,000","388,730,000","463,331,000","466,812,000","467,686,000","411,773,000","451,172,000","486,075,000","404,843,000","364,957,000","352,598,000","285,147,000","225,779,000","147,761,000","105,162,000","69,467,000","73,701,000","97,528,000"
GrossProfit,"15,221,000","48,163,000","-23,252,000","-5,808,000","-3,882,000","-8,959,000","-24,750,000","-36,238,000","-46,087,000","34,797,000","9,242,000","51,748,000","75,335,000","67,462,000","61,342,000","107,605,000","142,009,000","90,317,000","83,926,000","89,255,000","61,578,000","26,615,000","7,910,000","-3,403,000","-10,319,000","-15,506,000","3,890,000"
OperatingExpense,"135,365,000","38,318,000","35,363,000","32,281,000","29,403,000","26,359,000","18,614,000","18,807,000","18,064,000","28,613,000","26,210,000","25,302,000","23,989,000","22,088,000","25,404,000","24,659,000","27,313,000","21,677,000","20,738,000","22,245,000","20,022,000","17,084,000","13,408,000","12,729,000","4,967,000","4,685,000","12,837,000"
	SellingGeneralAndAdministration,"135,365,000","38,318,000","35,363,000","32,281,000","29,403,000","26,359,000","18,614,000","18,807,000","18,064,000","28,613,000","26,210,000","25,302,000","23,989,000","22,088,000","25,404,000","24,659,000","27,313,000","21,677,000","20,738,000","22,245,000","20,022,000","17,084,000","13,408,000","12,729,000","4,967,000","4,685,000","12,837,000"
		GeneralAndAdministrativeExpense,"135,365,000","38,318,000","35,363,000","32,281,000","29,403,000","26,359,000","18,614,000","18,807,000","18,064,000","28,613,000","26,210,000","25,302,000","23,989,000","22,088,000","25,404,000","24,659,000","27,313,000","21,677,000","20,738,000","22,245,000","20,022,000","17,084,000","13,408,000","12,729,000","4,967,000","4,685,000","12,837,000"
			OtherGandA,"135,365,000","38,318,000","35,363,000","32,281,000","29,403,000","26,359,000","18,614,000","18,807,000","18,064,000","28,613,000","26,210,000","25,302,000","23,989,000","22,088,000","25,404,000","24,659,000","27,313,000","21,677,000","20,738,000","22,245,000","20,022,000","17,084,000","13,408,000","12,729,000","4,967,000","4,685,000","12,837,000"
OperatingIncome,"-120,144,000","9,845,000","-58,615,000","-38,089,000","-33,285,000","-35,318,000","-43,364,000","-55,045,000","-64,151,000","6,184,000","-16,968,000","26,446,000","51,346,000","45,374,000","35,938,000","82,946,000","114,696,000","68,640,000","63,188,000","67,010,000","41,556,000","9,531,000","-5,498,000","-16,132,000","-15,286,000","-20,191,000","-8,947,000"
NetNonOperatingInterestIncomeExpense,"-16,173,000","-4,324,000","-4,075,000","-4,007,000","-3,767,000","-3,754,000","-3,646,000","-3,595,000","-3,656,000","-3,608,000","-3,176,000","-3,726,000","-3,597,000","-4,182,000","-3,463,000","-3,648,000","-3,540,000","-6,494,000","-5,347,000","-3,326,000","-2,511,000","-1,452,000","-1,594,000","-1,388,000","-1,487,000","-1,657,000","-1,340,000"
