name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,12/31/2008
TotalAssets,"1,436,300,000","1,449,300,000","1,483,400,000","1,177,800,000","1,134,500,000","1,189,000,000","1,204,500,000","1,140,900,000","942,900,000","929,100,000","901,300,000","913,300,000","907,800,000","807,500,000","767,600,000","753,100,000","344,800,000","336,000,000","354,400,000","341,800,000","350,800,000","415,059,000","450,275,000","492,931,000","525,759,000","460,289,000","490,926,000","464,135,000","446,968,000","446,373,000","488,581,000","462,995,000","508,226,000","509,991,000","557,377,000","428,990,000","422,597,000","408,415,000","364,192,000","347,505,000","313,191,000","271,001,000","262,619,000","218,276,000","196,503,000","95,251,000","103,472,000","98,840,000","105,965,000","86,904,000"
	CurrentAssets,"340,400,000","364,700,000","364,600,000","353,300,000","298,600,000","355,400,000","382,400,000","260,700,000","243,800,000","216,700,000","190,100,000","194,700,000","217,400,000","196,800,000","159,100,000","149,100,000","219,100,000","202,300,000","185,500,000","175,400,000","205,400,000","204,614,000","227,731,000","242,174,000","305,209,000","126,740,000","256,063,000","203,925,000","213,846,000","230,454,000","286,620,000","289,205,000","358,217,000","375,144,000","476,982,000","352,776,000","352,853,000","342,922,000","305,586,000","309,835,000","274,731,000","235,183,000","225,745,000","189,554,000","170,497,000","67,455,000","78,071,000","74,201,000","89,542,000","75,528,000"
		CashCashEquivalentsAndShortTermInvestments,"123,900,000","130,100,000","158,700,000","164,900,000","103,500,000","173,800,000","106,300,000","123,100,000","106,000,000","92,000,000","55,600,000","80,100,000","116,900,000","62,800,000","52,400,000","38,800,000","167,600,000","164,900,000","142,800,000","132,400,000","142,700,000","181,176,000","201,947,000","221,673,000","282,020,000","104,520,000","137,716,000","121,897,000","132,003,000","145,167,000","193,749,000","154,120,000","207,673,000","228,891,000","176,956,000","196,375,000","200,878,000","214,474,000","196,725,000","182,094,000","150,297,000","118,974,000","155,573,000","124,610,000","119,874,000","30,311,000","43,659,000","34,272,000","37,789,000","51,656,000"
			CashAndCashEquivalents,"123,900,000","130,100,000","158,700,000","164,900,000","103,500,000","173,800,000","106,300,000","123,100,000","106,000,000","92,000,000","55,600,000","80,100,000","116,900,000","62,800,000","52,400,000","38,800,000","167,600,000","164,900,000","142,800,000","132,400,000","142,700,000","181,176,000","201,947,000","221,673,000","280,997,000","103,497,000","137,716,000","121,897,000","132,003,000","145,167,000","193,749,000","154,120,000","207,673,000","228,891,000","176,956,000","196,375,000","200,878,000","214,474,000","196,725,000","182,094,000","150,297,000","118,974,000","155,573,000","124,610,000","119,874,000","30,311,000","43,659,000","34,272,000","37,789,000","51,656,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,365,000",,,,"11,826,000","7,857,000",,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137,802,000",,,,"217,065,000","169,099,000",,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0",,"0","1,023,000","1,023,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"135,300,000","157,400,000","143,000,000","128,700,000","129,400,000","122,200,000","112,200,000","89,600,000","93,900,000","88,200,000","85,400,000","71,100,000","63,900,000","101,400,000","69,400,000","81,200,000","38,900,000","23,600,000","25,700,000","23,500,000","34,500,000","5,816,000","8,904,000","6,575,000","8,912,000","10,194,000","5,137,000","3,382,000","4,531,000","4,438,000","8,539,000","13,478,000","14,317,000","24,557,000","25,859,000","137,998,000","126,169,000","112,461,000","95,399,000","108,013,000","93,295,000","94,981,000","55,177,000","56,920,000","47,352,000","32,125,000","28,792,000","32,596,000","42,151,000","21,467,000"
			AccountsReceivable,"115,300,000","131,300,000","113,800,000","96,800,000","97,600,000","91,300,000","76,700,000","64,300,000","57,600,000","83,100,000","85,400,000","71,100,000","63,900,000","97,400,000","69,400,000","81,200,000","38,900,000","23,600,000","25,700,000","23,500,000","34,500,000","5,816,000","8,904,000","6,575,000","8,912,000","10,194,000","5,137,000","3,382,000","4,531,000","4,438,000","8,539,000","13,478,000","14,317,000","24,557,000","25,859,000","136,695,000","124,869,000","111,164,000","94,105,000","106,722,000","92,007,000","93,698,000","53,894,000","55,639,000","46,570,000","30,849,000","27,519,000","31,325,000","40,876,000","20,206,000"
				GrossAccountsReceivable,"117,600,000","133,700,000","116,100,000","99,000,000","101,400,000","95,000,000","80,300,000","69,400,000","62,200,000","85,900,000","88,200,000","73,254,000","66,001,000","98,514,000","70,306,000","81,797,000","39,229,000","23,963,000","25,845,000","23,651,000","34,607,000","5,882,000","9,052,000","6,616,000","8,994,000","10,293,000","5,203,000","3,494,000","4,770,000","4,752,000","8,831,000","13,731,000","14,549,000","25,297,000","26,042,000","141,440,000","131,521,000","111,164,000","95,687,000","108,556,000","93,753,000",,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,300,000","-2,400,000","-2,300,000","-2,200,000","-3,800,000","-3,700,000","-3,600,000","-5,100,000","-4,600,000","-2,800,000","-2,800,000","-2,154,000","-2,101,000","-1,114,000","-906,000","-597,000","-329,000","-363,000","-145,000","-151,000","-107,000","-66,000","-148,000","-41,000","-82,000","-99,000","-66,000","-112,000","-239,000","-314,000","-292,000","-253,000","-232,000","-740,000","-183,000","-4,745,000","-6,652,000",,"-1,582,000","-1,834,000","-1,746,000",,,,,,,,,
			NotesReceivable,,,,,,,,,,"800,000",,,,"4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"20,000,000","26,100,000","29,200,000","31,900,000","31,800,000","30,900,000","35,500,000","25,300,000","36,300,000","30,800,000",,,,"55,200,000","29,200,000","40,300,000","30,900,000","15,400,000",,,,"1,831,000",,,,,,,,,,,,,,"1,303,000","1,300,000","1,297,000","1,294,000","1,291,000","1,288,000",,,,,,,,,
			OtherReceivables,,,,,,,,,,"4,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,283,000","1,283,000","1,281,000","782,000","1,276,000","1,273,000","1,271,000","1,275,000","1,261,000"
