name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"6,076,434,000","5,956,250,000","6,024,535,000","6,015,877,000","6,099,628,000","5,935,791,000","5,836,787,000","5,617,493,000","5,353,729,000","5,060,297,000","5,039,697,000","4,783,189,000","4,529,783,000","4,559,779,000","4,537,102,000","3,794,631,000","3,405,010,000","3,499,033,000","2,906,161,000","2,836,684,000","2,635,358,000","2,641,067,000","2,575,490,000","1,783,395,000","1,687,795,000","1,691,313,000","1,581,463,000","1,529,259,000","1,472,743,000","1,447,898,000","1,347,798,000","1,407,072,000","1,288,239,000"
TotalLiabilitiesNetMinorityInterest,"5,189,769,000","5,097,386,000","5,203,861,000","5,223,489,000","5,335,624,000","5,209,010,000","5,142,945,000","4,960,622,000","4,764,382,000","4,423,707,000","4,406,004,000","4,139,827,000","3,883,567,000","3,923,172,000","3,920,461,000","3,187,406,000","3,002,066,000","3,107,335,000","2,520,064,000","2,526,217,000","2,334,933,000","2,351,722,000","2,290,969,000","1,503,632,000","1,413,681,000","1,423,275,000","1,317,544,000","1,271,780,000","1,220,066,000","1,210,389,000","1,171,970,000","1,241,148,000","1,127,642,000"
TotalEquityGrossMinorityInterest,"886,665,000","858,864,000","820,674,000","792,388,000","764,004,000","726,781,000","693,842,000","656,871,000","589,347,000","636,590,000","633,693,000","643,362,000","646,216,000","636,607,000","616,641,000","607,225,000","402,944,000","391,698,000","386,097,000","310,467,000","300,425,000","289,345,000","284,521,000","279,763,000","274,114,000","268,038,000","263,919,000","257,479,000","252,677,000","237,509,000","175,828,000","165,924,000","160,597,000"
	StockholdersEquity,"886,665,000","858,864,000","820,674,000","792,388,000","764,004,000","726,781,000","693,842,000","656,871,000","589,347,000","636,590,000","633,693,000","643,362,000","646,216,000","636,607,000","616,641,000","607,225,000","402,944,000","391,698,000","386,097,000","310,467,000","300,425,000","289,345,000","284,521,000","279,763,000","274,114,000","268,038,000","263,919,000","257,479,000","252,677,000","237,509,000","149,931,000","140,027,000","133,600,000"
		CapitalStock,"45,283,000","45,283,000","45,282,000","45,282,000","45,280,000","45,280,000","45,279,000","45,273,000","272,000","272,000","272,000","271,000","271,000","271,000","9,922,000","9,922,000","9,867,000","9,867,000","9,867,000","9,840,000","9,928,000","9,928,000","9,928,000","9,928,000","9,927,000","9,927,000","9,927,000","9,927,000","9,926,000","9,926,000","9,845,000","9,844,000","9,844,000"
			PreferredStock,"45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","45,000,000",,,"0","0","0","0","9,658,000","9,658,000","9,658,000","9,658,000","9,658,000","9,658,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000","9,746,000"
			CommonStock,"283,000","283,000","282,000","282,000","280,000","280,000","279,000","273,000","272,000","272,000","272,000","271,000","271,000","271,000","264,000","264,000","209,000","209,000","209,000","182,000","182,000","182,000","182,000","182,000","181,000","181,000","181,000","181,000","180,000","180,000","99,000","98,000","98,000"
		AdditionalPaidInCapital,"516,551,000","510,939,000","499,282,000","494,224,000","490,699,000","489,151,000","488,094,000","472,795,000","474,441,000","473,251,000","472,368,000","471,145,000","470,292,000","469,341,000","458,920,000","457,980,000","265,406,000","264,855,000","264,531,000","198,570,000","197,866,000","197,157,000","196,306,000","195,711,000","194,687,000","194,297,000","193,465,000","192,605,000","191,745,000","191,049,000","105,304,000","104,827,000","104,631,000"
		RetainedEarnings,"422,879,000","399,351,000","373,512,000","349,885,000","322,705,000","289,583,000","258,254,000","236,249,000","222,809,000","229,030,000","212,321,000","198,004,000","185,274,000","170,486,000","152,401,000","143,426,000","131,234,000","119,356,000","113,245,000","103,658,000","94,191,000","83,910,000","77,846,000","73,340,000","68,909,000","64,097,000","59,785,000","54,053,000","49,596,000","35,744,000","34,014,000","24,519,000","18,992,000"
		TreasuryStock,"106,105,000","104,743,000","104,600,000","104,486,000","103,059,000","103,052,000","102,942,000","102,888,000","102,677,000","67,069,000","52,632,000","27,468,000","9,881,000","2,288,000","2,285,000","2,254,000","1,853,000","1,784,000","1,760,000","1,759,000","1,494,000","1,374,000","751,000","741,000","597,000","560,000","184,000","170,000","161,000","161,000","68,000","4,000",
