name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,616,000",,,"13,688,000","11,069,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"2,349,000",,,,"1,917,000",,,"2,217,000","2,039,000","1,744,000","701,000","1,239,000","851,000","1,021,000","1,421,000","2,618,000","3,498,000","4,973,000","6,172,000","315,000","1,030,000","1,283,000","1,537,000","2,175,000","2,738,000","3,660,000","2,474,000","2,774,000","2,719,000",,"844,000","1,096,000","1,352,000","1,500,000","1,708,000","1,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"23,337,000","24,563,000","23,722,000","26,441,000","24,148,000","21,583,000","21,159,000","23,034,000","29,342,000","27,208,000","22,982,000","29,325,000","30,625,000","29,548,000","29,980,000","23,064,000","19,894,000","15,975,000","11,397,000","9,320,000","8,162,000","9,634,000","10,318,000","10,517,000","10,438,000","10,478,000","11,910,000","11,459,000","11,712,000","13,407,000",,"10,247,000","11,342,000","10,989,000","12,043,000","10,497,000","10,322,000",,,,"10,376,000",,,,,,,,,,,,,,,,,"2,038,000",,,,"1,393,000",,,,,,
		PrepaidAssets,"11,186,000","3,936,000","9,544,000","11,057,000","13,149,000","4,464,000","9,014,000","8,705,000","4,089,000","4,032,000","2,809,000","4,870,000","5,653,000","4,535,000","2,057,000","2,495,000","3,880,000","1,452,000","1,963,000","2,809,000","3,619,000","2,552,000","2,448,000","4,252,000","5,263,000","3,917,000","2,488,000","4,552,000","5,565,000","5,025,000","23,312,000","7,596,000","5,000,000","3,953,000","5,842,000","6,547,000","5,067,000","17,020,000","17,318,000","20,587,000","5,514,000","16,080,000","16,179,000","16,390,000","14,010,000","15,174,000","12,103,000","11,642,000","10,184,000","12,955,000","16,338,000","16,907,000","13,495,000","14,458,000","12,079,000","11,560,000","9,374,000","7,691,000","6,504,000","6,175,000","4,643,000","4,287,000","3,788,000","2,444,000","2,574,000","2,680,000","2,686,000",
		RestrictedCash,"5,643,000","5,643,000","0","44,606,000","40,519,000","35,492,000","24,227,000","14,855,000","14,855,000","6,045,000","0","0","4,947,000","4,947,000","0","0","5,447,000","7,234,000","8,593,000","8,335,000","7,871,000","8,242,000","19,500,000","19,500,000","19,500,000","19,500,000","9,750,000","9,750,000","9,750,000","9,850,000","9,975,000","9,975,000","9,850,000","9,850,000","9,850,000","9,850,000",,,,,,,,,"0","12,000,000","12,000,000","17,500,000","17,500,000","17,000,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,"1,983,000",,,,"1,669,000",,,"2,516,000","1,952,000","3,656,000","1,365,000","748,000","2,289,000","1,676,000","665,000","483,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,"0","6,964,000","7,798,000","15,630,000","22,408,000","20,889,000","23,252,000","23,129,000","10,303,000","21,819,000","0","0","5,702,000","12,996,000","7,443,000",,"0",,,"1,614,000","4,840,000","2,747,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"1,822,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,"1,667,000",,,,"2,806,000",,,"2,043,000","2,026,000","1,787,000","2,264,000","1,573,000","2,774,000","5,318,000","2,790,000","2,897,000","1,746,000","4,278,000","4,132,000","4,137,000","2,534,000","3,023,000","2,839,000","2,616,000","4,236,000","4,447,000","4,131,000","5,869,000","4,105,000",,"7,588,000","1,627,000","2,096,000","1,662,000","1,575,000","940,000","15,486,000","18,524,000","22,076,000","794,000",,,"14,319,000",,"6,930,000","10,598,000",,,,,,,"1,926,000",,"229,000","16,857,000","34,906,000",,,"9,450,000","-1,393,000",,,,,,"8,271,000"
	TotalNonCurrentAssets,"1,062,362,000","1,028,172,000","1,034,294,000","962,371,000","952,463,000","985,607,000","1,095,119,000","1,143,628,000","1,153,433,000","1,305,697,000","1,320,900,000","1,345,080,000","1,356,407,000","1,357,019,000","1,394,966,000","1,185,816,000","1,231,287,000","1,303,720,000","1,321,900,000","1,357,365,000","1,377,780,000","1,396,355,000","1,405,638,000","1,426,832,000","1,520,130,000","1,551,545,000","1,557,345,000","1,561,130,000","1,578,000,000","1,769,279,000","2,725,679,000","2,762,088,000","2,791,376,000","2,685,212,000","2,666,262,000","2,705,823,000","2,740,911,000","2,781,159,000","2,799,847,000","2,836,500,000","2,859,912,000","2,860,439,000","2,876,651,000","2,891,172,000","2,889,027,000","2,838,988,000","2,349,385,000","2,133,224,000","2,118,734,000","2,021,015,000","1,837,028,000","1,840,046,000","1,849,258,000","1,810,132,000","1,680,801,000","1,524,970,000","1,385,678,000","1,022,076,000","481,065,000","483,024,000","490,144,000","432,274,000","436,652,000","438,392,000","440,253,000","413,936,000","416,215,000","382,491,000"
		NetPPE,"1,044,876,000","1,012,416,000","1,021,090,000","947,536,000","937,145,000","970,603,000","1,077,647,000","1,124,121,000","1,135,414,000","1,288,078,000","1,304,546,000","1,333,136,000","1,347,572,000","1,347,160,000","1,383,923,000","1,174,378,000","1,196,068,000","1,266,591,000","1,282,930,000","1,316,287,000","1,336,049,000","1,355,778,000","1,382,419,000","1,402,316,000","1,488,775,000","1,509,507,000","1,513,012,000","1,510,986,000","1,528,905,000","1,554,148,000","2,640,470,000","2,662,949,000","2,679,912,000","2,609,345,000","2,601,629,000","2,634,783,000","2,667,661,000","2,701,040,000","2,734,477,000","2,767,303,000","2,800,451,000","2,797,319,000","2,794,363,000","2,801,891,000","2,786,120,000","2,733,065,000","2,277,001,000","2,038,272,000","2,025,964,000","1,952,158,000","1,777,131,000","1,708,557,000","1,727,985,000","1,619,014,000","1,470,756,000","1,399,230,000","1,230,531,000","816,829,000","468,681,000","475,032,000","481,111,000","413,072,000","419,526,000","426,143,000","431,961,000","406,246,000","411,986,000","371,402,000"
			GrossPPE,"1,314,658,000","1,269,405,000","1,264,508,000","1,178,637,000","1,155,779,000","1,177,070,000","1,327,814,000","1,368,643,000","1,365,326,000","1,578,605,000","1,578,409,000","1,599,858,000","1,610,024,000","1,592,970,000","1,614,659,000","1,389,240,000","1,396,598,000","1,481,025,000","1,480,952,000","1,511,087,000","1,516,635,000","1,519,590,000","1,529,055,000","1,531,778,000","1,616,342,000","1,617,909,000","1,603,435,000","1,582,199,000","1,581,346,000","1,571,429,000","2,644,982,000","3,431,093,000","3,414,012,000","3,309,964,000","3,268,449,000","3,268,275,000","3,268,186,000","2,704,117,000","2,737,324,000","2,769,924,000","2,802,873,000","3,230,850,000","2,796,526,000","3,169,978,000","3,122,663,000","3,044,080,000","2,552,032,000","2,039,944,000","2,252,224,000","2,155,489,000","1,961,731,000","1,870,075,000","1,729,125,000","1,619,014,000","1,470,756,000","1,486,870,000","1,302,594,000","877,565,000","526,888,000","526,151,000","525,228,000","455,221,000","455,044,000","455,244,000","454,669,000","422,391,000","422,054,000","375,804,000"
				MachineryFurnitureEquipment,,"1,482,000",,,,"1,102,000",,,"571,000","742,000","742,000","742,000","719,000","698,000","672,000","642,000","642,000","642,000","642,000","604,000","604,000","604,000","604,000","604,000","604,000","604,000","604,000","604,000","604,000","591,000","1,580,000","1,580,000","1,540,000","1,751,000","1,708,000","1,703,000","1,703,000","1,683,000","1,636,000","1,636,000","1,629,000","992,000",,"819,000","819,000","819,000","815,000","780,000","2,248,960,000","2,152,409,000","1,866,942,000","1,867,768,000","748,000",,,,,,,,,,,,,,,
				OtherProperties,"17,521,000","5,495,000","15,442,000","15,156,000","15,341,000","6,882,000","17,165,000","16,837,000","7,904,000","8,241,000","8,576,000","8,910,000","9,425,000","2,290,000",,,"953,000","1,014,000",,,,,,,,,,,,,,,,,,,,,,,,,"4,493,000","10,160,000",,"31,576,000",,"2,035,854,000",,,"3,233,000",,,,,,,,,,,,,,,,,
				ConstructionInProgress,"0","18,543,000","17,702,000","21,638,000",,,,,,,,,,,,"885,000",,,,,,,,,,,"10,183,000","19,926,000","19,237,000","31,396,000","28,634,000","17,175,000","1,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"1,386,000",,,,"1,369,000",,,"539,000","100,000","97,000","41,000","29,000",,,,,,,,,,,,,,,,,"0","2,679,000","2,679,000","2,679,000","3,823,000","3,823,000","3,823,000","3,823,000","3,823,000","3,816,000","3,752,000","3,664,000","2,565,000",,"1,146,000","1,146,000","1,146,000","1,146,000","1,146,000","1,146,000","1,146,000",,"1,146,000","1,146,000",,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-269,782,000","-256,989,000","-243,418,000","-231,101,000","-218,634,000","-206,467,000","-250,167,000","-244,522,000","-229,912,000","-290,527,000","-273,863,000","-266,722,000","-262,452,000","-245,810,000","-230,736,000","-214,862,000","-200,530,000","-214,434,000","-198,022,000","-194,800,000","-180,586,000","-163,812,000","-146,636,000","-129,462,000","-127,567,000","-108,402,000","-90,423,000","-71,213,000","-52,441,000","-17,281,000","-4,512,000","-768,144,000","-734,100,000","-700,619,000","-666,820,000","-633,492,000","-600,525,000","-3,077,000","-2,847,000","-2,621,000","-2,422,000","-433,531,000","-2,163,000","-368,087,000","-336,543,000","-311,015,000","-275,031,000","-1,672,000","-226,260,000","-203,331,000","-184,600,000","-161,518,000","-1,140,000",,,"-87,640,000","-72,063,000","-60,736,000","-58,207,000","-51,119,000","-44,117,000","-42,149,000","-35,518,000","-29,101,000","-22,708,000","-16,145,000","-10,068,000","-4,402,000"
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,067,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,067,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,"6,191,000","7,280,000","12,334,000","12,327,000","17,900,000","25,443,000","28,845,000","38,463,000","49,618,000","63,355,000","77,570,000","41,829,000","27,315,000","30,591,000","20,988,000","23,825,000","27,386,000","32,282,000","24,468,000","27,849,000","42,450,000","55,144,000","54,714,000","63,653,000","53,281,000","76,423,000","72,181,000","49,238,000","35,433,000","23,035,000","16,772,000",,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,570,000","41,829,000","27,315,000","30,591,000","20,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,570,000","41,829,000","27,315,000","30,591,000","20,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"2,594,000","1,166,000","424,000","564,000","629,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","372,000","2,108,000",,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,016,000",,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"14,577,000","14,275,000","12,465,000","13,956,000","14,374,000","14,689,000","17,157,000","19,192,000","17,704,000","17,304,000","16,039,000","11,629,000","8,520,000","9,544,000","10,728,000","11,123,000","12,242,000","13,382,000","14,455,000","15,057,000","14,066,000","12,637,000","16,199,000","16,407,000","18,192,000","28,882,000","25,604,000","23,887,000","19,436,000","9,787,000","34,777,000","34,970,000","33,080,000","33,224,000","36,504,000","39,635,000","41,598,000","45,630,000","27,720,000","26,651,000","6,934,000","6,868,000","7,199,000","7,678,000","8,538,000","17,094,000","10,467,000","10,556,000","10,153,000","10,533,000",,"8,849,000","8,972,000","7,632,000","5,152,000",,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,"21,638,000",,,,,,,,,,,,"885,000",,"514,000","514,000","514,000","514,000","514,000","514,000","514,000","514,000","514,000","514,000","514,000","514,000","31,396,000","28,634,000","514,000","514,000","514,000","514,000","514,000","514,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","315,000","22,977,000","23,233,000","24,001,000","25,507,000","27,151,000","27,426,000","315,000","315,000","315,000","315,000","315,000","300,000","300,000","814,000","814,000","300,000","300,000","300,000","300,000","300,000","10,150,000","10,664,000","10,264,000","10,264,000","28,059,000","28,403,000","32,639,000","26,459,000","39,655,000","25,176,000","8,636,000","7,601,000","8,328,000","9,086,000","24,464,000","8,589,000","95,529,000","183,486,000","204,893,000","125,740,000","155,147,000","205,247,000","12,384,000","7,992,000","9,033,000","19,202,000","17,126,000","12,249,000","8,292,000","7,690,000","4,229,000","11,089,000"
TotalLiabilitiesNetMinorityInterest,"233,433,000","286,327,000","346,082,000","405,193,000","433,526,000","487,815,000","506,327,000","521,940,000","529,770,000","550,464,000","563,929,000","552,393,000","560,212,000","574,163,000","597,691,000","479,855,000","533,519,000","545,932,000","544,543,000","539,851,000","536,621,000","539,261,000","565,319,000","578,637,000","586,271,000","618,108,000","498,162,000","483,936,000","466,855,000","443,073,000","1,652,678,000","1,648,748,000","1,648,449,000","1,602,852,000","1,582,737,000","1,580,968,000","1,582,164,000","1,585,564,000","1,721,678,000","1,729,899,000","1,757,659,000","1,823,293,000","1,821,479,000","1,823,181,000","1,834,555,000","1,834,350,000","1,396,631,000","1,396,122,000","1,407,877,000","1,434,080,000","1,266,036,000","1,284,390,000","1,293,528,000","1,215,760,000","1,074,414,000","1,124,427,000","1,031,087,000","899,686,000","301,742,000","221,175,000","224,729,000","150,950,000","141,543,000","141,974,000","141,716,000","117,396,000","342,085,000","323,363,000"
	CurrentLiabilities,"37,815,000","41,895,000","42,634,000","94,362,000","98,856,000","113,621,000","113,675,000","109,681,000","116,648,000","127,655,000","119,236,000","108,688,000","100,598,000","101,867,000","109,635,000","77,791,000","53,751,000","52,449,000","37,239,000","31,579,000","27,334,000","28,949,000","563,631,000","577,128,000","584,942,000","616,959,000","79,157,000","79,322,000","76,230,000","70,084,000","44,945,000","1,482,928,000","1,481,626,000","1,476,952,000","1,477,474,000","1,476,774,000","25,680,000","28,277,000","250,597,000","251,348,000","221,702,000","185,775,000","150,491,000","120,964,000","118,022,000","123,334,000","80,076,000","80,379,000","79,013,000","82,063,000","28,874,000","29,052,000","30,192,000","31,133,000","29,742,000","24,788,000","70,364,000","283,680,000","36,332,000","12,504,000","15,173,000","6,709,000","5,891,000","5,909,000","5,978,000","3,122,000","84,346,000","77,776,000"
		PayablesAndAccruedExpenses,"25,800,000","29,956,000","24,138,000","27,256,000","24,402,000","22,793,000","22,973,000","24,071,000","34,170,000","49,604,000","41,145,000","33,151,000","24,137,000","29,143,000","33,084,000","26,392,000","24,339,000","23,230,000","22,531,000","20,355,000","18,742,000","22,885,000","21,680,000","22,832,000","22,939,000","27,467,000","33,899,000","33,132,000","29,817,000","36,949,000","39,527,000","48,804,000","40,558,000","37,694,000","38,828,000","37,032,000","23,667,000","25,150,000","24,679,000","24,463,000","30,712,000","27,449,000","26,152,000","26,986,000","31,790,000","32,271,000","21,090,000","20,142,000","18,609,000","21,175,000","18,619,000","18,322,000","17,345,000","20,431,000","16,617,000","16,376,000","17,514,000","12,046,000","9,838,000","8,557,000","7,784,000","6,709,000","5,891,000","5,909,000","5,978,000","3,122,000","1,846,000","1,919,000"
			Payables,"12,835,000","9,399,000","11,862,000","15,824,000","14,888,000","11,864,000","9,863,000","11,206,000","21,850,000","26,040,000","20,830,000","13,344,000","12,802,000","15,110,000","17,661,000","10,751,000","12,004,000","9,863,000","8,971,000","7,378,000","7,209,000","6,703,000","4,835,000","4,877,000","5,978,000","8,271,000","10,879,000","10,600,000","8,885,000","17,075,000","12,777,000","9,958,000","5,643,000","4,617,000","5,152,000","5,330,000","4,477,000","3,691,000","3,602,000","5,094,000","5,047,000",,,,"6,454,000",,,,"3,171,000",,,,"4,371,000",,,"16,376,000","17,514,000","12,046,000","9,838,000","8,557,000","7,784,000","6,709,000","5,891,000","5,909,000","5,978,000","3,122,000","1,846,000","1,919,000"
				AccountsPayable,"12,835,000","9,399,000","11,862,000","15,824,000","14,888,000","11,864,000","9,863,000","11,206,000","21,850,000","26,040,000","20,830,000","13,344,000","12,802,000","15,110,000","17,661,000","10,751,000","12,004,000","9,863,000","8,971,000","7,378,000","7,209,000","6,703,000","4,835,000","4,877,000","5,978,000","8,271,000","10,879,000","10,600,000","8,885,000","17,075,000","12,777,000","9,958,000","5,643,000","4,617,000","5,152,000","5,330,000","4,477,000","3,691,000","3,602,000","5,094,000","5,047,000",,,,"6,454,000",,,,"3,171,000",,,,"4,371,000",,,"16,376,000","17,514,000","3,114,000","1,733,000","8,557,000","7,784,000","1,351,000","5,891,000","1,691,000","5,978,000","3,122,000","1,846,000","1,919,000"
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,932,000","8,105,000",,,"5,358,000",,"4,218,000",,,,
			CurrentAccruedExpenses,"12,965,000","20,557,000","12,276,000","11,432,000","9,514,000","10,929,000","13,110,000","12,865,000","12,320,000","23,564,000","20,315,000","19,807,000","11,335,000","14,033,000","15,423,000","15,641,000","12,335,000","13,367,000","13,560,000","12,977,000","11,533,000","16,182,000","16,845,000","17,955,000","16,961,000","19,196,000","23,020,000","22,532,000","20,932,000","19,874,000","26,750,000","38,846,000","34,915,000","33,077,000","33,676,000","31,702,000","19,190,000","21,459,000","21,077,000","19,369,000","25,665,000",,,,"25,336,000",,,,"15,438,000",,,,"12,974,000",,,,,,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","13,199,000","13,199,000","13,199,000","13,199,000","13,199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,882,000","1,858,000","1,835,000","57,731,000","67,065,000","82,407,000","82,384,000","81,242,000","74,660,000","71,424,000","71,766,000","67,274,000","71,964,000","66,320,000","66,320,000","45,000,000","24,308,000","24,497,000","12,076,000","9,576,000","7,076,000","4,576,000","540,455,000","553,301,000","561,097,000","588,434,000","44,242,000","44,792,000","44,576,000","32,242,000","4,250,000","1,426,789,000","1,432,496,000","1,428,544,000","1,425,939,000","1,424,900,000","682,000",,"220,772,000","220,772,000","185,077,000","147,844,000","110,610,000","73,377,000","71,841,000","79,322,000","50,000,000","50,000,000","50,000,000","50,000,000",,,,,,,"43,000,000","259,949,000","18,750,000",,"4,322,000",,,,,,"82,500,000","75,857,000"
			CurrentDebt,,,,"55,920,000","65,277,000","80,642,000","80,642,000","79,522,000","72,962,000","69,747,000","70,111,000","65,640,000","70,351,000","66,320,000","66,320,000","45,000,000","24,308,000","24,497,000","12,076,000","9,576,000","7,076,000","4,576,000","540,455,000","553,301,000","561,097,000","588,434,000","44,242,000","44,792,000","44,576,000","32,242,000","4,250,000","1,426,621,000","1,432,320,000","1,428,260,000","1,425,495,000","1,424,286,000",,,"220,772,000","220,772,000","185,077,000","147,844,000","110,610,000","73,377,000","71,841,000","79,322,000","50,000,000","50,000,000","50,000,000","50,000,000",,,,,,,"43,000,000","259,949,000","18,750,000",,"4,322,000",,,,,,"82,500,000","75,857,000"
