name,ttm,03/31/2022,12/31/2021
MarketCap,"579,862,765","498,043,633","620,587,126"
EnterpriseValue,"573,944,765","469,429,633","622,262,126"
PeRatio,"29.584","25.6","15.686"
ForwardPeRatio,"31.348","25.974","24.753"
PsRatio,"1.448","1.279","1.71"
PbRatio,"4.541","4.043","6.584"
EnterprisesValueRevenueRatio,"1.433","4.867","7.187"
EnterprisesValueEBITDARatio,"21.186","140.38","-159.391"
