name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalRevenue,"273,417,000","66,002,000","60,717,000","67,386,000","79,312,000","71,679,000","65,896,000","75,436,000","96,204,000","74,286,000","59,915,000","69,936,000","79,988,000","64,565,000","60,068,000","71,396,000","87,390,000","67,322,000","60,110,000","66,711,000","79,657,000","63,032,000","52,866,000","60,791,000","72,487,000","55,392,000","50,933,000","56,725,000","71,634,000","49,994,000","49,284,000","57,576,000","72,541,000","48,632,000","50,086,000","60,479,000","74,194,000","51,120,000","49,609,000","58,145,000","68,955,000","55,924,000","50,523,000","58,225,000","73,578,000","50,910,000","45,118,000","61,245,000","74,369,000","50,297,000","48,353,000","62,447,000","77,169,000","48,070,577","43,405,846","59,569,141","68,366,683","40,423,170","37,348,867","51,537,197","59,027,235","36,408,023","31,352,277","43,812,754","50,673,353","29,408,628","25,890,095","38,652,674","43,631,758","23,531,685","20,782,837","28,754,697","35,288,528","21,467,871","17,169,571","24,969,228","30,387,563","14,864,335","11,050,124","14,229,702","14,830,755","10,650,555","8,248,901","7,762,825","5,363,650","2,906,795","1,795,439","2,667,336","2,636,715"
	OperatingRevenue,"273,417,000","66,002,000","60,717,000","67,386,000","79,312,000","71,679,000","65,896,000","75,436,000","96,204,000","74,286,000","59,915,000","69,936,000","79,988,000","64,565,000","60,068,000","71,396,000","87,390,000","67,322,000","60,110,000","66,711,000","79,657,000","63,032,000","52,866,000","60,791,000","72,487,000","55,392,000","50,933,000","56,725,000","71,634,000","49,994,000","49,284,000","57,576,000","72,541,000","48,632,000","50,086,000","60,479,000","74,194,000","51,120,000","49,609,000","58,145,000","68,955,000","55,924,000","50,523,000","58,225,000","73,578,000","50,910,000","45,118,000","61,245,000","74,369,000","50,297,000","48,353,000","62,447,000","77,169,000","48,070,577","43,405,846","59,569,141","68,366,683","40,423,170","37,348,867","51,537,197","59,027,235","36,408,023","31,352,277","43,812,754","50,673,353","29,408,628","25,890,095","38,652,674","43,631,758","23,531,685","20,782,837","28,754,697","35,288,528","21,467,871","17,169,571","24,969,228","30,387,563","14,864,335","11,050,124","14,229,702","14,830,755","10,650,555","8,248,901","7,762,825","5,363,650","2,906,795","1,795,439","2,667,336","2,636,715"
CostOfRevenue,"195,341,000","46,605,000","42,992,000","48,212,000","57,532,000","51,157,000","46,273,000","52,418,000","69,419,000","52,600,000","42,218,000","49,934,000","58,127,000","43,841,000","40,687,000","46,141,000","57,436,000","42,403,000","38,166,000","43,232,000","52,192,000","40,877,000","36,223,000","42,727,000","50,035,000","37,729,000","34,179,000","37,812,000","48,668,000","33,055,000","32,184,000","39,117,000","48,769,000","31,169,000","33,197,000","41,227,000","50,181,000","32,885,000","32,397,000","38,775,000","46,651,000","36,957,000","33,369,000","38,291,000","49,468,000","33,435,000","28,193,000","38,915,000","47,143,000","30,232,000","29,525,000","38,765,000","47,883,000","28,708,877","26,088,572","36,710,850","42,576,381","23,731,798","22,175,847","31,882,937","36,331,851","21,677,697","18,563,400","26,890,113","30,549,028","17,055,657","15,613,715","23,801,822","26,773,172","13,794,417","12,337,310","17,141,556","21,426,719","12,376,387","10,119,515","14,745,824","18,582,680","8,578,399","6,341,577","8,029,410","8,568,253","6,096,159","4,666,066","4,681,379","3,450,889","1,570,647","1,176,658","1,817,244","1,803,055"
GrossProfit,"78,076,000","19,397,000","17,725,000","19,174,000","21,780,000","20,522,000","19,623,000","23,018,000","26,785,000","21,686,000","17,697,000","20,002,000","21,861,000","20,724,000","19,381,000","25,255,000","29,954,000","24,919,000","21,944,000","23,479,000","27,465,000","22,155,000","16,643,000","18,064,000","22,452,000","17,663,000","16,754,000","18,913,000","22,966,000","16,939,000","17,100,000","18,459,000","23,772,000","17,463,000","16,889,000","19,252,000","24,013,000","18,235,000","17,212,000","19,370,000","22,304,000","18,967,000","17,154,000","19,934,000","24,110,000","17,475,000","16,925,000","22,330,000","27,226,000","20,065,000","18,828,000","23,682,000","29,286,000","19,361,700","17,317,274","22,858,291","25,790,302","16,691,372","15,173,020","19,654,260","22,695,384","14,730,326","12,788,877","16,922,641","20,124,325","12,352,971","10,276,380","14,850,852","16,858,586","9,737,268","8,445,527","11,613,141","13,861,809","9,091,484","7,050,056","10,223,404","11,804,883","6,285,936","4,708,547","6,200,292","6,262,502","4,554,396","3,582,835","3,081,446","1,912,761","1,336,148","618,781","850,092","833,660"
OperatingExpense,"52,366,000","12,340,000","12,578,000","11,087,000","16,361,000","12,135,000","10,330,000","12,547,000","17,349,000","13,173,000","9,765,000","11,631,000","15,700,000","12,923,000","9,968,000","12,052,000","14,197,000","10,915,000","10,476,000","11,231,000","13,049,000","10,458,000","8,988,000","10,333,000","12,052,000","9,078,000","9,132,000","11,823,000","13,875,000","9,120,000","9,434,000","12,455,000","15,934,000","10,322,000","9,842,000","12,720,000","16,516,000","10,969,000","10,003,000","13,044,000","16,100,000","12,692,000","11,052,000","13,854,000","16,545,000","11,033,000","9,898,000","14,603,000","15,399,000","10,337,000","10,443,000","13,852,000","16,687,000","10,555,272","10,104,725","14,438,696","16,027,889","9,556,061","8,868,020","13,568,162","14,226,181","9,107,760","8,923,548","12,122,195","12,912,641","7,360,232","6,385,317","10,863,254","11,584,742","5,947,877","5,315,896","8,756,553","11,135,793","6,932,490","5,073,948","7,294,400","9,657,595","5,095,187","4,015,278","5,892,538","4,971,267","3,350,370","3,214,402","3,025,200","2,793,526","2,439,633","945,345","1,098,304","1,794,497"
	SellingGeneralAndAdministration,"49,628,000","11,653,000","11,868,000","10,393,000","15,714,000","11,499,000","9,708,000","11,940,000","16,787,000","12,618,000","9,203,000","11,059,000","15,132,000","12,362,000","9,412,000","11,500,000","13,641,000","10,379,000","9,944,000","10,704,000","12,518,000","9,944,000","8,531,000","10,129,000","11,858,000","8,852,000","8,965,000","11,637,000","13,684,000","8,947,000","9,269,000","12,296,000","15,771,000","10,152,000","9,623,000","12,490,000","16,268,000","10,709,000","9,749,000","12,795,000","15,772,000","12,327,000","10,693,000","13,508,000","16,204,000","10,681,000","9,540,000","14,288,000","15,049,000","9,998,000","10,106,000","13,529,000","16,365,000","10,244,007","9,919,076","14,276,620","15,872,337","9,401,105","8,712,635","13,416,447","14,098,247","8,972,827","8,794,193","11,991,344","12,777,340","7,210,625","6,249,679","10,731,509","11,457,197","5,835,022","5,169,287","8,601,259","10,976,734","6,779,203","4,936,243","7,162,351","9,530,244","4,992,225","3,917,339","5,806,430","4,890,603","3,042,099","3,139,066","2,935,400","2,695,170","2,011,731","950,976","1,123,346","1,817,874"
		GeneralAndAdministrativeExpense,"30,829,000","8,289,000","7,541,000","6,958,000","8,041,000","7,243,000","6,487,000","6,809,000","7,754,000","6,413,000","6,040,000","6,303,000","6,508,000","5,840,000","5,793,000","6,200,000","6,934,000","6,068,000","5,818,000","6,178,000","6,226,000","5,593,000","5,361,000","5,747,000","6,098,000","5,137,000","4,977,000","5,388,000","5,799,000","4,899,000","4,946,000","5,381,000","5,875,000","4,868,000","5,106,000","5,505,000","5,873,000","5,152,000","5,147,000","5,371,000","5,922,000","5,411,000","5,244,000","5,604,000","6,104,000","5,183,000","5,096,000","5,713,000","6,208,000","5,142,000","4,929,000","5,777,000","6,493,000","5,156,223","5,019,183","5,617,034","5,812,214","4,865,084","4,542,522","5,344,320","5,615,466","4,500,498","4,022,852","4,320,703","4,448,622","3,356,192","3,060,580","3,808,677","3,852,894","2,661,950","2,541,197","2,971,268","3,221,905","2,696,708","2,318,094","2,718,371","3,021,254","2,098,093","1,801,081","1,974,189","2,083,423","1,659,474","1,589,912","1,497,590","1,347,517",,,,
			OtherGandA,"30,829,000","8,289,000","7,541,000","6,958,000","8,041,000","7,243,000","6,487,000","6,809,000","7,754,000","6,413,000","6,040,000","6,303,000","6,508,000","5,840,000","5,793,000","6,200,000","6,934,000","6,068,000","5,818,000","6,178,000","6,226,000","5,593,000","5,361,000","5,747,000","6,098,000","5,137,000","4,977,000","5,388,000","5,799,000","4,899,000","4,946,000","5,381,000","5,875,000","4,868,000","5,106,000","5,505,000","5,873,000","5,152,000","5,147,000","5,371,000","5,922,000","5,411,000","5,244,000","5,604,000","6,104,000","5,183,000","5,096,000","5,713,000","6,208,000","5,142,000","4,929,000","5,777,000","6,493,000","5,156,223","5,019,183","5,617,034","5,812,214","4,865,084","4,542,522","5,344,320","5,615,466","4,500,498","4,022,852","4,320,703","4,448,622","3,356,192","3,060,580","3,808,677","3,852,894","2,661,950","2,541,197","2,971,268","3,221,905","2,696,708","2,318,094","2,718,371","3,021,254","2,098,093","1,801,081","1,974,189","2,083,423","1,659,474","1,589,912","1,497,590","1,347,517",,,,
		SellingAndMarketingExpense,"18,799,000","3,364,000","4,327,000","3,435,000","7,673,000","4,256,000","3,221,000","5,131,000","9,033,000","6,205,000","3,163,000","4,756,000","8,624,000","6,522,000","3,619,000","5,300,000","6,707,000","4,311,000","4,126,000","4,526,000","6,292,000","4,351,000","3,170,000","4,382,000","5,760,000","3,715,000","3,988,000","6,249,000","7,885,000","4,048,000","4,323,000","6,915,000","9,896,000","5,284,000","4,517,000","6,985,000","10,395,000","5,557,000","4,602,000","7,424,000","9,850,000","6,916,000","5,449,000","7,904,000","10,100,000","5,498,000","4,444,000","8,575,000","8,841,000","4,856,000","5,177,000","7,752,000","9,872,000","5,087,784","4,899,893","8,659,586","10,060,123","4,536,021","4,170,113","8,072,127","8,482,781","4,472,329","4,771,341","7,670,641","8,328,718","3,854,433","3,189,099","6,922,832","7,604,303","3,173,072","2,628,090","5,629,991","7,754,829","4,082,495","2,618,149","4,443,980","6,508,990","2,894,132","2,116,258","3,832,241","2,807,180","1,382,625","1,549,154","1,437,810","1,347,653",,,,
	DepreciationAmortizationDepletionIncomeStatement,"2,738,000","687,000","710,000","694,000","647,000","636,000","622,000","607,000","562,000","555,000","562,000","572,000","568,000","561,000","556,000","552,000","556,000","536,000","532,000","527,000","531,000","514,000","457,000","204,000","194,000","226,000","167,000","186,000","191,000","173,000","165,000","159,000","163,000","170,000","219,000","230,000","248,000","260,000","254,000","249,000","328,000","365,000","359,000","346,000","341,000","352,000","358,000","315,000","350,000","339,000","337,000","323,000","322,000","311,265","185,649","162,076","155,552","154,956","155,385","151,715","127,934","134,933","129,355","130,851","135,301","149,607","135,638","131,745","127,545","112,855","146,609","155,294","159,059","153,287","137,705","132,049","127,351","102,962","97,939","86,108","80,664","113,271","75,336","89,800","98,356","427,902","-5,631","-25,042","-23,377"
		DepreciationAndAmortizationInIncomeStatement,"2,738,000","687,000","710,000","694,000","647,000","636,000","622,000","607,000","562,000","555,000","562,000","572,000","568,000","561,000","556,000","552,000","556,000","536,000","532,000","527,000","531,000","514,000","457,000","204,000","194,000","226,000","167,000","186,000","191,000","173,000","165,000","159,000","163,000","170,000","219,000","230,000","248,000","260,000","254,000","249,000","328,000","365,000","359,000","346,000","341,000","352,000","358,000","315,000","350,000","339,000","337,000","323,000","322,000","311,265","185,649","162,076","155,552","154,956","155,385","151,715","127,934","134,933","129,355","130,851","135,301","149,607","135,638","131,745","127,545","112,855","146,609","155,294","159,059","153,287","137,705","132,049","127,351","102,962","97,939","86,108","80,664","113,271","75,336","89,800","98,356","427,902","-5,631","-25,042","-23,377"
