name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"43,936,000","20,655,000","5,949,000","12,112,000","5,220,000","19,104,000","5,121,000","17,221,000","7,416,000","6,116,000","13,110,000","15,940,000","20,522,000","16,085,000","14,445,000","13,599,000","6,653,000","8,549,000","11,049,000","12,619,000","6,517,000","16,527,000","9,251,000","14,698,000","-5,427,000","5,712,000","9,398,000","6,388,000","10,124,000","9,007,000","5,581,000","6,573,000","12,913,000","9,189,000","3,429,000","11,813,000","7,186,000","3,855,000","6,912,000","6,669,000","5,519,000","3,414,000","5,267,000","5,661,020","5,284,416","3,542,564","4,299,014","3,923,837","6,545,925","1,348,053","3,553,613","2,082,384","4,265,717","1,667,624","2,021,688","-43,049","2,337,214","1,726,745","1,503,860","2,430,149","414,951","2,756,330","875,998","1,699,148","1,524,448","-101,783","2,515,737","1,416,380","-113,223","1,354,223","337,465","-18,524","222,844","-166,320","98,785","638,018","-1,123,201","-672,616","-799,300","-915,905","-1,708,739","-2,399,280","-778,441","-1,598,818","-2,623,841","-4,700,512","-3,278,826","-3,489,815","-4,852,814","-2,953,220"
	CashFlowFromContinuingOperatingActivities,"43,936,000","20,655,000","5,949,000","12,112,000","5,220,000","19,104,000","5,121,000","17,221,000","7,416,000","6,116,000","13,110,000","15,940,000","20,522,000","16,085,000","14,446,000","13,599,000","6,654,000","9,551,000","11,049,000","12,619,000","6,517,000","16,527,000","9,251,000","14,698,000","-5,427,000","5,712,000","9,398,000","6,388,000","10,124,000","9,007,000","5,581,000","6,573,000","12,913,000","9,189,000","3,429,000","11,813,000","7,186,000","3,855,000","6,912,000","6,669,000","5,519,000","3,414,000","5,267,000","5,661,020","5,284,416","3,542,564","4,299,014","3,923,837","6,545,925","1,348,053","3,553,613","2,082,384","4,265,717","1,667,624","2,021,688","-43,049","2,337,214","1,726,745","1,503,860","2,430,149","414,951","2,756,330","875,998","1,699,148","1,524,448","-101,783","2,515,737","1,416,380","-113,223","1,354,223","337,465","-18,524","222,844","-166,320","98,785","638,018","-1,123,201","-672,616","-799,300","-915,905","-1,708,739","-2,399,280","-778,441","-1,598,818","-2,623,841","-4,700,512","-3,278,826","-3,489,815","-4,852,814","-2,953,220"
		NetIncomeFromContinuingOperations,"6,447,000","2,893,000","-387,000","1,500,000","2,441,000","2,291,000","923,000","2,635,000","3,441,000","7,092,000","3,683,000","3,712,000","2,401,000","5,974,000","2,790,000","3,035,000","2,546,000","23,846,000","3,948,000","2,504,000","2,267,000","1,285,000","-311,000","1,163,000","1,402,000","1,501,000","1,811,000","2,615,000","1,473,000","2,722,000","2,647,000","3,436,000","2,363,000","1,948,000","1,760,000","2,296,000","2,421,000","1,941,000",,,,,,"1,795,821","1,830,422","1,525,757","1,203,942","795,903","1,347,709","806,864","10,343,503","1,023,097","1,728,117","877,529","1,440,558","609,112","739,441","65,684","2,878,935","739,016","424,709","44,549","1,078,195","474,339","288,679","658,467","1,191,807","554,121","22,834","144,166","76,620","-177,057","-528,975","-418,968","-418,418","-623,346","-1,010,830","-1,359,440","-2,591,269","-2,381,190","-8,239,795","-3,428,988","-5,197,975","-4,788,660","-5,207,712","-4,381,579","-5,958,433","-5,266,281","-5,556,414","-3,504,173"
		OperatingGainsLosses,"426,000","276,000","-54,000","125,000","79,000","54,000","43,000","-42,000","10,000","-1,141,000","23,000","-18,000","-15,000","-54,000","-17,000","-20,000","2,000","-7,000","97,000","0","0","5,000","13,000","-210,000","33,000","43,000","-53,000",,,"3,000","31,000","10,000",,,"7,000",,,,,,,,,,,,"45,000",,,,"3,555","25,000","75,419","50,000","130,329","-1","8,133","7,472","0","0",,,"2,092","28","-148,948","149,541","74,602","1,096","1,944","18,056","25,153","-2,138","-565","18,703","76,112","42,031","52,381","42,202","308,791","75,040","5,214,172","2,213","791,124","653,703","980,425","-946,403","508,438","212,360","401,795","-94,438"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,000","21,011","0","0","3,555","25,000","75,419","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"405,000","276,000","-75,000","125,000","79,000","54,000","43,000","-42,000","10,000","-1,141,000","23,000","-18,000","-15,000","-54,000","-17,000","-20,000","2,000","-7,000","0","0","0","5,000","13,000","-210,000","33,000","43,000","19,000",,,"3,000","31,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"36,982,000","9,322,000","9,370,000","9,141,000","9,149,000","9,153,000","8,184,000","7,406,000","7,150,000","7,449,000","7,240,000","7,149,000","6,941,000","6,539,000","6,134,000","6,006,000","6,018,000","6,073,000","6,795,000","6,570,000","6,531,000","6,387,000","6,231,000","5,755,000","5,081,000","5,140,000","4,849,000","4,639,000","4,256,000","3,253,000","2,993,000","2,815,000","2,722,000","2,401,000","2,040,000","2,039,000","1,897,000","1,876,000","1,882,000","1,673,000","1,572,000","1,534,000","1,544,000","1,470,443","1,354,683","1,042,874","1,110,999","1,142,535","1,235,918","1,390,342","1,317,759","1,305,351","1,250,065","1,266,300","1,192,528","1,174,793","1,208,900","1,246,047","1,131,991","1,317,043","1,198,247","855,899","818,736","759,450","667,413","643,569","647,958","652,482","760,019","617,981","577,758","536,953","504,427","487,620","506,883","787,256","856,879","896,447","1,021,382","1,080,314","1,131,859","1,160,912","2,575,945","2,458,200","2,486,384","2,415,707","2,401,486","1,803,808","1,528,012","1,048,022"
			DepreciationAndAmortization,"36,982,000","9,322,000","9,370,000","9,141,000","9,149,000","9,153,000","8,184,000","7,406,000","7,150,000","7,449,000","7,240,000","7,149,000","6,941,000","6,539,000","6,134,000","6,006,000","6,018,000","6,073,000","6,795,000","6,570,000","6,531,000","6,387,000","6,231,000","5,755,000","5,081,000","5,140,000","4,849,000","4,639,000","4,256,000","3,253,000","2,993,000","2,815,000","2,722,000","2,401,000","2,040,000","2,039,000","1,897,000","1,876,000","1,882,000","1,673,000","1,572,000","1,534,000","1,544,000","1,470,443","1,354,683","1,042,874","1,110,999","1,142,535","1,235,918","1,390,342","1,317,759","1,305,351","1,250,065","1,266,300","1,192,528","1,174,793","1,208,900","1,246,047","1,131,991","1,317,043","1,198,247","855,899","818,736","759,450","667,413","643,569","647,958","652,482","760,019","617,981","577,758","536,953","504,427","487,620","506,883","787,256","856,879","896,447","1,021,382","1,080,314","1,131,859","1,160,912","2,575,945","2,458,200","2,486,384","2,415,707","2,401,486","1,803,808","1,528,012","1,048,022"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"566,764",,,"518,525","521,497","555,388","560,118","476,296","356,196","366,026","374,946","328,590","336,054","354,151","373,808","401,839","408,161","378,216","344,617","329,576","313,807","273,657","342,619","378,159","376,576","391,344","395,164","398,581","447,871","486,406","464,833","442,424","362,738",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"699,536",,,"690,375","724,550","576,603","756,925","721,951","499,703","452,710","384,504","338,823","307,515","293,807","278,674","358,180","209,820","199,542","192,336","174,851","173,813","233,226","444,637","478,720","519,871","630,038","685,150","733,278","713,041","2,089,539","1,993,367","2,043,960","2,052,969",,,,
