name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997
			ChangeInPayablesAndAccruedExpense,"-661,000","-1,357,000","-2,005,000","3,080,000","-379,000","657,000","34,000","-107,466","44,566","-30,231","336,745","-210,059","521,005","-72,254","100,641","31,024","369,800","-528,523","407,295","35,578","114,168","-100,941","180,650","-75,817","158,872","-379,769","203,846","-8,181","255,056","-293,231","-245,166","-25,564","-64,198","77,996","85,802","-346,072","242,104","169,975","-761,635","-461,521","198,071","610,054","362,551","-629,382","252,617","338,739","-45,944","-133,554","-24,471","102,849","216,932","-152,436","-169,899","380,504","-15,776","-88,494","135,814","-91,240","23,904","112,508","-222,002","170,192","-74,870","56,008","-25,057","60,018","33,408","-91,242","-72","47,002","-17,533","21,314","-42,408","-66","-962","94,327","-40,488","-10,924","-13,604","43,298","-91,862","-78,527","8,484","31,360","-60,407","13,524","40,770","-16,323","105,812","-89,573","-4,905","276,208","0","0","-100,000",,,,"-100,000","-46,283","200,000"
				ChangeInPayable,"10,000","390,000","-368,000","74,000","-86,000","66,000","-15,000","-103,843","-96,143","39,704","380,866","-439,895","247,382","10,235","34,749","-14,957","201,705","-381,558","305,523","-157,910","-9,710","-91,389","204,633","-76,885","58,918","-349,172","222,241","-59,011","191,363","-32,554","-36,753","-46,809","-129,367","71,304","89,408","-334,396","197,811","159,295","-716,635","-461,521","898,965","73,424","138,287","-97,842","-56,471","137,315","70,056","-39,428","-20,249","2,134","100,284","-66,362","91,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,288","0","0","-100,000",,,,"-100,000","-136,946","200,000"
					ChangeInTaxPayable,"-434,886",,,,,,,"0","0","0","0","-434,886","328,041","-61,375","168,220","-169,452",,,"404,600","-153,713","0","-100,942","100,942","0","0","-385,095","341,493","-135,292",,,,"0","0","0","0","-258,692","230,833","98,665","-733,233","-337,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"-434,886",,,,,,,"0","0","0","0","-434,886","328,041","-61,375","168,220","-169,452",,,"404,600","-153,713","0","-100,942","100,942","0","0","-385,095","341,493","-135,292",,,,"0","0","0","0","-258,692","230,833","98,665","-733,233","-337,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"10,000","390,000","-368,000","90,000","-102,000","66,000","-15,000","-103,843","-96,143","39,704","380,866","-5,009","-80,659","71,610","-133,471","154,495","32,253","23,042","-99,077","-4,197","-9,710","9,553","103,691","-76,885","58,918","35,923","-119,252","76,281","12,469","-32,554","-36,753","-46,809","-129,367","71,304","89,408","-75,704","-33,022","60,630","16,598","-123,922","-86,417","73,424","138,287","-97,842","-56,471","137,315","70,056","-39,428","-20,249","2,134","100,284","-66,362","91,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-100,000",,,,"-100,000",,"200,000"
				ChangeInAccruedExpense,"-671,000","-1,747,000","-1,637,000","3,006,000","-293,000","591,000","49,000","-3,623","140,709","-69,935","-44,121","229,836","273,623","-82,489","65,892","45,981","168,095","-146,965","101,772","193,488","123,878","-9,552","-23,983","1,068","99,954","-30,597","-18,395","50,830","63,693","-260,677","-208,413","21,245","65,169","6,692","-3,606","-11,676","44,293","10,680","-45,000","0","-700,894","536,630","224,264","-531,540","309,088","201,424","-116,000","-94,126","-4,222","100,715","116,648","-86,074","-261,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-51,873","99,868",,,,,,,,,,,,,,,"62,231","-23,316","-14,280","36,763","-8,801","21,358","-73,667","-91,854","-34,042","44,382","-1,311,550","14,885","-28,760","7,275","-11,518","2,661","19,877","-22,603","3,599","-2,974","2,643","10,230","-3,767","-8,851","-6,643","17,484",,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,"0","0","-3,309","-4,965","-4,965","-4,965","-4,964","-4,965","-4,965","-4,965","-4,965","-4,965","-4,965","-4,965","-4,964","-4,965",,,,,,,,,,"33,956","50,454","-62,922","-95,830","72,171","-30,059","67,620","39,857","-163,500","-13,468","135,968","43,299","-206,468","277,063","-201,668","-38,528","103,397","189,196","-81,174","156,290","112,571","-162,741","-84,303","275,412","33,973","-80,969","14,153","-35,483","59,306","-27,830","-140,466","161,469","-62,326","-138,834","-108,025","53,315","-14,145","-7,873","43,300","7,224","10,188","-5,835","-26,899","106,603","-12,156","-9,115","5,803",,"100,000","0","100,000",,,,,,"0"
			ChangeInOtherWorkingCapital,"460,000","621,000","-31,000","-18,000","-112,000","331,000","9,000","-257,370","-377,372","-86,223","-17,898","124,424","-529,467","1,124,677","-335,435","-489,516","-253,137","636,701","301,563","-326,484","12,352","922","-57,433","32,811","86,783","21,898","79,551","50,189","-6,461","-22,855","-212,206","-204,301","-8,717","75,147","79,014","-77,879","-55,629","5,614","85,339","2,770","-23,122","72,450","-32,709",,,"0","-33,924","241,235",,,,,"-76,962","117,366","69,996","-74,573","94,305","-145,983","4,590","-32,960","27,074","-101,099","114,612","-25,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-688,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"4,243,000","17,138,000","1,951,000","-27,607,000","12,761,000","13,978,000","-25,874,000","-67,994,584","-6,310,892","-661,868","-538,366","-467,551","-464,927","-607,344","-415,919","-607,348","-510,006","-657,000","-554,366","-3,309,241","-355,780","-397,033","-293,166","-1,107,076","-300,175","-279,217","-268,507","-228,336","-261,956","-431,341","-2,208,489","-320,524","-2,821,232","-368,760","-383,047","-328,514","-263,464","-326,039","-263,721","-248,902","-239,591","-363,239","1,691,218","-330,431","-258,898","-266,077","-213,720","-214,958","-236,264","-262,960","-224,891","-193,008","-137,458","571,351","-208,997","-912,890","-209,043","-263,717","-173,971","-185,575","-142,308","-145,045","-151,239","-142,451","-98,497","-129,037","-977,169","-217,669","-87,330","-81,824","-135,666","-101,595","-53,441","-59,024","-51,179","-94,650","-92,763","-78,311","-45,381","-25,673","-37,301","-45,450","-21,051","-65,081","-38,546","-34,110","-32,338","-38,248","-41,716","-30,417","-24,343","-96,130","0","0","-100,000","363,503","100,000","0","-1,200,000","-112,274","-200,000"
	CashFlowFromContinuingInvestingActivities,"4,243,000","17,138,000","1,951,000","-27,607,000","12,761,000","13,978,000","-25,874,000","-67,994,584","-6,310,892","-661,868","-538,366","-467,551","-464,927","-607,344","-415,919","-607,348","-510,006","-657,000","-554,366","-3,309,241","-355,780","-397,033","-293,166","-1,107,076","-300,175","-279,217","-268,507","-228,336","-261,956","-431,341","-2,208,489","-320,524","-2,821,232","-368,760","-383,047","-328,514","-263,464","-326,039","-263,721","-248,902","-239,591","-363,239","1,684,686","-330,431","-258,898","-266,077","-213,720","-214,958","-236,264","-262,960","-224,891","-193,008","-137,458","571,351","-208,997","-912,890","-209,043","-263,717","-173,971","-185,575","-142,308","-145,045","-151,239","-142,451","-98,497","-129,037","-977,169","-217,669","-87,330","-81,824","-135,666","-101,595","-53,441","-59,024","-51,179","-94,650","-92,763","-78,311","-45,381","-25,673","-37,301","-45,450","-21,051","-65,081","-38,546","-34,110","-32,338","-38,248","-41,716","-30,417","-24,343","-96,130","0","0","-100,000","363,503","100,000","0","-1,200,000","-112,274","-200,000"
		CapitalExpenditureReported,,,"-838,000","-676,000","-799,000","-746,000","-728,000","-620,064","-606,352","-619,901","-506,871","-405,667","-422,460","-575,205","-364,664","-513,705","-484,234","-640,400","-507,090","-455,251","-344,084","-349,547","-234,829","-380,272","-270,359","-277,923","-267,300","-192,587","-245,495","-433,126","-297,729","-317,377","-318,246","-360,250","-373,204","-294,623","-251,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"-1,754,000","-149,000","-561,000","-661,000","-383,000","-378,000","-205,000","-125,596","-32,322","-41,967","-31,495","-61,884","-42,467","-32,139","-1,255","-93,643","-25,772","-16,600","-47,276","-58,442","-11,696","-47,486","-58,337","-6,804","-29,816","-1,294","-1,207","-35,749","-16,461","1,785","-20,944","-3,147","-2,986","-8,510","-9,843","-33,891","-11,579","-6,042","-1,638","-9,674","-6,811","-3,832","-86,518","-124,480","-5,170","-2,395","-26,431","-17,419","-2,344","-7,416","-24,353","-9,783","0","174,220","-208,997","-162,890","-209,043","-263,717","-173,971","-185,575","-142,308","-145,045","-151,239","-968,643","-98,497","-271,576","-8,438","1,206","-30,506","-3,032","-15,634","-24,131","-2,404","-14,557","-2,970","-21,235","-17,491","-9,980","-27,029","-22,224","-3,535","-3,388","-6,182",,,,"-32,338","-77","54,890","-33,037","-24,343",,,,,"79,142","0",,,"19,591","0"
			PurchaseOfPPE,"-1,754,000","-149,000","-561,000","-661,000","-383,000","-378,000","-205,000","-125,596","-32,322","-41,967","-31,495","-61,884","-42,467","-32,139","-1,255","-93,643","-25,772","-16,600","-47,276","-58,442","-11,696","-47,486","-58,337","-6,804","-29,816","-1,294","-1,207","-35,749","-16,461","1,785","-20,944","-3,147","-2,986","-8,510","-9,843","-33,891","-11,579","-6,042","-1,638","-9,674","-6,811","-3,832","-86,518","-124,240","-5,170","-2,635","-26,431","-17,419","-2,344","-7,416","-24,353","-9,783","0","174,220","-208,997","-146,879","-211,902","-276,869","-173,971","-187,675","-142,308","-149,520","-151,239","-973,767","-106,707","-276,573","-10,656","-10,463","-32,743","-3,872","-23,529","-20,047","-6,109","-14,936","-2,970","-21,235","-19,050","-9,980","-27,029","-22,224","-3,535","-3,388","-6,182",,,,"-32,338","-3,742","54,890","-33,037","-24,343",,,,,"79,142","0",,,"19,591","0"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"2,859",,,"2,100","0",,,"5,124","8,210","4,997","2,218","11,669","2,237","840","7,895",,"3,705",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,
