name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,01/31/2004
TotalAssets,"768,114,000","862,012,000","978,189,000","1,030,742,000","1,017,804,000","998,364,000","974,154,000","936,896,000","861,433,000","914,258,000","895,030,000","882,261,000","834,736,000","534,190,000","556,719,000","530,467,000","491,704,000","499,510,000","496,269,000","468,867,000","447,436,000","426,683,000","453,028,000","432,561,000","422,148,000","414,695,000","441,070,000","457,355,000","505,547,000","493,705,000","499,572,000","496,056,000","454,455,000","443,403,000","465,777,000","450,963,000","416,984,000","409,098,000","438,136,000","418,145,000","378,926,000","362,157,000","357,805,000","343,367,000","314,363,000","301,631,000","300,436,000","294,166,000","273,181,000","260,265,000","265,907,000","261,603,000","243,425,000","233,349,000","258,618,000","248,519,000","226,570,000","216,095,000","205,518,000","190,808,000","172,836,000","167,294,000","146,735,000","134,743,000","118,832,000","114,411,000","113,251,000","99,666,000","65,744,000","54,811,000","41,558,000"
	CurrentAssets,"348,793,000","447,649,000","546,934,000","597,837,000","566,851,000","535,277,000","505,675,000","461,204,000","375,595,000","412,588,000","389,575,000","373,132,000","328,638,000","327,175,000","348,188,000","319,288,000","278,589,000","279,163,000","272,888,000","244,218,000","226,055,000","211,363,000","228,257,000","212,729,000","200,613,000","198,897,000","220,680,000","239,985,000","287,995,000","279,763,000","276,015,000","269,238,000","232,884,000","229,846,000","250,028,000","240,168,000","212,543,000","203,314,000","234,422,000","222,451,000","263,797,000","253,503,000","250,448,000","238,876,000","213,721,000","200,861,000","199,922,000","192,304,000","176,270,000","174,662,000","175,463,000","170,935,000","151,156,000","143,313,000","163,464,000","155,869,000","138,729,000","135,557,000","124,732,000","114,966,000","104,458,000","104,501,000","85,039,000","77,661,000","81,417,000","78,955,000","80,471,000","68,812,000","37,766,000","28,192,000","23,482,000"
		CashCashEquivalentsAndShortTermInvestments,"172,953,000","294,483,000","338,086,000","411,979,000","400,391,000","375,542,000","316,173,000","299,132,000","217,225,000","251,196,000","178,647,000","188,649,000","167,980,000","165,334,000","127,876,000","132,909,000","117,981,000","121,905,000","85,769,000","70,724,000","76,495,000","78,826,000","49,170,000","52,340,000","62,126,000","75,554,000","51,126,000","80,790,000","150,854,000","154,644,000","108,687,000","113,445,000","107,761,000","117,155,000","94,176,000","94,999,000","97,647,000","103,172,000","98,331,000","96,822,000","171,205,000","172,798,000","137,058,000","131,901,000","130,699,000","128,801,000","98,944,000","91,317,000","96,816,000","108,051,000","81,804,000","82,052,000","81,081,000","78,582,000","65,597,000","66,591,000","66,187,000","76,532,000","37,581,000","33,422,000","37,971,000","51,977,000","19,946,000","14,587,000","38,024,000","43,001,000","30,101,000","17,844,000","1,285,000","1,026,000","578,000"
			CashAndCashEquivalents,"62,501,000","117,223,000","75,545,000","74,207,000","81,503,000","73,622,000","84,939,000","133,905,000","63,731,000","52,428,000","31,929,000","63,846,000","60,616,000","52,422,000","29,640,000","41,409,000","29,063,000","24,041,000","10,660,000","17,291,000","22,320,000","20,247,000","18,001,000","19,600,000","16,890,000","43,163,000","4,784,000","22,166,000","11,806,000","20,862,000","13,785,000","22,037,000","21,079,000","19,634,000","5,315,000","19,098,000","14,661,000","17,579,000","10,580,000","12,610,000","7,962,000","14,779,000","13,881,000","14,157,000","13,290,000","11,357,000","8,314,000","6,842,000","12,907,000","22,950,000","10,489,000","21,304,000","20,262,000","33,057,000","9,249,000","8,075,000","7,622,000","11,945,000","6,920,000","6,139,000","5,827,000","8,161,000","2,111,000","4,221,000","1,770,000","4,737,000","24,015,000","17,844,000","1,285,000","1,026,000","578,000"
				CashFinancial,"56,171,000","99,333,000","57,677,000","52,479,000","41,286,000","43,407,000","50,765,000","79,191,000","45,384,000","34,233,000","11,940,000","50,939,000","38,887,000","26,336,000","22,175,000","40,480,000","28,093,000","21,911,000","9,764,000","15,070,000","21,594,000","19,190,000","16,563,000","18,947,000","8,647,000","33,608,000","4,784,000","20,591,000","6,945,000","10,251,000","13,785,000","20,480,000","16,199,000","17,973,000","-3,447,000","13,826,000","6,228,000","6,271,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"6,330,000","17,890,000","17,868,000","21,728,000","40,217,000","30,215,000","34,174,000","54,714,000","18,347,000","18,195,000","19,989,000","12,907,000","21,729,000","26,086,000","7,465,000","929,000","970,000","2,130,000","896,000","2,221,000","726,000","1,057,000","1,438,000","653,000","8,243,000","9,555,000",,"1,575,000","4,861,000","10,611,000",,"1,557,000","4,880,000","1,661,000","8,762,000","5,272,000","8,433,000","11,308,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"110,452,000","177,260,000","262,541,000","337,772,000","318,888,000","301,920,000","231,234,000","165,227,000","153,494,000","198,768,000","146,718,000","124,803,000","107,364,000","112,912,000","98,236,000","91,500,000","88,918,000","97,864,000","75,109,000","53,433,000","54,175,000","58,579,000","31,169,000","32,740,000","45,236,000","32,391,000","46,342,000","58,624,000","139,048,000","133,782,000","94,902,000","91,408,000","86,682,000","97,521,000","88,861,000","75,901,000","82,986,000","85,593,000","87,751,000","84,212,000","163,243,000","158,019,000","123,177,000","117,744,000","117,409,000","117,444,000","90,630,000","84,475,000","83,909,000","85,101,000","71,315,000","60,748,000","60,819,000","45,525,000","56,348,000","58,516,000","58,565,000","64,587,000","30,661,000","27,283,000","32,144,000","43,816,000","17,835,000","10,366,000","36,254,000","38,264,000","6,086,000",,,,
		Receivables,"23,609,000","14,427,000","22,107,000","24,834,000","20,481,000","16,558,000","19,301,000","24,811,000","16,837,000","16,841,000","16,790,000","21,615,000","15,083,000","17,776,000","17,521,000","20,554,000","18,466,000","17,027,000","15,761,000","16,334,000","13,992,000","12,538,000","14,265,000","14,576,000","13,234,000","12,840,000","15,316,000","15,656,000","14,401,000","12,653,000","14,638,000","16,611,000","11,478,000","10,294,000","12,844,000","15,597,000","10,466,000","9,467,000","11,864,000","12,002,000","12,025,000","6,284,000","8,717,000","12,584,000","11,187,000","6,129,000","6,854,000","11,363,000","9,795,000","6,380,000","7,879,000","8,885,000","7,796,000","4,555,000","6,695,000","8,276,000","6,315,000","4,775,000","13,306,000","13,384,000","10,980,000","5,223,000","5,816,000","6,196,000","3,869,000","3,746,000","4,558,000","4,863,000","2,296,000","1,911,000","1,039,000"
			AccountsReceivable,"23,609,000","7,964,000","22,107,000","24,834,000","20,481,000","9,747,000","19,301,000","24,811,000","16,837,000","10,810,000","16,790,000","21,615,000","15,083,000","10,813,000","17,521,000","20,554,000","18,466,000","9,743,000","15,761,000","16,334,000","13,992,000","7,671,000","14,265,000","14,576,000","13,234,000","7,606,000","15,316,000","15,656,000","14,401,000","7,781,000","14,638,000","16,611,000","11,478,000","5,299,000","12,844,000","15,597,000","10,466,000","6,020,000",,"11,255,000","8,700,000",,,"10,690,000","8,277,000",,,"8,375,000","7,335,000","2,161,000",,"7,486,000","5,917,000","4,555,000","6,695,000","8,276,000","6,315,000","4,775,000","5,450,000","13,384,000","10,980,000","5,223,000","5,816,000","6,196,000","3,869,000","3,746,000","4,558,000","4,863,000","2,296,000","1,911,000","1,039,000"
			AccruedInterestReceivable,,"517,000",,,,"901,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"506,000",,,,,,,,,,,,"894,000",,,,,,,,,,,,,,,,,,,,,
