name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"468,250,000","-68,765,000","212,000,000","112,799,000","212,216,000","30,150,000","108,262,000","118,373,000","125,181,000","-84,914,000","16,769,000","53,021,000","83,883,000","-63,715,000","28,292,000","45,009,000","87,462,000","-46,601,000","17,849,000","41,035,000","89,270,000","-49,890,000","10,400,000","9,536,000","76,756,000","-56,938,000","2,758,000","9,991,000","43,661,000","-46,712,000","-6,356,000","11,684,000","45,759,000","-62,738,000","-10,845,000","56,568,000","72,347,000","-34,606,000","21,090,000","57,544,000","110,115,000","-60,393,000","49,015,000","49,480,000","72,617,000","-28,736,000","16,386,000","48,052,000","52,545,000","-12,709,000","13,136,000","21,856,000","31,398,000","-5,281,000","-1,210,000","47,583,000","69,183,000","-42,693,000","-13,267,000","-739,000","34,072,000","-11,128,000","8,933,000","18,089,000","3,507,000","-18,186,000","4,860,000"
	CashFlowFromContinuingOperatingActivities,"468,250,000","-68,765,000","212,000,000","112,799,000","212,216,000","30,150,000","108,262,000","118,373,000","125,181,000","-84,914,000","16,769,000","53,021,000","83,883,000","-63,715,000","28,292,000","45,009,000","87,462,000","-46,601,000","17,849,000","41,035,000","89,270,000","-49,890,000","10,400,000","9,536,000","76,756,000","-56,938,000","2,758,000","9,991,000","43,661,000","-46,712,000","-6,356,000","11,684,000","45,759,000","-62,738,000","-10,845,000","56,568,000","72,347,000","-34,606,000","21,090,000","57,544,000","110,115,000","-60,393,000","49,015,000","49,480,000","72,617,000","-28,736,000","16,386,000","48,052,000","52,545,000","-12,709,000","13,136,000","21,856,000","31,398,000","-5,281,000","-1,210,000","47,583,000","69,183,000","-42,693,000","-13,267,000","-739,000","34,072,000","-11,128,000","8,933,000","18,089,000","3,507,000","-18,186,000","4,860,000"
		NetIncomeFromContinuingOperations,"700,056,000","72,760,000","154,853,000","153,489,000","318,954,000","98,398,000","183,330,000","61,889,000","56,551,000","11,091,000","19,913,000","35,676,000","39,198,000","24,710,000","-10,886,000","10,492,000","34,377,000","16,454,000","-24,361,000","1,629,000","21,960,000","11,010,000","-40,644,000","-1,533,000","15,537,000","10,146,000","-70,173,000","-24,024,000","13,426,000","-2,425,000","-53,094,000","15,767,000","23,277,000","9,124,000","-66,933,000","13,036,000","35,356,000","28,961,000","-3,607,000",,,,,,,"21,504,000","4,729,000","24,996,000","32,284,000","5,717,000","-11,448,000","22,068,000","-30,281,000","-22,417,000","-34,702,000","-147,979,000","2,132,000","-4,527,000","38,283,000","56,549,000","48,451,000","24,945,000","20,784,000","21,526,000","15,667,000","6,440,000","4,170,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,"5,592,000","-971,000","-270,000","-787,000","8,000","2,761,000","-2,600,000","856,000","-1,164,000","-2,979,000","729,000","-5,613,000","-715,000","81,000","1,571,000","-1,751,000","-2,081,000","1,873,000","-5,184,000","-5,708,000","-7,181,000","-631,000","-1,590,000","2,982,000","8,398,000",,,,,"707,000","-950,000","458,000","429,000","109,000","412,000","384,000","103,000","-11,393,000","6,351,000","-7,104,000","1,429,000","-1,228,000","354,000","78,000","-8,609,000","90,000","134,000","1,000","-193,000","-1,026,000","-435,000","1,791,000","2,780,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,000","7,000","111,000",,"109,000","412,000","384,000","43,000","-66,000","-136,000","-617,000",,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,"573,000","-971,000","-270,000","-787,000","8,000","2,761,000","-2,600,000","856,000","-1,164,000","-2,979,000","729,000","-5,613,000","-715,000","81,000","1,571,000","-1,751,000","-2,081,000","1,873,000","-5,184,000","-5,708,000","-7,181,000","-631,000","-1,590,000","2,982,000","8,398,000",,,,,,,"347,000",,,,,"60,000",,,"-6,487,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"31,817,000","7,895,000","8,144,000","8,083,000","7,695,000","8,054,000","7,368,000","6,752,000","6,592,000","6,907,000","6,705,000","5,643,000","5,729,000","6,136,000","7,715,000","6,661,000","7,231,000","7,643,000","8,429,000","7,886,000","8,369,000","8,446,000","8,570,000","8,442,000","8,436,000","8,595,000","7,974,000","8,911,000","9,389,000","9,719,000","6,069,000","10,593,000","11,378,000","9,373,000","10,339,000","10,645,000","10,258,000","10,264,000","9,879,000","9,558,000","8,904,000","8,353,000","8,474,000","9,382,000","9,564,000","9,843,000","10,355,000","9,094,000","8,811,000","8,799,000","8,086,000","9,408,000","9,673,000","9,504,000","9,699,000","10,330,000","9,301,000","8,120,000","7,341,000","6,085,000","4,018,000","3,505,000","2,815,000","2,020,000","1,806,000","1,412,000","1,291,000"
			DepreciationAndAmortization,"31,817,000","7,895,000","8,144,000","8,083,000","7,695,000","8,054,000","7,368,000","6,752,000","6,592,000","6,907,000","6,705,000","5,643,000","5,729,000","6,136,000","7,715,000","6,661,000","7,231,000","7,643,000","8,429,000","7,886,000","8,369,000","8,446,000","8,570,000","8,442,000","8,436,000","8,595,000","7,974,000","8,911,000","9,389,000","9,719,000","6,069,000","10,593,000","11,378,000","9,373,000","10,339,000","10,645,000","10,258,000","10,264,000","9,879,000","9,558,000","8,904,000","8,353,000","8,474,000","9,382,000","9,564,000","9,843,000","10,355,000","9,094,000","8,811,000","8,799,000","8,086,000","9,408,000","9,673,000","9,504,000","9,699,000","10,330,000","9,301,000","8,120,000","7,341,000","6,085,000","4,018,000","3,505,000","2,815,000","2,020,000","1,806,000","1,412,000","1,291,000"
		DeferredTax,,,"-64,410,000","-11,000",,,,,,,,,,,,,,,,,,,"-303,000","-296,000","68,000","143,000",,,,,,,,,,,,,"-2,981,000",,,,,,,,"-4,692,000","-1,396,000","1,089,000","0","4,535,000","-478,000","892,000","450,000","-13,486,000","18,720,000","-5,047,000","-5,616,000","-14,738,000","169,000","-118,000","-179,000","-1,924,000","0","0","-113,000","-2,367,000"
			DeferredIncomeTax,,,"-64,410,000","-11,000",,,,,,,,,,,,,,,,,,,"-303,000","-296,000","68,000","143,000",,,,,,,,,,,,,"-2,981,000",,,,,,,,"-4,692,000","-1,396,000","1,089,000","0","4,535,000","-478,000","892,000","450,000","-13,486,000","18,720,000","-5,047,000","-5,616,000","-14,738,000","169,000","-118,000","-179,000","-1,924,000","0","0","-113,000","-2,367,000"
