name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
TotalAssets,"1,231,179,000","1,263,797,000","1,224,581,000","1,232,867,000","1,023,035,000","422,537,000","389,422,000","183,039,000","206,078,000","224,313,000","193,247,000","143,556,000","146,467,000","153,763,000","138,073,000","140,246,000","157,807,000","100,758,000","93,415,000","86,859,000"
	CurrentAssets,"319,440,000","358,725,000","335,532,000","338,456,000","702,573,000","385,591,000","353,943,000","146,404,000","170,042,000","195,730,000","166,075,000","115,301,000","117,298,000","124,368,000","111,850,000","117,459,000","136,098,000","74,629,000","71,244,000","68,324,000"
		CashCashEquivalentsAndShortTermInvestments,"208,293,000","233,467,000","237,372,000","250,603,000","613,548,000","293,239,000","287,639,000","98,370,000","102,174,000","104,458,000","95,184,000","32,495,000","36,428,000","39,623,000","47,812,000","50,468,000","89,785,000","21,262,000","28,186,000","22,838,000"
			CashAndCashEquivalents,"208,293,000","233,467,000","237,372,000","250,603,000","613,548,000","293,239,000","287,639,000","98,370,000","102,174,000","104,458,000","95,184,000","32,495,000","36,428,000","39,623,000","47,812,000","50,468,000","89,785,000","21,262,000","28,186,000","22,838,000"
		Receivables,"102,246,000","117,182,000","90,291,000","79,610,000","81,245,000","86,555,000","59,070,000","41,573,000","61,734,000","85,360,000","65,325,000","66,943,000","55,573,000","60,542,000","40,352,000","43,561,000","42,655,000","51,246,000","40,568,000","43,816,000"
			AccountsReceivable,"96,529,000","111,085,000","83,841,000","73,468,000","75,334,000","81,249,000","53,392,000","36,566,000","57,668,000","81,452,000","61,691,000","63,772,000","53,245,000","58,125,000","36,822,000","40,488,000","39,907,000","48,348,000","38,060,000","42,042,000"
				GrossAccountsReceivable,,"112,412,000",,,,"81,504,000",,,,"81,621,000",,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,327,000",,,,"-255,000",,,,"-169,000",,,,,,,,,,
			OtherReceivables,"5,717,000","6,097,000","6,450,000","6,142,000","5,911,000","5,306,000","5,678,000","5,007,000","4,066,000","3,908,000","3,634,000","3,171,000","2,328,000","2,417,000","3,530,000","3,073,000","2,748,000","2,898,000","2,508,000","1,774,000"
		PrepaidAssets,"8,809,000","7,981,000","7,761,000","8,132,000","7,669,000","5,687,000","7,125,000","6,356,000","6,013,000","5,783,000","5,320,000","5,609,000","5,037,000","3,956,000","3,686,000","3,430,000","3,658,000","2,121,000","2,490,000","1,540,000"
		RestrictedCash,"92,000","95,000","108,000","111,000","111,000","110,000","109,000","105,000","121,000","129,000","246,000","10,254,000","20,260,000","20,247,000","20,000,000","20,000,000",,"0","0","130,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0"
	TotalNonCurrentAssets,"911,132,000","905,072,000","889,049,000","894,411,000","320,462,000","36,946,000","35,479,000","36,635,000","36,036,000","28,583,000","27,172,000","28,255,000","29,169,000","29,395,000","26,223,000","22,787,000","21,709,000","26,129,000","22,171,000","18,535,000"
		NetPPE,"19,158,000","21,469,000","23,666,000","24,789,000","24,928,000","24,629,000","23,007,000","23,405,000","22,506,000","14,290,000","12,125,000","11,895,000","11,351,000","10,230,000","9,273,000","7,829,000","7,363,000","7,319,000","7,058,000","8,345,000"
			GrossPPE,"19,158,000","47,994,000","23,666,000","24,789,000","24,928,000","45,876,000","23,007,000","23,405,000","22,506,000","30,911,000",,,,"22,835,000",,,,"17,050,000",,"15,080,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0"
				MachineryFurnitureEquipment,,"30,080,000",,,,"28,217,000",,,,"22,826,000",,,,"17,197,000",,,,"11,651,000",,"9,886,000"
				OtherProperties,"19,158,000","10,196,000","23,666,000","24,789,000","24,928,000","10,764,000","23,007,000","23,405,000","22,506,000",,,,,,,,,,,
				ConstructionInProgress,,"29,000",,,,"125,000",,,,"1,125,000",,,,"65,000",,,,,,
				Leases,,"7,689,000",,,,"6,770,000",,,,"6,960,000",,,,"5,573,000",,,,"5,399,000",,"5,194,000"
