name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018
TotalAssets,"231,872,000","244,589,000","211,133,000","206,796,000","192,376,000","216,438,000","193,142,000","195,135,000","197,218,000","216,738,000","217,864,000","234,529,000","260,978,000","292,632,000","296,530,000","325,769,000","159,750,000","155,355,000"
	CurrentAssets,"161,181,000","173,102,000","144,249,000","139,290,000","141,404,000","165,176,000","143,726,000","140,915,000","142,778,000","172,262,000","172,550,000","189,968,000","216,582,000","246,754,000","252,662,000","281,712,000","118,418,000","113,261,000"
		CashCashEquivalentsAndShortTermInvestments,"83,995,000","83,561,000","84,245,000","86,373,000","84,826,000","90,794,000","83,813,000","83,354,000","88,114,000","98,810,000","115,937,000","133,866,000","154,001,000","176,973,000","205,999,000","238,802,000","71,936,000","61,972,000"
			CashAndCashEquivalents,"83,995,000","83,561,000","84,245,000","86,373,000","84,826,000","90,794,000","83,813,000","78,455,000","75,543,000","80,843,000","93,511,000","97,939,000","90,763,000","176,973,000","205,999,000","238,802,000","71,936,000","61,972,000"
				CashFinancial,"42,923,000","42,500,000","43,197,000","45,337,000","43,801,000","24,928,000","17,957,000","14,526,000","14,385,000","10,375,000","15,962,000",,,,,,,
				CashEquivalents,"41,072,000","41,061,000","41,048,000","41,036,000","41,025,000","65,866,000","65,856,000","63,929,000","61,158,000","70,468,000","77,549,000",,,,,,,
			OtherShortTermInvestments,,,,,,"0","0","4,899,000","12,571,000","17,967,000","22,426,000","35,927,000","63,238,000",,,,,
		Receivables,"46,634,000","64,149,000","38,895,000","31,149,000","33,001,000","48,272,000","37,788,000","34,933,000","29,644,000","47,967,000","34,051,000","31,136,000","36,207,000","48,421,000","29,805,000","27,266,000","28,418,000","35,484,000"
			AccountsReceivable,"46,634,000","64,149,000","38,895,000","31,149,000","33,001,000","48,272,000","37,788,000","34,933,000","29,644,000","47,967,000","34,051,000","31,136,000","36,207,000","48,421,000","29,805,000","27,266,000","28,418,000","35,484,000"
				GrossAccountsReceivable,"48,688,000","67,942,000","42,355,000","33,190,000","36,651,000","52,052,000","41,238,000","37,534,000","33,667,000","50,131,000","36,117,000","33,855,000","38,046,000",,"31,809,000","29,076,000",,
				AllowanceForDoubtfulAccountsReceivable,"-2,054,000","-3,793,000","-3,460,000","-2,041,000","-3,650,000","-3,780,000","-3,450,000","-2,601,000","-4,023,000","-2,164,000","-2,066,000","-2,719,000","-1,839,000",,"-2,004,000","-1,810,000",,
			OtherReceivables,,,,,,,,,,,"12,156,000","11,349,000","10,829,000",,,,,
		PrepaidAssets,"15,487,000","9,975,000","7,314,000","8,035,000","9,778,000","12,216,000","9,112,000","9,756,000","12,507,000","12,809,000","10,406,000","13,617,000","15,545,000","10,935,000","8,063,000","8,662,000","7,386,000","6,144,000"
		CurrentDeferredAssets,"15,065,000","15,417,000","13,795,000","13,733,000","13,799,000","13,894,000","13,013,000","12,872,000","12,513,000","12,676,000","12,156,000","11,349,000","10,829,000","10,425,000","8,795,000","6,982,000","10,678,000","9,661,000"
	TotalNonCurrentAssets,"70,691,000","71,487,000","66,884,000","67,506,000","50,972,000","51,262,000","49,416,000","54,220,000","54,440,000","44,476,000","45,314,000","44,561,000","44,396,000","45,878,000","43,868,000","44,057,000","41,332,000","42,094,000"
