name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
OperatingCashFlow,"502,662,000","78,358,000","154,739,000","127,225,000","142,340,000","147,745,000","75,788,000","-23,417,000","111,412,000","25,762,000","112,209,000","28,750,000","39,383,000","46,307,000","113,199,000","68,275,000","51,301,000","47,936,000","76,290,000","41,776,000","42,918,000","93,757,000","62,654,000","63,499,000","-3,481,000","57,730,000","37,638,000","56,898,000","38,834,000","38,096,000","61,936,000","45,086,000","21,793,000","53,919,000","61,492,000","106,622,000","36,921,000","129,060,000","30,837,000","19,259,000","38,228,000","95,469,000","28,348,000","23,228,000","-91,643,000","226,910,000","95,109,000","2,384,000","33,513,000","62,937,000","-3,764,000","74,775,000","5,974,000","19,752,000","26,417,000","22,182,000","11,827,000","26,640,000","24,422,000","32,454,000","5,829,000","25,755,000","15,897,000","22,130,000","10,841,000","18,854,000","27,642,000","21,378,000","18,930,000","9,034,000","14,450,000","19,464,000","15,698,000","20,178,000","30,573,000","31,675,000","1,463,000","31,575,000","-1,055,000","-11,634,000","-5,823,000","35,128,000","-39,644,000","7,512,000","12,397,000","-8,249,000","17,966,000","-6,374,000","24,412,000","2,242,000","1,222,000","14,300,000","4,600,000","9,500,000","14,700,000","-10,000,000","-1,400,000","5,300,000","-2,800,000","1,300,000","4,400,000","-700,000","5,800,000","2,000,000","1,800,000","1,700,000","3,200,000","300,000","2,300,000","2,700,000","-800,000","3,200,000","400,000","2,700,000","-700,000","1,400,000","1,600,000","3,400,000","-700,000","1,800,000","1,400,000","1,100,000","1,700,000","-600,000","3,100,000","-100,000"
	CashFlowFromContinuingOperatingActivities,"502,662,000","78,358,000","154,739,000","127,225,000","142,340,000","147,745,000","75,788,000","-23,417,000","111,412,000","25,762,000","112,209,000","28,750,000","39,383,000","46,307,000","113,199,000","68,275,000","51,301,000","47,936,000","76,290,000","41,776,000","42,918,000","93,757,000","62,654,000","63,499,000","-3,481,000","57,730,000","37,638,000","56,898,000","38,834,000","38,096,000","61,936,000","45,086,000","21,793,000","53,919,000","61,492,000","106,622,000","36,921,000","129,060,000",,,,,,,,,,,,,,,,,"26,417,000","22,182,000","11,827,000","26,640,000","24,422,000",,,"25,755,000","15,897,000","22,130,000","10,841,000","18,854,000",,,"18,930,000","9,034,000","14,450,000","19,464,000","15,698,000","20,178,000","30,573,000","31,675,000","1,463,000","31,575,000","-1,055,000","-11,634,000","-5,823,000","35,128,000","-39,644,000","7,512,000","12,397,000","-8,249,000","17,966,000","-6,374,000","24,412,000","2,242,000","1,222,000","14,300,000","4,600,000","9,500,000","14,700,000","-10,000,000","-1,400,000","5,300,000","-2,800,000","1,300,000","4,400,000","-700,000","5,800,000","2,000,000","1,800,000","1,700,000","3,200,000","300,000","2,300,000","2,700,000","-800,000","3,200,000","400,000","2,700,000","-700,000","1,400,000","1,600,000","3,400,000","-700,000","1,800,000","1,400,000","1,100,000","1,700,000","-600,000","3,100,000","-100,000"
		NetIncomeFromContinuingOperations,"271,750,000","67,795,000","50,709,000","75,619,000","77,627,000","80,802,000","81,860,000","77,757,000","63,444,000","43,339,000","57,410,000","51,610,000","52,392,000","49,132,000","49,599,000","49,336,000","44,384,000","38,559,000","14,956,000","36,479,000","33,687,000","31,255,000","31,041,000","30,957,000","30,451,000","28,682,000","29,508,000","29,614,000","29,335,000","27,670,000","28,054,000","29,294,000","28,677,000","26,730,000","26,546,000","25,628,000","22,702,000","20,768,000",,,,,,,,,,,,,,,,,"17,014,000","12,785,000","18,459,000","17,399,000","18,146,000",,,"16,093,000","17,030,000","15,806,000","14,666,000","13,629,000",,,"13,090,000","11,520,000","11,563,000","11,680,000","10,763,000","10,610,000","9,531,000","9,697,000","9,932,000","8,848,000","8,761,000","8,914,000","7,979,000","6,748,000","6,460,000","5,707,000","5,608,000","3,914,000","3,730,000","3,853,000","3,192,000","3,228,000","3,079,000","3,200,000","3,000,000","2,900,000","2,700,000","3,100,000","2,500,000","2,400,000","2,600,000","2,300,000","2,300,000","2,000,000","3,500,000","800,000","1,600,000","1,500,000","1,500,000","1,600,000","1,300,000","1,300,000","1,300,000","1,400,000","1,300,000","1,100,000","1,200,000","1,500,000","1,200,000","1,200,000","1,100,000","1,200,000","1,000,000","800,000","800,000","700,000","800,000","600,000"
		OperatingGainsLosses,"-49,978,000","-9,461,000","-10,738,000","-13,734,000","-16,045,000","-21,908,000","-26,338,000","-35,540,000","-25,986,000","-12,725,000","-10,392,000","-24,180,000","-7,896,000","-6,011,000","-5,282,000","-6,889,000","-8,086,000","-5,764,000","-7,293,000","-9,218,000","-7,010,000","-6,258,000","-9,008,000","-8,998,000","-8,037,000","-6,100,000","-6,176,000","-7,295,000","-7,502,000","-5,435,000","-5,396,000","-5,939,000","-4,730,000","-3,544,000","-4,935,000","-6,618,000","-7,713,000","-8,952,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,921,000","-64,000","-2,303,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"476,000","-446,000","693,000","168,000","61,000","-284,000","-124,000","-24,000","-128,000","-863,000","-257,000","-13,811,000","-134,000","-213,000","357,000","367,000","56,000","333,000","115,000","-77,000","522,000","100,000","757,000","594,000","220,000","-108,000","-143,000","31,000","98,000","-5,000","28,000","61,000","48,000","51,000","0","403,000","-241,000","137,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-64,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"32,904,000","8,604,000","8,982,000","7,635,000","7,683,000","7,739,000","7,908,000","7,829,000","7,687,000","7,366,000","7,445,000","7,062,000","6,302,000","6,268,000","6,207,000","5,734,000","5,570,000","4,778,000","4,383,000","4,295,000","4,253,000","4,321,000","4,462,000","4,685,000","4,590,000","4,527,000","4,945,000","4,240,000","4,207,000","3,937,000","4,118,000","3,853,000","3,553,000","3,395,000","3,794,000","3,359,000","2,909,000","2,824,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,760,000","1,254,000","1,440,000","42,000","764,000","773,000","245,000","600,000","600,000","600,000","200,000","200,000","400,000","300,000","200,000","200,000","300,000","300,000","500,000","100,000","100,000","200,000","200,000","200,000","300,000","200,000","300,000","200,000","200,000","200,000","100,000","300,000","300,000","100,000","100,000","100,000","0","100,000","0","100,000","0","100,000"
			DepreciationAndAmortization,"32,904,000","8,604,000","8,982,000","7,635,000","7,683,000","7,739,000","7,908,000","7,829,000","7,687,000","7,366,000","7,445,000","7,062,000","6,302,000","6,268,000","6,207,000","5,734,000","5,570,000","4,778,000","4,383,000","4,295,000","4,253,000","4,321,000","4,462,000","4,685,000","4,590,000","4,527,000","4,945,000","4,240,000","4,207,000","3,937,000","4,118,000","3,853,000","3,553,000","3,395,000","3,794,000","3,359,000","2,909,000","2,824,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,760,000","1,254,000","1,440,000","42,000","764,000","773,000","245,000","600,000","600,000","600,000","200,000","200,000","400,000","300,000","200,000","200,000","300,000","300,000","500,000","100,000","100,000","200,000","200,000","200,000","300,000","200,000","300,000","200,000","200,000","200,000","100,000","300,000","300,000","100,000","100,000","100,000","0","100,000","0","100,000","0","100,000"
				Depreciation,"22,457,000","5,940,000","6,175,000","5,147,000","5,195,000","5,251,000","5,296,000","5,217,000","5,074,000","4,833,000","4,879,000","4,702,000","4,437,000","4,574,000","4,476,000","3,999,000","3,822,000","3,722,000","3,769,000","3,655,000","3,614,000","3,720,000","3,854,000","3,908,000","3,802,000","3,730,000","4,187,000","3,520,000","3,452,000","3,206,000","3,402,000","3,161,000","2,860,000","2,685,000","3,077,000","2,666,000","2,404,000","2,338,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"10,447,000","2,664,000","2,807,000","2,488,000","2,488,000","2,488,000","2,612,000","2,612,000","2,613,000","2,533,000","2,566,000","2,360,000","1,865,000","1,694,000","1,731,000","1,735,000","1,748,000","1,056,000","614,000","640,000","639,000","601,000","608,000","777,000","788,000","797,000","758,000","720,000","755,000","731,000","716,000","692,000","693,000","710,000","717,000","693,000","505,000","486,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"10,447,000","2,664,000","2,807,000","2,488,000","2,488,000","2,488,000","2,612,000","2,612,000","2,613,000","2,533,000","2,566,000","2,360,000","1,865,000","1,694,000","1,731,000","1,735,000","1,748,000","1,056,000","614,000","640,000","639,000","601,000","608,000","777,000","788,000","797,000","758,000","720,000","755,000","731,000","716,000","692,000","693,000","710,000","717,000","693,000","505,000","486,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
