name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012
TotalRevenue,"1,488,585,000","309,505,000","416,288,000","401,014,000","361,778,000","326,992,000","438,195,000","385,748,000","380,989,000","246,835,000","258,152,000","242,466,000","211,766,000","174,017,000","242,682,000","223,099,000","203,288,000","180,059,000","243,165,000","218,115,000","191,493,000","156,898,000","221,376,000","217,161,000","189,804,000","151,615,000","212,730,000","199,704,000","172,985,000","144,493,000","185,578,000","182,532,000","159,468,000","132,425,000","175,728,000","175,059,000","155,857,000","136,520,000","189,015,000","129,864,000"
	OperatingRevenue,"1,488,585,000","309,505,000","416,288,000","401,014,000","361,778,000","326,992,000","438,195,000","385,748,000","380,989,000","246,835,000","258,152,000","242,466,000","211,766,000","174,017,000","242,682,000","223,099,000","203,288,000","180,059,000","243,165,000","218,115,000","191,493,000","156,898,000","221,376,000","217,161,000","189,804,000","151,615,000","212,730,000","199,704,000","172,985,000","144,493,000","185,578,000","182,532,000","159,468,000","132,425,000","175,728,000","175,059,000","155,857,000","136,520,000","189,015,000","129,864,000"
CostOfRevenue,"1,003,244,000","210,414,000","279,714,000","271,392,000","241,724,000","222,945,000","296,191,000","255,166,000","251,896,000","172,061,000","173,124,000","158,256,000","138,544,000","119,844,000","163,177,000","145,518,000","131,011,000","124,493,000","163,501,000","141,152,000","122,875,000","108,283,000","147,068,000","142,896,000","123,619,000","103,143,000","141,918,000","133,139,000","114,983,000","101,342,000","123,977,000","121,881,000","106,641,000","92,297,000","118,844,000","119,836,000","103,665,000","93,589,000","130,550,000","89,723,000"
GrossProfit,"485,341,000","99,091,000","136,574,000","129,622,000","120,054,000","104,047,000","142,004,000","130,582,000","129,093,000","74,774,000","85,028,000","84,210,000","73,222,000","54,173,000","79,505,000","77,581,000","72,277,000","55,566,000","79,664,000","76,963,000","68,618,000","48,615,000","74,308,000","74,265,000","66,185,000","48,472,000","70,812,000","66,565,000","58,002,000","43,151,000","61,601,000","60,651,000","52,827,000","40,128,000","56,884,000","55,223,000","52,192,000","42,931,000","58,465,000","40,141,000"
OperatingExpense,"405,344,000","96,085,000","113,415,000","99,974,000","95,870,000","90,419,000","102,629,000","92,252,000","83,606,000","75,219,000","71,843,000","68,336,000","63,460,000","59,530,000","62,537,000","60,070,000","59,088,000","59,216,000","63,085,000","57,443,000","54,383,000","52,382,000","53,195,000","53,719,000","49,514,000","46,116,000","48,703,000","47,396,000","41,216,000","41,903,000","47,456,000","42,026,000","40,484,000","40,349,000","40,499,000","38,240,000","36,142,000","32,260,000","32,379,000","27,019,000"
	SellingGeneralAndAdministration,"405,344,000","96,085,000","113,415,000","99,974,000","95,870,000","90,419,000","102,629,000","92,252,000","83,606,000","75,219,000","71,843,000","68,336,000","63,460,000","59,530,000","62,537,000","60,070,000","59,088,000","59,216,000","63,085,000","57,443,000","54,383,000","52,382,000","53,195,000","53,719,000","49,514,000","46,116,000","48,703,000","47,396,000","41,216,000","41,903,000","47,456,000","42,026,000","40,484,000","40,349,000","40,499,000","38,240,000","36,142,000","32,260,000","32,379,000","27,019,000"
OperatingIncome,"79,997,000","3,006,000","23,159,000","29,648,000","24,184,000","13,628,000","39,375,000","38,330,000","45,487,000","-445,000","13,185,000","15,874,000","9,762,000","-5,357,000","16,968,000","17,511,000","13,189,000","-3,650,000","16,579,000","19,520,000","14,235,000","-3,767,000","21,113,000","20,546,000","16,671,000","2,356,000","22,109,000","19,169,000","16,786,000","1,248,000","14,145,000","18,625,000","12,343,000","-221,000","16,385,000","16,983,000","16,050,000","10,671,000","26,086,000","13,122,000"
NetNonOperatingInterestIncomeExpense,"-1,721,000","-567,000","-475,000","-413,000","-266,000","-226,000","-418,000","-536,000","-1,017,000","-1,534,000","-1,443,000","-2,094,000","-2,353,000","-2,105,000","-2,682,000","-2,633,000","-4,334,000","-3,557,000","-3,657,000","-3,494,000","-3,436,000","-3,150,000","-3,270,000","-3,402,000","-3,141,000","-3,588,000","-3,589,000","-3,659,000","-3,448,000","-3,460,000","-8,993,000","-4,122,000","-4,107,000","-5,258,000","-5,553,000","-13,302,000","-3,365,000","-3,228,000","-3,186,000","-742,000"
	InterestExpenseNonOperating,"1,721,000","567,000","475,000","413,000","266,000","226,000","418,000","536,000","1,017,000","1,534,000","1,443,000","2,094,000","2,353,000","2,105,000","2,682,000","2,633,000","4,334,000","3,557,000","3,657,000","3,494,000","3,436,000","3,150,000","3,270,000","3,402,000","3,141,000","3,588,000","3,589,000","3,659,000","3,448,000","3,460,000","8,993,000","4,122,000","4,107,000","5,258,000","5,553,000","13,302,000","3,365,000","3,228,000","3,186,000","742,000"
OtherIncomeExpense,,,"55,000,000",,,,"0","2,218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-55,000","648,000","-92,000"
	SpecialIncomeCharges,,,"55,000,000","0",,,"0","2,218,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-55,000","648,000","-92,000"
		RestructuringAndMergernAcquisition,,,"-55,000,000","0",,,"0","-2,218,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","55,000","-648,000","92,000"
PretaxIncome,"133,276,000","2,439,000","77,684,000","29,235,000","23,918,000","13,402,000","38,957,000","40,012,000","44,470,000","-1,979,000","11,742,000","13,780,000","7,409,000","-7,462,000","14,286,000","14,878,000","8,855,000","-7,207,000","12,922,000","16,026,000","10,799,000","-6,917,000","17,843,000","17,144,000","13,530,000","-1,232,000","18,520,000","15,510,000","13,338,000","-2,212,000","5,152,000","14,503,000","8,236,000","-5,479,000","10,832,000","3,681,000","12,685,000","7,388,000","23,548,000","12,288,000"
TaxProvision,"33,258,000","441,000","19,250,000","7,372,000","6,195,000","2,952,000","9,390,000","9,530,000","12,009,000","-849,000","2,059,000","3,287,000","1,911,000","-2,003,000","3,657,000","2,480,000","2,304,000","-1,379,000","7,035,000","6,218,000","4,245,000","-2,410,000","7,303,000","6,630,000","5,226,000","-1,543,000","7,130,000","5,969,000","5,138,000","-852,000","1,979,000","5,587,000","3,173,000","-2,111,000","3,421,000","1,459,000","5,029,000","2,929,000","9,578,000","4,919,000"
NetIncomeCommonStockholders,"100,018,000","1,998,000","58,434,000","21,863,000","17,723,000","10,450,000","29,567,000","30,482,000","32,461,000","-1,130,000","9,683,000","10,493,000","5,498,000","-5,459,000","10,629,000","12,398,000","6,551,000","-5,828,000","5,887,000","9,808,000","6,554,000","-4,507,000","10,540,000","10,514,000","8,304,000","311,000","11,390,000","9,541,000","8,200,000","-1,360,000","3,173,000","8,916,000","5,063,000","-3,368,000","7,411,000","2,222,000","7,656,000","4,459,000","13,970,000","7,369,000"
	NetIncome,"100,018,000","1,998,000","58,434,000","21,863,000","17,723,000","10,450,000","29,567,000","30,482,000","32,461,000","-1,130,000","9,683,000","10,493,000","5,498,000","-5,459,000","10,629,000","12,398,000","6,551,000","-5,828,000","5,887,000","9,808,000","6,554,000","-4,507,000","10,540,000","10,514,000","8,304,000","311,000","11,390,000","9,541,000","8,200,000","-1,360,000","3,173,000","8,916,000","5,063,000","-3,368,000","7,411,000","2,222,000","7,656,000","4,459,000","13,970,000","7,369,000"
		NetIncomeIncludingNoncontrollingInterests,"100,018,000","1,998,000","58,434,000","21,863,000","17,723,000","10,450,000","29,567,000","30,482,000","32,461,000","-1,130,000","9,683,000","10,493,000","5,498,000","-5,459,000","10,629,000","12,398,000","6,551,000","-5,828,000","5,887,000","9,808,000","6,554,000","-4,507,000","10,540,000","10,514,000","8,304,000","311,000","11,390,000","9,541,000","8,200,000","-1,360,000","3,173,000","8,916,000","5,063,000","-3,368,000","7,411,000","2,222,000","7,656,000","4,459,000","13,970,000","7,369,000"
