name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
OperatingCashFlow,"820,800,000","380,800,000","147,900,000","291,800,000","300,000","344,600,000","575,900,000","222,600,000","292,800,000","223,000,000","344,900,000","267,800,000","162,100,000","252,400,000","303,600,000","270,000,000","110,100,000","222,200,000","338,600,000","62,900,000","6,300,000","369,900,000","104,700,000","186,200,000","-114,500,000","427,600,000","-17,400,000","195,800,000","-78,700,000","177,800,000","84,500,000","174,600,000","-70,400,000","246,300,000","-4,500,000","163,700,000","-900,000","208,000,000","-49,700,000","62,400,000","81,700,000","223,000,000","43,200,000","-35,900,000","11,100,000","196,300,000","29,300,000","137,300,000","-53,000,000","313,300,000","-126,600,000","40,125,000","154,456,000","15,006,000","78,159,000","37,509,000","86,039,000","65,305,000","66,895,000","12,049,000","159,411,000","8,129,000","10,413,000","41,951,000","123,713,000","-12,054,000","19,107,000","50,846,000","67,519,000","38,841,000","89,241,000","103,128,000","198,000","100,099,000","42,177,000","70,875,000","89,253,000","68,159,000","3,440,000","62,899,000","7,325,000","-5,189,000","17,700,000","11,300,000","-1,300,000","-3,476,000","-600,000","15,300,000","-6,700,000","15,940,000","-10,500,000","24,000,000","-9,900,000","11,774,000","12,000,000","7,100,000","-2,100,000","3,700,000","5,900,000","4,600,000","-3,000,000","2,700,000","2,300,000","1,400,000","-2,800,000","3,800,000","2,100,000"
	CashFlowFromContinuingOperatingActivities,"820,800,000","380,800,000","147,900,000","291,800,000","300,000","344,600,000","575,900,000","222,600,000","292,800,000","223,000,000","344,900,000","267,800,000","162,100,000","252,400,000","303,600,000","270,000,000","110,100,000","222,200,000","338,600,000","62,900,000","6,300,000","369,900,000","104,300,000","186,200,000","-114,500,000","427,600,000","-17,400,000","195,800,000","-78,700,000","177,800,000","84,500,000","174,600,000","-70,400,000","246,300,000","-4,500,000","163,700,000","-900,000","208,000,000","-49,700,000","62,400,000","81,700,000","223,000,000","43,200,000","-35,900,000","11,100,000","196,300,000","29,300,000","137,300,000","-53,000,000","313,300,000","-126,600,000","40,125,000","154,456,000","15,006,000","78,159,000","37,509,000","86,039,000","65,305,000","66,895,000","12,049,000","159,411,000","8,129,000","10,413,000","41,951,000","123,713,000","-12,054,000","19,107,000","50,846,000","67,519,000","38,841,000","89,241,000","103,128,000","198,000","100,099,000","42,177,000","70,875,000","89,253,000","68,159,000","3,440,000","62,899,000","7,325,000","-5,189,000","17,700,000","11,300,000","-1,300,000","-3,476,000","-600,000","15,300,000","-6,700,000","15,940,000","-10,500,000","24,000,000","-9,900,000","11,774,000","12,000,000","7,100,000","-2,100,000","3,700,000","5,900,000","4,600,000","-3,000,000","2,700,000","2,300,000","1,400,000","-2,800,000","3,800,000","2,100,000"
		NetIncomeFromContinuingOperations,"1,006,200,000","250,200,000","215,300,000","266,600,000","274,100,000","232,600,000","238,300,000","193,200,000","189,100,000","167,900,000","185,600,000","201,700,000","196,600,000","152,900,000","159,300,000","183,700,000","173,000,000","127,000,000","195,200,000","129,100,000","141,100,000","57,600,000","103,200,000","125,900,000","117,500,000","77,800,000","89,300,000","150,900,000","108,200,000","54,700,000","51,800,000","55,600,000","86,600,000","50,900,000","60,000,000","-2,200,000","46,700,000","28,300,000","33,300,000","38,000,000","36,800,000","10,900,000",,,"-34,800,000","-4,200,000","-24,100,000","-300,000","-7,000,000","2,200,000","-37,400,000","80,091,000","76,780,000","53,557,000","77,734,000","73,111,000","61,678,000","70,510,000","73,124,000","67,061,000","61,397,000","62,699,000","65,178,000","58,275,000","55,293,000","44,554,000","44,604,000","43,622,000","42,406,000","45,546,000","54,894,000","44,053,000","40,756,000","41,945,000","43,235,000","43,030,000","40,476,000","41,999,000","44,930,000","40,049,000","35,291,000","29,885,000","26,200,000","22,300,000","19,700,000","18,341,000","17,100,000","15,600,000","14,800,000","13,901,000","13,000,000","12,700,000","11,400,000","10,700,000","9,700,000","8,500,000","5,500,000","6,300,000","5,300,000","4,300,000","4,200,000","4,100,000","3,400,000","2,500,000","2,100,000","2,400,000","2,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,"0","0","0","56,900,000","-2,600,000",,,,"-2,100,000","-78,600,000","-3,500,000","21,600,000","35,700,000","45,800,000","2,600,000","5,400,000","8,600,000","41,300,000","10,300,000","3,900,000","8,800,000","0","0","9,400,000",,,"117,500,000","6,200,000","26,800,000","21,000,000","22,600,000","-15,500,000","31,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,600,000","800,000","3,500,000",,"2,800,000","-200,000","-300,000",,"100,000","0","5,900,000",,"100,000","300,000","4,000,000","400,000","3,600,000",,,"0","1,800,000","0","100,000",,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","0","0","-500,000",,,,,,"400,000","400,000","1,300,000",,,,,,,,,,,,,,,"1,800,000","3,000,000","24,200,000","15,700,000","22,600,000","-6,300,000","31,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-79,000,000","-3,900,000","-4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"217,400,000","71,400,000","51,200,000","48,200,000","46,600,000","45,200,000","76,600,000","132,400,000","125,200,000","91,400,000","69,600,000","68,200,000","65,000,000","64,300,000","66,900,000","65,800,000","66,300,000","66,600,000","65,700,000","65,700,000","65,300,000","64,200,000","63,800,000","63,000,000","63,700,000","64,000,000","62,400,000","59,900,000","52,600,000","52,500,000","52,000,000","51,900,000","52,000,000","52,000,000","51,900,000","52,000,000","52,300,000","52,000,000","51,100,000","53,400,000","53,200,000","52,500,000",,,"50,800,000","51,600,000","50,900,000","53,400,000","52,700,000","52,400,000","53,100,000","11,076,000","10,048,000","9,058,000","6,390,000","6,111,000","6,579,000","5,641,000","5,443,000","5,301,000","5,108,000","4,639,000","4,445,000","4,057,000","3,857,000","3,849,000","3,759,000","3,635,000","3,892,000","3,728,000","3,616,000","4,007,000","4,213,000","4,359,000","3,945,000","3,898,000","3,181,000","3,162,000","2,787,000","2,575,000","1,954,000","11,888,000","-1,900,000","-1,700,000","-1,500,000","8,158,000","-1,200,000","-1,000,000","-1,200,000","3,472,000","-200,000","-200,000","-400,000","3,875,000","-600,000","-800,000","-500,000","-600,000","-600,000","-500,000","-500,000","-600,000","-400,000","-400,000","-300,000","-300,000","-400,000"
			DepreciationAndAmortization,"217,400,000","71,400,000","51,200,000","48,200,000","46,600,000","45,200,000","76,600,000","132,400,000","125,200,000","91,400,000","69,600,000","68,200,000","65,000,000","64,300,000","66,900,000","65,800,000","66,300,000","66,600,000","65,700,000","65,700,000","65,300,000","64,200,000","63,800,000","63,000,000","63,700,000","64,000,000","62,400,000","59,900,000","52,600,000","52,500,000","52,000,000","51,900,000","52,000,000","52,000,000","51,900,000","52,000,000","52,300,000","52,000,000","51,100,000","53,400,000","53,200,000","52,500,000",,,"50,800,000","51,600,000","50,900,000","53,400,000","52,700,000","52,400,000","53,100,000","11,076,000","10,048,000","9,058,000","6,390,000","6,111,000","6,579,000","5,641,000","5,443,000","5,301,000","5,108,000","4,639,000","4,445,000","4,057,000","3,857,000","3,849,000","3,759,000","3,635,000","3,892,000","3,728,000","3,616,000","4,007,000","4,213,000","4,359,000","3,945,000","3,898,000","3,181,000","3,162,000","2,787,000","2,575,000","1,954,000","11,888,000","-1,900,000","-1,700,000","-1,500,000","8,158,000","-1,200,000","-1,000,000","-1,200,000","3,472,000","-200,000","-200,000","-400,000","3,875,000","-600,000","-800,000","-500,000","-600,000","-600,000","-500,000","-500,000","-600,000","-400,000","-400,000","-300,000","-300,000","-400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,759,000","3,635,000","3,892,000","3,728,000","3,616,000","4,007,000","4,213,000","4,359,000","3,945,000","3,898,000","3,181,000","3,162,000","2,787,000","2,575,000","1,954,000","11,888,000","-1,900,000","-1,700,000","-1,500,000","8,158,000","-1,200,000","-1,000,000","-1,200,000","3,472,000","-200,000","-200,000","-400,000",,"-600,000","-800,000","-500,000","-600,000","-600,000","-500,000","-500,000","-600,000","-400,000","-400,000","-300,000","-300,000","-400,000"
		DeferredTax,"-8,200,000","-5,000,000","0","-3,600,000","400,000","-3,500,000","-17,700,000","-9,800,000","4,700,000","2,600,000","-54,400,000","-11,000,000","-8,800,000","-13,700,000","-16,900,000","-11,100,000","-14,700,000","-13,400,000","-117,500,000","-14,900,000","-21,200,000","-19,100,000","-22,400,000","-24,900,000","-24,900,000","-25,000,000","-22,500,000","13,200,000","-22,600,000","-22,600,000","-21,900,000","-22,800,000","-22,300,000","-22,100,000","-27,400,000","2,200,000","-9,400,000","-14,100,000","-8,200,000","-16,100,000","-15,400,000","-16,600,000",,,"-9,400,000","-8,100,000","40,400,000","-15,400,000","-14,700,000","-14,600,000","-37,300,000",,,"-10,047,000","-1,624,000",,,,,,,"2,217,000","0","0","0","642,000","0","249,000","882,000","-2,828,000","-1,000","87,000","1,296,000","-4,434,000","616,000","0","380,000","-2,894,000","8,000","89,000","931,000","-2,273,000","600,000","0","100,000","-820,000",,,,"-1,551,000","0","0","200,000",,,,,,,,,,,,,"-400,000","0"
