name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,03/31/2007
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,"0",,,"-14,189,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,518,000","372,000","63,060","209,689",,,,,
OperatingIncome,"56,531,000","19,233,000","10,674,000","15,029,000","11,595,000","9,016,000","5,100,000","12,733,000","5,828,000","11,822,000","1,000","8,011,000","3,741,000","-1,633,000","-142,000","6,011,000","16,345,000","19,439,000","-13,950,000","38,082,000","35,742,000","55,602,000","41,596,000","49,768,000","41,729,000","43,278,000","38,496,000","46,539,000","42,334,000","33,473,000","31,841,000","33,013,000","29,713,000","28,344,000","26,257,000","29,451,000","28,848,000","25,338,000","31,024,000","31,688,000","28,274,000","14,088,000","15,759,000","24,198,000","20,743,000","16,301,000","15,036,000","20,836,000","5,958,000","-4,470,000","-5,423,000","-6,097,000","-328,434","-462,733","-2,291,990","-106,198","-81,730","-112,267","-116,079"
NetNonOperatingInterestIncomeExpense,"-65,714,000","-14,577,000","-15,893,000","-17,614,000","-17,630,000","-22,769,000","-22,693,000","-22,628,000","-22,506,000","-26,444,000","-30,113,000","-30,493,000","-28,986,000","-25,804,000","-25,146,000","-20,145,000","-12,985,000","-4,165,000","1,417,000","1,246,000","832,000","808,000","506,000","395,000","432,000","255,000","109,000","-511,000","-138,000","320,000","-396,000","-192,000","-735,000","-862,000","-1,265,000","-1,329,000","-1,379,000","-1,459,000","-9,748,000","399,000","121,000","68,000","375,000","278,000","262,000","285,000","222,000","81,000","228,000","106,000","-1,334,000","157,000","298,135","523,034",,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,000","298,135","523,034",,,,,
	InterestExpenseNonOperating,"65,714,000","14,577,000","15,893,000","17,614,000","17,630,000","22,769,000","22,693,000","22,628,000","22,506,000","26,444,000","30,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,000",,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"30,113,000","30,493,000","28,986,000","25,804,000","25,146,000","20,145,000","12,985,000","4,165,000","-1,417,000","-1,246,000","-832,000","-808,000","-506,000","-395,000","-432,000","-255,000","-109,000","511,000","138,000","-320,000","396,000","192,000","735,000","862,000","1,265,000","1,329,000","1,379,000","1,459,000","9,748,000","-399,000","-121,000","-68,000","-375,000","-278,000","-262,000","-285,000","-222,000","-81,000","-228,000","-106,000",,,,,,,,,
OtherIncomeExpense,"-1,276,000","-8,000","-192,000","-960,000","-116,000","-28,000","-299,000","205,000","-320,000","-29,762,000","-111,917,000","26,000","-626,000","-326,000","416,000","-379,000","65,000","37,000","-69,000","-20,000","-56,000","-62,000","-153,000","39,000","333,000","-13,000","-87,396,000","-112,000","215,000","-214,000","230,000","-365,000","-3,789,000","-350,000","9,369,000","-1,101,000","-869,000","-1,396,000","6,959,000","-2,555,000","-2,613,000","-2,687,000","-2,995,000","-3,081,000","-3,168,000","-4,376,000","-2,474,000","-6,000","-22,000","117,000","1,303,000","-34,117,000",,,,,"1,780,206","1,213,016",
	SpecialIncomeCharges,,,"0","-879,000","0","0","0","0","0","-30,209,000","-111,503,000",,,,,,,,,,,,"0",,,,"-87,039,000",,,,,,,,,,,,,"-2,555,000","-2,613,000","-2,687,000","-2,995,000","-3,081,000","-3,168,000","-4,376,000","-2,474,000","-6,000","-22,000","117,000","1,303,000","-34,117,000",,,,,"1,780,206","1,213,016",
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"87,039,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"0","879,000",,,"0",,,"30,209,000","111,503,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-397,000","-8,000","-192,000","-81,000","-116,000","-28,000","-299,000","205,000","-320,000","447,000","-207,000","26,000","-626,000","-326,000","416,000","-379,000","65,000","37,000","-69,000","-20,000","-56,000","-62,000","-153,000","39,000","333,000","-13,000","-357,000","-112,000","215,000","-214,000","230,000","-365,000","-3,789,000","-350,000","9,369,000","-1,101,000","-869,000","-1,396,000","-890,000",,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-10,459,000","4,648,000","-5,411,000","-3,545,000","-6,151,000","-13,781,000","-17,892,000","-9,690,000","-16,998,000","-44,384,000","-142,029,000","-22,456,000","-25,871,000","-27,763,000","-24,872,000","-14,513,000","3,425,000","15,311,000","-12,602,000","39,308,000","36,518,000","56,348,000","41,949,000","50,202,000","42,494,000","43,520,000","-48,791,000","45,916,000","42,411,000","33,579,000","31,675,000","32,456,000","25,189,000","27,132,000","34,361,000","27,021,000","26,600,000","22,483,000","28,235,000","29,532,000","25,782,000","11,469,000","13,139,000","21,395,000","17,837,000","12,210,000","12,784,000","20,911,000","6,164,000","-4,247,000","-5,454,000","-40,057,000","-30,299","60,301","-1,623,733","1,836,877","1,698,476","1,100,749","1,096,937"
TaxProvision,"-9,147,000","1,824,000","473,000","-1,460,000","-9,984,000","-8,598,000","-9,967,000","-5,685,000","-4,576,000","-12,682,000","-34,172,000","-4,444,000","-7,765,000","-9,739,000","-17,290,000","-1,657,000","7,843,000","3,839,000","-154,479,000","10,055,000","11,740,000","18,400,000","17,846,000","18,647,000","15,640,000","15,000,000","20,640,000","16,369,000","16,423,000","12,560,000","8,636,000","12,068,000","10,170,000","10,589,000","18,776,000","10,436,000","11,187,000","7,549,000","11,524,000","11,693,000","8,119,000","-949,000","4,777,000","10,058,000","6,154,000","3,911,000","2,662,000","10,225,000","2,964,000","-2,930,000","-705,000","-629,000","-13,644","27,155","-731,212","739,834","791,572","556,357","556,357"
NetIncomeCommonStockholders,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-20,203,000","-20,121,000","-9,693,000","-14,925,000","-6,521,000","7,605,000","137,882,000","25,369,000","20,899,000","34,089,000","20,244,000","27,696,000","22,995,000","24,661,000","-73,290,000","25,688,000","22,129,000","17,160,000","19,180,000","16,529,000","12,167,000","14,793,000","13,835,000","14,835,000","13,663,000","13,184,000","15,019,000","17,839,000","17,663,000","12,418,000","8,362,000","11,337,000","11,683,000","8,299,000","10,122,000","10,686,000","3,200,000","-1,317,000","-4,749,000","-39,428,000","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
	NetIncome,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-18,106,000","-18,024,000","-7,582,000","-12,856,000","-4,418,000","11,472,000","141,877,000","29,253,000","24,778,000","37,948,000","24,103,000","31,555,000","26,854,000","28,520,000","-69,431,000","29,547,000","25,988,000","21,019,000","23,039,000","20,388,000","15,019,000","16,543,000","15,585,000","16,585,000","15,413,000","14,934,000","16,711,000","17,839,000","17,663,000","12,418,000","8,362,000","11,337,000","11,683,000","8,299,000","10,122,000","10,686,000","3,200,000","-1,317,000","-4,749,000","-39,428,000","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
		NetIncomeIncludingNoncontrollingInterests,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-18,106,000","-18,024,000","-7,582,000","-12,856,000","-4,418,000","11,472,000","141,877,000","29,253,000","24,778,000","37,948,000","24,103,000","31,555,000","26,854,000","28,520,000","-69,431,000","29,547,000","25,988,000","21,019,000","23,039,000","20,388,000","15,019,000","16,543,000","15,585,000","16,585,000","15,413,000","14,934,000","16,711,000","17,839,000","17,663,000","12,418,000","8,362,000","11,337,000","11,683,000","8,299,000","10,122,000","10,686,000","3,200,000","-1,317,000","-4,749,000","-39,428,000","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
			NetIncomeContinuousOperations,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-18,106,000","-18,024,000","-7,582,000","-12,856,000","-4,418,000","11,472,000","141,877,000","29,253,000","24,778,000","37,948,000","24,103,000","31,555,000","26,854,000","28,520,000","-69,431,000","29,547,000","25,988,000","21,019,000","23,039,000","20,388,000","15,019,000","16,543,000","15,585,000","16,585,000","15,413,000","14,934,000","16,711,000","17,839,000","17,663,000","12,418,000","8,362,000","11,337,000","11,683,000","8,299,000","10,122,000","10,686,000","3,200,000","-1,317,000","-4,749,000","-39,428,000","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
	PreferredStockDividends,,,,,,,,,,,"0",,"2,097,000","2,097,000","2,097,000","2,084,000","2,109,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","2,852,000","1,750,000","1,750,000","1,750,000","1,750,000","1,750,000",,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,"0",,"-15,000","-6,000","8,000","136,000","25,000","20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,"0","0","0","0","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","3,859,000","-11,577,000","3,859,000","3,848,000","3,849,000","9,104,000","3,851,000","1,091,000","1,731,000","1,752,000","1,739,000","1,734,000","1,729,000",,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-20,203,000","-20,121,000","-9,693,000","-14,925,000","-6,521,000","7,605,000","141,741,000","29,228,000","24,758,000","37,948,000","24,103,000","31,555,000","26,854,000","28,520,000","-84,867,000","29,547,000","25,977,000","21,009,000","28,284,000","20,380,000","13,258,000","16,524,000","15,587,000","16,574,000","15,397,000","14,913,000","16,657,000","17,839,000","17,663,000","12,418,000","8,362,000","11,337,000","11,683,000","8,299,000","10,122,000","10,686,000","3,200,000","-1,317,000","-4,749,000","-39,428,000","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
BasicEPS,,"0.022","-0.045","-0.02","0.03","-0.04",,"-0.03","-0.09","-0.24","-0.819","-0.14","-0.16","-0.18","-0.086","-0.13","-0.06","0.08","1.405","0.26","0.21","0.35","0.211","0.29","0.24","0.26","-0.77","0.27","0.23","0.18","0.204","0.18","0.14","0.193","0.18","0.19","0.178","0.172","0.219","0.24","0.24","0.17",,"0.15","0.16","0.12",,"0.15","0.05","-0.019",,"-0.81","0","0",,"0.02","0.02","0.02","0.047"
DilutedEPS,,"0.02","-0.045","-0.02","0.03","-0.04",,"-0.03","-0.09","-0.24","-0.819","-0.14","-0.16","-0.18","-0.086","-0.13","-0.06","0.07","1.405","0.23","0.2","0.3","0.211","0.26","0.22","0.23","-0.77","0.24","0.21","0.17","0.204","0.17","0.14","0.193","0.18","0.19","0.178","0.172","0.219","0.23","0.23","0.16",,"0.15","0.16","0.11",,"0.14","0.04","-0.019",,"-0.81","0","0",,"0.02","0.02","0.02","0.047"
BasicAverageShares,,"128,031,000","131,342,000","132,869,000","133,367,000","135,068,000",,"133,760,000","133,118,000","132,645,000","131,632,000","131,688,000","123,315,000","113,038,000","112,200,000","111,592,000","111,111,000","100,686,000","98,203,000","98,290,000","97,989,000","96,853,000","95,879,000","96,067,000","95,913,000","95,656,000","95,126,000","95,317,000","95,064,000","94,527,000","93,905,000","94,048,000","86,793,000","76,839,000","76,690,000","76,962,000","76,630,000","76,594,000","76,461,000","74,376,000","73,430,000","73,401,000",,"73,354,000","71,519,000","70,360,000",,"70,303,000","70,274,000","70,247,701",,"48,929,000","48,500,000","48,500,000",,"48,500,000","48,500,000","27,485,989","11,500,000"
DilutedAverageShares,,"141,200,000","147,100,000","132,869,000","134,981,000","135,068,000",,"133,760,000","133,118,000","132,645,000","131,632,000","131,688,000","123,315,000","113,038,000","112,200,000","111,592,000","111,111,000","104,345,000","98,203,000","127,188,000","126,943,000","126,370,000","95,879,000","123,690,000","123,465,000","123,035,000","95,126,000","122,696,000","123,196,000","122,313,000","93,905,000","121,516,000","95,653,000","76,839,000","76,690,000","87,591,000","76,630,000","76,594,000","76,461,000","76,131,000","76,061,000","75,337,000",,"74,558,000","73,653,000","72,668,000",,"74,040,000","72,970,000","70,247,701",,"48,929,000","48,500,000","48,500,000",,"48,500,000","48,500,000","34,744,774","11,500,000"
TotalOperatingIncomeAsReported,"56,531,000","19,233,000","10,674,000","15,029,000","11,595,000","9,016,000","5,100,000","12,733,000","5,828,000","11,822,000","1,000","8,011,000","3,741,000","-1,633,000","-142,000","6,011,000","16,345,000","19,439,000","-13,950,000","38,082,000","35,742,000","55,602,000","41,596,000","49,768,000","41,729,000","43,278,000","-48,543,000","46,539,000","42,334,000","33,473,000","31,841,000","33,013,000","29,713,000","28,344,000","26,257,000","29,451,000","28,848,000","25,338,000","31,024,000","31,688,000","28,274,000","14,088,000","15,759,000","24,198,000","20,743,000","16,301,000","15,036,000","20,836,000","5,958,000","-4,470,000","-5,423,000","-6,097,000","-328,434","-462,733","-2,291,990","-106,198","-81,730","-112,267","-116,079"
TotalExpenses,"579,653,000","148,986,000","145,213,000","147,130,000","138,324,000","137,519,000","141,407,000","138,739,000","134,345,000","133,465,000","138,873,000","136,774,000","139,359,000","135,318,000","132,307,000","130,753,000","118,586,000","99,709,000","129,419,000","78,465,000","75,862,000","48,824,000","65,853,000","63,026,000","67,466,000","60,924,000","67,922,000","59,495,000","59,585,000","63,534,000","68,670,000","74,480,000","72,808,000","69,688,000","71,950,000","71,118,000","65,836,000","63,851,000","61,260,000","68,753,000","69,047,000","79,386,000","79,218,000","77,926,000","75,160,000","75,002,000","72,894,000","73,691,000","78,016,000","86,212,000","81,412,000","6,097,000","328,434","462,733","2,291,990","106,198","81,730","112,267",
NetIncomeFromContinuingAndDiscontinuedOperation,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-18,106,000","-18,024,000","-7,582,000","-12,856,000","-4,418,000","11,472,000","141,877,000","29,253,000","24,778,000","37,948,000","24,103,000","31,555,000","26,854,000","28,520,000","-69,431,000","29,547,000","25,988,000","21,019,000","23,039,000","20,388,000","15,019,000","16,543,000","15,585,000","16,585,000","15,413,000","14,934,000","16,711,000","17,839,000","17,663,000","12,418,000","8,362,000","11,337,000","11,683,000","8,299,000","10,122,000","10,686,000","3,200,000","-1,317,000","-4,749,000","-39,428,000","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
NormalizedIncome,"-784,600","2,824,000","-5,884,000","-1,443,330","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-10,124,726.253","-107,857,000","-18,012,000","-18,106,000","-18,024,000","-7,582,000","-12,856,000","-4,418,000","11,472,000","141,877,000","29,253,000","24,778,000","37,948,000","24,103,000","31,555,000","26,854,000","28,520,000","-69,431,000","29,547,000","25,988,000","21,019,000","23,039,000","20,388,000","15,019,000","16,543,000","15,585,000","16,585,000","15,413,000","14,934,000","16,711,000","19,382,364.655","19,453,141.145","14,164,550","10,268,095.593","13,339,650","13,757,998.262","11,273,318.1","12,080,841.364","10,689,900","3,214,300","-1,393,050","-5,883,570.407","-5,846,726.415","-16,655","33,146","-892,521","1,097,043","-250,229.9","-244,068.4","540,580"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,000","298,135","523,034",,,,,
InterestExpense,"65,714,000","14,577,000","15,893,000","17,614,000","17,630,000","22,769,000","22,693,000","22,628,000","22,506,000","26,444,000","30,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,000",,,,,,,,,
NetInterestIncome,"-65,714,000","-14,577,000","-15,893,000","-17,614,000","-17,630,000","-22,769,000","-22,693,000","-22,628,000","-22,506,000","-26,444,000","-30,113,000","-30,493,000","-28,986,000","-25,804,000","-25,146,000","-20,145,000","-12,985,000","-4,165,000","1,417,000","1,246,000","832,000","808,000","506,000","395,000","432,000","255,000","109,000","-511,000","-138,000","320,000","-396,000","-192,000","-735,000","-862,000","-1,265,000","-1,329,000","-1,379,000","-1,459,000","-9,748,000","399,000","121,000","68,000","375,000","278,000","262,000","285,000","222,000","81,000","228,000","106,000","-1,334,000","157,000","298,135","523,034",,,,,
EBIT,"55,255,000","19,225,000","10,482,000","14,069,000","11,479,000","8,988,000","4,801,000","12,938,000","5,508,000","-17,940,000","1,000","8,011,000","3,741,000","-1,633,000","-142,000","6,011,000","16,345,000","19,439,000","-13,950,000","38,082,000","35,742,000","55,602,000","41,596,000","49,768,000","41,729,000","43,278,000","38,496,000","46,539,000","42,334,000","33,473,000","31,841,000","33,013,000","29,713,000","28,344,000","26,257,000","29,451,000","28,848,000","25,338,000","31,024,000","31,688,000","28,274,000","14,088,000","15,759,000","24,198,000","20,743,000","16,301,000","15,036,000","20,836,000","5,958,000","-4,470,000","-38,237,000","-6,097,000","-328,434","-462,733","-2,291,990","-106,198","-81,730","-112,267","-116,079"
EBITDA,"360,437,000"
ReconciledCostOfRevenue,"158,764,000","44,603,000","37,369,000","40,730,000","36,062,000","36,235,000","33,900,000","39,338,000","35,203,000","34,252,000","34,772,000","36,443,000","38,977,000","34,952,000","34,144,000","36,300,000","38,263,000","34,166,000","32,474,000","33,069,000","32,236,000","27,062,000","27,159,000","27,412,000","28,307,000","26,366,000","26,434,000","25,549,000","23,601,000","25,529,000","26,925,000","31,616,000","29,998,000","28,115,000","28,387,000","30,326,000","27,099,000","25,596,000","25,403,000","28,194,000","29,280,000","31,345,000","31,927,000","31,563,000","31,820,000","29,984,000","27,591,000","32,411,000","30,732,000","43,506,000","37,622,000","0","0","0",,,,,
ReconciledDepreciation,"305,182,000","75,661,000","76,165,000","77,688,000","75,668,000","75,910,000","75,914,000","75,654,000","75,662,000","75,944,000","75,088,000","74,575,000","75,128,000","72,914,000","67,111,000","62,140,000","50,491,000","38,465,000","65,614,000","22,944,000","20,201,000","13,507,000","11,806,000","11,809,000","12,843,000","12,936,000","12,727,000","12,932,000","12,820,000","13,355,000","13,154,000","19,677,000","19,672,000","20,266,000","18,775,000","19,377,000","18,597,000","18,231,000","18,054,000","20,484,000","18,368,000","24,204,000","23,867,000","26,784,000","23,664,000","23,331,000","23,050,000","22,657,000","22,449,000","22,511,000",,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-18,106,000","-18,024,000","-7,582,000","-12,856,000","-4,418,000","11,472,000","141,877,000","29,253,000","24,778,000","37,948,000","24,103,000","31,555,000","26,854,000","28,520,000","-69,431,000","29,547,000","25,988,000","21,019,000","23,039,000","20,388,000","15,019,000","16,543,000","15,585,000","16,585,000","15,413,000","14,934,000","16,711,000","17,839,000","17,663,000","12,418,000","8,362,000","11,337,000","11,683,000","8,299,000","10,122,000","10,686,000","3,200,000","-1,317,000","-4,749,000","-39,428,000","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
