name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
TotalAssets,"13,914,200,000","13,494,084,000","12,583,296,000","12,040,990,000","11,454,209,000","11,206,586,000","8,335,717,000","8,348,659,000","8,209,047,000","7,802,060,000","7,397,854,000","7,222,084,000","7,098,662,000","6,710,026,000","6,653,726,000","6,492,348,000","6,149,653,000","6,111,957,000","6,157,836,000","6,178,713,000","5,902,447,000","5,870,776,000","5,904,706,000","5,823,191,000","4,562,886,000","4,190,551,000","4,114,603,000","4,032,849,000","3,844,641,000","2,937,692,000","2,430,797,000","2,143,980,000","2,108,232,000","1,999,236,000","1,936,691,000","1,916,768,000","1,913,800,000","1,754,117,000","1,501,226,000","1,412,319,000","1,408,016,000","1,367,974,000","1,328,623,000","1,322,795,000","1,160,075,000","1,162,691,000","1,164,062,000","1,167,424,000","1,173,329,000","1,181,365,000","1,189,205,000","1,192,249,000","1,197,595,000","1,206,999,000","1,221,855,000","1,221,013,000","1,233,197,000","1,245,823,000","1,261,104,000","1,262,339,000","1,267,785,000","1,289,739,000","1,316,491,000","1,329,794,000","1,327,704,000","1,320,536,000","1,319,745,000","1,326,809,000","1,332,547,000","1,403,167,000","1,331,358,000","1,345,183,000","1,213,731,000","1,221,574,000","1,228,627,000","1,181,076,000","1,167,041,000","1,163,976,000","1,114,065,000","1,057,158,000","1,025,746,000","994,449,000","982,375,000","968,074,000","945,920,000","966,628,000","963,372,000","947,470,000","927,846,000","911,083,000","897,600,000","866,300,000","858,600,000","821,439,000","798,000,000","777,000,000","760,800,000","690,914,000","638,300,000","597,000,000","596,000,000","585,056,000","561,400,000","556,400,000","327,900,000","325,100,000","325,100,000","313,400,000","290,500,000","267,400,000","270,700,000","214,700,000","199,600,000","157,500,000"
	CurrentAssets,"837,800,000","785,745,000","546,572,000","578,680,000","540,246,000","491,313,000","462,250,000","728,913,000","701,470,000","349,544,000","414,238,000","400,087,000","407,192,000","366,511,000","434,512,000","352,413,000","368,470,000","332,299,000","442,964,000","516,423,000","274,230,000","254,845,000","325,720,000","280,968,000","624,112,000","247,654,000","226,622,000","210,212,000","354,878,000","267,176,000","432,973,000","178,276,000","178,152,000","175,248,000","179,544,000","176,334,000","224,271,000","176,102,000","172,574,000","130,803,000","134,657,000","126,573,000","113,668,000","155,310,000","102,445,000","99,536,000","126,977,000","90,788,000","120,356,000","117,060,000","78,543,000","72,869,000","76,350,000","117,695,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"260,900,000","252,696,000","245,940,000","272,661,000","247,995,000","223,020,000","222,612,000","489,778,000","450,342,000","129,557,000","91,016,000","82,257,000","72,447,000","50,311,000","113,556,000","20,046,000","15,153,000","10,127,000","137,448,000","241,646,000","10,919,000","8,164,000","69,829,000","31,441,000","410,408,000","45,086,000","23,917,000","11,930,000","124,881,000","83,459,000","259,152,000","7,620,000","9,305,000","4,753,000","4,955,000","6,488,000","61,045,000","29,508,000","38,724,000","4,499,000","15,975,000","5,857,000","4,741,000","4,007,000","4,857,000","8,420,000","4,706,000","5,618,000","8,881,000","6,142,000","5,079,000","4,625,000","6,588,000","9,934,000","6,824,000","4,313,000","20,123,000","25,415,000","33,659,000","32,481,000","33,961,000","32,502,000","4,047,000","5,156,000","5,608,000","5,880,000","4,284,000","3,392,000","12,783,000","52,586,000","69,181,000","106,117,000","25,588,000","24,058,000","17,184,000","1,703,000","3,339,000","2,664,000","1,948,000","11,080,000","4,725,000","4,587,000","3,945,000","7,665,000","18,465,000","18,466,000","21,088,000","6,706,000","12,549,000","11,355,000",,,,"9,646,000",,,,"2,198,000",,,,"9,236,000",,,,,,,,,,,,
			CashAndCashEquivalents,"102,600,000","65,798,000","85,619,000","119,612,000","120,174,000","98,294,000","115,529,000","389,214,000","394,740,000","34,830,000","26,198,000","28,704,000","21,946,000","50,311,000","113,556,000","20,046,000","15,153,000","10,127,000","137,448,000","241,646,000","10,919,000","8,164,000","69,829,000","31,441,000","410,408,000","45,086,000","23,917,000","11,930,000","124,881,000","83,459,000","259,152,000","7,620,000","9,305,000","4,753,000","4,955,000","6,488,000","61,045,000","29,508,000","38,724,000","4,499,000","15,975,000","5,857,000","4,741,000","4,007,000","4,857,000","8,420,000","4,706,000","5,618,000","8,054,000","4,496,000","5,079,000","4,625,000","6,588,000","6,162,000","6,824,000","4,313,000","4,953,000","5,415,000","3,809,000","2,814,000","4,335,000","3,183,000","4,047,000","5,156,000","5,608,000","5,880,000","4,284,000","3,392,000","12,783,000","52,586,000","69,181,000","106,117,000","25,588,000","24,058,000","17,184,000","1,703,000","3,339,000","2,664,000","1,948,000","11,080,000","4,725,000","4,587,000","3,945,000","7,665,000","18,465,000","18,466,000","21,088,000","6,706,000","12,549,000","11,355,000",,,,"9,646,000",,,,"2,198,000",,,,"9,236,000",,,,,,,,,,,,
			OtherShortTermInvestments,"158,300,000","186,898,000","160,321,000","153,049,000","127,821,000","124,726,000","107,083,000","100,564,000","55,602,000","94,727,000","64,818,000","53,553,000","50,501,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,000","827,000","1,646,000",,,,"3,772,000",,,"15,170,000","20,000,000","29,850,000","29,667,000","29,626,000","29,319,000",,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"513,600,000","469,594,000","256,924,000","262,333,000","249,009,000","221,650,000","191,508,000","180,391,000","186,692,000","157,926,000","267,988,000","261,961,000","281,752,000","267,001,000","279,926,000","294,069,000","317,006,000","291,742,000","279,775,000","249,195,000","239,444,000","225,049,000","231,744,000","220,483,000","197,068,000","187,740,000","187,442,000","188,036,000","216,119,000","174,857,000","168,341,000","164,430,000","162,306,000","164,685,000","170,584,000","160,755,000","155,559,000","139,067,000","128,178,000","121,908,000","112,932,000","114,884,000","105,065,000","102,382,000","94,448,000","88,807,000","85,682,000","82,713,000","77,945,000","74,030,000","69,781,000","64,818,000","60,088,000","57,497,000","51,074,000","46,173,000","40,572,000","36,846,000","39,191,000","34,344,000","29,906,000","41,407,000","40,615,000","44,494,000","40,993,000","41,134,000","39,526,000","43,562,000","44,205,000","45,037,000","44,940,000","41,586,000","63,960,000","74,828,000","58,566,000","57,127,000","56,768,000","56,329,000","136,527,000","82,190,000","86,552,000","105,393,000","147,600,000","136,888,000","135,609,000","156,349,000","116,797,000","106,945,000","95,062,000","94,092,000",,"58,600,000","32,300,000","26,685,000","15,900,000","15,500,000","15,300,000","19,300,000",,,,,,,"7,300,000","4,100,000","12,400,000","15,400,000","10,700,000","8,000,000","5,700,000","3,100,000","1,800,000","900,000"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116,797,000","106,945,000","95,062,000","94,100,000",,"58,600,000","32,300,000","26,700,000","15,900,000","15,500,000","15,300,000","19,300,000",,,,,,,"7,300,000","4,100,000","12,400,000","15,400,000","10,700,000","8,000,000","5,700,000","3,100,000","1,800,000","900,000"
			NotesReceivable,"381,600,000","363,131,000","145,594,000","144,461,000","142,395,000","138,504,000","139,814,000","130,754,000","186,692,000","114,540,000","100,431,000","104,559,000","109,256,000","112,798,000","117,583,000","122,051,000","124,738,000","115,797,000","97,990,000","82,792,000","68,367,000","59,320,000","51,251,000","39,729,000","23,424,000","20,418,000","22,375,000","24,023,000","25,542,000","25,884,000","21,684,000","23,134,000","24,385,000","25,471,000","24,605,000","160,755,000","23,812,000","21,898,000","128,178,000","121,908,000","112,932,000","114,884,000","105,065,000","102,382,000","94,448,000",,"85,682,000","82,713,000","77,945,000","74,030,000","69,781,000","64,818,000","60,088,000","57,497,000","51,074,000","46,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,685,000",,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"132,000,000","106,463,000","111,330,000","117,872,000","106,614,000","83,146,000","51,694,000","49,637,000",,"43,386,000","167,557,000","157,402,000","172,496,000","154,203,000","162,343,000","172,018,000","192,268,000","175,945,000","181,785,000","166,403,000","171,077,000","165,729,000","180,493,000","180,754,000","173,644,000","167,322,000","165,067,000","164,013,000","190,577,000","148,973,000","146,657,000","141,296,000","137,921,000","139,214,000","145,979,000",,"131,747,000","117,169,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,000",,,,"-26,700,000",,,,,,,,,,,,,,,,,,,,
		Inventory,"63,300,000","51,055,000","43,708,000","43,686,000","43,242,000","46,643,000","48,130,000","58,744,000","64,436,000","62,061,000","55,234,000","55,869,000","52,993,000","49,199,000","41,030,000","38,298,000","36,311,000","30,430,000","25,741,000","25,582,000","23,867,000","21,632,000","24,147,000","29,044,000","16,636,000","14,828,000","15,263,000","10,246,000","13,878,000","8,860,000","5,480,000","6,226,000","6,541,000","5,810,000","4,005,000","9,091,000","7,667,000","7,527,000","5,672,000","4,396,000","5,750,000","5,832,000","3,862,000","4,389,000","3,140,000","2,309,000","2,243,000","2,457,000","2,698,000","3,934,000","3,683,000","3,426,000","9,674,000","13,058,000","10,037,000","9,252,000","10,259,000","12,082,000","13,230,000","8,330,000","8,830,000","12,082,000","13,065,000","15,076,000","16,400,000","17,105,000","19,947,000","21,480,000","19,954,000","25,964,000","21,352,000","18,599,000","21,109,000","17,236,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"63,300,000","51,055,000","43,708,000","43,686,000","43,242,000","46,643,000","48,130,000","58,744,000","64,436,000","62,061,000","55,234,000","55,869,000","52,993,000","49,199,000","41,030,000","38,298,000","36,311,000","30,430,000","25,741,000","25,582,000","23,867,000","21,632,000","24,147,000","29,044,000","16,636,000","14,828,000","15,263,000","10,246,000","13,878,000","8,860,000","5,480,000","6,226,000","6,541,000","5,810,000","4,005,000","9,091,000","7,667,000","7,527,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
