name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
TotalRevenue,"3,357,319,000","907,025,000","844,006,000","791,395,000","814,893,000","813,539,000","751,067,000","708,402,000","704,924,000","781,803,000","763,698,000","762,137,000","780,230,000","796,603,000","680,022,000","660,462,000","670,930,000","683,042,000","658,935,000","617,289,000","622,625,000","626,801,000","563,697,000","576,048,000","600,603,000","611,474,000","573,573,000","569,134,000","562,068,000","629,897,000","611,578,000","629,927,000","634,110,000","665,258,000","643,031,000","568,847,000","597,297,000","572,117,000","557,320,000","554,212,000","593,910,000","592,754,000","574,246,000","547,140,000","569,229,000","548,054,000","508,596,000","472,843,000","434,969,000","450,537,000","421,258,000","367,325,000","340,265,000","393,167,000","460,878,000","526,754,000","592,068,000","581,887,000","553,429,000","461,461,000","429,863,000","413,635,000","377,881,000","353,924,000","359,034,000","353,198,000","321,793,000","304,432,000","303,842,000","285,581,000","273,707,000","261,313,000","263,261,000","275,379,000","253,296,000","222,139,000","218,265,000","230,733,000","212,878,000","207,632,000","208,400,000"
	OperatingRevenue,"3,357,319,000","907,025,000","844,006,000","791,395,000","814,893,000","813,539,000","751,067,000","708,402,000","704,924,000","781,803,000","763,698,000","762,137,000","780,230,000","796,603,000","680,022,000","660,462,000","670,930,000","683,042,000","658,935,000","617,289,000","622,625,000","626,801,000","563,697,000","576,048,000","600,603,000","611,474,000","573,573,000","569,134,000","562,068,000","629,897,000","611,578,000","629,927,000","634,110,000","665,258,000","643,031,000","568,847,000","597,297,000","572,117,000","557,320,000","554,212,000","593,910,000","592,754,000","574,246,000","547,140,000","569,229,000","548,054,000","508,596,000","472,843,000","434,969,000","450,537,000","421,258,000","367,325,000","340,265,000","393,167,000","460,878,000","526,754,000","592,068,000","581,887,000","553,429,000","461,461,000","429,863,000","413,635,000","377,881,000","353,924,000","359,034,000","353,198,000","321,793,000","304,432,000","303,842,000","285,581,000","273,707,000","261,313,000","263,261,000","275,379,000","253,296,000","222,139,000","218,265,000","230,733,000","212,878,000","207,632,000","208,400,000"
CostOfRevenue,"2,607,351,000","712,474,000","659,668,000","613,535,000","621,674,000","616,238,000","561,755,000","530,842,000","529,947,000","581,007,000","578,457,000","564,820,000","578,718,000","594,337,000","515,476,000","499,582,000","505,596,000","516,038,000","491,970,000","457,415,000","459,528,000","459,689,000","407,813,000","414,753,000","434,269,000","450,933,000","427,691,000","414,195,000","411,653,000","471,368,000","454,313,000","467,387,000","471,533,000","487,249,000","475,909,000","424,497,000","457,158,000","433,104,000","413,622,000","415,873,000","445,604,000","447,291,000","443,370,000","432,745,000","447,258,000","423,445,000","390,696,000","362,122,000","338,355,000","354,040,000","322,929,000","278,708,000","262,804,000","302,845,000","359,342,000","417,780,000","479,466,000","476,072,000","455,947,000","369,447,000","343,287,000","334,160,000","300,970,000","276,215,000","281,921,000","276,725,000","252,209,000","240,233,000","237,300,000","218,370,000","213,342,000","200,192,000","196,543,000",,,,,,,,
GrossProfit,"749,968,000","194,551,000","184,338,000","177,860,000","193,219,000","197,301,000","189,312,000","177,560,000","174,977,000","200,796,000","185,241,000","197,317,000","201,512,000","202,266,000","164,546,000","160,880,000","165,334,000","167,004,000","166,965,000","159,874,000","163,097,000","167,112,000","155,884,000","161,295,000","166,334,000","160,541,000","145,882,000","154,939,000","150,415,000","158,529,000","157,265,000","162,540,000","162,577,000","178,009,000","167,122,000","144,350,000","140,139,000","139,013,000","143,698,000","138,339,000","148,306,000","145,463,000","130,876,000","114,395,000","121,971,000","124,609,000","117,900,000","110,721,000","96,614,000","96,497,000","98,329,000","88,617,000","77,461,000","90,322,000","101,536,000","108,974,000","112,602,000","105,815,000","97,482,000","92,014,000","86,576,000","79,475,000","76,911,000","77,709,000","77,113,000","76,473,000","69,584,000","64,199,000","66,542,000","67,211,000","60,365,000","61,121,000","66,718,000",,,,,,,,
OperatingExpense,"520,810,000","140,313,000","130,701,000","125,309,000","124,487,000","124,960,000","118,045,000","119,026,000","120,370,000","133,774,000","132,740,000","132,325,000","130,804,000","133,551,000","112,046,000","96,402,000","99,416,000","98,599,000","96,717,000","94,108,000","92,653,000","92,351,000","85,014,000","93,493,000","99,005,000","91,481,000","87,217,000","89,561,000","84,508,000","86,267,000","86,145,000","96,910,000","89,059,000","95,002,000","90,083,000","82,226,000","77,110,000","80,299,000","80,185,000","74,159,000","77,681,000","78,248,000","75,659,000","71,053,000","72,846,000","69,505,000","67,826,000","63,475,000","58,411,000","59,296,000","58,689,000","60,284,000","54,408,000","56,170,000","62,534,000","64,105,000","73,274,000","66,821,000","64,970,000","60,038,000","57,522,000","57,104,000","55,725,000","52,973,000","51,547,000","52,770,000","49,891,000","48,344,000","48,895,000","50,079,000","43,503,000","41,230,000","44,203,000",,,,,,,,
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,659,000","71,953,000","72,846,000","69,505,000","67,826,000","63,475,000","58,411,000","59,296,000","61,608,000","60,284,000","54,408,000","56,170,000","62,958,000","64,105,000","69,908,000","66,821,000","64,970,000","60,038,000","57,522,000","57,104,000","55,725,000","53,960,000","54,313,000","52,770,000","49,891,000","48,344,000","48,895,000","50,079,000","43,503,000","41,230,000","44,187,000",,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000",,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000",,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000",,,,,,,,
