name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
		DepreciationAmortizationDepletion,"92,100,000","21,200,000","22,200,000","23,000,000","25,700,000","25,600,000","22,400,000","24,100,000","19,300,000","18,200,000","19,700,000","18,600,000","18,700,000","15,100,000","17,900,000","17,200,000","21,500,000","22,800,000","26,300,000","24,300,000","19,700,000","18,900,000","19,100,000","19,900,000","20,000,000","30,200,000","31,400,000","29,500,000","28,900,000","28,500,000","31,300,000","35,400,000","32,700,000","30,000,000","29,600,000","27,600,000","26,400,000","25,400,000","27,000,000","25,400,000","26,100,000","34,200,000","25,000,000","27,000,000","29,900,000","31,900,000","38,400,000","48,500,000","28,100,000","28,300,000","33,900,000","38,700,000","37,700,000","36,500,000","36,400,000","38,800,000","37,900,000","36,700,000","36,900,000","33,700,000","33,500,000","33,700,000","-69,000,000","32,700,000","34,300,000","34,200,000","34,300,000","34,700,000","35,600,000","36,400,000","45,600,000","35,300,000","35,200,000","34,900,000","43,700,000","59,200,000","35,500,000","35,200,000",,"34,700,000","33,800,000","32,400,000",
			DepreciationAndAmortization,"92,100,000","21,200,000","22,200,000","23,000,000","25,700,000","25,600,000","22,400,000","24,100,000","19,300,000","18,200,000","19,700,000","18,600,000","18,700,000","15,100,000","17,900,000","17,200,000","21,500,000","22,800,000","26,300,000","24,300,000","19,700,000","18,900,000","19,100,000","19,900,000","20,000,000","30,200,000","31,400,000","29,500,000","28,900,000","28,500,000","31,300,000","35,400,000","32,700,000","30,000,000","29,600,000","27,600,000","26,400,000","25,400,000","27,000,000","25,400,000","26,100,000","34,200,000","25,000,000","27,000,000","29,900,000","31,900,000","38,400,000","48,500,000","28,100,000","28,300,000","33,900,000","38,700,000","37,700,000","36,500,000","36,400,000","38,800,000","37,900,000","36,700,000","36,900,000","33,700,000","33,500,000","33,700,000","-69,000,000","32,700,000","34,300,000","34,200,000","34,300,000","34,700,000","35,600,000","36,400,000","45,600,000","35,300,000","35,200,000","34,900,000","43,700,000","59,200,000","35,500,000","35,200,000",,"34,700,000","33,800,000","32,400,000",
		DeferredTax,"8,600,000","1,100,000","1,900,000","1,400,000","4,200,000","1,200,000","-2,300,000","2,900,000","3,100,000","-93,000,000","-23,900,000","25,700,000","7,200,000","5,000,000","-13,000,000","10,200,000","-2,500,000","1,500,000","-65,300,000","16,600,000","9,000,000","27,400,000","23,000,000","24,500,000","5,000,000","-1,500,000","-9,600,000","-9,000,000","2,100,000","-32,000,000","-1,100,000","15,200,000","7,200,000","11,800,000","9,000,000","16,200,000","9,400,000","2,400,000","25,700,000","-23,000,000","18,000,000","5,800,000","-3,600,000","27,300,000","18,500,000","20,500,000","-44,800,000","14,400,000","24,900,000","26,800,000","-15,000,000","133,100,000","11,000,000","6,500,000","7,300,000","37,200,000","22,800,000","6,700,000","13,300,000","21,100,000","33,100,000","12,100,000","-14,700,000","8,000,000","3,100,000","5,400,000","-13,500,000","-10,700,000","1,000,000","-1,400,000","-21,100,000","-600,000","-500,000","300,000","-15,900,000","-10,200,000",,,"-875,900,000","8,000,000",,,"-900,000"
			DeferredIncomeTax,"8,600,000","1,100,000","1,900,000","1,400,000","4,200,000","1,200,000","-2,300,000","2,900,000","3,100,000","-93,000,000","-23,900,000","25,700,000","7,200,000","5,000,000","-13,000,000","10,200,000","-2,500,000","1,500,000","-65,300,000","16,600,000","9,000,000","27,400,000","23,000,000","24,500,000","5,000,000","-1,500,000","-9,600,000","-9,000,000","2,100,000","-32,000,000","-1,100,000","15,200,000","7,200,000","11,800,000","9,000,000","16,200,000","9,400,000","2,400,000","25,700,000","-23,000,000","18,000,000","5,800,000","-3,600,000","27,300,000","18,500,000","20,500,000","-44,800,000","14,400,000","24,900,000","26,800,000","-15,000,000","133,100,000","11,000,000","6,500,000","7,300,000","37,200,000","22,800,000","6,700,000","13,300,000","21,100,000","33,100,000","12,100,000","-14,700,000","8,000,000","3,100,000","5,400,000","-13,500,000","-10,700,000","1,000,000","-1,400,000","-21,100,000","-600,000","-500,000","300,000","-15,900,000","-10,200,000",,,"-875,900,000","8,000,000",,,"-900,000"
		AssetImpairmentCharge,"2,700,000",,,,,,,,,,"0",,,,,,,,"0","0",,,"0","0",,,,"0",,,"11,000,000","11,800,000","4,900,000","0","0","0","0","18,900,000","800,000","17,800,000","0","4,600,000","1,100,000","2,200,000","0","0","22,400,000","0","5,100,000","3,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"11,900,000","2,900,000","2,800,000","3,000,000","3,200,000","2,300,000","2,100,000","900,000","2,900,000","900,000","2,400,000","3,000,000","2,300,000","1,800,000","4,800,000","3,900,000","2,700,000","2,600,000","2,100,000","3,000,000","2,600,000","2,500,000","2,800,000","2,900,000","4,100,000","2,600,000","2,200,000","3,600,000","3,400,000","4,200,000","2,500,000","2,300,000","2,800,000","5,100,000","3,200,000","3,900,000","3,700,000","5,100,000","3,500,000","4,100,000","3,800,000","4,200,000","2,600,000","2,500,000","2,900,000","3,100,000","1,900,000","1,600,000","1,200,000","300,000","100,000","33,200,000","3,200,000","1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,"5,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-5,200,000","-1,600,000","5,900,000","-100,000","-9,200,000","200,000","16,600,000","200,000","300,000","200,000","200,000","1,300,000","800,000","200,000","1,500,000","-500,000","1,900,000","-800,000","2,700,000","-100,000","-100,000","-300,000","-400,000","2,500,000","4,300,000","27,800,000","0","0","-500,000","-1,100,000","-14,300,000","8,500,000","-3,700,000","6,800,000","-100,000","-100,000","-200,000","-100,000","8,700,000","-3,200,000","-4,200,000","-4,500,000","300,000","93,100,000","-20,400,000","-6,600,000","-500,000",,,"-11,100,000","-77,800,000",,,,,"2,600,000",,,"-4,200,000","27,400,000","-20,400,000","3,000,000","1,100,000","-100,000",,,,,,,"113,100,000","0",,,,"53,500,000","55,800,000","-47,500,000","2,630,400,000","49,300,000","-8,900,000","554,300,000","156,200,000"
		ChangeInWorkingCapital,"-30,300,000","-32,900,000","-5,800,000","1,300,000","6,900,000","-24,500,000","31,000,000","9,500,000","7,400,000","-31,500,000","31,300,000","-32,600,000","-34,900,000","-23,500,000","21,600,000","-9,300,000","17,100,000","-22,700,000","16,100,000","-31,200,000","-14,800,000","-43,800,000","-14,700,000","-45,200,000","-23,800,000","-108,500,000","52,300,000","26,600,000","42,300,000","-72,400,000","34,500,000","2,500,000","6,800,000","-88,700,000","13,000,000","32,000,000","2,900,000","-53,000,000","29,200,000","42,900,000","-7,900,000","-82,200,000","66,400,000","11,500,000","3,300,000","-80,400,000","71,900,000","6,900,000","25,100,000","-43,300,000","70,200,000","-114,200,000","31,300,000","-48,200,000","76,300,000","-2,300,000","-14,400,000","-140,500,000","207,800,000","28,500,000","6,800,000","-102,300,000","158,600,000","-14,700,000","42,900,000","-146,400,000","10,000,000","26,000,000","21,400,000","-110,200,000","19,100,000","9,800,000","-4,000,000","-81,900,000","72,600,000","25,400,000","-10,400,000","-43,400,000","47,400,000","-66,400,000","48,000,000","-17,400,000","47,400,000"
			ChangeInReceivables,"-31,100,000","-13,100,000","-6,300,000","-10,300,000","-1,400,000","-12,900,000","12,500,000","1,500,000","11,200,000","-12,500,000","3,300,000","10,000,000","-17,900,000","3,500,000","4,700,000","1,100,000","-15,100,000","22,500,000","-9,700,000","-900,000","-11,200,000","-15,300,000","17,400,000","-1,600,000","-12,200,000","-27,500,000","21,700,000","9,500,000","-3,100,000","-25,400,000","30,700,000","17,300,000","-31,300,000","-22,900,000","38,100,000","18,800,000","-40,500,000","-35,200,000","50,200,000","10,900,000","-17,200,000","-35,100,000","62,100,000","7,700,000","-8,400,000","-63,400,000","49,600,000","10,400,000","-10,200,000","-52,700,000","62,900,000","14,500,000","1,000,000","-54,500,000","102,600,000","-4,700,000","-28,000,000","-27,100,000","56,100,000","28,500,000","-8,400,000","-46,800,000","115,600,000","-6,300,000","14,700,000","-74,400,000","77,200,000","-18,700,000","-28,500,000","-38,700,000","48,800,000","10,900,000","6,400,000","-75,600,000",,,,,"85,700,000",,,,"71,900,000"
			ChangeInInventory,"-22,100,000","-13,600,000","-800,000","-6,500,000","-1,200,000","-2,100,000","100,000","-1,400,000","-5,400,000","-1,000,000","1,200,000","1,600,000","1,400,000","-11,400,000","5,400,000","7,800,000","-4,800,000","-17,300,000","5,100,000","300,000","500,000","-2,300,000","-2,600,000","-5,000,000","300,000","300,000","-5,300,000","5,600,000","3,400,000","-19,400,000","16,600,000","1,900,000","1,900,000","-47,200,000","4,000,000","6,500,000","7,200,000","-29,600,000","14,600,000","4,200,000","-7,600,000","-11,800,000","35,200,000","3,500,000","-11,600,000","-17,900,000","16,700,000","4,700,000","3,200,000","16,600,000","22,300,000","24,700,000","32,500,000","26,400,000","1,500,000","8,800,000","9,400,000","-35,800,000","-10,100,000","-2,900,000","8,700,000","-8,400,000","67,500,000","17,100,000","5,600,000","-35,400,000","-22,500,000","18,500,000","24,800,000","-19,300,000","-7,000,000","-29,700,000","-14,100,000","-10,900,000","19,900,000","15,100,000","2,900,000","-31,300,000","-14,700,000","28,000,000","22,400,000","-17,600,000","33,700,000"
			ChangeInPayablesAndAccruedExpense,"30,300,000","-17,500,000","11,100,000","19,300,000","17,400,000","-9,200,000","8,900,000","5,500,000","-400,000","-25,800,000","7,100,000","-4,300,000","-23,000,000","300,000","12,500,000","-16,200,000","37,100,000","-20,500,000","4,900,000","-19,300,000","100,000","-24,500,000","-19,100,000","-41,200,000","-10,200,000","-60,900,000","32,100,000","28,500,000","51,200,000","-28,900,000","-12,900,000","-8,600,000","39,900,000","-300,000","-24,400,000","19,500,000","45,400,000","23,200,000","-26,200,000","35,400,000","15,300,000","-14,700,000","-28,600,000","2,700,000","29,000,000","6,500,000","6,900,000","-16,100,000","36,900,000","9,000,000","-174,600,000","4,700,000","2,700,000","-16,700,000","-52,100,000","5,000,000","33,300,000","-64,700,000","-4,100,000","5,500,000","19,600,000","-13,600,000","-22,400,000","9,600,000","28,500,000","-26,800,000","-3,400,000","26,900,000","28,200,000","-43,200,000","7,000,000","18,500,000","23,000,000","12,600,000","-1,200,000","9,000,000","-15,700,000","-7,700,000","-10,700,000","8,300,000","34,600,000","-2,100,000","-38,400,000"
				ChangeInPayable,"30,300,000","-17,500,000","11,100,000","19,300,000",,,,,,,,,"-23,000,000","300,000","12,500,000","-16,200,000","37,100,000","-20,500,000","4,900,000","-19,300,000","100,000","-24,500,000","-19,100,000","-41,200,000","-10,200,000","-60,900,000","32,100,000","28,500,000","51,200,000","-28,900,000","-12,900,000","-8,600,000","39,900,000","-300,000","-24,400,000","19,500,000","45,400,000","23,200,000","-26,200,000","35,400,000","15,300,000","-14,700,000","-28,600,000","2,700,000","29,000,000","6,500,000","6,900,000","-16,100,000","36,900,000","9,000,000",,,"2,700,000","-16,700,000",,,,,,,,,,,,,,,,,,,,,,"9,000,000","-15,700,000","-7,700,000","-10,700,000","8,300,000","34,600,000","-2,100,000","-38,400,000"
					ChangeInTaxPayable,,,,,,,,,,,,,"-3,500,000","5,300,000","-1,800,000","-17,600,000","21,000,000","5,900,000","-11,000,000","-23,000,000","11,400,000","3,800,000","-25,200,000","-43,000,000","11,600,000","7,300,000","6,700,000","18,400,000","15,400,000","-6,900,000","10,000,000","1,200,000","7,200,000","5,800,000","-7,400,000","4,300,000","12,700,000","6,700,000","-8,600,000","32,900,000","2,500,000","6,600,000","4,600,000","2,000,000","-2,300,000","-6,100,000","30,100,000","4,300,000","-7,500,000","-1,000,000",,,"-300,000","-600,000",,,,,,,,,,,,,,,,,,,,,,"18,300,000","14,400,000","-1,600,000","0","-18,400,000","6,700,000","11,900,000","-18,500,000"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,"-3,500,000","5,300,000","-1,800,000","-17,600,000","21,000,000","5,900,000","-11,000,000","-23,000,000","11,400,000","3,800,000","-25,200,000","-43,000,000","11,600,000","7,300,000","6,700,000","18,400,000","15,400,000","-6,900,000","10,000,000","1,200,000","7,200,000","5,800,000","-7,400,000","4,300,000","12,700,000","6,700,000","-8,600,000","32,900,000","2,500,000","6,600,000","4,600,000","2,000,000","-2,300,000","-6,100,000","30,100,000","4,300,000","-7,500,000","-1,000,000",,,"-300,000","-600,000",,,,,,,,,,,,,,,,,,,,,,"18,300,000","14,400,000","-1,600,000","0","-18,400,000","6,700,000","11,900,000","-18,500,000"
					ChangeInAccountPayable,"30,300,000","-17,500,000","11,100,000","19,300,000",,,,,,,,,"-19,500,000","-5,000,000","14,300,000","1,400,000","16,100,000","-26,400,000","15,900,000","3,700,000","-11,300,000","-28,300,000","6,100,000","1,800,000","-21,800,000","-68,200,000","25,400,000","10,100,000","35,800,000","-22,000,000","-22,900,000","-9,800,000","32,700,000","-6,100,000","-17,000,000","15,200,000","32,700,000","16,500,000",,,,"-21,300,000",,,"31,300,000","12,600,000","-23,200,000","-20,400,000","44,400,000","10,000,000",,,"3,000,000","-16,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-6,900,000",,,,,,,,,,"-1,100,000","-2,000,000","-2,700,000","-1,100,000","5,800,000","-1,000,000","5,500,000","-900,000","5,800,000","-5,800,000","400,000","1,800,000","-4,400,000","1,900,000","18,500,000","-8,900,000","4,700,000","-8,700,000","-5,200,000","1,900,000","-3,600,000","-2,800,000","6,600,000","-9,900,000","-500,000","-2,300,000","-2,900,000","-3,500,000","-7,200,000","5,400,000","4,900,000","-13,500,000","-1,400,000","2,600,000","-3,700,000","200,000","-13,200,000","10,100,000","800,000","-3,900,000","-700,000","7,000,000","3,700,000","-900,000","-8,700,000","-3,000,000","2,400,000","-500,000","4,700,000","900,000","-3,000,000","-10,100,000","-7,100,000","1,200,000","-1,400,000","2,200,000","-9,200,000","3,000,000","7,500,000","-5,000,000","-2,000,000","10,000,000","3,500,000","300,000","-3,900,000","1,300,000","2,400,000","-4,400,000","-10,000,000","-3,100,000","-9,000,000","2,300,000","14,200,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-19,600,000","7,400,000",,,"18,500,000","2,500,000",,"-7,100,000","-1,500,000","5,800,000","-34,800,000","7,900,000","3,800,000","6,400,000","-19,800,000","7,900,000","-15,700,000","-3,800,000",,,,,,,,,
			ChangeInOtherWorkingCapital,"-7,400,000","11,300,000","-9,800,000","-1,200,000","-7,900,000","-300,000","9,500,000","3,900,000","2,000,000","7,800,000","20,800,000","-37,900,000","7,300,000","-14,800,000","-6,800,000","-1,000,000","-5,600,000","-6,500,000","10,000,000","-5,500,000","-4,600,000","-3,500,000","-6,000,000","700,000","-20,200,000","-11,500,000","-900,000","-8,300,000","-4,000,000","-600,000","3,700,000","-5,300,000","-10,300,000","-8,400,000","-4,200,000","-10,500,000","-6,300,000","-7,900,000","-2,200,000","-13,000,000","-3,300,000","-7,100,000","-900,000","-5,000,000","-2,000,000","-5,800,000","11,900,000","-2,200,000","-5,600,000","-12,300,000","160,300,000","-165,100,000","-8,600,000","-2,500,000","33,000,000","-20,600,000","-11,900,000","-19,800,000","161,200,000","17,500,000","-28,600,000","-25,900,000","2,200,000","-29,200,000","-3,000,000","-17,800,000","2,700,000","-11,600,000","-14,400,000","-10,400,000","-7,900,000","-7,800,000","-7,100,000","-4,500,000",,,,,"-2,900,000",,,,"-34,000,000"
InvestingCashFlow,"-4,900,000","200,000","-8,500,000","1,400,000","2,000,000","-8,800,000","-88,900,000","-62,500,000","400,000","9,900,000","-18,200,000","-39,300,000","6,400,000","-38,000,000","23,700,000","287,200,000","-7,100,000","5,800,000","-12,900,000","-600,000","-3,200,000","-37,500,000","-10,100,000","-3,000,000","6,400,000","-10,300,000","-56,200,000","-21,000,000","-16,200,000","-8,100,000","-52,400,000","-29,100,000","-45,800,000","-22,000,000","-59,400,000","-23,900,000","-25,200,000","-37,300,000","-30,500,000","-19,200,000","-26,700,000","-15,500,000","24,000,000","-19,700,000","-14,900,000","-7,800,000","-37,100,000","-6,600,000","4,300,000","-1,600,000","-29,100,000","-10,700,000","-4,600,000","3,400,000","-20,000,000","-22,500,000","-19,100,000","-14,100,000","-131,000,000","-12,400,000","76,200,000","30,500,000","98,400,000","-47,900,000","-44,900,000","-20,900,000","-7,400,000","-2,300,000","-19,100,000","-19,700,000","-47,200,000","-27,100,000","-21,600,000","-15,800,000","-15,400,000","-11,000,000","-13,900,000","-16,900,000","-42,800,000","-24,500,000","-21,600,000","-15,200,000","-47,800,000"
	CashFlowFromContinuingInvestingActivities,"-4,900,000","200,000","-8,500,000","1,400,000","2,000,000","3,000,000","-88,900,000","-56,100,000","400,000","9,900,000","-18,200,000","8,600,000","6,400,000","-38,000,000","23,700,000","287,200,000","-7,100,000","5,800,000","-12,900,000","-600,000","-3,200,000","-37,500,000","-10,100,000","-3,000,000","6,400,000","-10,300,000","-56,200,000","-21,000,000","-16,200,000","-8,100,000","-52,400,000","-29,100,000","-45,800,000","-22,000,000","-59,400,000","-23,900,000","-25,100,000","-37,400,000","-30,500,000","-19,200,000","-26,700,000","-15,500,000","24,000,000","-19,700,000","-14,900,000","-7,800,000","-37,100,000","-6,600,000","4,300,000","-1,600,000","-29,100,000","-10,700,000","-4,600,000","3,400,000","-20,000,000","-22,500,000","-19,100,000","-14,100,000","-131,000,000","-12,400,000","76,200,000","30,500,000","98,400,000","-47,900,000","-44,900,000","-20,900,000","-7,400,000","-2,300,000","-19,100,000","-19,700,000","-47,200,000","-27,100,000","-21,600,000","-15,800,000","-15,400,000","-11,000,000","-13,900,000","-16,900,000","-42,800,000","-24,500,000","-21,600,000","-15,200,000","-47,800,000"
