name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
MarketCap,"874,362,673","1,289,279,346","684,355,390","891,016,584","1,198,634,451","1,177,298,292","1,049,072,629","868,925,781","1,044,846,833","1,069,351,045","1,682,171,021","1,815,517,618","1,738,944,288","1,639,542,814","1,089,007,950","1,961,804,834","1,960,551,176","1,708,369,286","1,805,948,187","1,670,551,673","1,846,386,649","2,063,734,618","2,256,762,529","2,094,526,762","2,194,828,234","2,298,679,069","2,247,850,938","2,232,957,595","2,912,572,169","2,663,044,843","2,987,291,338","3,528,958,524","4,367,106,597","4,576,970,022","4,471,278,968","4,669,315,429","3,664,718,600","3,532,427,916","2,956,703,206","2,905,561,536","2,636,057,246","2,616,863,256","2,637,752,757","2,159,647,915","2,717,116,979","3,165,111,747","3,112,044,499","2,475,247,408","1,745,768,226","2,412,824,600","2,239,913,435","1,957,837,489","1,487,018,120","1,197,993,727","800,349,362","1,720,643,467","2,498,283,900","1,896,020,750","2,270,578,065","1,996,258,577","1,817,644,723","1,750,060,644","1,580,405,808","1,345,867,153","1,612,571,742","1,382,545,645","909,637,125","847,847,472","506,690,168","536,412,661","419,719,178","385,642,217","323,386,075","284,303,052","281,881,979","292,258,003","314,739,388","236,400,408","292,258,003","291,393,335","431,469,656","443,575,017","416,770,289","268,047,281","372,326,320","414,971,952","591,127,545","689,458,607","801,284,594","813,377,500","523,816,875","439,747,500","395,565,810","380,476,435","306,098,750","301,787,500","452,681,250","560,462,500","605,730,625"
EnterpriseValue,"541,238,673","939,044,346","314,478,390","526,099,584","842,125,451","838,298,292","697,110,629","527,815,781","706,396,833","675,520,045","1,274,375,021","1,396,672,618","1,328,501,288","1,221,442,814","664,954,950","1,468,382,834","1,464,960,176","1,215,189,286","1,332,903,187","1,233,564,673","1,432,196,649","1,640,237,618","1,714,132,529","1,602,797,762","1,771,462,234","1,917,343,069","1,850,881,938","1,850,284,595","2,538,441,169","2,364,339,843","2,672,327,338","3,186,337,524","3,946,168,597","4,291,528,022","4,185,836,968","4,383,873,429","3,379,276,600","3,246,985,916","2,671,261,206","2,620,119,536","2,350,615,246","2,318,344,256","2,382,250,757","1,904,145,915","2,467,077,979","2,896,990,747","2,866,520,499","2,217,772,408","1,520,505,226","2,196,217,600","2,043,160,435","1,819,969,489","1,372,393,120","1,077,800,727","705,929,362","1,613,357,467","2,391,308,900","1,700,458,750","2,071,757,065","1,830,765,577","1,674,426,723","1,618,351,644","1,484,416,808","1,286,858,153","1,553,562,742","1,351,899,645","947,603,125","885,813,472","535,086,168","558,471,661","443,632,178","408,548,217","341,745,075","309,794,052","313,164,979","326,762,003","357,012,388","279,222,408","344,366,003","351,420,335","483,025,656","491,137,017","464,332,289","310,740,281","405,835,320","438,036,952","609,784,545","698,431,607","810,257,594","810,862,500","513,516,875","430,747,500","383,265,810","371,576,435","294,598,750","287,587,500","424,081,250","534,162,500","573,630,625"
PeRatio,"552.2",,,,,,,,,"610",,,,,,,,,,"81.32","32.479","22.118","16.142","12.332","12.786","12.161","11.412","11.047","13.608","13.177","15.821","20.135","25.886","26.947","29.159","32.599","28.128","29.65","24.847","26.426","25.925","27.551","30.055","24.616","29.491","32.257","30.478","22.585","16.364","22.787","21.233","19.24","14.432","11.673","7.828","15.721","22.993","17.47","21.163","20.823","19.501","20.13","20.941","21.832","26.594","29.156","34.203","34.783","28.165","37.951","33.694","34.844","31.695","29.891","31.346","37.556","41.364","29.717","33.8","27.623","35.643","36.643","34.429","23.134","33.123","38.095","54.267","63.294","73.611","73.633","44.669","33.117","26.672","23.224","17.574","16.99","25.99","34.211","40.374"
ForwardPeRatio,"243.902",,,,,,,,"200","45.249","43.29","51.546",,,,,,"454.546","1,000",,,,,,,,,,,"10.363",,,"16.556","16.978","21.186","22.321","18.587","18.797","19.92","18.692","17.731","17.065","20.367","15.337","17.513","20.243","23.981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.692",,,"1.106","1.135","1.415","1.491","1.241","1.256","1.33","1.249","1.186","1.139","1.24","1.096","1.252","1.349","1.599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.738","4.086","2.094","2.608","3.399","3.21","2.74","2.208","2.588","2.658","4.176","4.663","4.619","4.42","2.836","4.874","4.428","3.751","3.948","3.484","3.737","3.827","3.571","2.972","2.848","2.764","2.57","2.439","3.135","2.952","3.427","4.095","5.059","5.251","5.41","5.877","4.894","4.819","4.038","4.266","4.13","4.36","4.642","3.802","4.903","5.652","5.498","4.385","3.11","4.351","4.134","3.66","2.845","2.273","1.523","3.274","4.804","3.74","4.606","4.295","3.95","3.944","3.667","3.278","3.993","3.576","2.775","2.822","1.922","2.257","1.902","1.786","1.507","1.307","1.284","1.296","1.421","1.077","1.358","1.389","2.091","2.194","2.061","1.458","2.139","2.562","3.798","4.603","5.353","5.381","3.355","2.709","2.308","2.165","1.727","1.728","2.63","3.299","3.564"
PbRatio,"0.985","1.437","0.698","0.895","1.189","1.13","1.011","0.856","1.02","0.98","1.54","1.655","1.587","1.515","0.914","1.481","1.478","1.32","1.332","1.213","1.35","1.521","1.654","1.542","1.61","1.736","1.708","1.697","2.293","2.139","2.39","2.78","3.376","3.685","3.73","4.101","3.346","3.314","2.773","2.934","2.745","2.824","2.966","2.422","3.071","3.687","3.758","3.104","2.315","3.321","3.177","2.929","2.349","2.053","1.431","3.075","4.289","3.066","3.832","3.817","3.677","3.743","3.73","3.495","4.187","3.871","3.765","3.509","2.234","2.401","1.94","1.847","1.571","1.397","1.412","1.508","1.65","1.268","1.577","1.596","2.467","2.566","2.411","1.62","2.29","2.565","3.725","4.415","5.132","5.254","3.433","2.924","2.713","2.651","2.157","2.182","3.401","4.335","4.877"
EnterprisesValueRevenueRatio,"1.666","11.295","4.036","6.339","10.423","10.319","7.991","5.781","7.81","7.037","11.75","12.905","12.798","12.95","6.832","15.746","15.443","12.253","12.345","12.293","11.196","13.757","16.157","12.963","12.437","11.511","9.18","9.187","11.792","10.462","10.487","13.18","17.134","21.029","18.007","19.508","15.22","16.81","14.173","13.728","13.313","13.089","13.879","12.282","18.009","21.043","20.245","15.827","10.708","15.408","14.456","13.173","10.304","8.452","5.208","12.197","16.776","12.842","15.606","14.037","14.598","13.752","12.548","10.927","14.322","13.767","9.987","9.293","6.637","7.978","7.774","7.017","6.458","5.804","6.032","5.77","6.407","5.056","5.929","6.678","8.943","9.612","8.838","5.717","8.299","9.299","13.528","15.686","20.594","23.162","13.478","11.102","9.606","9.383","6.576","6.106","9.445","13.092","14.305"
EnterprisesValueEBITDARatio,"-8.007","432.54","-4.94","457.08","-116.027","-34.76","-179.853","88.087","649.262","-20.951","78.303","133.883","99.925","256.66","-7.608","-423.531","194.602","323.103","314.735","-23.92","111.568","165.697","329.641","50.931","33.122","33.287","27.061","25.614","42.008","29.854","30.813","39.412","51.472","64.7","59.045","73.614","53.022","54.761","55.038","57.145","49.176","50.188","55.364","49.812","69.76","79.481","87.519","51.546","34.101","55.54","49.371","46.45","33.518","27.612","17.187","39.242","56.971","43.84","51.588","45.077","45.651","44.235","39.111","34.91","45.515","47.355","44.688","47.973","-85.178","56.611","53.219","52.251","49.428","44.105","47.292","50.294","60.944","45.572","67.602","54.815","75.121","70.424","60.421","41.377","54.155","62.595","92.828","104.399","130.645","150.914","85.586","71.791","62.83","58.059","37.291","35.948","54.369","74.189","74.497"
