name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalAssets,"6,294,977,000","6,410,467,000","6,654,333,000","6,602,949,000","6,746,153,000","6,901,758,000","7,007,927,000","7,424,543,000","7,501,695,000","7,194,433,000","7,374,203,000","7,459,482,000","7,630,773,000","6,467,260,000","6,494,637,000","6,729,647,000","7,187,428,000","7,675,449,000","8,092,166,000","8,192,792,000","8,238,088,000","9,217,687,000","9,632,283,000","9,872,332,000","9,988,672,000","10,048,564,000","10,274,960,000","10,353,280,000","10,490,965,000","10,521,363,000","10,797,714,000","4,750,776,000","4,719,608,000","4,737,757,000","4,644,231,000","4,630,842,000","4,620,908,000","4,665,978,000","4,587,421,000","4,578,321,000","4,576,109,000","4,466,061,000","4,438,441,000","4,405,764,000","4,431,268,000","4,530,470,000","4,538,063,000","4,598,044,000","4,638,057,000","4,645,943,000","4,501,682,000","4,488,049,000","4,468,431,000","4,449,258,000","4,686,926,000","4,741,528,000","4,813,736,000","4,811,622,000","4,845,753,000","4,854,484,000","4,742,055,000","4,742,455,000","4,655,656,000","2,381,186,000","1,925,071,000","1,697,811,000","1,498,387,000"
	CurrentAssets,"654,896,000","698,994,000","833,113,000","780,931,000","856,552,000","773,603,000","722,084,000","838,027,000","801,981,000","596,175,000","628,500,000","655,929,000","750,624,000","774,016,000","636,714,000","551,146,000","892,071,000","901,872,000","935,852,000","560,924,000","473,717,000","619,504,000","553,894,000","701,586,000","467,499,000","497,943,000","478,121,000","497,684,000","553,524,000","614,789,000","698,687,000","288,693,000","287,382,000","294,862,000","293,878,000","283,025,000","283,362,000","309,038,000","301,355,000","292,582,000","297,541,000","280,875,000","273,291,000","253,819,000","254,253,000","328,109,000","328,935,000","321,857,000","347,005,000","317,421,000","406,202,000","343,115,000","292,901,000","280,785,000","264,689,000","257,309,000","312,354,000","291,835,000","294,911,000","299,784,000","267,866,000","270,232,000","274,328,000","119,677,000","181,479,000","145,877,000","156,865,000"
		CashCashEquivalentsAndShortTermInvestments,"468,507,000","529,424,000","636,445,000","380,652,000","438,885,000","553,325,000","490,757,000","562,314,000","500,713,000","308,794,000","291,181,000","314,804,000","340,018,000","413,122,000","133,664,000","146,628,000","510,061,000","514,443,000","537,930,000","181,307,000","59,237,000","216,397,000","74,184,000","39,053,000","70,862,000","88,029,000","70,391,000","78,496,000","115,182,000","104,083,000","238,324,000","50,934,000","45,701,000","58,511,000","42,690,000","30,946,000","28,242,000","69,240,000","42,504,000","38,676,000","42,113,000","30,836,000","39,195,000","40,126,000","36,732,000","81,827,000","68,961,000","51,345,000","65,613,000","66,370,000","159,313,000","95,611,000","52,507,000","53,973,000","55,885,000","60,442,000","119,536,000","100,904,000","63,059,000","81,229,000","55,921,000","68,034,000","100,260,000","30,398,000","94,096,000","77,682,000","85,626,000"
			CashAndCashEquivalents,"289,247,000","347,031,000","478,509,000","280,675,000","303,952,000","380,420,000","354,621,000","452,441,000","392,674,000","240,227,000","241,391,000","255,999,000","256,501,000","398,267,000","133,664,000","126,637,000","335,412,000","222,647,000","291,554,000","151,528,000","59,237,000","216,397,000","74,184,000","39,053,000","70,862,000","88,029,000","70,391,000","78,496,000","115,182,000","104,083,000","238,324,000","50,934,000","45,701,000","58,511,000","42,690,000","30,946,000","28,242,000","69,240,000","42,504,000","38,676,000","42,113,000","30,836,000","39,195,000","40,126,000","36,732,000","81,827,000","68,961,000","51,345,000","65,613,000","66,370,000","159,313,000","95,611,000","52,507,000","53,973,000","55,885,000","60,442,000","119,536,000","100,904,000","63,059,000","81,229,000","55,921,000","68,034,000","100,260,000","30,398,000","94,096,000","77,682,000","85,626,000"
			OtherShortTermInvestments,"179,260,000","182,393,000","157,936,000","99,977,000","134,933,000","172,905,000","136,136,000","109,873,000","108,039,000","68,567,000","49,790,000","58,805,000","83,517,000","14,855,000","0","19,991,000","174,649,000","291,796,000","246,376,000","29,779,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"49,952,000","51,137,000","52,223,000","52,906,000","52,588,000","109,221,000","113,820,000","120,503,000","135,531,000","133,613,000","140,661,000","137,902,000","138,455,000","133,905,000","130,088,000","118,005,000","125,473,000","128,961,000","130,943,000","129,748,000","138,149,000","141,705,000","135,455,000","138,614,000","146,791,000","144,053,000","152,557,000","161,914,000","162,853,000","149,730,000","129,491,000","103,365,000","107,568,000","104,262,000","108,720,000","107,139,000","109,178,000","100,401,000","105,588,000","106,934,000","102,568,000","98,697,000","93,447,000","87,231,000","87,841,000","88,033,000","83,606,000","79,824,000","91,195,000","82,604,000","81,583,000","95,341,000","95,174,000","91,646,000","85,839,000","74,735,000","72,448,000","66,807,000","66,906,000","62,715,000","63,823,000","58,987,000","60,762,000","22,044,000","12,160,000","10,623,000","11,540,000"
			AccountsReceivable,"49,952,000","51,137,000","52,223,000","52,906,000","52,588,000","109,221,000","113,820,000","120,503,000","135,531,000","133,613,000","140,661,000","137,902,000","138,455,000","133,905,000","130,088,000","118,005,000","125,473,000","128,961,000","130,943,000","129,748,000","138,149,000","141,705,000","135,455,000","138,614,000","146,791,000","144,053,000","152,557,000","161,914,000","162,853,000","149,730,000","129,491,000","103,365,000","107,568,000","104,262,000","108,720,000","107,139,000","109,178,000","100,401,000","105,588,000","106,934,000","102,568,000","98,697,000","93,447,000","87,231,000","87,841,000","88,033,000","83,606,000","79,824,000","91,195,000","82,604,000","81,583,000","95,341,000","95,174,000","91,646,000","85,839,000","74,735,000","72,448,000","66,807,000","66,906,000","62,715,000","63,823,000","58,987,000","60,762,000","22,044,000","12,160,000","10,623,000","11,540,000"
				GrossAccountsReceivable,,"64,437,000",,,,"119,021,000",,,,"141,426,000",,,,"158,705,000",,,,"152,061,000",,,,"168,705,000",,,,"170,553,000",,,,"176,230,000",,,,"121,962,000",,,,"115,701,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-13,300,000",,,,"-9,800,000",,,,"-7,813,000",,,,"-24,800,000",,,,"-23,100,000",,,,"-27,000,000",,,,"-26,500,000",,,,"-26,500,000",,,,"-17,700,000",,,,"-15,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"107,988,000","87,946,000","94,984,000","78,250,000","90,949,000","66,937,000","73,977,000","89,416,000","104,432,000","84,241,000","102,949,000","130,660,000","185,017,000","106,189,000","89,432,000","106,394,000","135,639,000","114,844,000","116,820,000","120,416,000","139,917,000","130,695,000","132,549,000","137,011,000","155,295,000","122,671,000","122,954,000","131,029,000","152,913,000","237,915,000","194,267,000","81,065,000","83,115,000","76,255,000","85,860,000","88,004,000","89,899,000","82,924,000","89,343,000","89,994,000","96,217,000","93,663,000","74,980,000","63,715,000","66,652,000","61,162,000","56,340,000","53,173,000","56,405,000","50,782,000","46,195,000","39,587,000","36,516,000","33,766,000","30,738,000","31,614,000","30,681,000","34,122,000","38,587,000","36,330,000","40,137,000","42,076,000","47,681,000","27,181,000","33,239,000","20,258,000",
		RestrictedCash,"24,791,000","26,845,000","37,722,000","30,766,000","26,503,000","28,059,000","35,206,000","28,397,000","23,908,000","26,856,000","33,305,000","26,256,000","28,811,000","27,683,000","41,676,000","39,015,000","32,393,000","37,189,000","43,724,000","38,440,000","30,070,000","32,864,000","38,225,000","32,343,000","28,645,000","32,570,000","48,020,000","42,046,000","38,377,000","38,862,000","71,978,000","36,279,000","33,953,000","38,191,000","43,231,000","43,559,000","42,666,000","43,096,000","52,144,000","45,202,000","44,867,000","45,903,000","50,143,000","47,221,000","47,502,000","81,558,000","112,340,000","129,827,000","126,104,000","109,977,000","104,434,000","97,899,000","94,027,000","86,723,000","79,187,000","77,478,000","76,649,000","76,962,000","93,337,000","79,489,000","67,976,000","61,116,000","65,625,000","40,054,000","41,984,000","37,314,000","43,076,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,199,000","84,199,000","84,199,000","84,199,000","64,627,000","17,050,000","17,045,000","17,643,000","13,377,000","13,377,000","13,377,000","13,377,000","11,776,000","11,776,000","11,776,000","11,776,000","15,526,000","15,526,000","15,526,000","15,529,000","7,688,000","7,688,000","7,688,000","7,688,000","14,677,000","14,677,000","14,677,000","14,677,000","13,040,000","13,040,000","13,040,000","13,040,000","33,022,000","40,021,000","40,009,000","40,019,000",,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,199,000","84,199,000","84,199,000","84,199,000","64,627,000","17,050,000","17,045,000","17,643,000","13,377,000","13,377,000","13,377,000","13,377,000","11,776,000","11,776,000","11,776,000","11,776,000","15,526,000","15,526,000","15,526,000","15,529,000","7,688,000","7,688,000","7,688,000","7,688,000","14,677,000","14,677,000","14,677,000","14,677,000","13,040,000","13,040,000","13,040,000","13,040,000","33,022,000","40,021,000","40,009,000","40,019,000",,,,,
		AssetsHeldForSaleCurrent,"3,658,000","3,642,000","11,739,000","238,357,000","247,627,000","16,061,000","8,324,000","37,397,000","37,397,000","42,671,000","60,404,000","46,307,000","58,323,000","93,117,000","241,854,000","141,104,000","88,505,000","106,435,000","106,435,000","91,013,000","106,344,000","97,843,000","173,481,000","354,565,000","65,906,000","110,620,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,"130,695,000","132,549,000",,,"122,671,000","207,153,000","215,228,000","237,112,000","322,114,000","258,894,000","98,115,000","100,160,000","93,898,000","99,237,000","101,381,000","103,276,000","96,301,000","101,119,000",,,,"90,506,000",,"82,178,000",,"64,028,000","60,861,000","64,093,000",,"60,872,000","54,264,000",,,,,,,,,,,,,,,"16,623,000"
	TotalNonCurrentAssets,"5,640,081,000","5,711,473,000","5,821,220,000","5,822,018,000","5,889,601,000","6,128,155,000","6,285,843,000","6,586,516,000","6,699,714,000","6,598,258,000","6,745,703,000","6,803,553,000","6,880,149,000","5,693,244,000","5,857,923,000","6,178,501,000","6,295,357,000","6,773,577,000","7,156,314,000","7,631,868,000","7,764,371,000","8,598,183,000","9,078,389,000","9,170,746,000","9,521,173,000","9,550,621,000","9,796,839,000","9,855,596,000","9,937,441,000","9,906,574,000","10,099,027,000","4,462,083,000","4,432,226,000","4,442,895,000","4,350,353,000","4,347,817,000","4,337,546,000","4,356,940,000","4,286,066,000","4,285,739,000","4,278,568,000","4,185,186,000","4,165,150,000","4,151,945,000","4,177,015,000","4,202,361,000","4,209,128,000","4,276,187,000","4,291,052,000","4,328,522,000","4,095,480,000","4,144,934,000","4,175,530,000","4,168,473,000","4,422,237,000","4,484,219,000","4,501,382,000","4,519,787,000","4,550,842,000","4,554,700,000","4,474,189,000","4,472,223,000","4,381,328,000","2,261,509,000","1,743,592,000","1,551,934,000","1,341,522,000"
		NetPPE,"5,462,979,000","5,534,715,000","5,609,711,000","5,691,221,000","5,761,755,000","5,859,378,000","5,970,432,000","6,286,873,000","6,379,214,000","6,269,572,000","6,407,259,000","6,459,860,000","6,527,622,000","5,275,427,000","5,407,130,000","5,715,931,000","5,775,496,000","5,852,145,000","6,180,376,000","6,423,841,000","6,512,179,000","7,379,305,000","7,621,903,000","7,691,478,000","8,004,357,000","8,031,376,000","8,277,675,000","8,341,286,000","8,434,413,000","8,389,505,000","8,573,558,000","3,911,338,000","3,886,391,000","3,895,475,000","3,845,741,000","3,855,653,000","3,853,423,000","3,879,977,000","3,789,971,000","3,792,169,000","3,793,384,000","3,694,064,000","3,681,280,000","3,689,030,000","3,716,650,000","3,736,842,000","3,753,707,000","3,794,212,000","3,816,127,000","3,857,774,000","3,620,469,000","3,652,076,000","3,663,099,000","3,694,784,000","3,716,676,000","3,762,471,000","3,744,647,000","3,760,453,000","3,749,843,000","3,751,666,000","3,660,780,000","3,658,788,000","3,567,300,000","2,108,759,000","1,610,551,000","1,408,732,000","1,214,578,000"
			GrossPPE,"9,361,176,000","9,349,166,000","9,340,198,000","9,340,273,000","9,328,989,000","9,349,476,000","9,385,927,000","9,656,788,000","9,663,740,000","9,506,583,000","9,570,724,000","9,542,877,000","9,526,923,000","8,322,802,000","8,459,337,000","8,825,201,000","8,952,446,000","8,916,465,000","9,183,049,000","9,318,160,000","9,309,860,000","10,264,151,000","10,472,654,000","10,412,214,000","10,674,812,000","10,574,411,000","10,777,376,000","10,686,382,000","10,558,045,000","10,295,498,000","10,264,942,000","5,871,964,000","5,777,431,000","5,717,731,000","5,639,889,000","5,582,423,000","5,514,532,000","5,481,266,000","5,374,606,000","5,314,948,000","5,253,537,000","5,105,676,000","5,032,885,000","4,980,247,000","4,946,624,000","4,914,760,000","4,882,698,000","4,863,202,000","4,820,445,000","4,799,493,000","4,507,378,000","4,481,399,000","4,438,399,000","4,415,708,000","4,375,744,000","4,371,746,000","4,294,783,000","4,248,570,000","4,185,074,000","4,090,917,000","3,975,239,000","3,889,487,000","3,749,969,000","2,244,842,000","1,715,239,000","1,479,587,000","1,214,578,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,
