name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
OperatingCashFlow,"1,579,900,000","396,100,000","366,800,000","398,800,000","418,200,000","315,900,000","296,500,000","220,800,000","247,000,000","319,400,000","190,400,000","221,200,000","195,100,000","201,300,000","180,200,000","176,700,000","142,300,000","139,700,000","157,542,000","162,343,000","144,771,000","129,749,000","101,037,000","76,139,000","67,941,000","100,591,000","68,558,000","65,065,000","84,305,000","64,619,000","35,364,000","56,518,000","43,798,000","60,902,000","46,668,000","25,384,000","37,221,000","38,111,000","50,293,000","40,770,000","44,285,000","48,518,000","22,559,000","36,039,000","34,068,000","40,176,000","31,424,000","32,193,000","17,950,000","21,816,000","16,215,000","15,863,000","14,322,000","15,571,000","18,580,000","3,263,000"
	CashFlowFromContinuingOperatingActivities,"1,579,900,000","396,100,000","366,800,000","398,800,000","418,200,000","315,900,000","296,500,000","220,800,000","247,000,000","319,400,000","190,400,000","221,700,000","194,900,000","201,000,000","180,200,000","176,700,000","142,300,000","139,700,000","157,542,000","162,343,000","144,771,000","129,749,000","101,037,000","76,139,000","67,941,000","100,591,000","68,558,000","65,065,000","84,305,000","64,619,000","35,364,000","56,518,000","43,798,000","60,902,000","46,668,000","25,384,000","37,221,000","38,111,000","50,293,000","40,770,000","44,285,000","48,518,000","22,559,000","36,039,000","34,068,000","40,176,000","31,424,000","32,193,000","17,950,000","21,816,000","16,215,000","15,863,000","14,322,000","15,571,000","18,580,000","3,263,000"
		NetIncomeFromContinuingOperations,"637,800,000","138,300,000","198,800,000","163,200,000","137,500,000","107,200,000","146,700,000","125,700,000","112,100,000","104,000,000","115,200,000","79,800,000","72,700,000","58,800,000","182,600,000","58,700,000","49,300,000","41,600,000","-28,961,000","26,610,000","23,033,000","10,717,000","25,166,000","6,291,000","4,159,000","-3,429,000","-2,534,000","8,169,000","792,000","1,560,000","6,813,000","4,056,000","6,081,000","8,393,000","12,016,000","11,029,000","8,979,000","12,249,000","21,507,000",,,,,,"14,494,000","13,587,000","16,141,000","14,017,000","6,869,000","4,218,000","43,940,000","7,889,000","4,576,000","3,774,000","7,943,000","4,507,000"
		OperatingGainsLosses,,"8,500,000","4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000","12,000","19,000","0",,,,"0",,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000","12,000","19,000","0",,,,"0",,,,,,,,,
			EarningsLossesFromEquityInvestments,"16,100,000","8,500,000","4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"92,600,000","25,500,000","25,300,000","22,900,000","18,900,000","17,300,000","16,700,000","16,700,000","17,800,000","17,600,000","15,700,000","15,000,000","15,200,000","15,700,000","14,700,000","14,200,000","13,600,000","13,200,000","14,268,000","13,716,000","13,999,000","13,493,000","13,624,000","13,055,000","11,291,000","10,550,000","9,383,000","8,824,000","7,029,000","6,353,000","5,509,000","5,605,000","6,492,000","4,422,000","4,112,000","4,189,000","3,786,000","3,536,000","3,488,000","2,999,000","2,995,000","2,082,000","1,875,000","1,778,000","1,658,000","1,678,000","1,463,000","1,391,000","1,467,000","1,375,000","1,613,000","1,475,000","1,494,000","1,353,000","928,000","1,215,000"
			DepreciationAndAmortization,"92,600,000","25,500,000","25,300,000","22,900,000","18,900,000","17,300,000","16,700,000","16,700,000","17,800,000","17,600,000","15,700,000","15,000,000","15,200,000","15,700,000","14,700,000","14,200,000","13,600,000","13,200,000","14,268,000","13,716,000","13,999,000","13,493,000","13,624,000","13,055,000","11,291,000","10,550,000","9,383,000","8,824,000","7,029,000","6,353,000","5,509,000","5,605,000","6,492,000","4,422,000","4,112,000","4,189,000","3,786,000","3,536,000","3,488,000","2,999,000","2,995,000","2,082,000","1,875,000","1,778,000","1,658,000","1,678,000","1,463,000","1,391,000","1,467,000","1,375,000","1,613,000","1,475,000","1,494,000","1,353,000","928,000","1,215,000"
		AmortizationOfSecurities,"7,400,000","1,700,000","2,100,000","1,900,000","1,700,000","1,200,000","1,100,000","600,000","200,000","-600,000","-1,300,000","-1,700,000","-1,900,000","-1,100,000","-600,000","-200,000","100,000","100,000","417,000","678,000","474,000","973,000","952,000","1,034,000","1,297,000","1,497,000","1,687,000","1,889,000","1,943,000","1,938,000","2,023,000","1,928,000","2,239,000","2,513,000","2,734,000","3,011,000","2,838,000","3,051,000","2,960,000","3,474,000","3,273,000","3,255,000","3,007,000","3,217,000","3,030,000","3,261,000","2,415,000","2,221,000","1,623,000","1,090,000","-17,000","397,000","187,000","269,000","11,000","44,000"
		StockBasedCompensation,"211,600,000","53,200,000","53,100,000","52,700,000","52,600,000","49,500,000","48,700,000","49,300,000","48,900,000","44,800,000","43,700,000","42,400,000","45,000,000","43,000,000","42,600,000","43,200,000","40,600,000","36,500,000","34,454,000","34,307,000","35,091,000","33,331,000","32,081,000","31,093,000","28,368,000","30,881,000","28,087,000","26,476,000","21,645,000","18,880,000","16,681,000","14,667,000","14,716,000","12,930,000","12,125,000","11,778,000","10,707,000","9,299,000","6,762,000","8,830,000","7,852,000","7,246,000","6,341,000","5,734,000","3,870,000","3,070,000","2,469,000","2,434,000","2,264,000","2,148,000","2,182,000","1,936,000","1,793,000","1,550,000","1,444,000","1,433,000"
