name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991
TotalRevenue,"1,182,334,000","294,616,000","294,120,000","295,746,000","297,852,000","297,957,000","302,281,000","296,004,000","293,968,000","306,893,000","311,627,000","318,383,000","292,317,000","291,650,000","285,633,000","290,445,000","282,000,000","265,770,000","271,502,000","270,360,000","263,312,000","260,880,000","266,520,000","273,850,000","263,534,000","258,579,000","257,926,000","269,511,000","243,129,000","270,215,000","240,364,000","235,115,000","231,236,000","235,082,000","251,941,000","254,449,000","263,860,000","269,185,000","371,372,000","306,219,000","321,090,000","379,683,000","446,990,000","337,169,000","367,007,000","353,113,000","361,075,000","382,325,000","406,355,000","370,770,000","405,523,000","413,337,000","454,482,000","435,184,000","411,486,000","461,632,000","424,533,000","423,875,000","399,085,000","555,440,000","369,039,000","369,642,000","367,236,000","369,397,000","363,504,000","369,032,000","370,926,000","375,743,000","394,953,000","384,908,000","403,071,000","391,034,000","403,149,000","415,439,000","357,322,000","445,591,000","459,635,000","422,863,000","415,594,000","390,806,000","383,835,000","375,568,000","357,983,000","339,836,000","339,543,000","320,479,000","292,286,000","282,718,000","274,164,000","261,173,000","249,755,000","250,400,000","249,900,000","246,700,000","248,766,000","240,900,000","238,000,000","244,000,000","228,472,000","223,800,000","210,900,000","205,100,000","199,031,000","189,700,000","182,300,000","174,600,000","169,800,000","159,300,000","148,600,000","140,200,000","133,300,000","127,900,000","123,000,000","118,000,000","109,700,000","105,100,000","98,000,000","90,700,000","87,200,000","83,700,000","77,000,000","73,800,000","70,700,000","66,800,000"
	OperatingRevenue,"1,182,334,000","294,616,000","294,120,000","295,746,000","297,852,000","297,957,000","302,281,000","296,004,000","293,968,000","306,893,000","311,627,000","318,383,000","292,317,000","291,650,000","285,633,000","290,445,000","282,000,000","265,770,000","271,502,000","270,360,000","263,312,000","260,880,000","266,520,000","273,850,000","263,534,000","258,579,000","257,926,000","269,511,000","243,129,000","270,215,000","240,364,000","235,115,000","231,236,000","235,082,000","251,941,000","254,449,000","263,860,000","269,185,000","371,372,000","306,219,000","321,090,000","379,683,000","446,990,000","337,169,000","367,007,000","353,113,000","361,075,000","382,325,000","406,355,000","370,770,000","405,523,000","413,337,000","454,482,000","435,184,000","411,486,000","461,632,000","424,533,000","423,875,000","399,085,000","555,440,000","369,039,000","369,642,000","367,236,000","369,397,000","363,504,000","369,032,000","370,926,000","375,743,000","394,953,000","384,908,000","403,071,000","391,034,000","403,149,000","415,439,000","357,322,000","445,591,000","459,635,000","422,863,000","415,594,000","390,806,000","383,835,000","375,568,000","357,983,000","339,836,000","339,543,000","320,479,000","292,286,000","282,718,000","274,164,000","261,173,000","249,755,000","250,400,000","249,900,000","246,700,000","248,766,000","240,900,000","238,000,000","244,000,000","228,472,000","223,800,000","210,900,000","205,100,000","199,031,000","189,700,000","182,300,000","174,600,000","169,800,000","159,300,000","148,600,000","140,200,000","133,300,000","127,900,000","123,000,000","118,000,000","109,700,000","105,100,000","98,000,000","90,700,000","87,200,000","83,700,000","77,000,000","73,800,000","70,700,000","66,800,000"
NetNonOperatingInterestIncomeExpense,"-68,287,000","-14,912,000","-17,367,000","-18,011,000","-17,997,000","-17,985,000","-18,015,000","-15,725,000","-12,929,000","-12,926,000","-12,934,000","-12,939,000","-13,550,000","-13,233,000","-13,256,000","-13,258,000","-13,246,000","-13,233,000","-13,256,000","-13,273,000","-14,197,000","-16,309,000","-16,191,000","-13,536,000","-12,244,000","-14,701,000","-16,835,000","-17,362,000","-17,373,000","-17,362,000","-17,374,000","-17,361,000","-17,374,000","-17,539,000","-17,662,000","-17,653,000","-17,942,000","-26,406,000","-25,327,000","-24,478,000","-24,912,000","-24,627,000","-25,142,000","-25,761,000","-26,326,000","-26,042,000","-25,770,000","-26,702,000","-25,099,000","-21,018,000","-20,824,000","-20,586,000","-23,930,000","-23,926,000","-20,240,000","-20,119,000","-19,891,000","-10,914,000","-11,507,000","-10,926,000","-8,594,000","-10,959,000","-11,341,000","-9,849,000","-8,843,000","-9,315,000","-9,773,000","-10,084,000","-10,512,000","-10,722,000","-10,371,000","-10,310,000","-10,202,000","-10,248,000","-10,221,000","-10,191,000","-10,290,000","-10,411,000","-10,254,000","-10,070,000","-9,828,000","-6,624,000","-7,329,000","-7,604,000","-7,127,000","-8,563,000","-7,674,000","-7,412,000","-7,052,000","-6,621,000","-5,602,000","-4,800,000","-4,600,000","-5,400,000","-6,224,000","-5,300,000","-3,500,000","-3,600,000","-3,599,000","-2,500,000",,"-300,000","-993,000","-1,000,000","-900,000","-900,000","-900,000","-1,000,000","-1,000,000","-900,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000",,"-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-1,000,000"
	InterestExpenseNonOperating,"68,287,000","14,912,000","17,367,000","18,011,000","17,997,000","17,985,000","18,015,000","15,725,000","12,929,000","12,926,000","12,934,000","12,939,000","13,550,000","13,233,000","13,256,000","13,258,000","13,246,000","13,233,000","13,256,000","13,273,000","14,197,000","16,309,000","16,191,000","13,536,000","12,244,000","14,701,000","16,835,000","17,362,000","17,373,000","17,362,000","17,374,000","17,361,000","17,374,000","17,539,000","17,662,000","17,653,000","17,942,000","26,406,000","25,327,000","24,478,000","24,912,000","24,627,000","25,142,000","25,761,000","26,326,000","26,042,000","25,770,000","26,702,000","25,099,000","21,018,000","20,824,000","20,586,000","23,930,000","23,926,000","20,240,000","20,119,000","19,891,000","10,914,000","11,507,000","10,926,000","8,594,000","10,959,000","11,341,000","9,849,000","8,843,000","9,315,000","9,773,000","10,084,000","10,512,000","10,722,000","10,371,000","10,310,000","10,202,000","10,248,000","10,221,000","10,191,000","10,290,000","10,411,000","10,254,000","10,070,000","9,828,000","6,624,000","7,329,000","7,604,000","7,127,000","8,563,000","7,674,000","7,412,000","7,052,000","6,621,000","5,602,000","4,800,000","4,600,000","5,400,000","6,224,000","5,300,000","3,500,000","3,600,000","3,599,000","2,500,000",,"300,000","993,000","1,000,000","900,000","900,000","900,000","1,000,000","1,000,000","900,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000"
OtherIncomeExpense,"8,051,000","2,619,000","810,000","1,611,000","3,011,000","2,804,000","1,895,000","380,000","4,026,000","2,754,000","2,717,000","3,606,000","2,485,000","1,830,000","1,881,000","2,525,000","2,431,000","1,871,000","2,341,000","2,922,000","2,502,000","2,422,000","3,425,000","3,867,000","3,994,000","6,373,000","2,580,000","3,698,000","3,699,000","2,480,000","2,385,000","3,093,000","2,048,000","896,000","2,179,000","2,481,000","2,715,000","2,539,000","2,615,000","3,209,000","20,012,000","2,309,000","26,842,000","2,025,000","5,329,000","2,263,000","3,080,000","2,840,000","2,611,000","3,057,000","39,628,000","10,811,000","14,795,000","19,442,000","4,899,000","12,795,000","7,522,000","7,099,000","2,940,000","4,702,000","10,490,000","10,661,000","11,111,000","11,519,000","11,459,000","11,314,000","10,408,000","12,503,000","10,955,000","10,261,000","12,883,000","12,851,000","13,775,000","11,461,000","-47,715,000","42,197,000","51,142,000","34,033,000","45,062,000","31,926,000","39,037,000","31,051,000","18,759,000","16,788,000","22,723,000","15,559,000","10,024,000","6,963,000","12,840,000","10,456,000","-110,503,000","50,400,000","55,100,000","52,700,000","-105,725,000","49,800,000","48,800,000","54,200,000","-82,835,000","43,300,000","37,400,000","34,800,000","-72,487,000","32,900,000","31,600,000","30,000,000","30,700,000","28,700,000","26,200,000","25,800,000","24,500,000","23,900,000","24,400,000","25,400,000","25,600,000","27,300,000","26,100,000","25,200,000","24,600,000","25,600,000","22,000,000","23,400,000","22,300,000","19,800,000"
	SpecialIncomeCharges,"-59,021,000","-22,107,000","-36,914,000","0",,,"0","-26,736,000",,,,,,,"0","0","0",,"0","0","-65,000","0","0","-75,223,000","-1,868,000","-13,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"22,107,000","36,914,000",,,,"0","26,736,000",,,,,,,,,,,"0",,"65,000",,"0","75,223,000","1,868,000","13,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"831,599,000","219,439,000","218,560,000","199,732,000","193,868,000","189,617,000","190,212,000","164,329,000","16,483,000","188,239,000","222,710,000","223,120,000","211,211,000","190,936,000","194,709,000","231,894,000","237,522,000","180,025,000","245,456,000","184,467,000","180,616,000","173,957,000","162,038,000","83,749,000","165,239,000","103,688,000","109,002,000","127,248,000","114,976,000","136,461,000","75,109,000","72,266,000","46,640,000","60,708,000","-176,000","12,450,000","13,365,000","-71,791,000","-383,756,000","-249,914,000","-276,782,000","-18,192,000","-99,193,000","-191,335,000","-161,879,000","-31,892,000","-148,336,000","-77,674,000","17,748,000","-151,138,000","-537,770,000","-618,079,000","-338,414,000","-270,790,000","-447,085,000","-205,550,000","-193,202,000","-91,892,000","-2,242,311,000","-144,085,000","49,889,000","101,853,000","94,212,000","123,847,000","136,702,000","170,567,000","119,834,000","149,767,000","179,467,000","207,425,000","136,286,000","142,140,000","166,151,000","147,200,000","44,961,000","137,874,000","197,004,000","195,958,000","191,342,000","214,996,000","246,542,000","244,762,000","232,990,000","230,447,000","237,588,000","230,885,000","191,689,000","213,809,000","198,374,000","184,929,000","681,010,000","0","0","0","554,585,000","0","0","0","465,373,000","0","0","0","365,028,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
TaxProvision,"171,624,000","44,426,000","44,626,000","41,755,000","40,817,000","39,596,000","38,782,000","33,518,000","2,436,000","38,434,000","45,600,000","46,186,000","43,433,000","38,995,000","36,963,000","49,994,000","50,708,000","36,388,000","218,142,000","64,440,000","61,994,000","84,159,000","54,551,000","27,131,000","56,018,000","34,497,000","6,584,000","-695,604,000","1,322,000","3,385,000","681,000","249,000","1,118,000","726,000","1,231,000","336,000","990,000","1,139,000","2,935,000","-2,972,000","-2,891,000","1,363,000","36,101,000","-26,130,000","-10,147,000","1,769,000","38,331,000","-26,146,000","-6,803,000","-1,047,000","-257,656,000","-100,311,000","1,421,000","-86,230,000","-173,738,000","-88,924,000","-84,146,000","-47,521,000","-867,596,000","62,235,000","-5,073,000","23,543,000","-19,721,000","-29,731,000","-34,479,000","46,166,000","28,541,000","39,126,000","49,605,000","59,660,000","35,138,000","37,649,000","46,430,000","40,131,000","5,207,000","32,745,000","53,227,000","54,848,000","53,844,000","63,426,000","75,606,000","75,575,000","71,987,000","71,455,000","76,370,000","72,961,000","59,368,000","67,454,000","62,271,000","57,709,000","61,309,000","55,700,000","50,000,000","43,700,000","42,920,000","41,900,000","42,200,000","42,000,000","37,723,000","37,400,000","35,000,000","31,500,000","30,837,000","27,200,000","25,500,000","23,500,000","24,100,000","22,300,000","20,000,000","17,400,000","17,000,000","15,200,000","13,600,000","11,800,000","13,300,000","15,600,000","10,800,000","7,800,000","10,200,000","11,000,000","10,500,000","7,800,000","9,500,000","8,600,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,157,000","9,977,000","-91,912,000","-166,149,000","21,753,000","14,053,000","7,536,000","-23,600,000","-21,342,000","39,052,000","36,828,000","31,741,000","44,495,000","34,248,000","33,372,000","29,578,000","34,803,000","23,004,000",,,,,,,,,,,,,,,,,,"178,600,000","162,900,000","144,100,000",,"138,400,000","137,400,000","136,000,000",,"121,600,000","115,600,000","103,900,000",,"93,000,000","88,200,000","82,000,000","82,900,000","76,000,000","69,900,000","62,600,000","62,800,000","57,300,000","52,100,000","45,000,000","49,500,000","49,400,000","42,700,000","33,200,000","39,700,000","39,800,000","35,800,000","26,400,000","32,000,000","29,200,000"
