name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
TotalAssets,"36,197,000,000","35,735,000,000","34,665,000,000","33,916,000,000","32,789,000,000","32,030,000,000","30,517,000,000","30,016,000,000","29,272,000,000","28,933,000,000","28,546,000,000","28,103,000,000","27,509,000,000","27,215,000,000","26,959,000,000","26,639,000,000","26,079,000,000","25,945,000,000","25,617,000,000","25,254,000,000","24,811,000,000","24,699,000,000","24,134,000,000","23,793,000,000","23,385,000,000","23,640,000,000","23,459,000,000","23,152,000,000","22,884,000,000","22,676,000,000","21,876,000,000","21,588,000,000","21,166,000,000","21,042,000,000","22,385,000,000","22,276,000,000","21,952,000,000","21,835,000,000","23,498,000,000","22,980,000,000","22,899,000,000","23,645,000,000","23,356,000,000","23,391,000,000","23,329,000,000","23,515,000,000","23,631,000,000","23,915,000,000","23,688,000,000","23,790,000,000","23,594,000,000","23,190,000,000","23,071,000,000","22,657,000,000","21,479,000,000","21,645,000,000","20,758,000,000","20,728,000,000","20,405,000,000","20,531,000,000","19,626,000,000","19,578,000,000","18,830,000,000","18,450,000,000","18,314,000,000","18,162,000,000","18,090,000,000","17,491,000,000","17,333,000,000","17,434,000,000","17,764,000,000","14,677,000,000","14,639,000,000","14,233,000,000","13,537,000,000","13,457,000,000","13,589,000,000","11,499,000,000","11,214,000,000","10,710,000,000","10,405,000,000","10,400,575,000","10,277,936,000","10,063,415,000","9,666,815,000","9,714,430,000","9,621,682,000","9,312,463,000","9,315,289,000","9,177,600,000","9,258,700,000","8,936,900,000","8,813,100,000","8,847,400,000","9,122,100,000","8,880,400,000","8,797,300,000","8,827,500,000"
	CurrentAssets,"2,031,000,000","1,968,000,000","2,204,000,000","2,116,000,000","1,823,000,000","1,653,000,000","1,590,000,000","1,620,000,000","1,464,000,000","1,431,000,000","1,495,000,000","1,514,000,000","1,422,000,000","1,533,000,000","1,640,000,000","1,685,000,000","1,567,000,000","1,612,000,000","1,581,000,000","1,571,000,000","1,450,000,000","1,593,000,000","1,599,000,000","1,594,000,000","1,458,000,000","1,917,000,000","1,983,000,000","1,991,000,000","1,993,000,000","2,046,000,000","1,942,000,000","1,965,000,000","1,840,000,000","1,972,000,000","3,273,000,000","3,408,000,000","3,296,000,000","2,369,000,000","2,406,000,000","2,154,000,000","2,124,000,000","2,295,000,000","2,680,000,000","2,603,000,000","2,715,000,000","2,894,000,000","3,120,000,000","2,830,000,000","2,658,000,000","2,842,000,000","2,780,000,000","2,664,000,000","2,757,000,000","2,515,000,000","2,547,000,000","2,766,000,000","2,303,000,000","2,480,000,000","2,341,000,000","2,565,000,000","1,860,000,000","1,874,000,000","1,737,000,000","1,545,000,000","1,463,000,000","1,818,000,000","1,983,000,000","1,565,000,000","1,438,000,000","1,582,000,000","2,142,000,000","1,652,000,000","1,687,000,000","1,317,000,000","1,310,000,000","1,177,000,000","1,291,000,000","1,452,000,000","1,460,000,000","976,000,000","784,000,000","863,514,000","983,081,000","911,333,000","772,084,000","921,182,000","1,005,907,000","779,565,000","864,539,000","879,000,000","1,150,500,000","841,400,000","755,700,000","771,200,000","1,075,500,000","798,900,000","684,500,000","711,200,000"
		CashCashEquivalentsAndShortTermInvestments,"7,000,000","8,000,000","7,000,000","99,000,000","6,000,000","139,000,000","6,000,000","8,000,000","42,000,000","16,000,000","20,000,000","6,000,000","8,000,000","16,000,000","11,000,000","29,000,000","30,000,000","10,000,000","9,000,000","10,000,000","8,000,000","9,000,000","18,000,000","13,000,000","13,000,000","292,000,000","72,000,000","2,000,000","6,000,000","5,000,000","13,000,000","46,000,000","26,000,000","30,000,000","169,000,000","150,000,000","161,000,000","209,000,000","298,000,000","117,000,000","208,000,000","255,000,000","522,000,000","378,000,000","573,000,000","545,000,000","761,000,000","672,000,000","593,000,000","622,000,000","802,000,000","528,000,000","628,000,000","92,000,000","206,000,000","205,000,000","186,000,000","355,000,000","170,000,000","687,000,000","161,000,000","137,000,000","34,000,000","51,000,000","29,000,000","96,000,000","278,000,000","27,000,000","30,000,000","69,000,000","647,000,000","511,000,000","633,000,000","111,000,000","100,000,000","101,000,000","294,000,000","628,000,000","629,000,000","150,000,000","60,000,000","67,092,000","112,112,000","72,530,000","91,469,000","125,968,000","237,537,000","48,901,000","39,691,000","194,900,000","331,100,000","54,000,000","74,200,000","76,900,000","62,300,000","47,100,000","45,800,000","9,700,000"
			CashAndCashEquivalents,"7,000,000","8,000,000","7,000,000","99,000,000","6,000,000","139,000,000","6,000,000","8,000,000","42,000,000","16,000,000","20,000,000","6,000,000","8,000,000","16,000,000","11,000,000","29,000,000","30,000,000","10,000,000","9,000,000","10,000,000","8,000,000","9,000,000","18,000,000","13,000,000","13,000,000","292,000,000","72,000,000","2,000,000","6,000,000","5,000,000","13,000,000","46,000,000","26,000,000","30,000,000","169,000,000","150,000,000","161,000,000","209,000,000","298,000,000","117,000,000","208,000,000","255,000,000","522,000,000","378,000,000","573,000,000","545,000,000","608,000,000","506,000,000","360,000,000","622,000,000","563,000,000","251,000,000","304,000,000","92,000,000","206,000,000","205,000,000","186,000,000","355,000,000","170,000,000","687,000,000","161,000,000","137,000,000","34,000,000","51,000,000","29,000,000","96,000,000","278,000,000","27,000,000","30,000,000","69,000,000","647,000,000","511,000,000","633,000,000","111,000,000","100,000,000","101,000,000","294,000,000","628,000,000","629,000,000","150,000,000","60,000,000","67,092,000","112,112,000","72,530,000","91,469,000","125,968,000","237,537,000","48,901,000","39,691,000","194,900,000","331,100,000","54,000,000","74,200,000","76,900,000","62,300,000","47,100,000","45,800,000","9,700,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","153,000,000","166,000,000","233,000,000","0","239,000,000","277,000,000","324,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"930,000,000","820,000,000","958,000,000","841,000,000","735,000,000","749,000,000","817,000,000","885,000,000","733,000,000","734,000,000","807,000,000","878,000,000","829,000,000","837,000,000","949,000,000","1,005,000,000","870,000,000","838,000,000","854,000,000","857,000,000","752,000,000","795,000,000","832,000,000","838,000,000","670,000,000","725,000,000","855,000,000","870,000,000","836,000,000","769,000,000","787,000,000","966,000,000","990,000,000","904,000,000","804,000,000","808,000,000","811,000,000","818,000,000","870,000,000","860,000,000","743,000,000","866,000,000","1,014,000,000","1,124,000,000","1,118,000,000","1,137,000,000","1,204,000,000","1,088,000,000","1,072,000,000","1,109,000,000","848,000,000","1,152,000,000","1,119,000,000","1,221,000,000","768,000,000","918,000,000","974,000,000","930,000,000","1,212,000,000","1,088,000,000","1,080,000,000","887,000,000","730,000,000","835,000,000","899,000,000","965,000,000","806,000,000","819,000,000","747,000,000","816,000,000","731,000,000","601,000,000","525,000,000","547,000,000","546,000,000","612,000,000","540,000,000","442,000,000","509,000,000","534,000,000","434,000,000","460,361,000","559,186,000","538,385,000","445,368,000","530,954,000","479,360,000","457,083,000","328,785,000","391,100,000","508,200,000","504,000,000","419,800,000","425,600,000","522,800,000","489,100,000","366,600,000","419,000,000"
			AccountsReceivable,"560,000,000","434,000,000","515,000,000","397,000,000","464,000,000","415,000,000","525,000,000","486,000,000","456,000,000","393,000,000","478,000,000","461,000,000","517,000,000","463,000,000","605,000,000","560,000,000","514,000,000","445,000,000","507,000,000","446,000,000","457,000,000","437,000,000","543,000,000","445,000,000","428,000,000","388,000,000","508,000,000","456,000,000","524,000,000","423,000,000","467,000,000","454,000,000","553,000,000","404,000,000","469,000,000","425,000,000","479,000,000","401,000,000","523,000,000","417,000,000","446,000,000","473,000,000","575,000,000","507,000,000","517,000,000","500,000,000","496,000,000","466,000,000","500,000,000","434,000,000","416,000,000","450,000,000","554,000,000","794,000,000","506,000,000","529,000,000","656,000,000","571,000,000","949,000,000","784,000,000","864,000,000","578,000,000","463,000,000","480,000,000","609,000,000","583,000,000","501,000,000","441,000,000","501,000,000","480,000,000","466,000,000","343,000,000","326,000,000","326,000,000","362,000,000","355,000,000","360,000,000","266,000,000","350,000,000","301,000,000","434,000,000","389,127,000","514,105,000","487,155,000","422,352,000","474,425,000","331,928,000","267,961,000","225,653,000","237,000,000","387,000,000","362,300,000","303,300,000","275,100,000","409,500,000","349,200,000","302,200,000","316,100,000"
				GrossAccountsReceivable,"588,000,000","463,000,000","551,000,000","439,000,000","511,000,000","465,000,000","569,000,000","511,000,000","475,000,000","410,000,000","497,000,000","480,000,000","536,000,000","481,000,000","627,000,000","585,000,000","534,000,000","464,000,000","527,000,000","467,000,000","476,000,000","456,000,000","562,000,000","466,000,000","449,000,000","407,000,000","528,000,000","477,000,000","547,000,000","444,000,000","488,000,000","477,000,000","579,000,000","422,000,000","489,000,000","447,000,000","501,000,000","418,000,000","547,000,000","441,000,000","470,000,000",,"596,000,000","532,000,000","550,000,000","523,000,000",,,,"458,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-28,000,000","-29,000,000","-36,000,000","-42,000,000","-47,000,000","-50,000,000","-44,000,000","-25,000,000","-19,000,000","-17,000,000","-19,000,000","-19,000,000","-19,000,000","-18,000,000","-22,000,000","-25,000,000","-20,000,000","-19,000,000","-20,000,000","-21,000,000","-19,000,000","-19,000,000","-19,000,000","-21,000,000","-21,000,000","-19,000,000","-20,000,000","-21,000,000","-23,000,000","-21,000,000","-21,000,000","-23,000,000","-26,000,000","-18,000,000","-20,000,000","-22,000,000","-22,000,000","-17,000,000","-24,000,000","-24,000,000","-24,000,000",,"-21,000,000","-25,000,000","-33,000,000","-23,000,000",,,,"-24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,000,000",,,,,,,,,,,,,,,,"308,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
