name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
TotalRevenue,"24,421,853,000","6,014,583,000","6,065,390,000","6,228,880,000","6,113,000,000","6,160,985,000","5,916,856,000","6,117,038,000","5,981,970,000","6,027,376,000","5,727,242,000","5,462,298,000","5,366,264,000","5,372,589,000","5,379,645,000","5,450,060,000","5,421,362,000","5,388,490,000","5,394,264,000","5,353,170,000","7,678,903,000","7,781,453,000","8,541,361,000","8,089,726,000","8,029,806,000","8,184,181,000","8,270,136,000","8,154,184,000","7,664,776,000","6,647,561,000","6,847,929,000","6,692,333,000","6,522,584,000","6,465,531,000","6,597,459,000","6,357,732,000","6,278,165,000","6,293,057,000","6,455,245,000","6,237,847,000","6,230,884,000","6,468,287,000","7,146,754,000","6,312,584,000","6,271,091,000","6,390,793,000","6,456,466,000","6,202,353,000","6,161,752,000","6,394,336,000","6,463,786,000","6,352,283,000","6,321,870,000","6,531,178,000","6,707,567,000","6,468,601,000","6,500,244,000","6,612,856,000","6,746,287,000","6,523,544,000","6,599,205,000","4,457,810,000","4,562,069,000","4,320,208,000","4,288,356,000","4,337,086,000","4,771,326,000","4,145,683,000","4,132,523,000","4,221,436,000","4,340,840,000","4,107,336,000","4,123,906,000","4,244,357,000","4,396,346,000","4,105,844,000","4,052,091,000","4,046,168,000","4,139,961,000","3,879,523,000","3,856,320,000","3,925,116,000","4,037,860,000","3,732,079,000","3,691,074,000","3,710,133,000","4,103,519,000","3,531,691,000","3,439,469,000","3,442,186,000","3,905,571,000","3,645,080,000","3,506,100,000","3,624,500,000","3,565,300,000","3,122,900,000","3,011,000,000","3,032,700,000","3,190,600,000","2,885,700,000","2,634,200,000","2,664,600,000","2,657,200,000","1,484,600,000","1,423,100,000","1,405,300,000","1,431,000,000","1,331,800,000","1,328,400,000","1,354,800,000","1,353,800,000","1,093,800,000","1,035,100,000","1,051,100,000","878,000,000","1,077,800,000","1,039,100,000","1,063,800,000","1,108,200,000","1,009,400,000","983,400,000","984,000,000","1,010,500,000","929,800,000","900,700,000","907,400,000","932,600,000","858,200,000","826,200,000","830,500,000","857,600,000","791,800,000","768,900,000","754,600,000","819,200,000","694,500,000","676,600,000","678,000,000","696,500,000","648,100,000","610,000,000","531,700,000","483,400,000","432,500,000","422,000,000","418,700,000","428,900,000","389,000,000","379,100,000"
	OperatingRevenue,"24,421,853,000","6,014,583,000","6,065,390,000","6,228,880,000","6,113,000,000","6,160,985,000","5,916,856,000","6,117,038,000","5,981,970,000","6,027,376,000","5,727,242,000","5,462,298,000","5,366,264,000","5,372,589,000","5,379,645,000","5,450,060,000","5,421,362,000","5,388,490,000","5,394,264,000","5,353,170,000","7,678,903,000","7,781,453,000","8,541,361,000","8,089,726,000","8,029,806,000","8,184,181,000","8,270,136,000","8,154,184,000","7,664,776,000","6,647,561,000","6,847,929,000","6,692,333,000","6,522,584,000","6,465,531,000","6,597,459,000","6,357,732,000","6,278,165,000","6,293,057,000","6,455,245,000","6,237,847,000","6,230,884,000","6,468,287,000","7,146,754,000","6,312,584,000","6,271,091,000","6,390,793,000","6,456,466,000","6,202,353,000","6,161,752,000","6,394,336,000","6,463,786,000","6,352,283,000","6,321,870,000","6,531,178,000","6,707,567,000","6,468,601,000","6,500,244,000","6,612,856,000","6,746,287,000","6,523,544,000","6,599,205,000","4,457,810,000","4,562,069,000","4,320,208,000","4,288,356,000","4,337,086,000","4,771,326,000","4,145,683,000","4,132,523,000","4,221,436,000","4,340,840,000","4,107,336,000","4,123,906,000","4,244,357,000","4,396,346,000","4,105,844,000","4,052,091,000","4,046,168,000","4,139,961,000","3,879,523,000","3,856,320,000","3,925,116,000","4,037,860,000","3,732,079,000","3,691,074,000","3,710,133,000","4,103,519,000","3,531,691,000","3,439,469,000","3,442,186,000","3,905,571,000","3,645,080,000","3,506,100,000","3,624,500,000","3,565,300,000","3,122,900,000","3,011,000,000","3,032,700,000","3,190,600,000","2,885,700,000","2,634,200,000","2,664,600,000","2,657,200,000","1,484,600,000","1,423,100,000","1,405,300,000","1,431,000,000","1,331,800,000","1,328,400,000","1,354,800,000","1,353,800,000","1,093,800,000","1,035,100,000","1,051,100,000","878,000,000","1,077,800,000","1,039,100,000","1,063,800,000","1,108,200,000","1,009,400,000","983,400,000","984,000,000","1,010,500,000","929,800,000","900,700,000","907,400,000","932,600,000","858,200,000","826,200,000","830,500,000","857,600,000","791,800,000","768,900,000","754,600,000","819,200,000","694,500,000","676,600,000","678,000,000","696,500,000","648,100,000","610,000,000","531,700,000","483,400,000","432,500,000","422,000,000","418,700,000","428,900,000","389,000,000","379,100,000"
CostOfRevenue,"19,403,504,000","4,817,854,000","4,824,077,000","4,894,497,000","4,867,076,000","4,876,110,000","4,774,297,000","4,913,939,000","4,821,625,000","4,829,057,000","4,460,621,000","4,273,323,000","4,221,825,000","4,245,866,000","4,215,281,000","4,267,972,000","4,260,211,000","4,219,741,000","4,124,498,000","4,166,447,000","5,891,900,000","6,022,419,000","6,473,199,000","6,194,866,000","6,113,063,000","6,289,881,000","6,228,580,000","6,151,305,000","5,742,485,000","4,788,031,000","4,892,068,000","4,769,020,000","4,628,005,000","4,662,552,000","4,711,743,000","4,557,066,000","4,461,804,000","4,472,066,000","4,407,482,000","4,426,526,000","4,520,463,000","4,719,516,000","5,364,679,000","4,641,204,000","4,622,130,000","4,699,874,000","4,755,479,000","4,561,200,000","4,523,092,000","4,682,632,000","4,788,449,000","4,665,871,000","4,633,595,000","4,757,112,000","4,983,847,000","4,743,089,000","4,722,070,000","4,804,610,000","4,878,367,000","4,772,895,000","4,802,881,000","3,235,129,000","3,335,025,000","3,166,165,000","3,137,321,000","3,153,086,000","3,185,543,000","3,127,776,000","3,117,738,000","3,140,803,000","3,221,653,000","3,097,712,000","3,097,789,000","3,191,834,000","3,307,364,000","3,105,006,000","3,087,860,000","3,068,175,000","3,148,215,000","2,977,050,000","2,973,199,000","3,010,719,000","3,105,420,000","2,923,759,000","2,872,390,000","2,749,899,000","3,023,195,000","2,629,643,000","2,542,269,000","2,572,317,000","3,033,996,000","2,753,888,000","2,595,800,000","2,590,300,000","2,628,400,000","2,225,600,000","2,157,900,000","2,125,900,000","2,255,900,000","2,040,500,000","1,858,800,000","1,861,500,000","1,870,100,000","1,060,400,000","1,015,000,000","999,300,000","1,025,100,000","955,000,000","950,900,000","967,700,000","965,600,000","780,500,000","736,100,000","747,100,000","622,600,000","764,400,000","735,100,000","752,200,000","788,900,000","713,200,000","695,800,000","693,700,000","715,700,000","651,700,000","630,800,000","632,100,000","651,800,000","596,800,000","570,700,000","575,000,000","595,200,000","554,100,000",,,,,,,,,,,,,,,,,
GrossProfit,"5,018,349,000","1,196,729,000","1,241,313,000","1,334,383,000","1,245,924,000","1,284,875,000","1,142,559,000","1,203,099,000","1,160,345,000","1,198,319,000","1,266,621,000","1,188,975,000","1,144,439,000","1,126,723,000","1,164,364,000","1,182,088,000","1,161,151,000","1,168,749,000","1,269,766,000","1,186,723,000","1,787,003,000","1,759,034,000","2,068,162,000","1,894,860,000","1,916,743,000","1,894,300,000","2,041,556,000","2,002,879,000","1,922,291,000","1,859,530,000","1,955,861,000","1,923,313,000","1,894,579,000","1,802,979,000","1,885,716,000","1,800,666,000","1,816,361,000","1,820,991,000","2,047,763,000","1,811,321,000","1,710,421,000","1,748,771,000","1,782,075,000","1,671,380,000","1,648,961,000","1,690,919,000","1,700,987,000","1,641,153,000","1,638,660,000","1,711,704,000","1,675,337,000","1,686,412,000","1,688,275,000","1,774,066,000","1,723,720,000","1,725,512,000","1,778,174,000","1,808,246,000","1,867,920,000","1,750,649,000","1,796,324,000","1,222,681,000","1,227,044,000","1,154,043,000","1,151,035,000","1,184,000,000","1,585,783,000","1,017,907,000","1,014,785,000","1,080,633,000","1,119,187,000","1,009,624,000","1,026,117,000","1,052,523,000","1,088,982,000","1,000,838,000","964,231,000","977,993,000","991,746,000","902,473,000","883,121,000","914,397,000","932,440,000","808,320,000","818,684,000","960,234,000","1,080,324,000","902,048,000","897,200,000","869,869,000","871,575,000","891,192,000","910,300,000","1,034,200,000","936,900,000","897,300,000","853,100,000","906,800,000","934,700,000","845,200,000","775,400,000","803,100,000","787,100,000","424,200,000","408,100,000","406,000,000","405,900,000","376,800,000","377,500,000","387,100,000","388,200,000","313,300,000","299,000,000","304,000,000","255,400,000","313,400,000","304,000,000","311,600,000","319,300,000","296,200,000","287,600,000","290,300,000","294,800,000","278,100,000","269,900,000","275,300,000","280,800,000","261,400,000","255,500,000","255,500,000","262,400,000","237,700,000",,,,,,,,,,,,,,,,,
OperatingExpense,"5,006,443,000","1,217,929,000","1,243,841,000","1,276,920,000","1,267,753,000","1,245,362,000","1,187,541,000","1,156,355,000","1,116,142,000","1,197,147,000","1,154,300,000","1,134,854,000","1,135,530,000","1,162,652,000","1,143,202,000","1,142,555,000","1,153,991,000","1,152,627,000","1,181,964,000","1,166,514,000","1,734,306,000","1,761,290,000","1,897,003,000","1,773,862,000","1,778,247,000","1,793,247,000","1,810,288,000","1,777,647,000","1,725,826,000","1,699,585,000","1,718,327,000","1,692,437,000","1,640,524,000","1,644,354,000","1,716,671,000","1,632,299,000","1,602,931,000","1,609,261,000","1,682,332,000","1,612,198,000","1,618,169,000","1,688,066,000","1,758,325,000","1,583,098,000","1,603,752,000","1,586,236,000","1,596,836,000","1,571,092,000","1,666,734,000","1,623,171,000","1,666,179,000","1,603,754,000","1,645,913,000","1,710,672,000","1,699,889,000","1,711,873,000","1,780,631,000","1,792,974,000","1,748,543,000","1,738,926,000","1,750,881,000","1,127,787,000","1,123,273,000","1,079,509,000","1,082,102,000","1,085,597,000","1,441,958,000","958,669,000","935,688,000","947,453,000","1,009,083,000","909,016,000","926,153,000","912,845,000","951,403,000","896,165,000","902,184,000","905,934,000","840,969,000","835,239,000","902,709,000","955,594,000","1,716,399,000","806,653,000","815,229,000","954,233,000","1,876,053,000","886,812,000","955,548,000","929,769,000","1,446,718,000","953,126,000","884,800,000","820,200,000","555,000,000","707,600,000","964,900,000","714,700,000","695,800,000","688,600,000","632,200,000","652,000,000","608,000,000","343,000,000","331,700,000","319,200,000","297,800,000","306,900,000","310,200,000","308,000,000","287,700,000","258,700,000","244,800,000","239,600,000","339,400,000","266,700,000","255,000,000","249,000,000","237,100,000","245,100,000","235,300,000","228,400,000","213,100,000","226,900,000","218,700,000","216,700,000","204,300,000","212,600,000","207,800,000","201,500,000","214,100,000","194,600,000",,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"5,006,443,000","1,217,929,000","1,243,841,000","1,276,920,000","1,267,753,000","1,245,362,000","1,187,541,000","1,156,355,000","1,116,142,000","1,197,147,000","1,154,300,000","1,134,854,000","1,135,530,000","1,162,652,000","1,143,202,000","1,142,555,000","1,153,991,000","1,152,627,000","1,181,964,000","1,166,514,000","1,734,306,000","1,761,290,000","1,897,003,000","1,773,862,000","1,778,247,000","1,793,247,000","1,810,288,000","1,777,647,000","1,725,826,000","1,699,585,000","1,718,327,000","1,692,437,000","1,640,524,000","1,644,354,000","1,716,671,000","1,632,299,000","1,602,931,000","1,609,261,000","1,682,332,000","1,612,198,000","1,618,169,000","1,688,066,000","1,758,325,000","1,583,098,000","1,603,752,000","1,586,236,000","1,630,053,000","1,578,142,000","1,626,704,000","1,622,934,000","1,641,574,000","1,605,213,000","1,645,913,000","1,710,672,000","1,699,889,000","1,711,873,000","1,780,631,000","1,792,974,000","1,748,543,000","1,738,926,000","1,750,881,000","1,127,787,000","1,123,273,000","1,079,509,000","1,082,102,000","1,085,597,000","1,441,958,000","958,669,000","935,688,000","947,453,000","1,009,083,000","909,016,000","926,153,000","912,845,000","951,403,000","896,165,000","902,184,000","905,934,000","840,969,000","835,239,000","902,709,000","891,681,000","897,619,000","801,453,000","809,949,000","858,049,000","964,182,000","797,409,000","858,631,000","838,085,000","1,283,365,000","824,626,000","756,300,000","726,700,000","464,100,000","640,500,000","896,600,000","638,400,000","624,900,000","613,400,000","568,200,000","587,900,000","550,600,000","302,700,000","296,100,000","284,400,000","266,500,000","276,400,000","281,800,000","279,500,000","260,400,000","233,800,000","221,300,000","216,700,000","323,000,000","239,700,000","228,600,000","223,100,000","213,600,000","219,400,000","210,800,000","203,900,000","193,100,000","202,300,000","194,100,000","192,400,000","180,500,000","189,400,000","184,600,000","178,400,000","191,900,000","173,900,000",,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,184,000","5,200,000","5,280,000","96,184,000","126,732,000","89,403,000","96,917,000","91,684,000","163,353,000","128,500,000","128,500,000","93,500,000","90,900,000","67,100,000","68,300,000","76,300,000","70,900,000","75,200,000","64,000,000","64,100,000","57,400,000","40,300,000","35,600,000","34,800,000","31,300,000","30,500,000","28,400,000","28,500,000","27,300,000","24,900,000","23,500,000","22,900,000","16,400,000","27,000,000","26,400,000","25,900,000","23,500,000","25,700,000","24,500,000","24,500,000","20,000,000","24,600,000","24,600,000","24,300,000","23,800,000","23,200,000","23,200,000","23,100,000","22,200,000","20,700,000",,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,184,000","5,200,000","5,280,000","96,184,000","126,732,000","89,403,000","96,917,000","91,684,000","163,353,000","128,500,000","128,500,000","93,500,000","90,900,000","67,100,000","68,300,000","76,300,000","70,900,000","75,200,000","64,000,000","64,100,000","57,400,000","40,300,000","35,600,000","34,800,000","31,300,000","30,500,000","28,400,000","28,500,000","27,300,000","24,900,000","23,500,000","22,900,000","16,400,000","27,000,000","26,400,000","25,900,000","23,500,000","25,700,000","24,500,000","24,500,000","20,000,000","24,600,000","24,600,000","24,300,000","23,800,000","23,200,000","23,200,000","23,100,000","22,200,000","20,700,000",,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,841,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,184,000","5,200,000","5,280,000","5,343,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
