name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"170,784,000","15,079,000","12,565,000","74,829,000","68,311,000","13,642,000","23,909,000","-17,303,000","23,663,000","-40,803,000","27,665,000","33,893,000","71,587,000","10,901,000","43,016,000","94,747,000","95,334,000","77,609,000","49,003,000","104,912,000","100,008,000","-15,767,000","311,000","-1,251,000","5,075,000","-3,754,000","25,076,000","-2,041,000","18,673,000","19,784,000","64,424,000","51,765,000","24,915,000","30,307,000","17,924,000","18,362,000","15,077,000","-4,912,000","30,961,000","24,698,000","43,742,000","1,549,000","20,170,000","7,985,000","17,192,000","-2,782,000","12,339,000","12,183,000","11,210,000","1,006,000"
	CashFlowFromContinuingOperatingActivities,"170,784,000","15,079,000","12,565,000","74,829,000","68,311,000","13,642,000","23,909,000","-17,303,000","23,663,000","-40,803,000","27,665,000","33,893,000","71,587,000","10,901,000","43,016,000","94,747,000","95,334,000","77,609,000","49,003,000","104,912,000","100,008,000","-15,767,000","311,000","-1,251,000","5,075,000","-3,754,000","25,076,000","-2,041,000","18,673,000","19,784,000","64,424,000","51,765,000","24,915,000","30,307,000","17,924,000","18,362,000","15,077,000","-4,912,000","30,961,000","24,698,000","43,742,000","1,549,000","20,170,000","7,985,000","17,192,000","-2,782,000","12,339,000","12,183,000","11,210,000","1,006,000"
		NetIncomeFromContinuingOperations,"-21,900,000","-8,514,000","-19,114,000","-20,174,000","25,902,000","-20,935,000","4,317,000","-14,216,000","-32,618,000","-72,605,000","-293,425,000","-23,065,000","6,061,000","-19,328,000","-256,075,000","6,316,000","17,644,000","31,294,000","71,952,000","41,273,000","29,459,000","2,522,000","-6,943,000","-11,462,000","-11,991,000","-10,660,000","-15,320,000","2,412,000","9,953,000","14,823,000","33,238,000","41,277,000","28,654,000","18,371,000","16,453,000","21,334,000","20,192,000","17,277,000","21,794,000","18,796,000","19,451,000","19,113,000","10,045,000","10,342,000","6,356,000","3,510,000","3,772,000","9,335,000","-2,056,000","341,000"
		OperatingGainsLosses,"-471,000","-375,000","275,000","-195,000","-176,000","-35,000","-812,000","-340,000","-1,026,000","-419,000","1,596,000","-93,000","-43,000","113,000","234,000","215,000","180,000","-5,799,000","53,000","-32,000","335,000","59,000","323,000","211,000","21,000","8,000","-624,000","196,000","843,000","-32,000","88,000","55,000",,,"-160,000","431,000",,,"-3,000","-30,000","0","-439,000","9,571,000","-1,631,000","5,798,000","-7,730,000","1,712,000","-413,000","9,894,000","-3,205,000"
			GainLossOnSaleOfPPE,"-471,000","-375,000","275,000","-195,000","-176,000","-35,000","-812,000","-340,000","-1,026,000","-419,000","1,515,000","-12,000","-43,000","113,000","234,000","215,000","180,000","-5,799,000","53,000","-32,000","335,000","59,000","323,000","211,000","21,000","8,000","-624,000","196,000","843,000","-32,000","88,000","55,000",,,"-160,000","-49,000","47,000","0","-3,000","-30,000","0","-439,000","-41,000","40,000","0","-34,000","-2,000","7,000","-3,000","0"
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,671,000","-245,000","-7,696,000","1,714,000","-420,000","-298,000","-3,205,000"
		DepreciationAmortizationDepletion,"157,532,000","37,749,000","38,637,000","39,981,000","41,165,000","41,348,000","39,964,000","40,069,000","37,086,000","38,449,000","42,819,000","47,126,000","44,899,000","44,600,000","46,527,000","37,150,000","36,563,000","28,592,000","27,335,000","24,673,000","23,626,000","21,599,000","21,194,000","17,175,000","15,209,000","14,556,000","16,378,000","15,158,000","13,695,000","13,243,000","12,664,000","12,425,000","10,341,000","9,589,000","10,098,000","9,152,000","8,890,000","8,278,000","7,179,000","5,968,000","5,974,000","5,978,000","5,363,000","5,295,000","5,253,000","5,088,000","5,040,000","4,777,000","4,770,000","4,718,000"
		DeferredTax,"-17,936,000","-15,312,000","-4,254,000","-7,292,000","8,922,000","-4,869,000","3,840,000","-4,555,000","-24,111,000","-36,979,000","-93,193,000","-7,546,000","1,610,000","-2,553,000","-38,769,000","-3,324,000","3,237,000","7,786,000","-30,750,000","8,000,000","3,875,000","-1,726,000","-7,045,000","-11,659,000","-9,636,000","-8,563,000","-2,010,000","-1,560,000","-3,802,000","-3,101,000","-6,485,000","2,001,000","882,000","1,160,000","126,000","1,396,000","2,027,000","1,029,000","-4,639,000","4,577,000","747,000","410,000","-3,078,000","1,084,000","669,000","666,000","-512,000","-537,000","211,000","-486,000"
			DeferredIncomeTax,"-17,936,000","-15,312,000","-4,254,000","-7,292,000","8,922,000","-4,869,000","3,840,000","-4,555,000","-24,111,000","-36,979,000","-93,193,000","-7,546,000","1,610,000","-2,553,000","-38,769,000","-3,324,000","3,237,000","7,786,000","-30,750,000","8,000,000","3,875,000","-1,726,000","-7,045,000","-11,659,000","-9,636,000","-8,563,000","-2,010,000","-1,560,000","-3,802,000","-3,101,000","-6,485,000","2,001,000","882,000","1,160,000","126,000","1,396,000","2,027,000","1,029,000","-4,639,000","4,577,000","747,000","410,000","-3,078,000","1,084,000","669,000","666,000","-512,000","-537,000","211,000","-486,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"176,000","176,000","155,000","119,000","105,000","100,000","98,000","104,000","96,000","222,000","411,000"
