name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"324,234,000","305,567,000","308,299,000","283,255,000","294,495,000","323,664,000","346,248,000","348,634,000","341,756,000","334,679,000","325,344,000","318,616,000","344,336,000","340,576,000","332,810,000","359,806,000","390,121,000","402,953,000","397,989,000","391,176,000","393,269,000","390,887,000","384,586,000","365,423,000","349,283,000","341,878,000","341,411,000","342,990,000","317,850,000","286,284,000","285,654,000","292,391,000","297,300,000","302,227,000","312,397,000","308,227,000","330,986,000","295,632,000","299,818,000","302,526,000","264,429,000","277,049,000","255,374,000","264,664,000","260,522,000","172,495,000","167,753,000","165,506,000","161,550,000","162,248,000"
	CurrentAssets,"250,405,000","230,061,000","229,984,000","201,414,000","213,000,000","235,581,000","257,585,000","254,196,000","243,486,000","230,748,000","217,664,000","206,022,000","224,791,000","233,205,000","220,330,000","236,125,000","256,390,000","264,640,000","258,106,000","253,625,000","258,293,000","270,796,000","273,736,000","275,267,000","268,496,000","263,198,000","262,914,000","265,472,000","238,924,000","199,023,000","197,493,000","197,484,000","215,393,000","216,573,000","223,434,000","220,390,000","242,006,000","225,644,000","229,449,000","231,607,000","192,567,000","201,398,000","204,397,000","186,190,000","189,880,000","109,957,000","109,226,000","113,728,000","113,810,000","116,289,000"
		CashCashEquivalentsAndShortTermInvestments,"106,721,000","105,508,000","104,252,000","94,508,000","110,739,000","122,786,000","111,286,000","102,201,000","98,567,000","78,105,000","69,003,000","62,674,000","67,317,000","65,666,000","59,540,000","60,784,000","84,218,000","91,217,000","70,809,000","75,716,000","87,746,000","101,515,000","100,095,000","110,903,000","101,103,000","99,382,000","100,552,000","100,431,000","70,298,000","43,035,000","35,269,000","28,043,000","61,341,000","75,017,000","70,564,000","74,731,000","99,760,000","101,241,000","105,875,000","107,087,000","83,780,000","86,384,000","103,375,000","79,315,000","92,539,000","25,465,000","25,353,000","24,998,000","36,456,000","43,420,000"
			CashAndCashEquivalents,"79,044,000","77,833,000","76,578,000","66,836,000","83,068,000","95,117,000","83,619,000","94,536,000","90,905,000","70,467,000","61,396,000","55,107,000","59,793,000","58,185,000","52,099,000","48,383,000","71,867,000","78,906,000","58,528,000","73,661,000","81,699,000","82,500,000","71,625,000","82,476,000","62,739,000","76,088,000","77,250,000","92,135,000","62,002,000","43,035,000","35,269,000","28,043,000","53,056,000","57,101,000","43,656,000","37,857,000","51,404,000","36,940,000","38,579,000","23,229,000","36,890,000","32,321,000","31,502,000","32,325,000","92,539,000","25,465,000","25,353,000","24,998,000","36,456,000","43,420,000"
				CashFinancial,,"77,833,000",,,,"95,117,000","83,619,000",,,"70,467,000","61,396,000","55,107,000","59,793,000","58,185,000","52,099,000","48,383,000","71,867,000","78,906,000","53,716,000","53,851,000","57,890,000","58,691,000","47,666,000","50,518,000","30,782,000","29,133,000","30,298,000","53,986,000","54,553,000","43,035,000","35,269,000","27,946,000",,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,"0",,,,"0","0","0","0","0","0",,"0","0","4,812,000","19,810,000","23,809,000","23,809,000","23,959,000","31,958,000","31,957,000","46,955,000","46,952,000","38,149,000","7,449,000","0","0","97,000",,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"27,677,000","27,675,000","27,674,000","27,672,000","27,671,000","27,669,000","27,667,000","7,665,000","7,662,000","7,638,000","7,607,000","7,567,000","7,524,000","7,481,000","7,441,000","12,401,000","12,351,000","12,311,000","12,281,000","2,055,000","6,047,000","19,015,000","28,470,000","28,427,000","38,364,000","23,294,000","23,302,000","8,296,000","8,296,000","0","0","0","8,285,000","17,916,000","26,908,000","36,874,000","48,356,000","64,301,000","67,296,000","83,858,000","46,890,000","54,063,000","71,873,000","46,990,000",,,,,,
		Receivables,"80,693,000","68,888,000","73,705,000","59,365,000","52,417,000","62,988,000","84,945,000","87,700,000","85,221,000","92,229,000","86,452,000","80,596,000","86,292,000","98,336,000","91,304,000","77,316,000","96,220,000","99,326,000","67,003,000","89,012,000","94,009,000","103,006,000","95,677,000","86,859,000","87,174,000","83,161,000","77,830,000","79,389,000","85,803,000","77,597,000","79,174,000","79,248,000","70,647,000","64,533,000","78,898,000","72,998,000","63,267,000","70,354,000","68,816,000","75,305,000","59,664,000","68,877,000","58,236,000","70,727,000","65,092,000","54,374,000","49,580,000","54,154,000","50,087,000","52,561,000"
			AccountsReceivable,"63,838,000","55,324,000","57,901,000","47,763,000","39,975,000","45,277,000","60,391,000","61,471,000","61,914,000","68,988,000","65,096,000","57,471,000","63,717,000","74,343,000","66,264,000","76,752,000","66,916,000","65,499,000","65,980,000","56,151,000","67,734,000","78,143,000","93,967,000","84,790,000","84,103,000","82,235,000","74,672,000","74,767,000","81,347,000","69,839,000","71,262,000","73,496,000","64,586,000","57,010,000","73,418,000","68,265,000","58,878,000","66,338,000","68,816,000","69,931,000","52,180,000","60,149,000","58,236,000","70,727,000","65,092,000","54,374,000","49,580,000","52,173,000","47,329,000","54,872,000"
				GrossAccountsReceivable,"63,838,000","55,324,000","57,901,000","47,806,000","40,020,000",,,,,,,,"63,717,000","74,343,000","66,740,000","77,479,000",,"65,499,000",,,,,"93,967,000","84,790,000","84,103,000","82,235,000","74,672,000","74,767,000","81,347,000","69,839,000",,"73,496,000","64,586,000",,"79,745,000",,"58,878,000","66,338,000","69,641,000","70,672,000","52,840,000","60,655,000","59,170,000",,,,"51,820,000",,,
