name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalRevenue,"6,673,000,000","1,764,000,000","1,575,000,000","1,680,000,000","1,655,000,000","1,436,000,000","1,338,000,000","1,233,000,000","1,093,000,000","1,305,000,000","1,353,000,000","1,390,000,000","1,408,000,000","1,376,000,000","1,464,000,000","1,628,000,000","1,816,000,000","1,730,000,000","1,575,000,000","1,584,000,000","1,588,000,000","1,437,000,000","1,322,000,000","1,398,000,000","1,383,000,000","1,297,000,000","1,360,000,000","1,486,000,000","1,508,000,000","1,363,000,000","1,549,000,000","1,632,000,000","1,682,000,000","1,569,000,000","1,656,000,000"
	OperatingRevenue,"6,673,000,000","1,764,000,000","1,575,000,000","1,680,000,000","1,655,000,000","1,436,000,000","1,338,000,000","1,233,000,000","1,093,000,000","1,305,000,000","1,353,000,000","1,390,000,000","1,408,000,000","1,376,000,000","1,464,000,000","1,628,000,000","1,816,000,000","1,730,000,000","1,575,000,000","1,584,000,000","1,588,000,000","1,437,000,000","1,322,000,000","1,398,000,000","1,383,000,000","1,297,000,000","1,360,000,000","1,486,000,000","1,508,000,000","1,363,000,000","1,549,000,000","1,632,000,000","1,682,000,000","1,569,000,000","1,656,000,000"
CostOfRevenue,"5,103,000,000","1,278,000,000","1,182,000,000","1,253,000,000","1,391,000,000","1,139,000,000","1,025,000,000","976,000,000","894,000,000","1,007,000,000","1,203,000,000","1,096,000,000","1,085,000,000","1,080,000,000","1,064,000,000","1,151,000,000","1,259,000,000","1,193,000,000","1,088,000,000","1,117,000,000","1,147,000,000","1,079,000,000","1,023,000,000","1,056,000,000","1,116,000,000","1,095,000,000","1,147,000,000","1,222,000,000","1,282,000,000","1,111,000,000","1,248,000,000","1,273,000,000","1,311,000,000","1,240,000,000","1,300,000,000"
GrossProfit,"1,570,000,000","486,000,000","393,000,000","427,000,000","264,000,000","297,000,000","313,000,000","257,000,000","199,000,000","298,000,000","150,000,000","294,000,000","323,000,000","296,000,000","400,000,000","477,000,000","557,000,000","537,000,000","487,000,000","467,000,000","441,000,000","358,000,000","299,000,000","342,000,000","267,000,000","202,000,000","213,000,000","264,000,000","226,000,000","252,000,000","301,000,000","359,000,000","371,000,000","329,000,000","356,000,000"
OperatingExpense,"720,000,000","172,000,000","190,000,000","154,000,000","205,000,000","159,000,000","203,000,000","135,000,000","131,000,000","150,000,000","167,000,000","150,000,000","155,000,000","178,000,000","212,000,000","183,000,000","181,000,000","163,000,000","177,000,000","168,000,000","178,000,000","163,000,000","500,000,000","167,000,000","191,000,000","156,000,000","180,000,000","175,000,000","184,000,000","190,000,000","186,000,000","209,000,000","223,000,000","210,000,000","224,000,000"
	SellingGeneralAndAdministration,"594,000,000","141,000,000","159,000,000","124,000,000","172,000,000","139,000,000","180,000,000","112,000,000","110,000,000","125,000,000","125,000,000","130,000,000","136,000,000","156,000,000","191,000,000","163,000,000","161,000,000","143,000,000","158,000,000","148,000,000","157,000,000","144,000,000","480,000,000","148,000,000","174,000,000","133,000,000","151,000,000","157,000,000","157,000,000","167,000,000","153,000,000","176,000,000","183,000,000","173,000,000","183,000,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,"161,000,000","143,000,000",,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,"161,000,000","143,000,000",,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"113,000,000","30,000,000","29,000,000","27,000,000","27,000,000","24,000,000","26,000,000","22,000,000","20,000,000","24,000,000","19,000,000","20,000,000","19,000,000","22,000,000","21,000,000","20,000,000","20,000,000","20,000,000","19,000,000","20,000,000","21,000,000","19,000,000","20,000,000","19,000,000","17,000,000","23,000,000","29,000,000","18,000,000","27,000,000","23,000,000","33,000,000","33,000,000","40,000,000","37,000,000","41,000,000"
	OtherOperatingExpenses,"13,000,000","1,000,000","2,000,000","3,000,000","6,000,000","-4,000,000","-12,000,000","1,000,000","1,000,000","1,000,000","23,000,000","-6,000,000","-4,000,000","-5,000,000","-1,000,000","-2,000,000","-1,000,000","-5,000,000","-12,000,000","-2,000,000","-5,000,000","-5,000,000","-4,000,000","-3,000,000","-6,000,000","-3,000,000","-9,000,000","-3,000,000","-2,000,000","-5,000,000","-6,000,000","-13,000,000","-4,000,000","-5,000,000","-8,000,000"
