name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalRevenue,"331,946,000","79,935,000","83,389,000","81,647,000","86,975,000","99,395,000","91,542,000","81,470,000","61,709,000","36,309,000","35,593,000","25,800,000","24,149,000","18,172,000","16,261,000","11,763,000","12,794,000","10,677,000","2,414,000","198,000","0","0","5,000","111,000","17,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"331,946,000","79,935,000","83,389,000","81,647,000","86,975,000","99,395,000","91,542,000","81,470,000","61,709,000","36,309,000","35,593,000","25,800,000","24,149,000","18,172,000","16,261,000","11,763,000","12,794,000","10,677,000","2,414,000","198,000","0","0","5,000","111,000","17,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"16,920,000","6,100,000","3,509,000","4,175,000","3,136,000","5,188,000","5,481,000","2,348,000","1,803,000","-3,503,000","5,107,000","2,683,000","766,000","452,000","507,000","273,000","141,000","225,000","1,000",,,,,,,,,,,,,,,,,,,,
GrossProfit,"315,026,000","73,835,000","79,880,000","77,472,000","83,839,000","94,207,000","86,061,000","79,122,000","59,906,000","39,812,000","30,486,000","23,117,000","23,383,000","17,720,000","15,754,000","11,490,000","12,653,000","10,452,000","2,413,000",,,,,,,,,,,,,,,,,,,,
OperatingExpense,"726,826,000","210,467,000","182,444,000","167,300,000","166,615,000","200,776,000","182,142,000","129,437,000","122,961,000","160,477,000","124,938,000","141,150,000","135,857,000","116,934,000","106,094,000","101,136,000","107,553,000","106,939,000","99,247,000","83,911,000","78,441,000","69,954,000","70,554,000","65,894,000","58,070,000","53,622,000","56,158,000","39,936,000","30,142,000","21,502,000","16,943,000","15,835,000","13,661,000","10,339,000","9,525,000","7,761,000","8,247,000","6,747,000","4,678,000"
	SellingGeneralAndAdministration,"234,036,000","67,312,000","59,431,000","53,883,000","53,410,000","53,258,000","51,042,000","42,123,000","42,252,000","47,516,000","41,877,000","41,006,000","39,812,000","38,829,000","34,476,000","31,095,000","30,718,000","31,435,000","37,720,000","23,499,000","20,005,000","18,685,000","19,808,000","17,183,000","14,738,000","13,207,000","11,593,000","10,232,000","7,038,000","4,138,000","3,422,000","2,981,000","2,422,000","1,986,000","1,321,000","999,000","1,048,000","1,083,000","903,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,"23,499,000","20,005,000","18,685,000","19,808,000","17,183,000","14,738,000","13,207,000","11,593,000","10,232,000","7,038,000","4,138,000","3,422,000","2,981,000","2,422,000","1,986,000","1,321,000","999,000","1,048,000","1,083,000","903,000"
			OtherGandA,,,,,,,,,,,,,,,,,,,,"23,499,000","20,005,000","18,685,000","19,808,000","17,183,000","14,738,000","13,207,000","11,593,000","10,232,000","7,038,000","4,138,000","3,422,000","2,981,000","2,422,000","1,986,000","1,321,000","999,000","1,048,000","1,083,000","903,000"
	ResearchAndDevelopment,"492,790,000","143,155,000","123,013,000","113,417,000","113,205,000","147,518,000","131,100,000","87,314,000","80,709,000","112,961,000","83,061,000","100,144,000","96,045,000","78,105,000","71,618,000","70,041,000","76,835,000","75,504,000","61,527,000","60,412,000","58,436,000","51,269,000","50,746,000","48,711,000","43,332,000","40,415,000","44,565,000","29,704,000","23,104,000","17,364,000","13,521,000","12,854,000","11,239,000","8,353,000","8,204,000","6,762,000","7,199,000","5,664,000","3,775,000"
OperatingIncome,"-411,800,000","-136,632,000","-102,564,000","-89,828,000","-82,776,000","-106,569,000","-96,081,000","-50,315,000","-63,055,000","-120,665,000","-94,452,000","-118,033,000","-112,474,000","-99,214,000","-90,340,000","-89,646,000","-94,900,000","-96,487,000","-96,834,000","-83,713,000","-78,441,000","-69,954,000","-70,549,000","-65,783,000","-58,053,000","-53,622,000","-56,158,000","-39,936,000","-30,142,000","-21,502,000","-16,943,000","-15,835,000","-13,661,000","-10,339,000","-9,525,000","-7,761,000","-8,247,000","-6,747,000","-4,678,000"
