name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
OperatingCashFlow,"2,123,879,000","179,822,000","840,332,000","1,106,993,000","-3,268,000","-200,508,000","104,921,000","-14,740,000","220,540,000","-50,654,000","143,782,000","181,479,000","172,710,000","6,075,000","273,298,000","178,501,000","9,356,000","-178,325,000","186,126,000","68,748,000","60,096,000","-136,442,000","196,314,000","-5,238,000","10,447,000","-43,296,000","58,265,000","101,212,000","7,694,000","9,863,000","-3,003,000","29,804,000","-13,068,000","13,760,000","8,596,000","29,696,000","-60,679,000","-25,189,000","-18,004,000","-11,069,000","-22,872,000","-14,905,000","-18,470,000","-9,174,000","-13,434,000","-25,330,000","-17,594,000","-1,766,000","4,531,000","-26,891,000","-12,481,000","-16,123,000","29,093,000","-3,235,000","-5,582,000","-4,355,000","-2,851,000","-16,089,000","11,770,000","6,175,000","31,840,000","21,712,000","38,428,000","44,085,000","25,518,000","3,816,000","28,255,000","65,307,000","32,100,000","-8,685,000"
	CashFlowFromContinuingOperatingActivities,"2,123,879,000","179,822,000","840,332,000","1,106,993,000","-3,268,000","-200,508,000","104,921,000","-14,740,000","220,540,000","-50,654,000","143,782,000","181,479,000","172,710,000","6,075,000","273,298,000","178,501,000","9,356,000","-178,325,000","186,126,000","68,748,000","60,096,000","-136,442,000","196,314,000","-5,238,000","10,447,000","-43,296,000","58,265,000","101,212,000","7,694,000","9,863,000","-3,003,000","29,804,000","-13,068,000","13,760,000","8,596,000","29,696,000","-60,679,000","-25,189,000","-18,004,000","-11,069,000","-22,872,000","-14,905,000","-18,470,000","-9,174,000","-13,434,000","-25,330,000","-17,594,000","-1,766,000","4,531,000","-26,891,000","-12,481,000","-16,123,000","29,093,000","-3,235,000","-5,582,000","-4,355,000","-2,851,000","-16,089,000","11,770,000","6,175,000","31,840,000","21,712,000","38,428,000","44,085,000","25,518,000","3,816,000","28,255,000","65,307,000","32,100,000","-8,685,000"
		NetIncomeFromContinuingOperations,"2,192,476,000","639,640,000","442,456,000","613,145,000","497,235,000","172,580,000","139,914,000","85,932,000","78,924,000","8,767,000","41,367,000","78,130,000","66,604,000","35,708,000","52,021,000","73,328,000","56,622,000","23,220,000","-42,701,000","39,750,000","37,910,000","3,822,000","6,411,000","125,469,000","29,441,000","-16,980,000","-10,580,000","-8,757,000","3,576,000","-7,070,000","2,421,000","8,504,000","10,609,000","-3,384,000","4,529,000","12,794,000","-48,401,000","-11,808,000","-10,984,000","-13,565,000","-12,055,000","-19,188,000",,,"-15,484,000","-21,249,000","-24,613,000","-20,470,000","-19,042,000","-31,386,000","6,574,000","-15,246,000","-22,604,000","-30,578,000","-58,879,000","-18,856,000","-45,913,000","-15,846,000","-20,367,000","-12,012,000","8,395,000","232,000","3,877,000","17,316,000","28,382,000","19,318,000","19,499,000","27,828,000","20,161,000","-18,860,000"
		OperatingGainsLosses,,,"2,841,000",,,,"1,697,000","-1,225,000","-55,000","5,216,000","4,088,000","2,677,000","1,619,000","-1,144,000","-4,083,000","-154,000","-81,000","-245,000","58,543,000","2,091,000","-157,000","3,145,000","44,247,000","14,003,000","474,000","-7,900,000","-214,000","-473,000","4,662,000","-213,000","870,000","-1,444,000","-1,192,000","1,196,000","827,000","-340,000","316,000","415,000","4,981,000","27,000","-23,000","-31,000","64,000","-77,000","-34,000","-165,000","-96,000","-68,000","-33,000","-61,000","-76,000","-162,000","-31,000","-332,000","-215,000","-337,000","-665,000","-400,000","123,000","-214,000","-81,000","-288,000","229,000","-405,000","-326,000","516,000","-1,060,000","726,000","383,000","1,054,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","4,730,000","-167,000","865,000","-1,340,000","-1,178,000","1,197,000","944,000","-197,000","329,000","426,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"524,967,000","111,946,000","145,852,000","139,947,000","127,222,000","134,331,000","29,268,000","29,423,000","28,475,000","29,400,000","28,267,000","24,381,000","23,814,000","23,576,000","25,215,000","25,104,000","24,768,000","22,819,000","22,197,000","23,031,000","24,173,000","23,592,000","22,892,000","25,552,000","30,558,000","30,791,000","27,645,000","23,853,000","3,630,000","3,152,000","3,106,000","2,391,000","2,040,000","1,982,000","1,964,000","2,033,000","2,534,000","2,774,000","2,867,000","2,912,000","2,491,000","2,850,000","3,472,000","3,364,000","3,520,000","3,685,000","3,765,000","3,852,000","4,048,000","3,768,000","4,033,000","4,359,000","4,618,000","4,905,000","4,847,000","3,836,000","6,258,000","6,633,000","8,997,000","6,604,000","6,701,000","6,727,000","6,694,000","6,457,000","6,030,000","5,788,000","6,072,000","5,989,000","8,561,000","15,077,000"
			DepreciationAndAmortization,"524,967,000","111,946,000","145,852,000","139,947,000","127,222,000","134,331,000","29,268,000","29,423,000","28,475,000","29,400,000","28,267,000","24,381,000","23,814,000","23,576,000","25,215,000","25,104,000","24,768,000","22,819,000","22,197,000","23,031,000","24,173,000","23,592,000","22,892,000","25,552,000","30,558,000","30,791,000","27,645,000","23,853,000","3,630,000","3,152,000","3,106,000","2,391,000","2,040,000","1,982,000","1,964,000","2,033,000","2,534,000","2,774,000","2,867,000","2,912,000","2,491,000","2,850,000","3,472,000","3,364,000","3,520,000","3,685,000","3,765,000","3,852,000","4,048,000","3,768,000","4,033,000","4,359,000","4,618,000","4,905,000","4,847,000","3,836,000","6,258,000","6,633,000","8,997,000","6,604,000","6,701,000","6,727,000","6,694,000","6,457,000","6,030,000","5,788,000","6,072,000","5,989,000","8,561,000","15,077,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,545,000","5,930,000","6,767,000","5,945,000","6,043,000","6,068,000","6,036,000","5,798,000","5,377,000","5,135,000","4,883,000","4,773,000","4,763,000","4,712,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"713,000","703,000","2,230,000","659,000","658,000","659,000","658,000","659,000","653,000","653,000","1,189,000","1,216,000","3,798,000","10,365,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"713,000","703,000","2,230,000","659,000","658,000","659,000","658,000","659,000","653,000","653,000","1,189,000","1,216,000","3,798,000","10,365,000"
