name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"-99,241,000","-41,999,000","-3,362,000","-21,759,000","-32,121,000","-53,954,000","26,490,000","-17,974,000","-13,861,000","-35,461,000","24,800,000","-8,106,000","-155,315,000","-37,696,000","-68,393,000","-62,849,000","-65,806,000","-84,837,000","-39,042,000","-69,104,000","-6,925,000","-74,762,000","42,028,000","-23,926,000","22,115,000","-37,944,000","77,351,000","37,418,000","-17,393,000","47,829,000","79,252,000","-39,691,000","-2,631,000","-65,602,000"
	CashFlowFromContinuingOperatingActivities,"-99,241,000","-41,999,000","-3,362,000","-21,759,000","-32,121,000","-53,954,000","26,490,000","-17,974,000","-13,861,000","-35,461,000","24,800,000","-8,106,000","-155,315,000","-37,696,000","-68,393,000","-62,849,000","-65,806,000","-84,837,000","-39,042,000","-69,104,000","-6,925,000","-74,762,000","42,028,000","-23,926,000","22,115,000","-37,944,000","77,351,000","37,418,000","7,801,000","47,829,000","73,766,000","-44,507,000","7,671,000","-65,602,000"
		NetIncomeFromContinuingOperations,"38,297,000","-8,684,000","30,192,000","13,648,000","3,141,000","-15,443,000","5,016,000","34,555,000","-18,246,000","-31,622,000","5,458,000","-56,990,000","-27,641,000","-49,866,000","-233,325,000","-105,594,000","-193,294,000","-120,335,000","-107,235,000","-114,089,000","-150,850,000","-6,841,000","-71,286,000","9,011,000","-63,400,000","10,593,000","-5,230,000","6,285,000","5,540,000","12,742,000","-48,052,000","5,670,000","5,013,000","11,205,000"
		OperatingGainsLosses,"-33,268,000","-2,492,000","-11,034,000","-14,221,000","-5,521,000","-956,000","-38,251,000","-249,000","6,058,000","-1,161,000","-14,270,000","-763,000","7,960,000","42,000","75,173,000","-45,206,000","49,938,000","-6,517,000","-13,638,000","-1,424,000","-4,291,000","226,000","-5,821,000","-1,742,000","45,092,000","-2,685,000","46,042,000","-1,407,000","10,899,000","2,200,000","129,598,000","-2,002,000","1,717,000","-250,000"
			GainLossOnSaleOfBusiness,"2,111,000","0","-487,000","0","2,598,000","-358,000","0","0",,,"0","0",,,"5,812,000",,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"0","-3,085,000","3,238,000","1,673,000","-1,826,000","1,209,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,"0","0","0","0","-153,000","0","0","-6,605,000","-3,513,000","-1,234,000","-2,961,000","-618,000","-11,553,000","-2,827,000","616,000","-2,676,000","185,000","-2,235,000","221,000","2,071,000","14,367,000","-5,401,000","284,000","-524,000"
			PensionAndEmployeeBenefitExpense,"-15,117,000","593,000","-13,852,000","-2,056,000","198,000","198,000","22,894,000","-246,000","-246,000","-246,000","-10,554,000","-497,000","348,000","42,000","70,123,000","-5,463,000","-710,000","-439,000","-10,389,000","-619,000","-789,000","189,000","5,700,000","660,000","29,995,000","-9,000","40,311,000","100,000","86,000","114,000","111,571,000","212,000","-24,000","274,000"
		DepreciationAmortizationDepletion,"20,481,000","6,202,000","5,653,000","4,305,000","4,321,000","4,058,000","4,509,000","4,057,000","4,031,000","4,208,000","4,482,000","2,420,000","7,854,000","8,849,000","7,516,000","7,549,000","7,868,000","9,070,000","9,101,000","9,572,000","9,883,000","11,582,000","12,170,000","14,972,000","6,148,000","6,293,000","6,047,000","7,427,000","8,383,000","13,075,000","15,261,000","9,886,000","4,568,000","6,739,000"
			DepreciationAndAmortization,"20,481,000","6,202,000","5,653,000","4,305,000","4,321,000","4,058,000","4,509,000","4,057,000","4,031,000","4,208,000","4,482,000","2,420,000","7,854,000","8,849,000","7,516,000","7,549,000","7,868,000","9,070,000","9,101,000","9,572,000","9,883,000","11,582,000","12,170,000","14,972,000","6,148,000","6,293,000","6,047,000","7,427,000","8,383,000","13,075,000","15,261,000","9,886,000","4,568,000","6,739,000"
				Depreciation,"20,481,000","6,202,000",,,"4,321,000","4,058,000","4,509,000","4,057,000","4,031,000","4,208,000","4,482,000","2,420,000","7,854,000","8,849,000","7,516,000","7,549,000","7,868,000","9,070,000","9,101,000","9,572,000","9,883,000","11,582,000",,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,"4,951,000","3,217,000",,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,"4,951,000","3,217,000",,,,,,,,,,,,,,,
		DeferredTax,"-9,991,000","-689,000","-10,346,000","599,000","445,000","1,557,000","2,579,000","5,000","-369,000","-424,000","-133,000","54,000","-601,000","-175,000","353,000","99,184,000","-2,533,000","1,056,000","52,404,000","-774,000","-303,000","-1,023,000","-1,387,000","-989,000","-6,659,000","35,000",,,,,,,,
			DeferredIncomeTax,"-9,991,000","-689,000","-10,346,000","599,000","445,000","1,557,000","2,579,000","5,000","-369,000","-424,000","-133,000","54,000","-601,000","-175,000","353,000","99,184,000","-2,533,000","1,056,000","52,404,000","-774,000","-303,000","-1,023,000","-1,387,000","-989,000","-6,659,000","35,000",,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,"419,000","345,000",,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,"0","0","0","0","2,506,000","0","37,540,000","18,362,000","0","86,903,000",,,,,,,"0",,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,"100,333,000","-3,682,000","1,056,000","52,404,000","-774,000","-303,000","-1,023,000","-1,387,000","-989,000","-6,659,000","35,000",,,,,,,,
		StockBasedCompensation,"5,065,000","1,766,000","1,173,000","923,000","1,203,000","4,502,000","1,230,000","1,524,000","923,000","880,000","1,243,000","1,232,000","205,000","404,000","252,000","972,000","877,000","153,000","3,290,000","2,001,000","2,292,000","4,230,000","2,230,000","3,244,000","5,737,000","4,918,000","5,291,000",,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000","-9,000",,,"41,000","-53,000"
		OtherNonCashItems,"8,772,000","2,239,000","2,178,000","2,116,000","2,239,000","7,371,000","7,775,000","10,918,000","6,324,000","11,100,000","20,218,000","23,204,000","17,420,000","5,695,000","83,000","2,885,000","17,808,000","4,951,000","3,217,000","2,426,000","419,000","345,000",,,,,,,,,,,,
		ChangeInWorkingCapital,"-128,597,000","-40,341,000","-21,178,000","-29,129,000","-37,949,000","-55,043,000","43,632,000","-68,784,000","-12,582,000","-18,442,000","7,802,000","22,737,000","-160,512,000","-2,645,000","78,159,000","-22,639,000","15,990,000","8,423,000","-36,315,000","-53,719,000","117,732,000","-83,281,000","104,878,000","-48,422,000","35,197,000","-57,098,000","57,322,000","14,799,000","-17,030,000","19,821,000","16,427,000","-58,061,000","-3,668,000","-83,243,000"
			ChangeInReceivables,"-43,362,000","-42,028,000","-11,975,000","-2,309,000","12,950,000","-18,540,000","33,313,000","-18,742,000","24,663,000","18,289,000","71,132,000","47,039,000","-5,957,000","192,000","47,297,000","4,738,000","23,304,000","17,337,000","8,039,000","-4,968,000","12,176,000","-5,833,000","9,833,000","-15,394,000","31,983,000","17,493,000","-10,730,000","-54,579,000","5,915,000","25,417,000","-35,972,000","-13,948,000","6,044,000","24,356,000"
				ChangesInAccountReceivables,"-16,840,000","-28,694,000","-1,241,000","2,042,000","11,053,000","-11,629,000","-6,904,000","-7,528,000","25,506,000","10,599,000","22,640,000","47,039,000","-5,957,000","192,000","34,997,000","4,738,000","23,304,000","17,337,000","8,039,000","-4,968,000","12,176,000","-5,833,000","9,833,000","-394,000","31,983,000","17,493,000","-10,730,000","-54,579,000","5,915,000","25,417,000","-35,972,000","-13,948,000","6,044,000","24,356,000"
			ChangeInInventory,"-4,180,000","-2,996,000","1,634,000","140,000","-2,958,000","-1,863,000","781,000","-4,295,000","-1,856,000","1,286,000","2,430,000","-2,620,000","-712,000","-3,239,000","5,140,000","-728,000","1,659,000","4,266,000","9,157,000","-664,000","1,765,000","1,616,000","10,859,000","-3,244,000","-3,748,000","-998,000","5,532,000","-135,000","1,589,000","-926,000","656,000","-2,200,000","3,584,000","919,000"
			ChangeInPayablesAndAccruedExpense,"-25,601,000","4,281,000","-3,233,000","-12,908,000","-13,741,000","-11,010,000","-13,461,000","1,551,000","-3,568,000","-22,934,000","-12,013,000","-49,064,000","-73,308,000","-19,829,000","37,964,000","2,993,000","14,848,000","100,000","-16,617,000","-49,790,000","73,860,000","-34,567,000","65,775,000","-2,922,000","-18,517,000","-14,684,000","10,278,000","38,153,000","-6,777,000","-12,327,000","40,015,000","17,950,000","-9,987,000","-35,803,000"
