name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
OperatingCashFlow,"515,208,000","288,148,000","95,921,000","34,063,000","97,076,000","-172,182,000","-127,243,000","5,694,000","-46,040,000","-101,698,000","80,077,000","-3,023,000","-45,576,000","32,427,000","71,461,000","61,938,000","30,964,000","47,845,000","-5,373,000","-24,426,000","-79,878,000","147,287,000","-19,504,000","-177,203,000","-61,649,000","13,155,000","108,492,000","-126,040,000"
	CashFlowFromContinuingOperatingActivities,"515,208,000","288,148,000","95,921,000","34,063,000","97,076,000","-172,182,000","-127,243,000","5,694,000","-46,040,000","-101,698,000","80,077,000","-3,023,000","-45,576,000","32,427,000","71,461,000","61,938,000","30,964,000","47,845,000","-5,373,000","-24,426,000","-79,878,000","147,287,000","-19,504,000","-177,203,000","-61,649,000","13,155,000","108,492,000","-126,040,000"
		NetIncomeFromContinuingOperations,"172,663,000","35,236,000","48,835,000","45,290,000","43,302,000","52,874,000","45,610,000","-5,599,000","22,873,000","745,000","21,572,000","23,966,000","18,688,000","19,588,000","17,040,000","21,377,000","22,065,000","19,754,000","23,018,000","8,388,000","11,239,000","9,753,000","9,010,000","1,207,000","15,775,000","14,599,000","9,191,000","15,905,000"
		OperatingGainsLosses,"-132,910,000","-21,976,000","-35,688,000","-41,180,000","-34,066,000","-52,443,000","-69,066,000","-88,356,000","-79,356,000","-32,958,000","-27,198,000","-30,241,000","-24,054,000","-18,326,000","-17,373,000","-23,867,000","-24,315,000","-23,226,000","-25,665,000","-28,219,000","-29,216,000","-22,651,000","-34,271,000","-39,828,000","-24,927,000","-23,657,000","-16,861,000","-17,663,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,"0","0",,,"266,000","0",,,,,,,,
			GainLossOnInvestmentSecurities,"-89,000","152,000","-46,000","-51,000","-144,000","-83,000","-1,013,000","-583,000","28,000","-63,000","18,000","20,000","-52,000","-43,000","0","27,000","42,000","47,000","-1,000","-254,000","-29,000","-1,000","0","-416,000","-2,591,000","-1,400,000","-2,000","-47,000"
		DepreciationAmortizationDepletion,"13,673,000","3,280,000","3,423,000","3,484,000","3,486,000","3,496,000","3,583,000","3,110,000","2,824,000","2,815,000","2,505,000","2,577,000","2,532,000","1,901,000","1,836,000","1,790,000","1,934,000","1,959,000","2,148,000","1,655,000","1,114,000","1,394,000","3,628,000","4,294,000","3,502,000","3,024,000","2,468,000","2,000,000"
			DepreciationAndAmortization,"13,673,000","3,280,000","3,423,000","3,484,000","3,486,000","3,496,000","3,583,000","3,110,000","2,824,000","2,815,000","2,505,000","2,577,000","2,532,000","1,901,000","1,836,000","1,790,000","1,934,000","1,959,000","2,148,000","1,655,000","1,114,000","1,394,000","3,628,000","4,294,000","3,502,000","3,024,000","2,468,000","2,000,000"
				Depreciation,"8,396,000","2,036,000","2,128,000","2,140,000","2,092,000","2,056,000","2,085,000","1,693,000","1,619,000","1,612,000","1,346,000","1,380,000","1,278,000","1,172,000","1,083,000","1,013,000","1,132,000","1,106,000","1,226,000","1,097,000","991,000","1,002,000","1,001,000","972,000","1,007,000","1,015,000","900,000","821,000"
				AmortizationCashFlow,"5,277,000","1,244,000","1,295,000","1,344,000","1,394,000","1,440,000","1,498,000","1,417,000","1,205,000","1,203,000","1,159,000","1,197,000","1,254,000","729,000","753,000","777,000","802,000","853,000","922,000","558,000","123,000","392,000","2,627,000","3,322,000","2,495,000","2,009,000","1,568,000","1,179,000"
					AmortizationOfIntangibles,"5,277,000","1,244,000","1,295,000","1,344,000","1,394,000","1,440,000","1,498,000","1,417,000","1,205,000","1,203,000","1,159,000","1,197,000","1,254,000","729,000","753,000","777,000","802,000","853,000","922,000","558,000","123,000","392,000","2,627,000","3,322,000","2,495,000","2,009,000","1,568,000","1,179,000"
		DeferredTax,"30,444,000","9,313,000","9,866,000","7,366,000","3,899,000","9,639,000","6,013,000","-15,163,000","-8,292,000","-8,088,000","3,984,000","-1,449,000","-232,000","-4,219,000","1,943,000","-6,665,000","5,599,000","5,482,000","-1,768,000","274,000","2,527,000","5,425,000","-4,982,000",,,"949,000","470,000",
			DeferredIncomeTax,"30,444,000","9,313,000","9,866,000","7,366,000","3,899,000","9,639,000","6,013,000","-15,163,000","-8,292,000","-8,088,000","3,984,000","-1,449,000","-232,000","-4,219,000","1,943,000","-6,665,000","5,599,000","5,482,000","-1,768,000","274,000","2,527,000","5,425,000","-4,982,000",,,"949,000","470,000",
		AssetImpairmentCharge,,,,,,,"0","0",,,"0","0",,,,,,,,"0","0","0","-3,411,000","2,402,000","4,914,000","773,000","194,000","-2,794,000"
		StockBasedCompensation,"10,198,000","2,582,000","2,217,000","2,884,000","2,515,000","2,666,000","2,961,000","3,020,000","2,350,000","1,883,000","1,468,000","1,836,000","2,147,000","1,638,000","1,880,000","1,508,000","1,861,000","1,958,000","1,952,000","1,654,000","1,802,000","1,352,000","1,320,000",,,"0",,
		OtherNonCashItems,"488,449,000","307,949,000","66,693,000","-44,702,000","158,107,000","-133,928,000","-121,165,000","13,080,000","-37,592,000","-14,646,000","62,304,000","20,480,000","-31,073,000","44,049,000","63,388,000","57,135,000","44,103,000","73,557,000","-34,868,000","-42,584,000","-47,044,000","145,501,000","-17,682,000","-138,765,000","-63,622,000","35,993,000","21,607,000","-39,084,000"
		ChangeInWorkingCapital,"-47,689,000","-48,333,000","8,362,000","61,478,000","-68,794,000","-42,840,000","5,498,000","38,373,000","25,037,000","-80,342,000","14,105,000","-20,738,000","-13,150,000","-12,378,000","1,750,000","10,242,000","-20,099,000","-30,966,000","29,983,000","37,229,000","-20,329,000","7,222,000","27,124,000","-24,092,000","5,530,000","-17,980,000","93,201,000","-84,825,000"
			ChangeInPayablesAndAccruedExpense,"-44,548,000","13,900,000","-53,241,000","50,279,000","-54,531,000","-42,615,000","3,869,000","10,526,000","9,279,000","39,520,000","8,776,000","-9,560,000","3,670,000","10,133,000","-3,757,000","30,280,000","-16,423,000","-26,207,000","28,417,000","38,620,000","-14,678,000","-4,732,000","4,808,000","1,621,000","17,751,000","-8,868,000","-58,571,000","64,144,000"
				ChangeInAccruedExpense,"-44,548,000","13,900,000","-53,241,000","50,279,000","-54,531,000","-42,615,000","3,869,000","10,526,000","9,279,000","39,520,000","8,776,000","-9,560,000","3,670,000","10,133,000","-3,757,000","30,280,000","-16,423,000","-26,207,000","28,417,000","38,620,000","-14,678,000","-4,732,000","4,808,000","1,621,000","17,751,000","-8,868,000","-58,571,000","64,144,000"
			ChangeInOtherCurrentAssets,"-1,853,000","-62,043,000","61,791,000","11,980,000","-14,263,000","-225,000","2,938,000","26,908,000","15,346,000","-119,820,000","5,329,000","-11,178,000","-16,820,000","-22,511,000","5,507,000","-20,038,000","-3,676,000","-4,759,000","1,566,000","-1,391,000","-5,651,000","11,954,000","22,316,000","-25,713,000","-12,221,000","-9,112,000","151,772,000","-148,969,000"
			ChangeInOtherWorkingCapital,"-1,288,000","-190,000","-188,000",,,,,"939,000","412,000","-42,000",,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-1,342,154,000","-477,754,000","-374,264,000","-269,606,000","-220,530,000","14,842,000","238,263,000","261,165,000","-234,934,000","44,927,000","-96,011,000","-43,975,000","47,806,000","-90,733,000","-184,307,000","-71,010,000","-191,718,000","-139,466,000","-54,638,000","-142,640,000","-39,962,000","-29,928,000","-55,510,000","-45,084,000","6,670,000","61,183,000","-128,578,000","86,798,000"
