name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
TotalRevenue,"1,885,436,000","502,939,000","476,941,000","454,903,000","450,653,000","492,604,000","528,418,000","498,627,000","511,746,000","553,297,000","506,784,000","482,076,000","557,682,000","599,797,000","584,156,000","560,833,000","619,598,000","632,720,000","775,204,000","708,276,000","725,085,000","706,563,000","739,999,000","681,464,000","695,735,000","749,862,000","752,589,000","687,188,000","698,136,000","662,739,000","696,383,000","631,257,000","583,828,000","557,420,000","534,879,000","477,484,000","463,470,000","456,087,000","455,319,000","359,807,000","337,225,000","379,357,000","385,552,000","292,359,000","292,032,000","288,386,000","291,878,000","257,961,000","222,788,000","222,098,000","241,967,000","230,484,000","262,705,000","267,723,000","315,561,000","289,317,000","278,261,000","264,632,000","276,233,000","237,245,000","221,411,000","237,905,000","230,909,000","210,207,000","194,790,000","196,443,000","186,227,000","161,097,000","151,349,000","161,261,000","169,753,000","137,604,000","137,351,000","136,862,000","142,792,000","127,053,000","117,809,000","129,224,000","123,006,000","96,420,000","95,436,000","105,614,000","124,766,000","104,866,000","99,293,000","103,909,000","116,025,000","93,653,000","177,420,000","77,037,000","81,000,000","68,100,000","61,100,000","50,800,000","50,600,000","43,500,000","31,100,000","28,200,000","28,700,000","16,300,000","19,200,000","13,600,000","17,100,000","15,400,000","19,700,000","17,200,000","18,100,000","13,500,000","15,500,000","14,300,000","14,800,000","13,600,000","12,200,000","1,600,000","1,000,000","100,000"
	OperatingRevenue,"1,885,436,000","502,939,000","476,941,000","454,903,000","450,653,000","492,604,000","528,418,000","498,627,000","511,746,000","553,297,000","506,784,000","482,076,000","557,682,000","599,797,000","584,156,000","560,833,000","619,598,000","632,720,000","775,204,000","708,276,000","725,085,000","706,563,000","739,999,000","681,464,000","695,735,000","749,862,000","752,589,000","687,188,000","698,136,000","662,739,000","696,383,000","631,257,000","583,828,000","557,420,000","534,879,000","477,484,000","463,470,000","456,087,000","455,319,000","359,807,000","337,225,000","379,357,000","385,552,000","292,359,000","292,032,000","288,386,000","291,878,000","257,961,000","222,788,000","222,098,000","241,967,000","230,484,000","262,705,000","267,723,000","315,561,000","289,317,000","278,261,000","264,632,000","276,233,000","237,245,000","221,411,000","237,905,000","230,909,000","210,207,000","194,790,000","196,443,000","186,227,000","161,097,000","151,349,000","161,261,000","169,753,000","137,604,000","137,351,000","136,862,000","142,792,000","127,053,000","117,809,000","129,224,000","123,006,000","96,420,000","95,436,000","105,614,000","124,766,000","104,866,000","99,293,000","103,909,000","116,025,000","93,653,000","177,420,000","77,037,000","81,000,000","68,100,000","61,100,000","50,800,000","50,600,000","43,500,000","31,100,000","28,200,000","28,700,000","16,300,000","19,200,000","13,600,000","17,100,000","15,400,000","19,700,000","17,200,000","18,100,000","13,500,000","15,500,000","14,300,000","14,800,000","13,600,000","12,200,000","1,600,000","1,000,000","100,000"
CostOfRevenue,"1,434,440,000","387,236,000","359,646,000","349,485,000","338,073,000","362,698,000","398,453,000","379,463,000","381,809,000","420,902,000","401,177,000","384,245,000","451,605,000","474,528,000","469,883,000","461,239,000","494,501,000","499,707,000","630,933,000","576,673,000","575,366,000","563,170,000","601,606,000","571,597,000","584,423,000","576,653,000","575,026,000","535,141,000","530,439,000","504,990,000","529,056,000","505,413,000","431,628,000","404,627,000","391,802,000","358,361,000","340,748,000","329,924,000","324,556,000","264,595,000","243,137,000","275,028,000","280,024,000","212,522,000","210,606,000","205,822,000","206,486,000","187,859,000","164,813,000","160,596,000","172,067,000","168,676,000","211,622,000","204,933,000","241,838,000","217,951,000","210,669,000","195,910,000","197,089,000","168,394,000","160,329,000","167,289,000","160,319,000","151,065,000","143,136,000","138,760,000","128,061,000","115,248,000","118,066,000","115,793,000","116,522,000","98,629,000","99,894,000","98,316,000","95,693,000","89,891,000","84,406,000","89,224,000","82,660,000","67,166,000","82,784,000","73,172,000","72,873,000","63,460,000","57,972,000","61,129,000","62,297,000","53,245,000","90,624,000","44,933,000","47,200,000","39,400,000","34,400,000","30,500,000","30,400,000","26,700,000","18,200,000","16,700,000","17,100,000","9,900,000","12,000,000","8,600,000","10,500,000","9,700,000","11,600,000","10,400,000",,"8,100,000","9,800,000","8,300,000",,,,,"700,000","100,000"
GrossProfit,"450,996,000","115,703,000","117,295,000","105,418,000","112,580,000","129,906,000","129,965,000","119,164,000","129,937,000","132,395,000","105,607,000","97,831,000","106,077,000","125,269,000","114,273,000","99,594,000","125,097,000","133,013,000","144,271,000","131,603,000","149,719,000","143,393,000","138,393,000","109,867,000","111,312,000","173,209,000","177,563,000","152,047,000","167,697,000","157,749,000","167,327,000","125,844,000","152,200,000","152,793,000","143,077,000","119,123,000","122,722,000","126,163,000","130,763,000","95,212,000","94,088,000","104,329,000","105,528,000","79,837,000","81,426,000","82,564,000","85,392,000","70,102,000","57,975,000","61,502,000","69,900,000","61,808,000","51,083,000","62,790,000","73,723,000","71,366,000","67,592,000","68,722,000","79,144,000","68,851,000","61,082,000","70,616,000","70,590,000","59,142,000","51,654,000","57,683,000","58,166,000","45,849,000","33,283,000","45,468,000","53,231,000","38,975,000","37,457,000","38,546,000","47,099,000","37,162,000","33,403,000","40,000,000","40,346,000","29,254,000","12,652,000","32,442,000","51,893,000","41,406,000","41,321,000","42,780,000","53,728,000","40,408,000","86,796,000","32,104,000","33,800,000","28,700,000","26,700,000","20,300,000","20,200,000","16,800,000","12,900,000","11,500,000","11,600,000","6,400,000","7,200,000","5,000,000","6,600,000","5,700,000","8,100,000","6,800,000",,"5,400,000","5,700,000","6,000,000",,,,,"300,000","0"
OperatingExpense,"299,895,000","78,860,000","82,185,000","76,084,000","64,242,000","76,368,000","85,813,000","81,585,000","81,363,000","88,621,000","82,267,000","83,763,000","89,293,000","91,996,000","100,315,000","109,129,000","88,075,000","94,089,000","99,732,000","94,274,000","92,944,000","94,243,000","96,885,000","95,655,000","45,862,000","98,501,000","87,343,000","90,926,000","90,398,000","93,257,000","92,924,000","95,433,000","88,548,000","82,401,000","78,884,000","77,055,000","75,655,000","73,248,000","75,744,000","62,295,000","54,830,000","63,183,000","65,384,000","55,231,000","53,730,000","53,664,000","55,004,000","50,146,000","40,839,000","42,161,000","47,182,000","42,564,000","54,372,000","49,954,000","54,212,000","56,470,000","55,834,000","51,291,000","49,882,000","50,546,000","43,742,000","47,066,000","44,799,000","41,846,000","37,894,000","40,444,000","36,445,000","33,095,000","35,671,000","33,740,000","35,173,000","28,185,000","28,993,000","29,527,000","30,047,000","25,819,000","22,982,000","26,196,000","26,550,000","21,551,000","28,010,000","23,911,000","41,933,000","32,299,000","37,048,000","36,219,000","36,790,000","28,859,000","106,811,000","22,975,000","24,500,000","21,100,000","18,700,000","13,600,000","14,500,000","12,400,000","9,500,000","8,600,000","9,100,000","5,200,000","6,400,000","4,600,000","5,500,000","4,600,000","6,700,000","5,500,000",,"4,400,000","4,700,000","4,800,000",,,,,"300,000","200,000"
	SellingGeneralAndAdministration,"290,481,000","75,750,000","80,136,000","73,989,000","62,082,000","74,223,000","83,620,000","79,152,000","79,171,000","85,447,000","79,078,000","80,680,000","85,566,000","88,194,000","96,455,000","105,224,000","83,732,000","89,376,000","94,823,000","89,363,000","88,506,000","89,700,000","92,192,000","90,927,000","40,987,000","93,915,000","82,607,000","86,254,000","85,904,000","83,068,000","88,621,000","90,924,000","84,196,000","78,268,000","75,237,000","73,587,000","63,463,000","73,248,000","75,744,000","62,295,000","54,830,000","63,183,000","65,384,000","55,231,000","53,730,000","53,664,000","55,004,000","50,146,000","40,839,000","42,161,000","47,182,000","42,564,000","54,372,000","49,954,000","54,212,000","56,470,000","55,834,000","51,291,000","49,882,000","50,546,000","43,742,000","47,066,000","44,799,000","41,846,000","37,894,000","40,444,000","36,445,000","33,095,000","31,021,000","33,740,000","35,173,000","28,185,000","28,993,000","29,527,000","30,047,000","25,819,000","22,982,000","26,196,000","26,550,000","21,551,000","24,132,000","23,911,000","41,933,000","32,299,000","35,377,000","34,697,000","35,116,000","27,285,000","101,816,000","20,675,000","22,200,000","19,000,000","17,200,000","12,400,000","13,400,000","11,300,000","9,000,000","8,000,000","8,500,000","4,800,000","6,100,000","4,200,000","5,100,000","4,300,000","6,300,000","5,100,000",,"4,100,000","4,400,000","4,000,000",,,,,"300,000","200,000"
		GeneralAndAdministrativeExpense,"346,689,000",,,,,"74,223,000",,,"79,171,000","85,447,000","79,078,000","80,680,000","85,566,000","88,194,000","96,455,000","105,224,000","83,732,000","89,376,000","94,823,000","89,363,000","88,506,000","89,700,000","92,192,000","90,927,000","40,987,000","93,915,000","82,607,000","86,254,000","85,904,000","83,068,000","88,621,000","90,924,000","84,196,000","78,268,000","75,237,000","73,587,000","63,463,000","73,248,000","75,744,000","62,295,000","57,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"455,000",,,,,,,,"0","0","0","0","0","455,000","10,148,000","19,553,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"346,234,000",,,,,"74,223,000",,,"79,171,000","85,447,000","79,078,000","80,680,000","85,566,000","87,739,000","86,307,000","85,671,000","83,732,000","89,376,000","94,823,000","89,363,000","88,506,000","89,700,000","92,192,000","90,927,000","40,987,000","93,915,000","82,607,000","86,254,000","85,904,000","83,068,000","88,621,000","90,924,000","84,196,000","78,268,000","75,237,000","73,587,000","63,463,000","73,248,000","75,744,000","62,295,000","57,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"9,414,000","3,110,000","2,049,000","2,095,000","2,160,000","2,145,000","2,193,000","2,433,000","2,192,000","3,174,000","3,189,000","3,083,000","3,727,000","3,802,000","3,860,000","3,905,000","4,343,000","4,713,000","4,909,000","4,911,000","4,438,000","4,543,000","4,693,000","4,728,000","4,875,000","4,586,000","4,736,000","4,672,000","4,494,000","10,189,000","4,303,000","4,509,000","4,352,000","4,133,000","3,647,000","3,468,000","3,558,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,671,000","1,522,000","1,674,000","1,574,000","4,995,000","2,300,000","2,300,000","2,100,000","1,500,000","1,200,000","1,100,000","1,100,000","500,000","600,000","600,000","400,000","300,000","400,000","400,000","300,000","400,000","400,000",,"300,000","300,000","800,000",,,,,,
