name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
MarketCap,"505,796,578","432,380,727","910,921,183","980,424,062","693,379,315","758,357,643","413,521,024","365,070,982","386,296,349","83,831,860","152,545,957","182,954,178","201,477,393"
EnterpriseValue,"257,969,578","190,791,727","651,952,183","712,222,062","397,409,315","481,495,643","141,924,024","200,872,982","304,930,349","-8,352,140","50,231,957","70,235,178","130,199,393"
ForwardPeRatio,"4.649",,,,,,,,"5.824",,,,
PsRatio,"15.094","14.118","21.887","21.924","21.628","29.735","35.131",,,,,,
PbRatio,"1.752","1.434","2.868","4.081","2.974","3.825","2.116","2.122","4.335","0.835","1.382","1.517","2.513"
EnterprisesValueRevenueRatio,"8.048","16.797","220.105","79.347","45.387","66.441","13.426","22.401",,,,,
EnterprisesValueEBITDARatio,"-4.818","-13.87","-36.379","-63.241","-37.467","-55.009","-28.852","-43.208","-24.886","0.688","-4.571","-6.216","-11.904"
