name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalRevenue,"1,977,643,000","512,103,000","558,251,000","484,321,000","422,968,000","280,217,000","281,674,000","254,030,000","200,496,000","375,431,000","426,507,000","396,880,000","411,420,000","357,027,000","394,056,000","361,496,000","370,442,000","318,615,000","357,098,000","325,076,000","331,656,000","287,690,000","342,904,000","297,917,000","291,209,000","262,401,000","299,722,000","277,516,000","282,882,000","198,876,000","228,228,000","208,070,000","213,144,000","187,183,000","193,387,000","170,581,000","170,157,000","139,419,000","142,591,000","124,807,000","114,825,000","98,069,000","116,514,000","101,681,000","99,255,000","83,183,000","91,576,000","84,928,000","83,613,000","70,000,000"
	OperatingRevenue,"1,977,643,000","512,103,000","558,251,000","484,321,000","422,968,000","280,217,000","281,674,000","254,030,000","200,496,000","375,431,000","426,507,000","396,880,000","411,420,000","357,027,000","394,056,000","361,496,000","370,442,000","318,615,000","357,098,000","325,076,000","331,656,000","287,690,000","342,904,000","297,917,000","291,209,000","262,401,000","299,722,000","277,516,000","282,882,000","198,876,000","228,228,000","208,070,000","213,144,000","187,183,000","193,387,000","170,581,000","170,157,000","139,419,000","142,591,000","124,807,000","114,825,000","98,069,000","116,514,000","101,681,000","99,255,000","83,183,000","91,576,000","84,928,000","83,613,000","70,000,000"
CostOfRevenue,"1,528,592,000","394,590,000","432,562,000","374,346,000","327,094,000","221,270,000","223,793,000","193,393,000","153,057,000","284,530,000","318,811,000","294,887,000","304,945,000","266,838,000","291,764,000","269,503,000","277,202,000","239,093,000","265,125,000","244,171,000","249,060,000","213,786,000","253,840,000","223,525,000","219,406,000","196,443,000","222,796,000","207,056,000","211,074,000","148,537,000","171,339,000","157,377,000","160,742,000","141,115,000","144,113,000","126,624,000","126,115,000","104,265,000","106,484,000","92,430,000","84,354,000","72,020,000","85,499,000","75,051,000","73,000,000","61,148,000","67,788,000","62,865,000","61,670,000","52,017,000"
GrossProfit,"449,051,000","117,513,000","125,689,000","109,975,000","95,874,000","58,947,000","57,881,000","60,637,000","47,439,000","90,901,000","107,696,000","101,993,000","106,475,000","90,189,000","102,292,000","91,993,000","93,240,000","79,522,000","91,973,000","80,905,000","82,596,000","73,904,000","89,064,000","74,392,000","71,803,000","65,958,000","76,926,000","70,460,000","71,808,000","50,339,000","56,889,000","50,693,000","52,402,000","46,068,000","49,274,000","43,957,000","44,042,000","35,154,000","36,107,000","32,377,000","30,471,000","26,049,000","31,015,000","26,630,000","26,255,000","22,035,000","23,788,000","22,063,000","21,943,000","17,983,000"
OperatingExpense,"411,848,000","111,249,000","109,848,000","99,536,000","91,215,000","79,075,000","106,149,000","72,562,000","72,847,000","107,917,000","89,262,000","91,345,000","90,939,000","84,039,000","84,490,000","81,725,000","78,292,000","73,782,000","76,624,000","70,411,000","70,433,000","70,783,000","66,660,000","66,106,000","60,615,000","60,598,000","61,853,000","57,607,000","62,475,000","47,199,000","45,218,000","41,660,000","43,845,000","42,317,000","39,082,000","34,522,000","32,987,000","29,257,000","28,240,000","25,052,000","21,954,000","20,991,000","21,318,000","21,290,000","18,551,000","16,976,000","17,104,000","15,810,000","16,340,000","14,953,000"
	SellingGeneralAndAdministration,"409,093,000","110,086,000","109,218,000","99,431,000","90,358,000","80,245,000","81,920,000","76,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,"76,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,"76,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"2,755,000","1,163,000","630,000","105,000","857,000","-1,170,000","24,229,000","-4,146,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"37,203,000","6,264,000","15,841,000","10,439,000","4,659,000","-20,128,000","-48,268,000","-11,925,000","-25,408,000","-17,016,000","18,434,000","10,648,000","15,536,000","6,150,000","17,802,000","10,268,000","14,948,000","5,740,000","15,349,000","10,494,000","12,163,000","3,121,000","22,404,000","8,286,000","11,188,000","5,360,000","15,073,000","12,853,000","9,333,000","3,140,000","11,671,000","9,033,000","8,557,000","3,751,000","10,192,000","9,435,000","11,055,000","5,897,000","7,867,000","7,325,000","8,517,000","5,058,000","9,697,000","5,340,000","7,704,000","5,059,000","6,684,000","6,253,000","5,603,000","3,030,000"
