name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"3,129,892,036","2,816,473,577","2,407,191,205","2,111,285,314","2,091,205,527","2,006,828,865","1,742,732,539","1,882,984,486"
TotalLiabilitiesNetMinorityInterest,"677,504,922","677,744,486","639,848,845","518,012,644","472,624,963","475,544,730","462,176,938","462,046,859"
TotalEquityGrossMinorityInterest,"2,452,387,114","2,138,729,091","1,767,342,360","1,593,272,670","1,618,580,564","1,531,284,135","1,280,555,601","1,420,937,627"
	StockholdersEquity,"2,452,387,114","2,138,729,091","1,767,342,360","1,593,272,670","1,618,580,564","1,531,284,135","1,280,555,601","1,420,937,627"
		CapitalStock,"1,280,236,413","1,280,618,223","1,280,618,223","1,281,058,202","929,689,610","927,744,574","927,744,574","927,715,106"
			CommonStock,"1,280,236,413","1,280,618,223","1,280,618,223","1,281,058,202","929,689,610","927,744,574","927,744,574","927,715,106"
		RetainedEarnings,"1,172,150,701","858,110,868","486,724,137","312,214,468","688,890,954","603,539,561","352,811,027","-29,496,732"
TotalCapitalization,"3,124,887,114","2,811,229,091","2,402,342,360","2,103,272,670","2,078,580,564","1,991,284,135","1,740,555,601","1,880,937,627"
CommonStockEquity,"2,452,387,114","2,138,729,091","1,767,342,360","1,593,272,670","1,618,580,564","1,531,284,135","1,280,555,601","1,420,937,627"
NetTangibleAssets,"2,452,387,114","2,138,729,091","1,767,342,360","1,593,272,670","1,618,580,564","1,531,284,135","1,280,555,601","1,420,937,627"
InvestedCapital,"3,124,887,114","2,811,229,091","2,402,342,360","2,103,272,670","2,078,580,564","1,991,284,135","1,740,555,601","1,880,937,627"
TangibleBookValue,"2,452,387,114","2,138,729,091","1,767,342,360","1,593,272,670","1,618,580,564","1,531,284,135","1,280,555,601","1,420,937,627"
TotalDebt,"672,500,000","672,500,000","635,000,000","510,000,000","460,000,000","460,000,000","460,000,000","460,000,000"
NetDebt,"660,105,367","672,384,778","634,868,593","507,731,801","454,584,861","459,921,324","459,696,575","460,000,000"
ShareIssued,"134,255,902","134,243,229","134,243,229","134,243,229","109,272,487","109,161,402","109,161,402","109,161,402"
OrdinarySharesNumber,"134,255,902","134,243,229","134,243,229","134,243,229","109,272,487","109,161,402","109,161,402","109,161,402"
