name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020
TotalAssets,"250,425,074","250,804,476","250,960,821","251,110,620","251,315,598","75,000"
	CurrentAssets,"379,084","780,774","943,422","1,099,523","1,310,734","20,000"
		CashCashEquivalentsAndShortTermInvestments,"99,400","607,255","671,567","724,990","855,525","20,000"
			CashAndCashEquivalents,"99,400","607,255","671,567","724,990","855,525","20,000"
				CashFinancial,"99,400","607,255","671,567","724,990","855,525","20,000"
		PrepaidAssets,"279,684","173,519","271,855","374,533","455,209",
	TotalNonCurrentAssets,"250,045,990","250,023,702","250,017,399","250,011,097","250,004,864","55,000"
		NonCurrentDeferredAssets,,"0","0","0","0","55,000"
		OtherNonCurrentAssets,"250,045,990","250,023,702","250,017,399","250,011,097","250,004,864",
TotalLiabilitiesNetMinorityInterest,"13,467,867","19,166,342","20,197,737","23,281,037","18,620,688","51,596"
	CurrentLiabilities,"335,517","468,737","308,237","240,237","121,388","51,596"
		PayablesAndAccruedExpenses,"335,517","468,737","308,237","240,237","121,388","51,596"
			Payables,,"468,737","308,237","240,237","121,388",
				AccountsPayable,,"468,737","308,237","240,237","121,388",
			CurrentAccruedExpenses,,"0","0","0","0","51,596"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"13,132,350","18,697,605","19,889,500","23,040,800","18,499,300","0"
		NonCurrentDeferredLiabilities,"8,750,000","8,750,000","8,750,000","8,750,000","8,750,000",
		TradeandOtherPayablesNonCurrent,,"8,750,000","8,750,000","8,750,000","8,750,000",
		DerivativeProductLiabilities,"4,382,350","9,947,605","11,139,500","14,290,800","9,749,300",
TotalEquityGrossMinorityInterest,"236,957,207","231,638,134","230,763,084","227,829,583","232,694,910","23,404"
	StockholdersEquity,"236,957,207","231,638,134","230,763,084","227,829,583","232,694,910","23,404"
		CapitalStock,"250,000,625","250,000,625","250,000,625","222,830,477","227,695,748","627"
			PreferredStock,"0","0","0","0","0","0"
			CommonStock,"250,000,625","250,000,625","250,000,625","222,830,477","227,695,748","627"
		AdditionalPaidInCapital,,"0","0","2,277,612","0","24,373"
		RetainedEarnings,"-13,043,418","-18,362,491","-19,237,541","2,721,494","4,999,162","-1,596"
TotalCapitalization,"236,957,207","231,638,134","230,763,084","227,829,583","232,694,910","23,404"
CommonStockEquity,"236,957,207","231,638,134","230,763,084","227,829,583","232,694,910","23,404"
NetTangibleAssets,"236,957,207","231,638,134","230,763,084","227,829,583","232,694,910","23,404"
WorkingCapital,"43,567","312,037","635,185","859,286","1,189,346","-31,596"
InvestedCapital,"236,957,207","231,638,134","230,763,084","227,829,583","232,694,910","23,404"
TangibleBookValue,"236,957,207","231,638,134","230,763,084","227,829,583","232,694,910","23,404"
ShareIssued,"31,250,000","31,250,000","31,250,000","31,250,000","31,250,000","31,250,000"
OrdinarySharesNumber,"31,250,000","31,250,000","31,250,000","31,250,000","31,250,000","31,250,000"
