name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"491,071,000","593,795,000","1,339,644,000","1,454,459,000","1,637,279,000","1,781,252,000","1,945,484,000","2,107,790,000","1,529,104,000","1,727,424,000","1,892,218,000","2,023,344,000","2,138,615,000","2,242,844,000","2,351,789,000","1,761,511,000","1,866,808,000","1,900,567,000","1,405,756,000","1,457,130,000","1,072,570,000","1,118,122,000","918,262,000","941,667,000","978,704,000","1,002,337,000","1,017,641,000","999,169,000","533,816,000","556,739,000","330,193,000","240,622,000","209,510,000","224,390,000","228,262,000","234,544,000","137,459,000","69,322,000"
	CurrentAssets,"254,917,000","336,520,000","832,325,000","903,526,000","1,097,535,000","1,215,537,000","1,293,194,000","1,613,445,000","967,467,000","1,152,174,000","1,220,032,000","1,300,780,000","1,365,032,000","1,418,997,000","1,725,348,000","1,105,744,000","1,164,108,000","1,322,769,000","758,707,000","1,118,618,000","667,311,000","724,214,000","608,835,000","582,886,000","560,974,000","523,965,000","713,155,000","815,452,000","340,836,000","479,989,000","223,320,000","182,869,000","195,920,000","211,987,000","221,467,000","230,526,000","135,089,000","67,784,000"
		CashCashEquivalentsAndShortTermInvestments,"211,588,000","299,503,000","777,601,000","839,701,000","1,012,436,000","1,151,251,000","1,230,255,000","1,549,382,000","910,683,000","1,106,460,000","1,179,955,000","1,253,880,000","1,321,817,000","1,385,304,000","1,695,295,000","1,076,959,000","1,121,576,000","1,290,109,000","728,774,000","1,095,434,000","634,068,000","704,378,000","600,960,000","575,799,000","553,103,000","517,949,000","707,464,000","810,507,000","334,884,000","473,555,000","215,374,000","175,710,000","192,499,000","206,279,000","216,791,000","228,847,000","131,836,000","67,011,000"
			CashAndCashEquivalents,"106,260,000","161,160,000","402,461,000","353,468,000","439,714,000","317,705,000","324,164,000","1,198,768,000","346,629,000","327,214,000","300,426,000","280,995,000","221,738,000","402,579,000","952,137,000","333,949,000","456,535,000","758,505,000","237,962,000","686,334,000","216,001,000","278,887,000","245,154,000","222,629,000","192,588,000","164,269,000","417,510,000","593,299,000","133,174,000","347,845,000","89,603,000","175,710,000","192,499,000","206,279,000","216,791,000","228,847,000","131,836,000","67,011,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,774,000","113,840,000",,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"213,017,000","115,007,000",,
			OtherShortTermInvestments,"105,328,000","138,343,000","375,140,000","486,233,000","572,722,000","833,546,000","906,091,000","350,614,000","564,054,000","779,246,000","879,529,000","972,885,000","1,100,079,000","982,725,000","743,158,000","743,010,000","665,041,000","531,604,000","490,812,000","409,100,000","418,067,000","425,491,000","355,806,000","353,170,000","360,515,000","353,680,000","289,954,000","217,208,000","201,710,000","125,710,000","125,771,000",,,,,,"0","0"
		Receivables,"11,531,000","11,389,000","23,246,000","16,597,000","24,762,000","26,814,000","27,517,000","24,705,000","16,575,000","12,826,000","13,145,000","21,473,000","19,449,000","13,931,000","5,920,000","4,732,000","14,265,000","3,112,000","2,712,000","4,334,000","21,228,000",,,,,,,,,,,,,,,,,
			AccountsReceivable,"11,531,000","11,389,000","23,246,000","16,597,000","24,762,000","26,814,000","27,517,000","24,705,000","16,575,000","12,826,000","13,145,000","21,473,000","19,449,000","13,912,000","5,901,000","4,713,000","14,246,000",,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,"19,000","19,000","19,000","19,000","3,112,000","2,712,000","4,334,000","21,228,000",,,,,,,,,,,,,,,,,
		Inventory,,,"766,000","13,502,000","18,079,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,,,"0","12,290,000","16,892,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,,"766,000","1,212,000","1,187,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"31,798,000","25,628,000","30,712,000","33,726,000","42,258,000","37,472,000","35,422,000","39,358,000","40,209,000","32,888,000","26,932,000","25,427,000","23,766,000","19,762,000","24,133,000","24,053,000","28,267,000","21,171,000","13,893,000","15,036,000","8,730,000","19,836,000","7,875,000","7,087,000","7,871,000","6,016,000","4,957,000","4,546,000","4,039,000","4,521,000","4,840,000","4,053,000","2,728,000","5,015,000","4,676,000","1,679,000","3,253,000","773,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,"3,814,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"734,000","399,000","1,913,000","1,913,000","3,106,000","3,106,000","693,000","693,000",,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"734,000","399,000","1,913,000","1,913,000","3,106,000","3,106,000","693,000","693,000",,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"8,377,000","13,328,000",,"3,285,000",,,,,,,,,,,,,,,,,
