name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997
			DepreciationAndAmortization,"110,336,000","29,428,000","29,080,000","27,491,000","24,337,000","22,682,000","23,501,000","23,799,000","22,076,000","21,406,000","21,646,000","20,940,000","19,715,000","17,489,000","18,936,000","18,202,000","17,387,000","15,983,000","15,795,000","16,590,000","15,868,000","13,849,000","15,426,000","16,175,000","15,802,000","14,453,000","16,330,000","16,384,000","16,242,000","13,748,000","16,028,000","16,368,000","15,078,000","14,395,000","15,669,000","15,197,000","13,143,000","14,045,000","14,632,000","14,756,000","14,182,000","14,827,000","15,061,000","14,506,000","13,458,000","11,060,000","16,596,000","16,536,000","15,271,000","14,401,000","18,346,000","19,530,000","17,170,000","13,012,000","21,466,000","21,029,000","19,786,000","20,522,000","21,438,000","22,033,000","24,304,000","13,361,000","23,154,000","17,942,000","21,301,000","16,525,000","16,913,000","16,134,000","14,569,000","16,270,000","17,554,000","17,244,000","16,565,000","14,614,000","14,972,000","14,770,000","12,030,000","11,623,000","12,222,000","12,055,000","12,306,000","12,825,000","12,934,000","12,631,000","10,623,000","13,548,000","14,381,000","14,331,000","14,311,000","10,200,000","8,100,000","7,600,000","7,000,000","6,300,000","6,200,000","5,300,000","4,900,000","5,000,000","4,500,000","3,900,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,485,000","11,258,000","16,791,000","16,727,000","15,458,000",,,,,,,"21,193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-27,000","-198,000","-195,000","-191,000","-187,000",,,,,,,"-164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-27,000","-198,000","-195,000","-191,000","-187,000",,,,,,,"-164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Depletion,,,,,"1,977,000","1,604,000","2,070,000","2,243,000","1,795,000","1,673,000","2,131,000","1,957,000","1,975,000","1,648,000","1,897,000","2,834,000","2,601,000","2,392,000","2,812,000","2,661,000","2,409,000","1,764,000","2,165,000","2,687,000","2,493,000","1,950,000","2,409,000","2,660,000","2,669,000","1,690,000","3,064,000","3,134,000","2,238,000","2,219,000","2,864,000","2,627,000","2,014,000","2,480,000","2,590,000","2,288,000","1,912,000","2,056,000","2,484,000","2,030,000","1,865,000","1,714,000","2,107,000","2,192,000","1,931,000","1,771,000","1,645,000","1,520,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"13,307,000","534,000","2,099,000","5,933,000","4,741,000","2,300,000","-53,802,000","258,000","289,000","967,000","23,000","298,000","-1,753,000","188,000","1,171,000","804,000","462,000","-1,187,000","-15,909,000","100,000","358,000","-74,000","55,000","225,000","203,000","100,000","168,000","211,000","465,000","-49,000","155,000","224,000","491,000","584,000","244,000","260,000","514,000","-4,964,000","342,000","565,000","351,000","540,000","69,000","939,000","-25,442,000","642,000","526,000","659,000","651,000","1,292,000","468,000","620,000","7,312,000","-3,153,000","2,212,000","2,435,000","-1,062,000","-2,002,000","-165,000","856,000","-11,710,000","-613,000","2,212,000","-1,135,000","972,000","19,000","2,272,000","1,721,000","372,000","1,059,000","1,946,000","1,755,000","-2,843,000","542,000","-1,055,000","1,351,000","-1,284,000","4,451,000","3,056,000","1,308,000","3,746,000","-464,000","0","2,311,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"13,307,000","534,000","2,099,000","5,933,000","4,741,000","2,300,000","-53,802,000","258,000","289,000","967,000","23,000","298,000","-1,753,000","188,000","1,171,000","804,000","462,000","-1,187,000","-15,909,000","100,000","358,000","-74,000","55,000","225,000","203,000","100,000","168,000","211,000","465,000","-49,000","155,000","224,000","491,000","584,000","244,000","260,000","514,000","-4,964,000","342,000","565,000","351,000","540,000","69,000","939,000","-25,442,000","642,000","526,000","659,000","651,000","1,292,000","468,000","620,000","7,312,000","-3,153,000","2,212,000","2,435,000","-1,062,000","-2,002,000","-165,000","856,000","-11,710,000","-613,000","2,212,000","-1,135,000","972,000","19,000","2,272,000","1,721,000","372,000","1,059,000","1,946,000","1,755,000","-2,843,000","542,000","-1,055,000","1,351,000","-1,284,000","4,451,000","3,056,000","1,308,000","3,746,000","-464,000","0","2,311,000",,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243,000","259,000","252,000","245,000","237,000","230,000","-849,000","562,000","550,000","538,000","526,000","871,000","324,000","-54,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"40,746,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"10,851,000","2,241,000","2,839,000","2,655,000","3,116,000","2,941,000","2,874,000","1,965,000","1,818,000","1,562,000","2,005,000","1,898,000","1,889,000","1,431,000","2,079,000","2,168,000","2,121,000","2,077,000","1,648,000","1,872,000","1,655,000","1,257,000","1,016,000","755,000","900,000","722,000","754,000","890,000","775,000","660,000","647,000","562,000","553,000","642,000","578,000","631,000","676,000","534,000","631,000","675,000","548,000","-59,000","717,000","649,000","-460,000","572,000","850,000","630,000","515,000","687,000","510,000","530,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,000","-26,000",,,"47,000","-59,000","0","0","-63,000","63,000","2,000","90,000","17,000","-205,000","0","-35,000","27,000","-246,000","-7,000","-5,000",,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"19,659,000","6,522,000","4,057,000","7,150,000","3,541,000","3,919,000","369,000","4,355,000","3,171,000","5,271,000","2,422,000","1,478,000","4,788,000","4,972,000","17,362,000","-1,411,000","2,122,000","3,825,000","1,964,000","1,951,000","65,174,000","1,611,000","2,593,000","1,933,000","1,935,000","1,926,000","972,000","963,000","950,000","928,000","985,000","896,000","-140,000","2,517,000","1,082,000","1,105,000","977,000","1,466,000","925,000","933,000","866,000","4,699,000","238,000","-2,193,000","-1,140,000","177,000","3,449,000","845,000","838,000","5,770,000","-772,000","-1,819,000","-66,451,000","2,785,000","-6,000","358,000","-5,963,000","9,514,000","-1,094,000","-1,926,000","21,685,000","5,729,000","187,000","-7,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","-300,000","200,000","2,100,000","-2,700,000","2,500,000","100,000","-2,000,000",,,
		ChangeInWorkingCapital,"-19,947,000","-18,124,000","1,255,000","-524,000","-2,561,000","-5,586,000","-10,604,000","1,562,000","6,446,000","-17,184,000","9,488,000","-8,825,000","-4,785,000","-19,180,000","2,157,000","-3,017,000","1,623,000","-6,103,000","2,015,000","3,783,000","-2,487,000","-7,895,000","2,104,000","-8,997,000","7,060,000","-9,562,000","14,049,000","-7,042,000","8,370,000","-10,400,000","-12,268,000","-7,296,000","2,144,000","703,000","-11,565,000","-402,000","3,613,000","-1,002,000","3,068,000","-5,091,000","4,278,000","-2,462,000","7,822,000","-3,394,000","-3,552,000","78,000","1,742,000","-3,723,000","6,407,000","-7,844,000","-4,260,000","3,141,000","12,547,000","-3,268,000","-7,148,000","-7,012,000","3,293,000","527,000","-10,337,000","-5,245,000","8,008,000","-89,000","-3,961,000","101,000","-6,234,000","2,393,000","-3,600,000","62,000","3,709,000","6,029,000","-7,289,000","-3,820,000","7,094,000","7,634,000","-10,581,000","-4,515,000","15,177,000","-11,470,000","3,151,000","-5,936,000","-2,697,000","2,901,000","900,000","6,464,000","31,019,000","1,308,000","-17,156,000","3,949,000","-19,100,000","-6,500,000","2,400,000","-1,600,000","2,700,000","-500,000","-6,900,000","5,300,000","2,200,000","0","-3,200,000","-1,500,000"
			ChangeInReceivables,"-14,892,000","402,000","3,521,000","-6,231,000","-12,584,000","7,872,000","-585,000","-48,000","-59,000","6,507,000","9,677,000","-5,084,000","-12,751,000","2,694,000","6,328,000","-823,000","-12,580,000","1,242,000","-777,000","683,000","-10,139,000","5,569,000","2,159,000","-2,272,000","-8,049,000","7,133,000","3,581,000","-326,000","-10,911,000","3,237,000","-91,000","-6,609,000","-2,283,000","4,647,000","-194,000","-5,588,000","1,683,000","1,962,000","2,454,000","-5,960,000","560,000","8,952,000","5,477,000","-7,547,000","-7,040,000","7,077,000","-607,000","-2,703,000","-5,087,000","-497,000","-43,000","-4,840,000","3,495,000","11,507,000","4,626,000","-8,604,000","-1,483,000","4,227,000","-1,217,000","-3,003,000","-3,733,000","4,388,000","-859,000","-4,922,000","-3,164,000",,,"-4,924,000",,"6,026,000","-1,765,000","-3,347,000","-3,790,000","3,932,000","1,439,000","-7,440,000","899,000","1,761,000","-1,374,000","-8,752,000","176,000","4,919,000","2,833,000","127,000","14,777,000","14,430,000","1,407,000","-13,922,000","-1,286,000","-4,400,000","-2,100,000","-6,400,000","1,600,000","400,000","-800,000","-2,800,000","1,600,000","800,000","-900,000","-1,900,000"
				ChangesInAccountReceivables,"-14,892,000","402,000","3,521,000","-6,231,000","-12,584,000","7,872,000","-585,000","-48,000","-59,000","6,507,000","9,677,000","-5,084,000","-12,751,000","2,694,000","6,328,000","-823,000","-12,580,000","1,242,000","-777,000","683,000","-10,139,000","5,569,000","2,159,000","-2,272,000","-8,049,000","7,133,000","3,581,000","-326,000","-10,911,000","3,237,000","-91,000","-6,609,000","-2,283,000","4,647,000","-194,000","-5,588,000","1,683,000","1,962,000","2,454,000","-5,960,000","560,000","8,952,000","5,477,000","-7,547,000","-7,040,000","7,077,000","-607,000","-2,703,000","-5,087,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-5,326,000","-1,060,000","8,048,000","-7,199,000","-5,115,000","-2,077,000","1,697,000","-599,000","-2,138,000","-171,000","-372,000","1,678,000","455,000","-3,430,000","-294,000","-1,788,000","3,121,000","-504,000","318,000","-2,239,000","662,000","-145,000","1,006,000","-2,480,000","710,000","-1,492,000","4,438,000","-1,263,000","1,337,000","4,341,000","-2,104,000","-913,000","2,267,000","267,000","-818,000","-2,179,000","4,742,000","-403,000","-929,000","646,000","1,076,000","-276,000","-2,211,000","1,729,000","3,351,000","210,000","-402,000","675,000","2,884,000","-1,432,000","-885,000","2,338,000","921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"271,000","-17,466,000","-10,314,000","12,906,000","15,138,000","-11,381,000","-11,716,000","2,209,000","8,643,000","-23,520,000","183,000","-5,419,000","7,511,000","-18,444,000","-3,877,000","-406,000","11,082,000","-6,841,000","2,474,000","5,339,000","6,990,000","-13,319,000","-1,061,000","-4,245,000","14,399,000","-15,203,000","6,030,000","-5,453,000","17,944,000","-17,978,000","-10,073,000","226,000","2,160,000","-4,211,000","-10,553,000","7,365,000","-2,812,000","-2,561,000","1,543,000","223,000","2,642,000","-11,138,000","4,556,000","2,424,000","137,000","-7,209,000","2,751,000","-1,695,000","8,610,000","-5,915,000","-3,332,000","5,643,000","-17,656,000","-11,474,000","-7,518,000","3,118,000","8,253,000","-4,613,000","-439,000","-3,671,000","11,555,000","-9,337,000","4,344,000","-55,000","2,341,000","-1,035,000","-4,817,000","1,997,000",,"-6,194,000","-365,000","458,000","9,133,000","1,125,000","-4,445,000","2,252,000","6,563,000","-5,308,000","3,490,000","7,286,000","-3,837,000","-5,104,000","1,783,000","1,594,000","-1,041,000","-4,654,000","-8,763,000","7,815,000","8,102,000","-10,000,000",,,"3,900,000","-4,700,000","-2,000,000","4,000,000","1,300,000","-2,300,000","0","1,200,000"
				ChangeInPayable,"14,655,000","2,116,000","-6,430,000","9,452,000","9,517,000","1,349,000","-6,641,000","-1,618,000","3,621,000","-10,588,000","5,128,000","-2,361,000","11,899,000","-7,904,000","1,082,000","1,584,000","5,020,000","1,405,000","38,000","3,504,000","3,027,000","-4,485,000","-2,300,000","1,260,000","7,228,000","-6,112,000","-5,185,000","1,959,000","8,737,000","-9,108,000","4,000","-4,416,000","9,789,000","-7,543,000","-2,710,000","278,000","4,262,000","-4,727,000","2,597,000","2,020,000","1,457,000","-6,506,000","6,695,000","2,564,000","7,640,000","-3,477,000","1,787,000","1,493,000","8,738,000","-2,869,000","-998,000","645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"14,655,000","2,116,000","-6,430,000","9,452,000","9,517,000","1,349,000","-6,641,000","-1,618,000","3,621,000","-10,588,000","5,128,000","-2,361,000","11,899,000","-7,904,000","1,082,000","1,584,000","5,020,000","1,405,000","38,000","3,504,000","3,027,000","-4,485,000","-2,300,000","1,260,000","7,228,000","-6,112,000","-5,185,000","1,959,000","8,737,000","-9,108,000","4,000","-4,416,000","9,789,000","-7,543,000","-2,710,000","278,000","4,262,000","-4,727,000","2,597,000","2,020,000","1,457,000","-6,506,000","6,695,000","2,564,000","7,640,000","-3,477,000","1,787,000","1,493,000","8,738,000","-2,869,000","-998,000","645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-14,384,000","-19,582,000","-3,884,000","3,454,000","5,621,000","-12,730,000","-5,075,000","3,827,000","5,022,000","-12,932,000","-4,945,000","-3,058,000","-4,388,000","-10,540,000","-4,959,000","-1,990,000","6,062,000","-8,246,000","2,436,000","1,835,000","3,963,000","-8,834,000","1,239,000","-5,505,000","7,171,000","-9,091,000","11,215,000","-7,412,000","9,207,000","-8,870,000","-10,077,000","4,642,000","-7,629,000","3,332,000","-7,843,000","7,087,000","-7,074,000","2,166,000","-1,054,000","-1,797,000","1,185,000","-4,632,000","-2,139,000","-140,000","-7,503,000","-3,732,000","964,000","-3,188,000","-128,000","-3,046,000","-2,334,000","4,998,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,100,000",,,,"600,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,743,000","17,283,000",,,"10,056,000",,,,,"-1,700,000",,,,"-200,000","1,500,000","-1,700,000","-1,400,000"
			ChangeInOtherWorkingCapital,"-5,307,000",,,,,,,,"-1,308,000","-50,000","-2,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,256,000","-1,526,000","-3,477,000","913,000","-8,681,000","1,429,000","186,000","4,860,000","-7,446,000","5,078,000",,"6,699,000","-3,707,000","2,989,000",,,"-5,159,000","-931,000","1,751,000","2,577,000","-7,575,000","673,000","7,715,000","-7,923,000","1,035,000","-4,470,000","964,000","3,086,000",,,,,,,"-28,185,000","7,900,000","5,100,000","4,800,000",,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-35,000","-166,000",,,"0","0","0","0","-646,000","646,000","-4,209,000","3,850,000","0","0","143,000",,,,"-45,000","0","0","92,000","3,203,000","0",,,,,,,,,,,,,,,,,,,,"-221,000","239,000","227,000","228,000",,,,,,,,,,,,,,,,,,,
