name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"352,698,321","556,891,673","908,298,200","1,431,504,022"
EnterpriseValue,"27,030,321","412,548,673","763,955,200","1,287,161,022"
PsRatio,"33.028","30.284","112.891","248.982"
PbRatio,"0.949","1.437","2.249",
EnterprisesValueRevenueRatio,"2.532","154.861","298.537","323.651"
EnterprisesValueEBITDARatio,"-0.369","-20.08","-42.715","-62.14"
