name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"18,334,639,000","18,756,025,000","18,548,724,000","11,523,047,000","10,922,595,000","10,455,671,000","6,960,576,000","6,604,269,000","5,232,824,000","5,224,169,000","4,081,901,000","4,019,109,000","3,926,972,000","2,192,669,000","2,252,419,000","2,355,364,000","1,970,452,000","1,988,280,000","1,121,199,000","1,064,225,000","485,775,000"
	CurrentAssets,"13,829,896,000","15,135,397,000","16,003,700,000","9,397,098,000","9,025,872,000","8,939,004,000","5,563,087,000","5,251,034,000","4,050,583,000","4,410,139,000","3,317,787,000","3,249,718,000","3,192,516,000","1,710,713,000","1,808,463,000","1,979,297,000","1,642,321,000","1,720,713,000","866,768,000","868,241,000","309,884,000"
		CashCashEquivalentsAndShortTermInvestments,"8,800,517,000","10,159,043,000","11,832,250,000","5,607,524,000","6,062,272,000","6,292,979,000","3,551,359,000","3,447,522,000","2,630,170,000","3,221,312,000","2,306,603,000","2,317,030,000","2,363,104,000","1,003,531,000","1,209,235,000","1,477,140,000","1,172,426,000","1,365,361,000","581,474,000","651,060,000","170,078,000"
			CashAndCashEquivalents,"7,683,666,000","9,247,762,000","11,126,238,000","4,645,383,000","5,752,585,000","6,166,880,000","3,509,039,000","3,432,782,000","2,599,702,000","3,118,988,000","2,297,187,000","2,308,086,000","2,362,523,000","1,002,841,000","1,209,235,000","1,477,140,000","1,172,426,000","1,347,361,000","581,474,000","651,060,000","170,078,000"
			OtherShortTermInvestments,"1,116,851,000","911,281,000","706,012,000","962,141,000","309,687,000","126,099,000","42,320,000","14,740,000","30,468,000","102,324,000","9,416,000","8,944,000","581,000","690,000","0","0","0","18,000,000",,,"0"
		Receivables,"2,124,554,000","2,620,934,000","1,433,660,000","1,159,148,000","795,358,000","1,185,051,000","295,883,000","254,599,000","163,552,000","451,360,000","140,475,000","152,650,000","151,524,000","317,873,000","66,548,000","61,018,000","73,143,000","185,312,000","59,214,000","47,897,000","91,792,000"
			AccountsReceivable,"280,115,000","388,308,000","373,644,000","382,662,000","331,009,000","362,999,000","289,158,000","243,889,000","160,003,000","187,035,000","138,198,000","149,143,000","147,603,000","97,782,000","61,220,000","55,114,000","70,899,000","61,846,000","57,830,000","46,532,000","35,074,000"
				GrossAccountsReceivable,"284,697,000","394,080,000","381,622,000","387,633,000",,"370,977,000","297,592,000",,"162,783,000","191,118,000",,,,"100,182,000",,,,"63,676,000",,,"35,269,000"
				AllowanceForDoubtfulAccountsReceivable,"-4,582,000","-5,772,000","-7,978,000","-4,971,000",,"-7,978,000","-8,434,000",,"-2,780,000","-4,083,000",,,,"-2,400,000",,,,"-1,830,000",,,"-195,000"
			LoansReceivable,"1,827,831,000","1,500,954,000","1,049,703,000","762,485,000","453,297,000","289,163,000",,,,"2,175,000",,,,"2,394,000",,,,"4,295,000",,,"5,355,000"
			TaxesReceivable,,"145,401,000",,,,"53,962,000",,,,"46,171,000",,,,"41,014,000",,,,"24,409,000",,,"6,095,000"
			DuefromRelatedPartiesCurrent,"16,608,000","16,095,000","10,313,000","14,001,000","11,052,000","19,449,000","6,725,000","10,710,000","3,549,000","4,735,000","2,277,000","3,507,000","3,921,000","5,224,000","5,328,000","5,904,000","2,244,000","2,235,000","1,384,000","1,365,000","2,735,000"
			OtherReceivables,,"570,176,000",,,,"459,478,000",,,,"211,244,000",,,,"171,459,000",,,,"92,527,000",,,"42,533,000"
		Inventory,"139,690,000","117,499,000","128,688,000","99,477,000","92,659,000","64,219,000","61,676,000","61,178,000","34,222,000","26,932,000","21,372,000","22,523,000","25,880,000","37,689,000","19,565,000","16,906,000","13,382,000","9,790,000","7,272,000","5,723,000","3,947,000"
		PrepaidAssets,"1,379,069,000","139,478,000","1,243,362,000","1,202,889,000","990,776,000","76,666,000","961,326,000","810,207,000","717,243,000","43,213,000","489,272,000","437,269,000","350,959,000","25,813,000","265,342,000","270,026,000","223,849,000","24,320,000","149,382,000","128,705,000","8,091,000"
		RestrictedCash,"1,386,066,000","1,551,635,000","1,365,740,000","1,328,060,000","1,084,807,000","859,192,000","692,843,000","677,528,000","505,396,000","434,938,000","360,065,000","320,246,000","301,049,000","254,100,000","247,773,000","154,207,000","159,521,000","95,300,000","69,426,000","34,856,000","18,607,000"
		CurrentDeferredAssets,,"517,545,000",,,,"441,873,000",,,,"232,384,000",,,,"71,707,000",,,,"39,107,000",,,"16,693,000"
		OtherCurrentAssets,,"29,263,000",,,,"19,024,000",,,,,,,,,,,,"1,523,000",,,"676,000"
	TotalNonCurrentAssets,"4,504,743,000","3,620,628,000","2,545,024,000","2,125,949,000","1,896,723,000","1,516,667,000","1,397,489,000","1,353,235,000","1,182,241,000","814,030,000","764,114,000","769,391,000","734,456,000","481,956,000","443,956,000","376,067,000","328,131,000","267,567,000","254,431,000","195,984,000","175,891,000"
		NetPPE,"2,101,537,000","1,713,182,000","1,353,290,000","830,195,000","628,600,000","712,744,000","552,469,000","523,453,000","468,324,000","488,993,000","463,149,000","425,935,000","406,289,000","204,214,000","147,379,000","121,920,000","93,939,000","80,101,000","47,934,000","34,124,000","31,963,000"
			GrossPPE,"2,101,537,000","2,313,132,000","1,353,290,000","830,195,000","628,600,000","1,081,350,000","872,655,000","523,453,000","704,055,000","703,275,000","641,984,000","425,935,000","406,289,000","304,598,000",,,,"149,156,000",,"90,268,000","77,254,000"
				Properties,,"0",,,,"0","0",,"0","0","0",,,"0",,,,"0",,"0","0"
				LandAndImprovements,,"196,421,000",,,,"22,708,000",,,,"20,598,000","20,459,000",,,,,,,,,,
				BuildingsAndImprovements,,"1,956,000",,,,"2,093,000","1,350,000",,"939,000","814,000","813,000",,,,,,,,,,
				MachineryFurnitureEquipment,,"1,135,010,000",,,,"559,905,000","508,785,000",,"389,015,000","378,728,000","335,251,000",,,"228,960,000",,,,"108,925,000",,"70,992,000","60,128,000"
				OtherProperties,"2,101,537,000","670,476,000","1,353,290,000","830,195,000","628,600,000","241,851,000","220,116,000","523,453,000","189,572,000","186,429,000","169,478,000","425,935,000","406,289,000",,,,,,,"0","0"
				ConstructionInProgress,,"56,491,000",,,,"92,761,000","340,000",,"48,000","8,006,000",,,,"11,857,000",,,,"7,980,000",,"878,000","840,000"
				Leases,,"252,778,000",,,,"162,032,000","142,064,000",,"124,481,000","129,298,000","115,983,000",,,"63,781,000",,,,"32,251,000",,"18,398,000","16,286,000"
			AccumulatedDepreciation,,"-599,950,000",,,,"-368,606,000","-320,186,000",,"-235,731,000","-214,282,000","-178,835,000",,,"-100,384,000",,,,"-69,055,000",,"-56,144,000","-45,291,000"
		GoodwillAndOtherIntangibleAssets,"623,963,000","602,658,000","525,385,000","518,471,000","509,311,000","256,051,000","264,954,000","260,454,000","281,807,000","66,570,000","45,866,000","43,847,000","44,915,000","43,839,000","56,620,000","60,543,000","64,566,000","68,285,000","73,000,000","24,260,000","29,963,000"
			Goodwill,"562,697,000","539,624,000","476,662,000","476,334,000","467,905,000","216,278,000","208,095,000","223,342,000","223,342,000","30,952,000","30,952,000","30,952,000","30,952,000","30,952,000","30,952,000","30,952,000","30,952,000","30,952,000","30,952,000",,
			OtherIntangibleAssets,"61,266,000","63,034,000","48,723,000","42,137,000","41,406,000","39,773,000","56,859,000","37,112,000","58,465,000","35,618,000","14,914,000","12,895,000","13,963,000","12,887,000","25,668,000","29,591,000","33,614,000","37,333,000","42,048,000","24,260,000","29,963,000"
		InvestmentsAndAdvances,"1,418,955,000","1,052,861,000","334,127,000","286,372,000","243,666,000","190,482,000","219,138,000","195,196,000","143,175,000","113,797,000","99,086,000","100,399,000","107,125,000","111,022,000","118,188,000","71,006,000","58,514,000","28,216,000","27,132,000","45,070,000","45,072,000"
