name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"75,060,000","32,931,000","-7,539,000","14,664,000","35,004,000","9,164,000","37,026,000","16,019,000","37,594,000","28,867,000","23,129,000","12,785,000","22,342,000","20,992,000","-73,130,000","-197,363,000","-98,999,000","-124,689,000","-338,760,000","-8,893,000","-7,451,000","-107,600,000","-93,960,000","74,369,000","108,280,000","-18,996,000","264,977,000","26,098,000","25,017,000","338,154,000","-262,508,000","-390,066,000","-17,924,000","66,339,000","125,076,000","-52,042,000","-290,879,000","-26,537,000","-236,699,000","169,917,000","46,520,000","-31,134,000","16,771,000","-79,051,041","108,659,396","-93,832,355","-466,659,976","-37,982,344","20,226,669","136,866,552","56,996,138","-200,928,507","-140,972,043","69,456,420","1,225,436","-111,994,392","-89,450,493","-59,533,513"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,"-73,130,000","-197,363,000","-98,999,000","-124,689,000","-338,760,000","-8,893,000","-7,451,000","-107,600,000","-93,960,000","74,369,000","108,280,000","-18,996,000","264,977,000","26,098,000","25,017,000","338,154,000","-262,508,000","-390,066,000","-17,924,000","66,339,000","125,076,000","-52,042,000","-290,879,000","-26,537,000","-236,699,000","169,917,000","46,520,000","-31,134,000","16,771,000","-79,051,041","108,659,396","-93,832,355","-466,659,976","-37,982,344","20,226,669","136,866,552","56,996,138","-200,928,507","-140,972,043","69,456,420","1,225,436","-111,994,392","-89,450,493","-59,533,513"
		NetIncomeFromContinuingOperations,,,,,,,,,,,,,,,"-1,070,000","7,473,000","22,184,000","21,324,000","8,198,000","6,595,000","5,441,000","15,730,000","1,931,000","551,000","5,002,000","-23,186,000","1,861,000","3,928,000","13,223,000","19,417,000","2,759,000","13,148,000","21,204,000","22,838,000","15,088,000","11,823,000","11,705,000","40,746,000","24,786,000","29,537,000","10,768,000","32,055,000","1,701,000","-1,159,590","-1,321,580","11,107,170","13,225,711","16,018,239","3,731,130","7,595,458","12,901,971","30,117,126","36,016,279","14,345,637","-15,331,338","1,912,593","16,270,367","-5,274,267"
		OperatingGainsLosses,,,,,,,,,,,,,,,"610,035,000","-268,409,000","-119,213,000","-247,781,000","183,058,000","18,877,000","-25,553,000","-158,522,000","-117,362,000","156,604,000","-33,027,000","-11,753,000","-153,018,000","-202,910,000","39,027,000","106,246,000","322,202,000","-306,637,000","59,763,000","-64,960,000","112,587,000","126,589,000","-226,457,000","-95,701,000","-19,768,000","-37,970,000","46,184,000","148,661,000","-29,181,000","-57,173,374","-63,930,990","-76,593,636","-222,782,665","-61,927,633","24,786,485","-31,547,253","120,485,727","149,453,712","-60,206,089","41,742,875","-5,842,944","-110,831,098","-132,748,530","-156,987,204"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"-134,811,000","-254,225,000","-127,122,000","-246,793,000","-373,205,000","18,201,000","-26,878,000","-163,993,000","-113,404,000","141,416,000","-32,394,000","12,508,000","-138,835,000","-181,097,000","44,055,000","113,871,000","336,444,000","-315,448,000","55,272,000","-62,336,000","82,950,000","137,749,000","-214,650,000","-100,694,000","-95,220,000","-38,566,000","30,670,000","144,770,000","-25,449,000","-90,778,715","-1,044,363,640","834,807,355","-2,459,655,606","1,034,763,043","804,250,915","412,815,054","-1,200,986,333","934,837,284","381,686,592","116,247,076","-422,359,079","-2,210,276","57,433,862","74,755,386"
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,596,000",,"-3,754,000","-2,804,000","-2,346,000",,,"-2,528,769","-2,720,750",,,"-1,736,031","-1,461,526",,"-2,356,135",,,,"-874,245",,
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,596,000",,"-3,754,000","-2,804,000","-2,346,000",,,"-2,528,769","-2,720,750",,,"-1,736,031","-1,461,526",,"-2,356,135",,,,"-874,245",,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,596,000",,"-3,754,000","-2,804,000","-2,346,000",,,"-2,528,769","-2,720,750",,,"-1,736,031","-1,461,526",,"-2,356,135",,,,"-874,245",,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,596,000",,"-3,754,000","-2,804,000","-2,346,000",,,"-2,528,769","-2,720,750",,,"-1,736,031","-1,461,526",,"-2,356,135",,,,"-874,245",,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"19,055,000","14,184,000","-7,909,000","988,000","-6,278,000","-676,000","-1,325,000","-5,471,000","3,958,000","-15,188,000","633,000","24,261,000","14,183,000","21,813,000","5,028,000","7,625,000","14,242,000","-8,811,000","-4,491,000","2,624,000","-7,085,000","6,872,000","6,135,000","-17,585,000","-14,234,000","-23,863,000","-13,225,000","-32,884,000","20,514,000","20,110,889","9,479,520","11,094,591","7,477,240","-18,841,850","10,394,450","10,347,196","-16,055,992","-27,911,634","-54,986,311","11,742,053","46,272,405","27,503,011","-10,708,921","10,703,364"
